rating,num_review,wine_type,size (cL),name,price,country,abv,year,url
0.0,0,white,75.0,Jordi Llorens Blan 5.7,15.92,Spain,11.0,2021.0,https://www.decantalo.com/uk/en/jordi-llorens-blan-5-7.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Jordi Llorens Blan 5.7,15.92,Spain,11.0,2021.0,https://www.decantalo.com/uk/en/jordi-llorens-blan-5-7.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Cantocuerdas Albillo,18.96,Spain,13.0,2019.0,https://www.decantalo.com/uk/en/cantocuerdas-albillo.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Cantocuerdas Albillo,18.96,Spain,13.0,2019.0,https://www.decantalo.com/uk/en/cantocuerdas-albillo.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Artífice Listán Blanco,21.28,Spain,12.5,2020.0,https://www.decantalo.com/uk/en/artifice-listan-blanco.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Muradella Blanco,out of stock,Spain,13.5,2015.0,https://www.decantalo.com/uk/en/muradella-blanco.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,Eidos Ermos Blanco,14.41,Spain,12.0,2020.0,https://www.decantalo.com/uk/en/eidos-ermos-blanco.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,A Teixa Blanco,out of stock,Spain,13.0,2018.0,https://www.decantalo.com/uk/en/a-teixa-blanco.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Tuets Tot Blanc,12.36,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/tuets-chenin.html#/1-volume-75_cl/201-year-2021
5.0,1,white,75.0,Rodrigo Méndez Sálvora,31.62,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/rodrigo-mendez-salvora.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Castillo Ygay Gran Reserva Especial Blanco,723.18,Spain,13.5,1986.0,https://www.decantalo.com/uk/en/castillo-ygay-gran-reserva-especial-blanco.html#/1-volume-75_cl/159-year-1986
0.0,0,white,75.0,Terra Remota Caminante,20.08,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/terra-remota-caminante.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Alfredo Arribas Trossos Sants,17.59,Spain,14.0,2020.0,https://www.decantalo.com/uk/en/alfredo-arribas-trossos-sants.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Pescuda Blanco,out of stock,Spain,12.5,2019.0,https://www.decantalo.com/uk/en/pescuda-blanco.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Sicus Sons Cartoixà,37.97,Spain,12.5,2017.0,https://www.decantalo.com/uk/en/sicus-sons-cartoixa.html#/1-volume-75_cl/180-year-2017
0.0,0,white,75.0,Sicus Malvasia Àmfora 2018,18.66,Spain,11.5,2019.0,https://www.decantalo.com/uk/en/sicus-malvasia-de-sitges.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Còsmic Confiança,19.48,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/cosmic-confianca.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Marko,13.51,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/marko.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Matías i Torres Albillo Criollo,out of stock,Spain,12.5,2014.0,https://www.decantalo.com/uk/en/matias-i-torres-albillo-criollo.html#/1-volume-75_cl/105-year-2014
0.0,0,white,75.0,Mendall Abeurador blanc,out of stock,Spain,13.0,2020.0,https://www.decantalo.com/uk/en/mendall-abeurador-blanc.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Amós Bañeres Missatge En Una Ampolla,18.83,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/amos-baneres-missatge-en-una-ampolla.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Amós Bañeres Missatge En Una Ampolla,18.83,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/amos-baneres-missatge-en-una-ampolla.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Terroir al Límit Històric Blanc,19.22,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/terroir-al-limit-historic-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Finca Viladellops Xarel·lo,19.69,Spain,13.0,2017.0,https://www.decantalo.com/uk/en/finca-viladellops-xarello.html#/1-volume-75_cl/180-year-2017
0.0,0,white,75.0,Onra Blanc,11.84,Spain,13.0,2020.0,https://www.decantalo.com/uk/en/onra-blanc.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Batlliu Biu Riesling,14.67,Spain,14.0,2018.0,https://www.decantalo.com/uk/en/biu-blanc.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Sentits Blancs,20.46,Spain,14.05,2019.0,https://www.decantalo.com/uk/en/sentits-blancs.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Rosa la Guapa Blanc,12.96,Spain,14.0,2021.0,https://www.decantalo.com/uk/en/rosa-la-guapa-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Callejuela Blanco de Hornillos,10.38,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/callejuela-blanco-de-hornillos.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Brezo Blanco,11.41,Spain,12.5,2020.0,https://www.decantalo.com/uk/en/brezo-blanco.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Equilibri,24.11,Spain,13.5,2015.0,https://www.decantalo.com/uk/en/equilibri.html#/1-volume-75_cl/128-year-2013
0.0,0,white,75.0,Els Pics Blanc,18.36,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/els-pics-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Els Bassotets,out of stock,Spain,13.0,2020.0,https://www.decantalo.com/uk/en/els-bassotets.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Manda Huevos Blanco,20.89,Spain,13.0,2019.0,https://www.decantalo.com/uk/en/manda-huevos.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,El Níspero,21.54,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/el-nispero.html#/1-volume-75_cl/201-year-2021
5.0,1,white,75.0,Dominio de Tares Godello Fermentado en Barrica,17.25,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/dominio-de-tares-godello-fermentado-en-barrica.html#/1-volume-75_cl/201-year-2021
4.0,1,white,75.0,Vivanco Blanco,out of stock,Spain,12.0,2021.0,https://www.decantalo.com/uk/en/dinastia-vivanco-blanco.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Davila L·100,23.55,Spain,12.5,2015.0,https://www.decantalo.com/uk/en/davila-l100.html#/1-volume-75_cl/108-year-2015
3.0,1,white,75.0,Come Pulpo y Bebe Vino,8.24,,12.5,,https://www.decantalo.com/uk/en/come-pulpo-y-bebe-vino.html#/1-volume-75_cl/177-year-without_vintage
0.0,0,white,75.0,Clos d'Agon Blanc,32.18,Spain,14.0,2017.0,https://www.decantalo.com/uk/en/clos-dagon-blanc.html#/1-volume-75_cl/180-year-2017
0.0,0,white,75.0,Care Chardonnay,out of stock,Spain,13.5,2020.0,https://www.decantalo.com/uk/en/care-chardonnay.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Can Feixes Chardonnay,22.95,Spain,14.0,2019.0,https://www.decantalo.com/uk/en/can-feixes-chardonnay.html#/1-volume-75_cl/114-year-2019
5.0,2,white,75.0,Cal Pla Blanc,11.84,Spain,13.5,2018.0,https://www.decantalo.com/uk/en/cal-pla-blanc.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Blanc d'Orto,17.2,Spain,14.0,2020.0,https://www.decantalo.com/uk/en/blanc-d-orto-flor.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Gramona Savinat Sauvignon Blanc,18.92,Spain,12.5,2020.0,https://www.decantalo.com/uk/en/gramona-savinat-sauvignon-blanc.html#/1-volume-75_cl/158-year-2020
5.0,1,white,75.0,Bàrbara Forés El Quintà,17.46,Spain,14.5,2020.0,https://www.decantalo.com/uk/en/barbara-fores-el-quinta.html#/1-volume-75_cl/158-year-2020
5.0,3,white,75.0,Avanthia Godello,25.61,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/avanthia-godello.html#/1-volume-75_cl/201-year-2021
3.0,1,white,75.0,Avancia Cuvee de O,17.46,Spain,13.5,2020.0,https://www.decantalo.com/uk/en/avancia-cuvee-de-o.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,As Bateas,18.19,Spain,12.0,2015.0,https://www.decantalo.com/uk/en/as-bateas.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,Artigas Blanc,24.71,Spain,14.5,2019.0,https://www.decantalo.com/uk/en/artigas-blanc.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,A Pèl Blanc,14.93,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/a-pel-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Alta Alella Pansa Blanca,9.82,Spain,11.5,2021.0,https://www.decantalo.com/uk/en/alta-alella-pansa-blanca.html#/1-volume-75_cl/201-year-2021
4.0,1,white,75.0,Algueira Brandán Godello,15.36,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/algueira-brandan-godello.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,A Coroa 200 Cestos,out of stock,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/a-coroa-200-cestos.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Abadal Picapoll,12.87,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/abadal-picapoll.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Abadal Nuat,29.73,Spain,13.0,2019.0,https://www.decantalo.com/uk/en/abadal-nuat.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Vinyater,15.49,Spain,13.0,2018.0,https://www.decantalo.com/uk/en/vinyater.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Caraballas Sauvignon Blanc,out of stock,Spain,12.5,2018.0,https://www.decantalo.com/uk/en/caraballas-sauvignon-blanc.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Equilibri,24.11,Spain,13.5,2015.0,https://www.decantalo.com/uk/en/equilibri.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,Gran Caus Blanc,18.45,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/gran-caus-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Rebels de Batea Blanc,11.33,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/rebels-de-batea-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Mès que Paraules Blanc,11.07,Spain,12.5,2020.0,https://www.decantalo.com/uk/en/mes-que-paraules-blanc.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Mas Candí QX Quatre Xarel·los,16.13,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/qx-quatre-xarellos.html#/1-volume-75_cl/201-year-2021
4.0,1,white,75.0,Petit Siós Blanc,10.04,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/petit-sios-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Petit Caus Blanc,9.44,Spain,11.5,2021.0,https://www.decantalo.com/uk/en/petit-caus-blanc.html#/1-volume-75_cl/201-year-2021
5.0,2,white,75.0,Parés Baltà Ginesta,15.27,Spain,12.5,2020.0,https://www.decantalo.com/uk/en/pares-balta-ginesta.html#/1-volume-75_cl/158-year-2020
5.0,1,white,75.0,Parés Baltà Calcari,12.4,Spain,12.0,2021.0,https://www.decantalo.com/uk/en/pares-balta-calcari.html#/1-volume-75_cl/201-year-2021
5.0,1,white,75.0,Pardas Xarel·lo,19.43,Spain,13.5,2019.0,https://www.decantalo.com/uk/en/pardas-xarello.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Palomo Cojo,10.04,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/palomo-cojo.html#/1-volume-75_cl/201-year-2021
4.5,2,white,75.0,Nora da Neve,21.28,Spain,13.0,2019.0,https://www.decantalo.com/uk/en/nora-da-neve.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Navazos-Niepoort,out of stock,Spain,13.0,2020.0,https://www.decantalo.com/uk/en/navazos-niepoort.html#/19-volume-magnum/111-year-2018
0.0,0,white,75.0,Navazos-Niepoort,out of stock,Spain,13.0,2020.0,https://www.decantalo.com/uk/en/navazos-niepoort.html#/1-volume-75_cl/158-year-2020
4.7,3,white,75.0,Naiades,19.69,Spain,14.0,2018.0,https://www.decantalo.com/uk/en/naiades.html#/1-volume-75_cl/111-year-2018
4.0,1,white,75.0,Montenovo,11.71,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/montenovo.html#/1-volume-75_cl/201-year-2021
5.0,1,white,75.0,Missenyora,13.51,Spain,13.0,2019.0,https://www.decantalo.com/uk/en/missenyora.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Mengoba Blanco,17.68,Spain,12.5,2020.0,https://www.decantalo.com/uk/en/mengoba-blanco.html#/1-volume-75_cl/158-year-2020
5.0,1,white,75.0,Guitian Fermentado en Barrica,21.49,Spain,13.0,2020.0,https://www.decantalo.com/uk/en/guitian-fermentado-en-barrica.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Mas Comtal Pomell de Blancs,10.0,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/mas-comtal-pomell-de-blancs.html#/1-volume-75_cl/201-year-2021
4.3,3,white,75.0,Mantel Blanco Verdejo,9.7,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/mantel-blanco-verdejo.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Tomàs Cusiné Macabeu Finca Racons,24.54,Spain,14.0,2017.0,https://www.decantalo.com/uk/en/macabeu-finca-racons.html#/1-volume-75_cl/180-year-2017
5.0,1,white,75.0,Loxarel Àmfores,14.11,Spain,13.0,2020.0,https://www.decantalo.com/uk/en/loxarel-amfores.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Loxarel Amaltea Blanc,9.35,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/loxarel-amaltea-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Loco,26.3,Spain,14.0,2019.0,https://www.decantalo.com/uk/en/loco.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Llopart Clos dels Fóssils,12.66,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/llopart-clos-dels-fossils.html#/1-volume-75_cl/201-year-2021
5.0,1,white,75.0,L'equilibrista Blanc,16.26,Spain,13.0,2019.0,https://www.decantalo.com/uk/en/l-equilibrista-blanc.html#/19-volume-magnum/114-year-2019
5.0,1,white,75.0,L'equilibrista Blanc,16.26,Spain,13.0,2019.0,https://www.decantalo.com/uk/en/l-equilibrista-blanc.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,La Cana,out of stock,Spain,12.5,2018.0,https://www.decantalo.com/uk/en/la-cana.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,K,20.81,Spain,11.9,2018.0,https://www.decantalo.com/uk/en/akilia-k.html#/1-volume-75_cl/111-year-2018
4.5,2,white,75.0,Javier Sanz Sauvignon Blanc,11.11,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/javier-sanz-sauvignon-blanc.html#/1-volume-75_cl/201-year-2021
5.0,1,white,75.0,Jané Ventura Blanc Vinyes Blanques,9.74,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/jane-ventura-blanc-vinyes-blanques.html#/1-volume-75_cl/201-year-2021
4.0,1,white,75.0,Heus Blanc,9.14,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/heus-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Molí dels Capellans Chardonnay,out of stock,Spain,14.0,2018.0,https://www.decantalo.com/uk/en/moli-dels-capellans-chardonnay.html#/1-volume-75_cl/111-year-2018
5.0,1,white,75.0,Contino Blanco,26.9,Spain,13.9,2019.0,https://www.decantalo.com/uk/en/contino-blanco.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Steinmetz Brauneberger Juffer GB,37.74,Germany,12.0,2016.0,https://www.decantalo.com/uk/en/steinmetz-brauneberger-juffer-gb.html#/1-volume-75_cl/102-year-2016
0.0,0,white,75.0,Domaine de la Pinte Arbois Cuvée d'Automne,out of stock,France,13.5,,https://www.decantalo.com/uk/en/domaine-de-la-pinte-arbois-cuvee-d-automne.html#/1-volume-75_cl/177-year-without_vintage
0.0,0,white,75.0,François Carillon Bourgogne Chardonnay Le Vieux Clos,out of stock,France,13.0,2018.0,https://www.decantalo.com/uk/en/francois-carillon-bourgogne-chardonnay-le-vieux-clos.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Le Petit Gimios Muscat sec,out of stock,France,13.0,2020.0,https://www.decantalo.com/uk/en/le-petit-gimios-muscat-sec.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Louis Latour Bâtard-Montrachet,342.22,France,14.0,2015.0,https://www.decantalo.com/uk/en/louis-latour-batard-montrachet.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,Louis Latour Corton-Charlemagne Grand Cru,166.41,France,14.0,2019.0,https://www.decantalo.com/uk/en/louis-latour-corton-charlemagne-grand-cru.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Louis Latour Corton-Charlemagne Grand Cru,166.41,France,14.0,2019.0,https://www.decantalo.com/uk/en/louis-latour-corton-charlemagne-grand-cru.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Louis Latour Corton-Charlemagne Grand Cru,166.41,France,14.0,2019.0,https://www.decantalo.com/uk/en/louis-latour-corton-charlemagne-grand-cru.html#/1-volume-75_cl/102-year-2016
0.0,0,white,75.0,Domaines Landron Le Fief du Breil,out of stock,France,12.0,2017.0,https://www.decantalo.com/uk/en/domaines-landron-le-fief-du-breil.html#/1-volume-75_cl/180-year-2017
0.0,0,white,75.0,Kreydenweiss Or Ange,26.34,France,11.5,2020.0,https://www.decantalo.com/uk/en/kreydenweiss-or-ange.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Kreydenweiss Or Ange,26.34,France,11.5,2020.0,https://www.decantalo.com/uk/en/kreydenweiss-or-ange.html#/1-volume-75_cl/102-year-2016
0.0,0,white,75.0,Joseph Drouhin Chablis 1er Cru Mont de Milieu,out of stock,France,12.5,2018.0,https://www.decantalo.com/uk/en/joseph-drouhin-chablis-1er-cru-mont-de-milieu.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Joseph Drouhin Petit Chablis,out of stock,France,12.5,2018.0,https://www.decantalo.com/uk/en/joseph-drouhin-petit-chablis.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,E. Guigal Crôzes Hermitage Blanc,23.3,France,13.5,2019.0,https://www.decantalo.com/uk/en/e--guigal-crozes-hermitage-blanc.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Domaine de la Pinte Arbois Savagnin,28.49,France,13.5,2018.0,https://www.decantalo.com/uk/en/domaine-de-la-pinte-arbois-savagnin.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Tissot Savagnin,41.31,France,13.5,2017.0,https://www.decantalo.com/uk/en/tissot-savagnin.html#/1-volume-75_cl/180-year-2017
0.0,0,white,75.0,Tardieu-Laurent Côtes-du-Rhône Blanc Guy-Louis,23.68,France,13.5,2018.0,https://www.decantalo.com/uk/en/tardieu-laurent-cotes-du-rhone-blanc-guy-louis.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Tissot En Barberon,out of stock,France,13.5,2015.0,https://www.decantalo.com/uk/en/tissot-en-barberon.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,Tissot Chardonnay Les Bruyères,out of stock,France,13.0,2018.0,https://www.decantalo.com/uk/en/tissot-chardonnay-les-bruyeres.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Tissot Arbois Patchwork Chardonnay,out of stock,France,13.5,2019.0,https://www.decantalo.com/uk/en/tissot-arbois-patchwork-chardonnay.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Eric Texier St-Julien en St-Alban Vieille Marsanne,out of stock,France,13.0,2016.0,https://www.decantalo.com/uk/en/eric-texier-st-julien-en-st-alban-vieille-marsanne.html#/1-volume-75_cl/102-year-2016
0.0,0,white,75.0,Eric Texier Côtes du Rhône Brézème Roussanne,out of stock,France,13.5,2017.0,https://www.decantalo.com/uk/en/eric-texier-cotes-du-rhone-brezeme-roussanne.html#/1-volume-75_cl/180-year-2017
0.0,0,white,75.0,Clos du Rouge Gorge Hors Champ La Femme Soleil,out of stock,France,11.5,2018.0,https://www.decantalo.com/uk/en/clos-du-rouge-gorge-hors-champ-la-femme-soleil.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Derain Bourgogne Blanc La Combe,out of stock,France,12.7,2018.0,https://www.decantalo.com/uk/en/derain-bourgogne-blanc-la-combe.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,M. Chapoutier Ermitage de L'Orée,309.81,France,13.5,2015.0,https://www.decantalo.com/uk/en/m--chapoutier-ermitage-de-l-oree.html#/1-volume-75_cl/105-year-2014
0.0,0,white,75.0,M. Chapoutier Ermitage de L'Orée,309.81,France,13.5,2015.0,https://www.decantalo.com/uk/en/m--chapoutier-ermitage-de-l-oree.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,M. Chapoutier Hermitage L'Ermite Blanc,857.45,France,13.5,2015.0,https://www.decantalo.com/uk/en/m--chapoutier-hermitage-l-ermite-blanc.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,M. Chapoutier Hermitage L'Ermite Blanc,857.45,France,13.5,2015.0,https://www.decantalo.com/uk/en/m--chapoutier-hermitage-l-ermite-blanc.html#/1-volume-75_cl/105-year-2014
0.0,0,white,75.0,M. Chapoutier Hermitage L'Ermite Blanc,857.45,France,13.5,2015.0,https://www.decantalo.com/uk/en/m--chapoutier-hermitage-l-ermite-blanc.html#/1-volume-75_cl/128-year-2013
0.0,0,white,75.0,Régnard Chablis Grand Régnard,36.47,France,12.5,2021.0,https://www.decantalo.com/uk/en/regnard-chablis-grand-regnard.html#/1-volume-75_cl/201-year-2021
5.0,1,white,75.0,Tardieu-Laurent Côtes-du-Rhône Les Becs Fins Blanc,12.24,France,13.5,2021.0,https://www.decantalo.com/uk/en/tardieu-laurent-cotes-du-rhone-les-becs-fins-blanc.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Zind-Humbrecht Riesling Turckheim,17.68,France,12.0,2020.0,https://www.decantalo.com/uk/en/zind-humbrecht-riesling-turckheim.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Régnard Petit Chablis,21.88,France,12.5,2021.0,https://www.decantalo.com/uk/en/regnard-petit-chablis.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Domaine de Montbourgeau L'Etoile Cuvee Speciale,out of stock,France,12.5,2012.0,https://www.decantalo.com/uk/en/domaine-de-montbourgeau-l-etoile-cuvee-speciale.html#/1-volume-75_cl/120-year-2012
0.0,0,white,75.0,Steinmetz Alte Reben Veldenzer,out of stock,Germany,11.0,2015.0,https://www.decantalo.com/uk/en/steinmetz-alte-reben-veldenzer.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,Ratzenberger Bacharacher Riesling Trocken,14.54,Germany,11.5,2020.0,https://www.decantalo.com/uk/en/ratzenberger-bacharacher-riesling-trocken.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,A. J. Adam Dhroner Riesling Trocken,17.59,Germany,12.0,2020.0,https://www.decantalo.com/uk/en/a--j--adam-dhroner-riesling-trocken.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,A. J. Adam Riesling Trocken,out of stock,Germany,12.0,2020.0,https://www.decantalo.com/uk/en/a-j--adam-riesling-trocken.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Battenfeld Spanier Mölsheim Riesling Trocken,23.17,Germany,12.5,2020.0,https://www.decantalo.com/uk/en/battenfeld-spanier-molsheim-riesling-trocken.html#/1-volume-75_cl/158-year-2020
0.0,0,white,75.0,Kühling-Gillot Ölberg Grosses Riesling,41.7,Germany,12.5,2017.0,https://www.decantalo.com/uk/en/kuhling-gillot-olberg-grosses-riesling.html#/1-volume-75_cl/180-year-2017
5.0,1,white,75.0,Kühling-Gillot Nackenheim Riesling Trocken,21.01,Germany,12.5,2017.0,https://www.decantalo.com/uk/en/kuhling-gillot-nackenheim-riesling-trocken.html#/1-volume-75_cl/180-year-2017
0.0,0,white,75.0,Kühling-Gillot Qvinterra Riesling Trocken,14.02,Germany,12.5,2021.0,https://www.decantalo.com/uk/en/kuhling-gillot-qvinterra-riesling-trocken.html#/1-volume-75_cl/201-year-2021
0.0,0,white,75.0,Von Winning Sauvignon Blanc II,out of stock,Germany,12.0,2017.0,https://www.decantalo.com/uk/en/von-winning-sauvignon-blanc-ii.html#/1-volume-75_cl/180-year-2017
4.0,1,white,75.0,Villa Wolf Pinot Gris,11.9,Germany,12.5,2021.0,https://www.decantalo.com/uk/en/villa-wolf-pinot-gris.html#/1-volume-75_cl/201-year-2021
5.0,1,white,75.0,Villa Wolf Gewürztraminer,10.85,Germany,11.5,2021.0,https://www.decantalo.com/uk/en/villa-wolf-gewurztraminer.html#/1-volume-75_cl/201-year-2021
5.0,1,white,75.0,Koehler Ruprecht Saumagen Kabinett Trocken,15.77,Germany,12.5,2018.0,https://www.decantalo.com/uk/en/koehler-ruprecht-saumagen-kabinett-trocken.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Ganevat Chardonnay La Barraque,out of stock,France,13.5,2016.0,https://www.decantalo.com/uk/en/ganevat-chardonnay-la-barraque.html#/1-volume-75_cl/102-year-2016
5.0,2,white,75.0,Gómez Cruzado Montes Obarenes,41.61,Spain,13.5,2019.0,https://www.decantalo.com/uk/en/gomez-cruzado-montes-obarenes.html#/1-volume-75_cl/114-year-2019
0.0,0,white,75.0,Zind-Humbrecht Zind,23.98,France,12.5,2020.0,https://www.decantalo.com/uk/en/zind-humbrecht-zind.html#/1-volume-75_cl/180-year-2017
0.0,0,white,75.0,Oddero Langhe Collaretto,out of stock,Italy,13.0,2015.0,https://www.decantalo.com/uk/en/oddero-langhe-collaretto.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,Kreydenweiss Kritt Gewurztraminer,24.97,France,13.0,2018.0,https://www.decantalo.com/uk/en/kreydenweiss-kritt-gewurztraminer.html#/1-volume-75_cl/111-year-2018
0.0,0,white,75.0,Roagna Montemarzino,out of stock,Italy,12.5,2014.0,https://www.decantalo.com/uk/en/roagna-montemarzino.html#/1-volume-75_cl/105-year-2014
0.0,0,white,75.0,Château Haut Brion Blanc,954.17,France,14.0,2015.0,https://www.decantalo.com/uk/en/chateau-haut-brion-blanc.html#/1-volume-75_cl/108-year-2015
0.0,0,white,75.0,Château Haut Brion Blanc,954.17,France,14.0,2015.0,https://www.decantalo.com/uk/en/chateau-haut-brion-blanc.html#/1-volume-75_cl/105-year-2014
0.0,0,white,75.0,Château Haut Brion Blanc,954.17,France,14.0,2015.0,https://www.decantalo.com/uk/en/chateau-haut-brion-blanc.html#/1-volume-75_cl/128-year-2013
0.0,0,white,75.0,Château Haut Brion Blanc,954.17,France,14.0,2015.0,https://www.decantalo.com/uk/en/chateau-haut-brion-blanc.html#/1-volume-75_cl/120-year-2012
