rating,num_review,wine_type,size (cL),name,price,country,abv,year,url
0.0,0,red,75.0,Maison Orcia Syrah,out of stock,France,14.0,2019.0,https://www.decantalo.com/uk/en/maison-orcia-syrah.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Boekenhoutskloof Cabernet Sauvignon Stellenbosch,52.9,South Africa,14.8,2018.0,https://www.decantalo.com/uk/en/boekenhoutskloof-cabernet-sauvignon-stellenbosch.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Château Grand Corbin-Despagne Petit Corbin-Despagne,23.34,France,13.5,2018.0,https://www.decantalo.com/uk/en/chateau-grand-corbin-despagne-petit-corbin-despagne.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Domaine Françoise André Les Fichots 1er Cru,out of stock,France,13.0,2018.0,https://www.decantalo.com/uk/en/domaine-francoise-andre-les-fichots-1er-cru.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Zuccardi Vida Organica Malbec,10.38,Argentina,13.5,2021.0,https://www.decantalo.com/uk/en/zuccardi-vida-organica-malbec.html#/1-volume-75_cl/201-year-2021
0.0,0,red,75.0,Invincible Tinto Nº 2,18.45,Portugal,14.0,2019.0,https://www.decantalo.com/uk/en/invincible-tinto-no-2.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Château La Conseillante,136.73,France,13.5,2011.0,https://www.decantalo.com/uk/en/chateau-la-conseillante.html#/1-volume-75_cl/117-year-2011
0.0,0,red,75.0,Bibi Graetz Testamatta,74.99,Italy,13.5,2018.0,https://www.decantalo.com/uk/en/bibi-graetz-testamatta.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Beaux Frères The Upper Terrace,132.09,United States,13.0,2019.0,https://www.decantalo.com/uk/en/beaux-freres-the-upper-terrace.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,G.D. Vajra Barolo Albe,39.13,Italy,14.5,2018.0,https://www.decantalo.com/uk/en/g-d-vajra-barolo-albe.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Laus Tinto Joven,7.34,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/laus-tinto-joven.html#/1-volume-75_cl/201-year-2021
0.0,0,red,75.0,Joseph Phelps Insignia,248.65,United States,14.5,2018.0,https://www.decantalo.com/uk/en/joseph-phelps-insignia.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Inglenook Rubicon,160.49,United States,14.0,2016.0,https://www.decantalo.com/uk/en/inglenook-rubicon.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Dalla Valle Vineyard Maya,392.42,United States,14.6,2017.0,https://www.decantalo.com/uk/en/dalla-valle-vineyard-maya.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Beaux Frères Willamette Valley Pinot Noir,112.06,United States,12.8,2017.0,https://www.decantalo.com/uk/en/beaux-freres-willamette-valley-pinot-noir.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Penfolds Bin 169,168.69,Australia,14.5,2018.0,https://www.decantalo.com/uk/en/penfolds-bin-169.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Cloudburst Cabernet Sauvignon,197.26,Australia,13.4,2018.0,https://www.decantalo.com/uk/en/cloudburst-cabernet-sauvignon.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Catena Zapata Nicolás,73.79,Argentina,13.9,2018.0,https://www.decantalo.com/uk/en/catena-zapata-nicolas-catena-zapata.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Catena Zapata Adrianna Vineyard Mundus Bacillus Terrae Malbec,189.11,Argentina,13.7,2016.0,https://www.decantalo.com/uk/en/catena-zapata-adrianna-vineyard-mundus-bacillus-terrae-malbec.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Château de Beaucastel Hommage à Jacques Perrin Châteauneuf-du-Pape,308.16,France,14.5,2018.0,https://www.decantalo.com/uk/en/chateau-de-beaucastel-hommage-a-jacques-perrin-chateauneuf-du-pape.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Poggio Antico Riserva Brunello di Montalcino,108.63,Italy,14.5,2015.0,https://www.decantalo.com/uk/en/poggio-antico-riserva-brunello-di-montalcino.html#/1-volume-75_cl/108-year-2015
0.0,0,red,75.0,Cigliuti Vie Erte Barbaresco,38.87,Italy,14.5,2018.0,https://www.decantalo.com/uk/en/cigliuti-vie-erte-barbaresco.html#/1-volume-75_cl/111-year-2018
3.0,1,red,75.0,Poggio Antico Brunello di Montalcino,46.72,Italy,14.0,2017.0,https://www.decantalo.com/uk/en/poggio-antico-brunello-di-montalcino.html#/1-volume-75_cl/180-year-2017
5.0,1,red,75.0,Poggio Antico Rosso di Montalcino,22.22,Italy,14.5,2020.0,https://www.decantalo.com/uk/en/poggio-antico-rosso-di-montalcino.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Peternell Risque de Schütt,19.73,Austria,10.6,2021.0,https://www.decantalo.com/uk/en/peternell-risque-de-schutt.html#/1-volume-75_cl/201-year-2021
0.0,0,red,75.0,Las Moradas de San Martín Las Luces,32.6,Spain,15.0,2011.0,https://www.decantalo.com/uk/en/las-moradas-de-san-martin-las-luces.html#/1-volume-75_cl/117-year-2011
0.0,0,red,75.0,Locos por el Vino Gruñón,18.36,Spain,15.5,2017.0,https://www.decantalo.com/uk/en/grunon.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Las Moradas de San Martín La Sabina,15.74,Spain,15.0,2015.0,https://www.decantalo.com/uk/en/las-moradas-de-san-martin-la-sabina.html#/1-volume-75_cl/108-year-2015
0.0,0,red,75.0,Las Moradas de San Martín Senda,10.77,Spain,14.5,2018.0,https://www.decantalo.com/uk/en/las-moradas-de-san-martin-senda.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Laus Reserva,10.64,Spain,13.5,2016.0,https://www.decantalo.com/uk/en/laus-reserva.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Laus Tinto Barrica,7.81,Spain,13.5,2020.0,https://www.decantalo.com/uk/en/laus-tinto-barrica.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Timo Mayer Cabernet,62.85,Australia,13.0,2021.0,https://www.decantalo.com/uk/en/timo-mayer-cabernet.html#/1-volume-75_cl/201-year-2021
0.0,0,red,75.0,Cantina Orsogna Lunaria Coste di Moro Montepulciano d'Abruzzo ,11.67,Italy,14.0,2018.0,https://www.decantalo.com/uk/en/lunaria-coste-di-moro-montepulciano-d-abruzzo.html#/1-volume-75_cl/108-year-2015
0.0,0,red,75.0,Cigliuti Vigna Serraboella Barbera d'Alba,out of stock,Italy,15.0,2019.0,https://www.decantalo.com/uk/en/cigliuti-vigna-serraboella-barbera-d-alba.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Cigliuti Campass Barbera d'Alba,25.65,Italy,15.0,2019.0,https://www.decantalo.com/uk/en/cigliuti-campass-barbera-d-alba.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Massolino Langhe Nebbiolo,out of stock,Italy,13.5,2019.0,https://www.decantalo.com/uk/en/massolino-langhe-nebbiolo.html#/1-volume-75_cl/114-year-2019
4.0,1,red,75.0,Finca Azaya Premium,21.67,Spain,14.0,2016.0,https://www.decantalo.com/uk/en/finca-azaya-premium.html#/1-volume-75_cl/108-year-2015
5.0,3,red,75.0,Coto de Imaz Selección Viñedos,14.67,Spain,13.5,2017.0,https://www.decantalo.com/uk/en/coto-de-imaz-seleccion-vinedos.html#/1-volume-75_cl/180-year-2017
4.0,1,red,75.0,De Martino Legado Carmenère,out of stock,Chile,12.5,2021.0,https://www.decantalo.com/uk/en/de-martino-legado-carmenere.html#/1-volume-75_cl/201-year-2021
0.0,0,red,75.0,Pedro Parra y Familia Hub,53.1,Chile,13.0,2018.0,https://www.decantalo.com/uk/en/pedro-parra-y-familia-hub.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Pedro Parra y Familia Imaginador,23.6,Chile,12.5,2020.0,https://www.decantalo.com/uk/en/pedro-parra-y-familia-imaginador.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Pedro Parra y Familia Monk,50.62,Chile,13.5,2018.0,https://www.decantalo.com/uk/en/pedro-parra-y-familia-monk.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Ventisquero Herú Pinot Noir,33.83,Chile,13.5,2018.0,https://www.decantalo.com/uk/en/ventisquero-heru-pinot-noir.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Ventisquero Vertice,31.13,Chile,14.5,2017.0,https://www.decantalo.com/uk/en/ventisquero-vertice.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Ventisquero Grey Gran Reserva Carmenère,out of stock,Chile,13.5,2019.0,https://www.decantalo.com/uk/en/ventisquero-grey-gran-reserva-carmenere.html#/1-volume-75_cl/114-year-2019
5.0,1,red,75.0,Pierre Cotton Gamay,out of stock,France,12.0,2020.0,https://www.decantalo.com/uk/en/pierre-cotton-gamay.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Queulat Gran Reserva,18.85,Chile,13.0,2018.0,https://www.decantalo.com/uk/en/queulat-gran-reserva.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Ventisquero Tara Syrah,35.14,Chile,13.0,2016.0,https://www.decantalo.com/uk/en/ventisquero-tara-syrah.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Ventisquero Tara Pinot Noir,35.14,Chile,13.5,2018.0,https://www.decantalo.com/uk/en/ventisquero-tara-pinot-noir.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,De Martino Viejas Tinajas Cinsault,28.23,Chile,12.5,2021.0,https://www.decantalo.com/uk/en/de-martino-viejas-tinajas-cinsault.html#/1-volume-75_cl/201-year-2021
0.0,0,red,75.0,De Martino Old Vines Las Olvidadas,37.74,Chile,12.5,2018.0,https://www.decantalo.com/uk/en/de-martino-old-vines-las-olvidadas.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Montsecano Refugio Pinot Noir,23.22,Chile,12.0,2019.0,https://www.decantalo.com/uk/en/montsecano-refugio-pinot-noir.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Pedro Parra y Familia P Pencopolitano 2019,20.35,Chile,13.5,2019.0,https://www.decantalo.com/uk/en/pedro-parra-y-familia-p-pencopolitano-2019.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Estación Yumbel Pipeño,out of stock,Chile,12.5,2019.0,https://www.decantalo.com/uk/en/estacion-yumbel-pipeno.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Estación Yumbel Quinta de Unihue,out of stock,Chile,13.0,2019.0,https://www.decantalo.com/uk/en/estacion-yumbel-quinta-de-unihue.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Estación Yumbel Malbec,out of stock,Chile,14.5,2019.0,https://www.decantalo.com/uk/en/estacion-yumbel-malbec.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Huaso de Sauzal Chilena,out of stock,Chile,14.0,2015.0,https://www.decantalo.com/uk/en/huaso-de-sauzal-chilena.html#/1-volume-75_cl/108-year-2015
0.0,0,red,75.0,Provveditore Morellino di Scansano,12.65,Italy,14.0,2018.0,https://www.decantalo.com/uk/en/provveditore-morellino-di-scansano.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Ronco Severo Merlot,16.19,Italy,13.5,2021.0,https://www.decantalo.com/uk/en/ronco-severo-merlot.html#/1-volume-75_cl/201-year-2021
0.0,0,red,75.0,Cascina Morassino Barbera d'Alba,13.94,Italy,13.5,2019.0,https://www.decantalo.com/uk/en/cascina-morassino-barbera-d-alba.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Cascina Morassino Barbera d'Alba,13.94,Italy,13.5,2019.0,https://www.decantalo.com/uk/en/cascina-morassino-barbera-d-alba.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Travaglini Gattinara Tre Vigne,out of stock,Italy,13.5,2017.0,https://www.decantalo.com/uk/en/travaglini-gattinara-tre-vigne.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Castello di Verduno Pelaverga Basadone,out of stock,Italy,13.5,2021.0,https://www.decantalo.com/uk/en/castello-di-verduno-pelaverga-basadone.html#/1-volume-75_cl/201-year-2021
4.0,1,red,75.0,Cascina Gilli Freisa d'Asti Il Forno,10.49,Italy,13.0,2019.0,https://www.decantalo.com/uk/en/cascina-gilli-freisa-d-asti-il-forno.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Scala Cirò Rosso Classico Superiore,10.9,Italy,13.5,2020.0,https://www.decantalo.com/uk/en/scala-ciro-rosso-classico-superiore.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Pedro Parra y Familia Trane,38.95,Chile,13.5,2019.0,https://www.decantalo.com/uk/en/pedro-parra-y-familia-trane.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Pedro Parra y Familia P Pencopolitano 2019,20.35,Chile,13.5,2019.0,https://www.decantalo.com/uk/en/pedro-parra-y-familia-p-pencopolitano-2019.html#/1-volume-75_cl/177-year-without_vintage
0.0,0,red,75.0,Murgo Etna Rosso,13.11,Italy,12.5,2020.0,https://www.decantalo.com/uk/en/murgo-etna-rosso.html#/1-volume-75_cl/158-year-2020
0.0,0,red,,Les Creisses,40.28,France,14.0,,https://www.decantalo.com/uk/en/les-creisses.html#/19-volume-magnum/158-year-2020
0.0,0,red,75.0,Foillard Morgon 3.14,out of stock,France,12.5,2016.0,https://www.decantalo.com/uk/en/foillard-morgon-3-14.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Domaine Chapel Chiroubles,out of stock,France,14.0,2020.0,https://www.decantalo.com/uk/en/domaine-chapel-chiroubles.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,G.D. Vajra Luigi Baudana Barolo Baudana,75.76,Italy,14.0,2018.0,https://www.decantalo.com/uk/en/g-d-vajra-luigi-baudana-barolo-baudana.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,G.D. Vajra Luigi Baudana Barolo Baudana,75.76,Italy,14.0,2018.0,https://www.decantalo.com/uk/en/g-d-vajra-luigi-baudana-barolo-baudana.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,G.D. Vajra Luigi Baudana Barolo Cerreta,69.67,Italy,14.0,2018.0,https://www.decantalo.com/uk/en/g-d-vajra-luigi-baudana-barolo-cerreta.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,G.D. Vajra Barolo Coste di Rose,60.88,Italy,14.0,2018.0,https://www.decantalo.com/uk/en/g-d-vajra-barolo-coste-di-rose.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Domaine Chapel Moulin-à-Vent,out of stock,France,13.0,2019.0,https://www.decantalo.com/uk/en/domaine-chapel-moulin-a-vent.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Pio Cesare Barolo,out of stock,Italy,14.5,2017.0,https://www.decantalo.com/uk/en/pio-cesare-barolo.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Pio Cesare Barolo Ornato,out of stock,Italy,14.5,2014.0,https://www.decantalo.com/uk/en/pio-cesare-barolo-ornato.html#/1-volume-75_cl/105-year-2014
0.0,0,red,75.0,Stella di Campalto Brunello di Montalcino,out of stock,Italy,14.0,2015.0,https://www.decantalo.com/uk/en/stella-di-campalto-brunello-di-montalcino.html#/1-volume-75_cl/108-year-2015
0.0,0,red,75.0,Henri Bonneau Les Rouliers,out of stock,France,13.0,,https://www.decantalo.com/uk/en/henri-bonneau-les-rouliers.html#/1-volume-75_cl/177-year-without_vintage
0.0,0,red,75.0,Les Creisses Les Brunes,32.91,France,14.5,2019.0,https://www.decantalo.com/uk/en/les-creisses-les-brunes.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Aristos Baron D'a,46.36,Chile,14.5,2012.0,https://www.decantalo.com/uk/en/aristos-baron-d-a.html#/1-volume-75_cl/120-year-2012
0.0,0,red,75.0,Cono Sur Bicicleta Carmenère,9.61,Chile,13.5,2020.0,https://www.decantalo.com/uk/en/cono-sur-bicicleta-carmenere.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Altamana Grande Reserve Malbec,out of stock,Chile,13.5,2014.0,https://www.decantalo.com/uk/en/altamana-grande-reserve-malbec.html#/1-volume-75_cl/105-year-2014
0.0,0,red,75.0,Château Ausone,out of stock,France,14.0,2005.0,https://www.decantalo.com/uk/en/chateau-ausone.html#/1-volume-75_cl/126-year-2005
0.0,0,red,75.0,Domaine de Thalie Balancin Bourgogne,out of stock,France,12.5,2017.0,https://www.decantalo.com/uk/en/domaine-de-thalie-balancin-bourgogne.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Racines Pinot Noir Santa Rita Hills,69.29,United States,13.5,2017.0,https://www.decantalo.com/uk/en/racines-pinot-noir-santa-rita-hills.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Domaine Jean Grivot Bourgogne Pinot Noir,out of stock,France,12.5,2017.0,https://www.decantalo.com/uk/en/domaine-jean-grivot-bourgogne-pinot-noir.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Domaine Jean Grivot Nuits-Saint-Georges Les Charmois,out of stock,France,13.0,2018.0,https://www.decantalo.com/uk/en/domaine-jean-grivot-nuits-saint-georges-les-charmois.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Domaine Jean Grivot Nuits-Saint-Georges 1er Cru Les Pruliers,142.77,France,13.5,2017.0,https://www.decantalo.com/uk/en/domaine-jean-grivot-nuits-saint-georges-1er-cru-les-pruliers.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Domaine Jean Grivot Vosne-Romanée 1er Cru Aux Brûlées,out of stock,France,13.5,2017.0,https://www.decantalo.com/uk/en/domaine-jean-grivot-vosne-romanee-1er-cru-aux-brulees.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Domaine Jean Grivot Clos Vougeot Grand Cru,232.88,France,14.0,2017.0,https://www.decantalo.com/uk/en/domaine-jean-grivot-clos-vougeot-grand-cru.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Domaine Jean Grivot Echezeaux Grand Cru,out of stock,France,14.0,2018.0,https://www.decantalo.com/uk/en/domaine-jean-grivot-echezeaux-grand-cru.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Olek Bondonio Barbaresco Starderi,out of stock,Italy,14.5,2018.0,https://www.decantalo.com/uk/en/olek-bondonio-barbaresco-starderi.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Picchioni Bonarda Vivace Ipazia,10.69,Italy,13.0,2021.0,https://www.decantalo.com/uk/en/picchioni-bonarda-vivace-ipazia.html#/1-volume-75_cl/201-year-2021
0.0,0,red,75.0,Aristos Duque Cabernet Sauvignon,84.73,Chile,14.5,2012.0,https://www.decantalo.com/uk/en/aristos-duque-cabernet-sauvignon.html#/1-volume-75_cl/120-year-2012
0.0,0,red,75.0,Scala Cirò Rosso Classico Superiore Riserva,15.32,Italy,14.5,2016.0,https://www.decantalo.com/uk/en/scala-ciro-rosso-classico-superiore-riserva.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Domus Aurea,out of stock,Chile,14.9,2017.0,https://www.decantalo.com/uk/en/domus-aurea.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,António Madeira Vinha da Serra Tinto,out of stock,Portugal,14.0,2016.0,https://www.decantalo.com/uk/en/antonio-madeira-vinha-da-serra-tinto.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Birichino Bechthold Vineyard Cinsault Old Vines,out of stock,United States,12.5,2019.0,https://www.decantalo.com/uk/en/birichino-bechthold-vineyard-cinsault-old-vines.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Ysios Los Prados,out of stock,Spain,14.5,2016.0,https://www.decantalo.com/uk/en/ysios-los-prados.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Odfjell Orzada Carignan,out of stock,Chile,15.0,2018.0,https://www.decantalo.com/uk/en/odfjell-orzada-carignan.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Viña Bosconia Gran Reserva,out of stock,Spain,12.0,2001.0,https://www.decantalo.com/uk/en/vina-bosconia-gran-reserva.html#/1-volume-75_cl/145-year-2001
0.0,0,red,75.0,Ysios Las Naves,138.66,Spain,13.5,2017.0,https://www.decantalo.com/uk/en/ysios-las-naves.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,César Márquez Pérez Valtuille,19.86,Spain,13.5,2020.0,https://www.decantalo.com/uk/en/cesar-marquez-perez-valtuille.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,La Calera del Escaramujo,72.63,Spain,14.0,2020.0,https://www.decantalo.com/uk/en/la-calera-del-escaramujo.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Cavarodes Côtes du Jura Poulsard Les Lumachelles,out of stock,France,12.0,2020.0,https://www.decantalo.com/uk/en/cavarodes-cotes-du-jura-poulsard-les-lumachelles.html#/1-volume-75_cl/158-year-2020
5.0,1,red,75.0,Crystallum Peter Max Pinot Noir,out of stock,South Africa,14.36,2020.0,https://www.decantalo.com/uk/en/crystallum-peter-max-pinot-noir.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Birichino Scylla Assemblage,out of stock,United States,13.0,2018.0,https://www.decantalo.com/uk/en/birichino-scylla-assemblage.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Birichino St-Georges Pinot Noir,out of stock,United States,13.0,2020.0,https://www.decantalo.com/uk/en/birichino-st-georges-pinot-noir.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Ojai John Sebastiano Vineyards Grenache,33.79,United States,13.5,2014.0,https://www.decantalo.com/uk/en/ojai-john-sebastiano-vineyards-grenache.html#/1-volume-75_cl/105-year-2014
0.0,0,red,75.0,Ojai Bien Nacido Vineyards Syrah,out of stock,United States,13.9,2013.0,https://www.decantalo.com/uk/en/ojai-bien-nacido-vineyards-syrah.html#/1-volume-75_cl/128-year-2013
5.0,1,red,75.0,Birichino Besson Vineyard Grenache Old Vines,30.25,United States,13.5,2019.0,https://www.decantalo.com/uk/en/birichino-besson-vineyard-grenache-old-vines.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Ritual Alcaparral Block Syrah,24.56,Chile,13.0,2018.0,https://www.decantalo.com/uk/en/ritual-alcaparral-block-syrah.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Chiara Condello Le Lucciole Riserva,out of stock,Italy,14.5,2017.0,https://www.decantalo.com/uk/en/chiara-condello-le-lucciole-riserva.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Gaia Estate Nemea Red,out of stock,Greece,13.0,2016.0,https://www.decantalo.com/uk/en/gaia-estate-nemea-red.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Gaia Notios Red,out of stock,Greece,13.0,2020.0,https://www.decantalo.com/uk/en/gaia-notios-red.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Atamisque Malbec,20.14,Argentina,14.54,2018.0,https://www.decantalo.com/uk/en/atamisque-malbec.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Atamisque Assemblage,30.29,Argentina,14.5,2018.0,https://www.decantalo.com/uk/en/atamisque-assemblage.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Matías Riccitelli Hey Malbec Malbec,out of stock,Argentina,14.5,2020.0,https://www.decantalo.com/uk/en/matias-riccitelli-hey-malbec-malbec.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Matías Riccitelli Old Vines Trousseau from Patagonia,out of stock,Argentina,13.5,2019.0,https://www.decantalo.com/uk/en/matias-riccitelli-old-vines-trousseau-from-patagonia.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Bouchard Père & Fils Beaune du Château Premier Cru,36.21,France,13.5,2018.0,https://www.decantalo.com/uk/en/bouchard-pere-fils-beaune-du-chateau-premier-cru.html#/1-volume-75_cl/111-year-2018
5.0,2,red,75.0,Alta Vista Premium Malbec,15.27,Argentina,14.0,2020.0,https://www.decantalo.com/uk/en/alta-vista-premium-malbec.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Alta Vista Premium Bonarda,15.27,Argentina,14.0,2019.0,https://www.decantalo.com/uk/en/alta-vista-premium-bonarda.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Alta Vista Premium Bonarda,15.27,Argentina,14.0,2019.0,https://www.decantalo.com/uk/en/alta-vista-premium-bonarda.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Alta Vista Premium Cabernet Sauvignon,13.65,Argentina,14.0,2017.0,https://www.decantalo.com/uk/en/alta-vista-premium-cabernet-sauvignon.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Albino Armani Valpolicella Superiore Egle,11.81,Italy,13.5,2020.0,https://www.decantalo.com/uk/en/albino-armani-valpolicella-superiore-egle.html#/1-volume-75_cl/158-year-2020
0.0,0,red,75.0,Gandolini Las 3 Marías Vineyards Cabernet Sauvignon,out of stock,Chile,14.5,2013.0,https://www.decantalo.com/uk/en/gandolini-las-3-marias-vineyards-cabernet-sauvignon.html#/1-volume-75_cl/128-year-2013
0.0,0,red,75.0,Cavarodes Vin de Pays de Franche-Comté Rouge 2019,out of stock,France,13.0,2018.0,https://www.decantalo.com/uk/en/cavarodes-vin-de-pays-de-franche-comte-rouge-2019.html#/1-volume-75_cl/111-year-2018
4.0,1,red,75.0,Alba de Domus,29.69,Chile,14.9,2015.0,https://www.decantalo.com/uk/en/alba-de-domus.html#/1-volume-75_cl/108-year-2015
4.0,1,red,75.0,Habla Nº22,out of stock,Spain,14.5,2016.0,https://www.decantalo.com/uk/en/habla-no22.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Herència Altés La Pilosa,17.76,Spain,15.0,2018.0,https://www.decantalo.com/uk/en/herencia-altes-la-pilosa.html#/1-volume-75_cl/111-year-2018
0.0,0,red,75.0,Clos du Marquis,54.89,France,13.55,2017.0,https://www.decantalo.com/uk/en/clos-du-marquis.html#/1-volume-75_cl/180-year-2017
0.0,0,red,75.0,Clos du Marquis,54.89,France,13.55,2017.0,https://www.decantalo.com/uk/en/clos-du-marquis.html#/1-volume-75_cl/124-year-2009
0.0,0,red,75.0,Roagna Barbaresco Pajé,out of stock,Italy,14.5,2015.0,https://www.decantalo.com/uk/en/roagna-barbaresco-paje.html#/1-volume-75_cl/108-year-2015
0.0,0,red,75.0,Albino Armani Refosco dal Pendulo Rosso Grave,11.36,Italy,13.5,2019.0,https://www.decantalo.com/uk/en/albino-armani-refosco-dal-pendulo-rosso-grave.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Antoine Lienhardt Les Plantes au Bois,out of stock,France,13.5,2019.0,https://www.decantalo.com/uk/en/antoine-lienhardt-les-plantes-au-bois.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,La Llena,25.35,Spain,14.5,2016.0,https://www.decantalo.com/uk/en/la-llena.html#/1-volume-75_cl/102-year-2016
0.0,0,red,75.0,Antoine Lienhardt Gamayoptère,out of stock,France,12.5,2019.0,https://www.decantalo.com/uk/en/antoine-lienhardt-gamayoptere.html#/1-volume-75_cl/114-year-2019
0.0,0,red,75.0,Antoine Lienhardt Gevrey-Chambertin,out of stock,France,13.5,2019.0,https://www.decantalo.com/uk/en/antoine-lienhardt-gevrey-chambertin.html#/1-volume-75_cl/114-year-2019
