name,Mix Case?,abv,year,size,country,wine_type,price,num_review,rating,url
Tri-Tip 2020,0,14.5,2020,750.0,USA,Red Wine,14.49,1,4.0,https://www.laithwaites.co.uk/product/Tri-Tip-2020/4269520
Peter Lehmann 'Pastor's Son' Barossa Cabernet Sauvignon 2020,0,14.0,2020,750.0,Australia,Red Wine,16.99,,,https://www.laithwaites.co.uk/product/Peter-Lehmann-'Pastor's-Son'-Barossa-Cabernet-Sauvignon-2020/3015520
Château Ramage La Batisse 2011,0,13.0,2011,750.0,France,Red Wine,27.0,47,3.3,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Ramage-La-Batisse-2011/1648511
Famille Perrin Les Cornuds 2020,0,14.5,2020,750.0,France,Red Wine,12.99,,,https://www.laithwaites.co.uk/product/Famille-Perrin-Les-Cornuds-2020/1030220
Shroud Mountain Cabernet Sauvignon 2020,0,13.5,2020,750.0,USA,Red Wine,13.99,,,https://www.laithwaites.co.uk/product/Shroud-Mountain-Cabernet-Sauvignon-2020/2390720
Cabalié (Magnum) 2021,0,13.5,2021,1500.0,France,Red Wine,24.0,23,4.8,https://www.laithwaites.co.uk/product/Cabali%C3%A9-(Magnum)-2021/3492221
Wakefield Heritage Shiraz 2020,0,14.5,2020,750.0,Australia,Red Wine,18.49,54,4.2,https://www.laithwaites.co.uk/product/Wakefield-Heritage-Shiraz-2020/3733220
Torbreck Woodcutter's Shiraz 2020,0,15.0,2020,750.0,Australia,Red Wine,23.0,,,https://www.laithwaites.co.uk/product/Torbreck-Woodcutter's-Shiraz-2020/0896720
Vieux Château Saint André 2016,0,14.5,2016,750.0,France,Red Wine,25.0,,,https://www.laithwaites.co.uk/product/Vieux-Ch%C3%A2teau-Saint-Andr%C3%A9-2016/2344716
Bodegas Caro 2018,0,14.5,2018,750.0,Argentina,Red Wine,45.0,,,https://www.laithwaites.co.uk/product/Bodegas-Caro-2018/2369818
The Black Stump Premium Durif 2020,0,14.5,2020,750.0,Australia,Red Wine,16.99,36,3.8,https://www.laithwaites.co.uk/product/The-Black-Stump-Premium-Durif-2020/3941820
Création d'Émilie Châteauneuf-du-Pape 2020,0,15.0,2020,750.0,France,Red Wine,27.0,3,4.3,https://www.laithwaites.co.uk/product/Cr%C3%A9ation-d'%C3%89milie-Ch%C3%A2teauneuf-du-Pape-2020/3441020
Tahbilk Shiraz 2017,0,13.5,2017,750.0,Australia,Red Wine,15.99,11,2.7,https://www.laithwaites.co.uk/product/Tahbilk-Shiraz-2017/3857717
Señorío de Sarría Vendimia Seleccionada 2017,0,14.5,2017,750.0,Spain,Red Wine,26.0,19,3.6,https://www.laithwaites.co.uk/product/Se%C3%B1or%C3%ADo-de-Sarr%C3%ADa-Vendimia-Seleccionada-2017/3833517
Selva del Moro Organic Chianti Classico Riserva 2019,0,14.0,2019,750.0,Italy,Red Wine,18.99,,,https://www.laithwaites.co.uk/product/Selva-del-Moro-Organic-Chianti-Classico-Riserva-2019/4220219
Berton The Barbarian Shiraz Merlot 2021,0,14.0,2021,750.0,Australia,Red Wine,9.49,285,3.7,https://www.laithwaites.co.uk/product/Berton-The-Barbarian-Shiraz-Merlot-2021/2456621
La Tirela Amarone della Valpolicella Classico 2019,0,15.0,2019,750.0,Italy,Red Wine,27.0,,,https://www.laithwaites.co.uk/product/La-Tirela-Amarone-della-Valpolicella-Classico-2019/0482519
Fable Mountain Vineyards Mourvedre 2017,0,13.0,2017,750.0,South Africa,Red Wine,22.0,,,https://www.laithwaites.co.uk/product/Fable-Mountain-Vineyards-Mourvedre-2017/4240817
Fleurie Réserve Domaine de Leyre-Loup 2015,0,14.0,2015,750.0,France,Red Wine,21.99,,,https://www.laithwaites.co.uk/product/Fleurie-R%C3%A9serve-Domaine-de-Leyre-Loup-2015/4299215
Cabalié Family Reds Mix,1,,,,,,,,,
San Lucas Malbec 2020,0,14.0,2020,750.0,Argentina,Red Wine,13.99,35,3.5,https://www.laithwaites.co.uk/product/San-Lucas-Malbec-2020/1560120
La Porte des Princes Merlot 2020,0,15.0,2020,750.0,France,Red Wine,10.99,61,3.3,https://www.laithwaites.co.uk/product/La-Porte-des-Princes-Merlot-2020/3551520
Boschendal Stellenbosch Cabernet Sauvignon 2018,0,14.0,2018,750.0,South Africa,Red Wine,21.0,1,3.0,https://www.laithwaites.co.uk/product/Boschendal-Stellenbosch-Cabernet-Sauvignon-2018/4195418
The Silver Route Old Vine Tempranillo Syrah 2020,0,14.5,2020,750.0,Spain,Red Wine,11.49,433,3.7,https://www.laithwaites.co.uk/product/The-Silver-Route-Old-Vine-Tempranillo-Syrah-2020/2305520
Altos de la Guardia Tempranillo 2020,0,14.5,2020,750.0,Spain,Red Wine,13.99,36,3.5,https://www.laithwaites.co.uk/product/Altos-de-la-Guardia-Tempranillo-2020/0515220
Cuvée du Vatican Châteauneuf-du-Pape 2021,0,15.0,2021,750.0,France,Red Wine,26.0,,,https://www.laithwaites.co.uk/product/Cuv%C3%A9e-du-Vatican-Ch%C3%A2teauneuf-du-Pape-2021/2139621
Trapiche Terroir Series Finca Orellana Single Vineyard 2017,0,14.5,2017,750.0,Argentina,Red Wine,29.0,2,4.0,https://www.laithwaites.co.uk/product/Trapiche-Terroir-Series-Finca-Orellana-Single-Vineyard-2017/2165117
RedHeads 1888 2020,0,14.5,2020,750.0,Australia,Red Wine,25.0,55,4.5,https://www.laithwaites.co.uk/product/RedHeads-1888-2020/3629020
Jim Barry Single Vineyard Eastern Ranges Cabernet Malbec 2017,0,13.8,2017,750.0,Australia,Red Wine,18.99,6,3.2,https://www.laithwaites.co.uk/product/Jim-Barry-Single-Vineyard-Eastern-Ranges-Cabernet-Malbec-2017/3859517
Kilikanoon Baroota Reserve Shiraz 2019,0,14.5,2019,750.0,Australia,Red Wine,17.49,77,4.1,https://www.laithwaites.co.uk/product/Kilikanoon-Baroota-Reserve-Shiraz-2019/0350419
Seven Saviours 2019,0,14.5,2019,750.0,France,Red Wine,13.99,10,3.5,https://www.laithwaites.co.uk/product/Seven-Saviours-2019/4086219
Viña Nava Tempranillo 2021,0,14.0,2021,750.0,Spain,Red Wine,8.99,51,3.3,https://www.laithwaites.co.uk/product/Vi%C3%B1a-Nava-Tempranillo-2021/1549521
Château de Nivelle 2020,0,14.5,2020,750.0,France,Red Wine,12.99,7,3.9,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-de-Nivelle-2020/3190420
Chapel Hill The Prophet McLaren Vale Shiraz 2020,0,14.5,2020,750.0,Australia,Red Wine,23.0,5,3.8,https://www.laithwaites.co.uk/product/Chapel-Hill-The-Prophet-McLaren-Vale-Shiraz-2020/1710520
Château des Brousteras 2014,0,13.5,2014,750.0,France,Red Wine,17.99,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-des-Brousteras-2014/4287814
Festive Favourites Reds Dozen Gift,0,13.0,Gift,750.0,Chile,Red Wine,,,3.6,https://www.laithwaites.co.uk/product/Festive-Favourites-Reds-Dozen-Gift-2014/M16520
Classic Reds Duo Gift,0,13.0,Gift,750.0,Argentina,Red Wine,,,4.0,https://www.laithwaites.co.uk/product/Classic-Reds-Duo-Gift-2014/F10482
Hommage à J Duèze 2020,0,15.0,2020,750.0,France,Red Wine,22.0,,,https://www.laithwaites.co.uk/product/Hommage-%C3%A0-J-Du%C3%A8ze-2020/4154720
Bill & Sons Shiraz Durif 2021,0,14.0,2021,750.0,Australia,Red Wine,12.99,62,4.3,https://www.laithwaites.co.uk/product/Bill-&-Sons-Shiraz-Durif-2021/3735621
Château Le Bonalguet 2020,0,13.5,2020,750.0,France,Red Wine,15.99,79,3.8,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Le-Bonalguet-2020/2901120
RedHeads Catbird Seat 2020,0,14.5,2020,750.0,Australia,Red Wine,16.49,23,3.6,https://www.laithwaites.co.uk/product/RedHeads-Catbird-Seat-2020/4078320
Kellermeister Reserve Zweigelt 2019,0,13.5,2019,750.0,Austria,Red Wine,18.99,,,https://www.laithwaites.co.uk/product/Kellermeister-Reserve-Zweigelt-2019/3956319
Tahbilk Estate Cabernet Sauvignon 2018,0,14.0,2018,750.0,Australia,Red Wine,15.99,1,3.0,https://www.laithwaites.co.uk/product/Tahbilk-Estate-Cabernet-Sauvignon-2018/3614018
La Llave Roja Tempranillo Syrah 2020,0,13.5,2020,750.0,Spain,Red Wine,11.99,121,3.0,https://www.laithwaites.co.uk/product/La-Llave-Roja-Tempranillo-Syrah-2020/2957020
Cachibaché Shiraz Malbec 2021,0,13.0,2021,750.0,Argentina,Red Wine,9.99,,,https://www.laithwaites.co.uk/product/Cachibach%C3%A9-Shiraz-Malbec-2021/4215121
Italian Mixed Reds Case,0,13.0,Case,750.0,Italy,Red Wine,,,3.7,https://www.laithwaites.co.uk/product/Italian-Mixed-Reds-Case-2021/M15189
Tesoro de Rosario Monastrell Shiraz 2021,0,15.0,2021,750.0,Spain,Red Wine,12.99,116,3.6,https://www.laithwaites.co.uk/product/Tesoro-de-Rosario-Monastrell-Shiraz-2021/3618621
Von Reben Pinot Noir 2020,0,12.5,2020,750.0,Germany,Red Wine,11.99,37,4.0,https://www.laithwaites.co.uk/product/Von-Reben-Pinot-Noir-2020/3763320
Il Poeta Barbaresco 2018,0,14.0,2018,750.0,Italy,Red Wine,24.0,5,3.2,https://www.laithwaites.co.uk/product/Il-Poeta-Barbaresco-2018/3950518
Festive Favourites Reds Six Gift,0,12.5,Gift,750.0,Chile,Red Wine,,,3.5,https://www.laithwaites.co.uk/product/Festive-Favourites-Reds-Six-Gift-2018/X13484
Trapiche Terroir Series Finca Coletto Single Vineyard 2018,0,14.5,2018,750.0,Argentina,Red Wine,29.0,1,5.0,https://www.laithwaites.co.uk/product/Trapiche-Terroir-Series-Finca-Coletto-Single-Vineyard-2018/1493718
Altos Xai 690m 2018,0,14.5,2018,750.0,Spain,Red Wine,19.99,2,4.0,https://www.laithwaites.co.uk/product/Altos-Xai-690m-2018/3989518
Château Duprat 2020,0,13.5,2020,750.0,France,Red Wine,10.99,12,4.0,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Duprat-2020/4054720
Marchese Antinori Tenuta Tignanello Chianti Classico Riserva 2019,0,14.0,2019,750.0,Italy,Red Wine,37.0,,,https://www.laithwaites.co.uk/product/Marchese-Antinori-Tenuta-Tignanello-Chianti-Classico-Riserva-2019/4111419
Limited Release Shiraz Cabernet 2018,0,14.0,2018,750.0,Australia,Red Wine,25.0,,,https://www.laithwaites.co.uk/product/Limited-Release-Shiraz-Cabernet-2018/4200518
Altos R Pigeage Tempranillo 2017,0,15.0,2017,750.0,Spain,Red Wine,23.0,30,4.7,https://www.laithwaites.co.uk/product/Altos-R-Pigeage-Tempranillo-2017/3486017
Pillastro (magnum) 2021,0,13.5,2021,1500.0,Italy,Red Wine,24.0,,,https://www.laithwaites.co.uk/product/Pillastro-(magnum)-2021/4265721
Clarendelle Saint-Emilion Inspired by Haut-Brion 2019,0,14.5,2019,750.0,France,Red Wine,25.0,1,5.0,https://www.laithwaites.co.uk/product/Clarendelle-Saint-Emilion-Inspired-by-Haut-Brion-2019/3378119
Ivana's Odiseya 2020,0,12.5,2020,750.0,Bulgaria,Red Wine,10.99,107,3.5,https://www.laithwaites.co.uk/product/Ivana's-Odiseya-2020/4008120
Château Moulin du Prieur 2021,0,13.5,2021,750.0,France,Red Wine,12.99,55,3.5,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Moulin-du-Prieur-2021/3752621
Mandriano Merlot 2019,0,14.0,2019,750.0,Italy,Red Wine,10.99,62,3.6,https://www.laithwaites.co.uk/product/Mandriano-Merlot-2019/0888519
Château Guillem de Montjustin 2020,0,15.0,2020,750.0,France,Red Wine,19.99,12,4.7,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Guillem-de-Montjustin-2020/3880620
The Domaine de Leyre-Loup Mix,1,,,,,,,,,
Bordeaux Classics,0,13.5,Classics,750.0,France,Red Wine,,,4.1,https://www.laithwaites.co.uk/product/Bordeaux-Classics-2020/M16991
Château Petit Pindefleur 2020,0,14.0,2020,750.0,France,Red Wine,16.99,3,3.3,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Petit-Pindefleur-2020/4135720
Château La Clarière 2019,0,14.5,2019,750.0,France,Red Wine,25.0,63,4.7,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-La-Clari%C3%A8re-2019/3718319
Compadre Gran Malbec 2021,0,14.0,2021,750.0,Argentina,Red Wine,16.49,24,3.7,https://www.laithwaites.co.uk/product/Compadre-Gran-Malbec-2021/4017721
Mystery Reds Six,1,,,,,,,,,
The Holdings Syrah Malbec 2021,0,12.5,2021,750.0,Argentina,Red Wine,10.99,280,3.6,https://www.laithwaites.co.uk/product/The-Holdings-Syrah-Malbec-2021/3087021
Le Vieux Château Guibeau 2019,0,14.0,2019,750.0,France,Red Wine,18.99,1,5.0,https://www.laithwaites.co.uk/product/Le-Vieux-Ch%C3%A2teau-Guibeau-2019/0051719
El Bombero (187ml) 2021,0,14.5,2021,187.0,Spain,Red Wine,2.79,12,3.3,https://www.laithwaites.co.uk/product/El-Bombero-(187ml)-2021/3804421
Carravacas de Primicia Crianza Rioja 2018,0,14.5,2018,750.0,Spain,Red Wine,15.49,26,3.7,https://www.laithwaites.co.uk/product/Carravacas-de-Primicia-Crianza-Rioja-2018/1475018
St Hallett Blackwell Shiraz 2019,0,14.5,2019,750.0,Australia,Red Wine,27.0,,,https://www.laithwaites.co.uk/product/St-Hallett-Blackwell-Shiraz-2019/0228819
Castillo de Maluenda 2020,0,14.5,2020,750.0,Spain,Red Wine,11.99,16,3.8,https://www.laithwaites.co.uk/product/Castillo-de-Maluenda-2020/4216020
Deep River Shiraz 2021,0,14.0,2021,750.0,Australia,Red Wine,17.99,21,2.6,https://www.laithwaites.co.uk/product/Deep-River-Shiraz-2021/4122021
Merry Christmas Italian Reds Duo Gift,0,13.0,Gift,750.0,Italy,Red Wine,,,3.7,https://www.laithwaites.co.uk/product/Merry-Christmas-Italian-Reds-Duo-Gift-2021/F10477
Antakari Syrah 2021,0,14.0,2021,750.0,Chile,Red Wine,11.99,74,3.1,https://www.laithwaites.co.uk/product/Antakari-Syrah-2021/2079021
Andrew McPherson's The Full Fifteen Reserve Doreen's Shiraz 2021,0,14.5,2021,750.0,Australia,Red Wine,17.49,171,4.3,https://www.laithwaites.co.uk/product/Andrew-McPherson's-The-Full-Fifteen-Reserve-Doreen's-Shiraz-2021/1946521
Roc Saint Constant 2021,0,13.5,2021,750.0,France,Red Wine,12.99,101,3.5,https://www.laithwaites.co.uk/product/Roc-Saint-Constant-2021/3222521
St Hallett Butcher's Cart Shiraz 2018,0,14.5,2018,750.0,Australia,Red Wine,21.0,6,4.7,https://www.laithwaites.co.uk/product/St-Hallett-Butcher's-Cart-Shiraz-2018/3904418
Andrew McPherson's The Full Fifteen Reserve Doreen's Shiraz 2020,0,14.5,2020,750.0,Australia,Red Wine,17.49,178,4.3,https://www.laithwaites.co.uk/product/Andrew-McPherson's-The-Full-Fifteen-Reserve-Doreen's-Shiraz-2020/1946520
Altos R Pigeage Tempranillo 2018,0,14.5,2018,750.0,Spain,Red Wine,24.0,14,4.7,https://www.laithwaites.co.uk/product/Altos-R-Pigeage-Tempranillo-2018/3379118
Vinha do Fava Touriga Nacional (Magnum) 2021,0,14.0,2021,1500.0,Portugal,Red Wine,24.0,,,https://www.laithwaites.co.uk/product/Vinha-do-Fava-Touriga-Nacional-(Magnum)-2021/4282421
Southern French Reds Mixed Case,0,14.0,Case,750.0,France,Red Wine,,,3.8,https://www.laithwaites.co.uk/product/Southern-French-Reds-Mixed-Case-2021/M17163
RedHeads Mixed Six,0,14.5,Six,750.0,Australia,Red Wine,,,3.6,https://www.laithwaites.co.uk/product/RedHeads-Mixed-Six-2021/X13811
Classic Reds Six Gift,0,14.5,Gift,750.0,France,Red Wine,,,3.7,https://www.laithwaites.co.uk/product/Classic-Reds-Six-Gift-2021/X13481
Black Stump Princes & Kings Case,0,14.5,Case,750.0,Australia,Red Wine,,,4.2,https://www.laithwaites.co.uk/product/Black-Stump-Princes-&-Kings-Case-2021/M15187
Château Bel Air Lagrave (magnum) 1995,0,12.5,1995,1500.0,France,Red Wine,60.0,1,5.0,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Bel-Air-Lagrave-(magnum)-1995/3755295
HJ Fabre Reservado Malbec Cabernet Franc 2021,0,14.5,2021,750.0,Argentina,Red Wine,17.99,22,4.3,https://www.laithwaites.co.uk/product/HJ-Fabre-Reservado-Malbec-Cabernet-Franc-2021/3874921
Luxury Reds Duo Gift,0,13.5,Gift,750.0,France,Red Wine,,,4.1,https://www.laithwaites.co.uk/product/Luxury-Reds-Duo-Gift-2021/F10509
Ramón Roqueta Tempranillo  Barrel Selection 2019,0,13.5,2019,750.0,Spain,Red Wine,10.99,52,3.7,https://www.laithwaites.co.uk/product/Ram%C3%B3n-Roqueta-Tempranillo--Barrel-Selection-2019/2251219
Château de Beaufort 2019,0,14.5,2019,750.0,France,Red Wine,14.49,28,4.2,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-de-Beaufort-2019/4096519
Clarendelle by Haut-Brion Médoc 2018,0,14.0,2018,750.0,France,Red Wine,22.0,,,https://www.laithwaites.co.uk/product/Clarendelle-by-Haut-Brion-M%C3%A9doc-2018/3378018
Château Quattre 2011,0,12.5,2011,750.0,France,Red Wine,16.99,33,3.6,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Quattre-2011/3098211
Big Bat Cabernet Sauvignon 2015,0,14.0,2015,750.0,Argentina,Red Wine,30.0,3,4.3,https://www.laithwaites.co.uk/product/Big-Bat-Cabernet-Sauvignon-2015/4133515
Santa Inés Single Parcel Cabernet Sauvignon 2020,0,13.5,2020,750.0,Chile,Red Wine,16.99,,,https://www.laithwaites.co.uk/product/Santa-In%C3%A9s-Single-Parcel-Cabernet-Sauvignon-2020/4260520
Château du Tertre Belair 2020,0,14.0,2020,750.0,France,Red Wine,16.99,44,3.5,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-du-Tertre-Belair-2020/1744720
Brasero Merlot 2021,0,13.0,2021,750.0,Argentina,Red Wine,8.99,,,https://www.laithwaites.co.uk/product/Brasero-Merlot-2021/4200621
Corsiero Nero (187ml) 2021,0,13.5,2021,187.0,Italy,Red Wine,3.99,4,4.0,https://www.laithwaites.co.uk/product/Corsiero-Nero-(187ml)-2021/3970521
Black Stump Family Case,0,14.5,Case,750.0,Australia,Red Wine,,,4.2,https://www.laithwaites.co.uk/product/Black-Stump-Family-Case-2021/M15185
Tenuta Fenice Nero d’Avola (187ml) 2021,0,14.0,2021,187.0,Italy,Red Wine,3.29,,,https://www.laithwaites.co.uk/product/Tenuta-Fenice-Nero-d%E2%80%99Avola-(187ml)-2021/4232421
Firespinner Merlot 2021,0,14.0,2021,750.0,Australia,Red Wine,11.99,152,3.3,https://www.laithwaites.co.uk/product/Firespinner-Merlot-2021/1854021
Château Blaignan Cru Bourgeois 2015,0,13.0,2015,750.0,France,Red Wine,19.99,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Blaignan-Cru-Bourgeois-2015/2026615
Classic Italian Reds Six,0,14.0,Six,750.0,Italy,Red Wine,,,3.0,https://www.laithwaites.co.uk/product/Classic-Italian-Reds-Six-2015/X13719
Lighter Style Reds Mixed Case,0,13.0,Case,750.0,France,Red Wine,,,3.9,https://www.laithwaites.co.uk/product/Lighter-Style-Reds-Mixed-Case-2015/M14396
Black Saint Peter Old Vine Zinfandel 2019,0,15.5,2019,750.0,USA,Red Wine,16.49,5,4.2,https://www.laithwaites.co.uk/product/Black-Saint-Peter-Old-Vine-Zinfandel-2019/0470319
Kelly Country Shiraz 2020,0,14.5,2020,750.0,Australia,Red Wine,11.99,180,3.3,https://www.laithwaites.co.uk/product/Kelly-Country-Shiraz-2020/1831020
Way & Cat South Australia Red Blend 2020,0,14.0,2020,750.0,Australia,Red Wine,13.49,,,https://www.laithwaites.co.uk/product/Way-&-Cat-South-Australia-Red-Blend-2020/4149520
RedHeads Reds Trio Gift,0,14.5,Gift,750.0,Australia,Red Wine,,,4.0,https://www.laithwaites.co.uk/product/RedHeads-Reds-Trio-Gift-2020/J10402
Famille Perrin Gigondas La Gille 2020,0,14.5,2020,750.0,France,Red Wine,21.0,,,https://www.laithwaites.co.uk/product/Famille-Perrin-Gigondas-La-Gille-2020/0949220
Deluxe Mature Showcase,0,14.0,Showcase,750.0,Spain,Red Wine,,,4.1,https://www.laithwaites.co.uk/product/Deluxe-Mature-Showcase-2020/X13714
Bodegas Caro Showcase,0,14.5,Showcase,750.0,Argentina,Red Wine,,,4.0,https://www.laithwaites.co.uk/product/Bodegas-Caro-Showcase-2020/X11331
Rioja Reds Duo Gift,0,14.5,Gift,750.0,Spain,Red Wine,,,3.5,https://www.laithwaites.co.uk/product/Rioja-Reds-Duo-Gift-2020/F10490
Luxury Black Reds Mixed Six,0,14.5,Six,750.0,Portugal,Red Wine,,,4.5,https://www.laithwaites.co.uk/product/Luxury-Black-Reds-Mixed-Six-2020/X13815
Carravacas de Primicia Rioja 2021,0,14.0,2021,750.0,Spain,Red Wine,13.49,220,3.7,https://www.laithwaites.co.uk/product/Carravacas-de-Primicia-Rioja-2021/1494121
Marquês de Marialva Colheita Selecionada 2019,0,13.0,2019,750.0,Portugal,Red Wine,12.49,193,4.0,https://www.laithwaites.co.uk/product/Marqu%C3%AAs-de-Marialva-Colheita-Selecionada-2019/3807719
Château d'Ardennes 2011,0,13.5,2011,750.0,France,Red Wine,17.99,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-d'Ardennes-2011/4288111
Pirineos Selección Tinto 2019,0,14.5,2019,750.0,Spain,Red Wine,10.99,101,3.6,https://www.laithwaites.co.uk/product/Pirineos-Selecci%C3%B3n-Tinto-2019/3970819
Fine Rhone Reds Six,0,15.0,Six,750.0,France,Red Wine,,,3.7,https://www.laithwaites.co.uk/product/Fine-Rhone-Reds-Six-2019/X13718
Vertiges 2021,0,13.0,2021,750.0,France,Red Wine,12.49,124,4.1,https://www.laithwaites.co.uk/product/Vertiges-2021/4089321
Aussie Fine Wine Showcase,0,13.8,Showcase,750.0,Australia,Red Wine,,,3.2,https://www.laithwaites.co.uk/product/Aussie-Fine-Wine-Showcase-2021/X13404
Red Burgundy Six,0,13.0,Six,750.0,France,Red Wine,,,4.2,https://www.laithwaites.co.uk/product/Red-Burgundy-Six-2021/X13715
Château Sixtine Châteauneuf-du-Pape 2020,0,15.5,2020,750.0,France,Red Wine,31.0,2,5.0,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Sixtine-Ch%C3%A2teauneuf-du-Pape-2020/2122720
Merry Christmas Bordeaux Reds Duo Gift,0,14.0,Gift,750.0,France,Red Wine,,,3.9,https://www.laithwaites.co.uk/product/Merry-Christmas-Bordeaux-Reds-Duo-Gift-2020/F10476
Navarro Correas Reserve Cabernet Sauvignon 2020,0,14.0,2020,750.0,Argentina,Red Wine,17.99,4,3.5,https://www.laithwaites.co.uk/product/Navarro-Correas-Reserve-Cabernet-Sauvignon-2020/4133320
Mature Bordeaux Showcase Six,0,13.0,Six,750.0,France,Red Wine,,,4.0,https://www.laithwaites.co.uk/product/Mature-Bordeaux-Showcase-Six-2020/X13716
Fine Dining Reds Six Gift,0,14.5,Gift,750.0,Portugal,Red Wine,,,4.5,https://www.laithwaites.co.uk/product/Fine-Dining-Reds-Six-Gift-2020/X13496
Torresilo 1999,0,14.0,1999,750.0,Spain,Red Wine,60.0,2,3.0,https://www.laithwaites.co.uk/product/Torresilo-1999/1842299
Torresilo 1998,0,14.0,1998,750.0,Spain,Red Wine,60.0,7,4.1,https://www.laithwaites.co.uk/product/Torresilo-1998/1842298
ROC Primeur 2021,0,13.5,2021,750.0,France,Red Wine,13.99,3,2.7,https://www.laithwaites.co.uk/product/ROC-Primeur-2021/4213521
Miniatures Reds Mixed Case,0,14.5,Case,187.0,Spain,Red Wine,,,3.3,https://www.laithwaites.co.uk/product/Miniatures-Reds-Mixed-Case-2021/M17165
Fine Argentine Reds Six,0,14.5,Six,750.0,Argentina,Red Wine,,,4.2,https://www.laithwaites.co.uk/product/Fine-Argentine-Reds-Six-2021/X13405
Château de Colombe Castillon Côtes de Bordeaux 2021,0,13.5,2021,750.0,France,Red Wine,14.99,83,4.3,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-de-Colombe-Castillon-C%C3%B4tes-de-Bordeaux-2021/3229221
Bambera de Barbadillo Tinto 2020,0,13.5,2020,750.0,Spain,Red Wine,11.99,79,3.8,https://www.laithwaites.co.uk/product/Bambera-de-Barbadillo-Tinto-2020/3452020
Great Aussie Shiraz Showcase,0,14.5,Showcase,750.0,Australia,Red Wine,,,4.5,https://www.laithwaites.co.uk/product/Great-Aussie-Shiraz-Showcase-2020/X13720
Australian Reds Duo Gift,0,14.5,Gift,750.0,Australia,Red Wine,,,4.4,https://www.laithwaites.co.uk/product/Australian-Reds-Duo-Gift-2020/F10486
Shiraz Mixed Case,0,14.0,Case,750.0,Spain,Red Wine,,,3.0,https://www.laithwaites.co.uk/product/Shiraz-Mixed-Case-2020/M12900
Altos R Pigeage Graciano 2018,0,14.0,2018,750.0,Spain,Red Wine,32.0,14,4.9,https://www.laithwaites.co.uk/product/Altos-R-Pigeage-Graciano-2018/3711118
Masciarelli Iskra Montepulciano d'Abruzzo Riserva 2017,0,15.0,2017,750.0,Italy,Red Wine,27.0,,,https://www.laithwaites.co.uk/product/Masciarelli-Iskra-Montepulciano-d'Abruzzo-Riserva-2017/4256017
La Parde de Haut Bailly 2011,0,13.0,2011,750.0,France,Red Wine,35.0,1,5.0,https://www.laithwaites.co.uk/product/La-Parde-de-Haut-Bailly-2011/1148311
Iconic Rioja Six,0,14.0,Six,750.0,Spain,Red Wine,,,3.7,https://www.laithwaites.co.uk/product/Iconic-Rioja-Six-2011/X13717
Altos de la Guardia Reserva Rioja 2018,0,14.5,2018,750.0,Spain,Red Wine,19.99,,,https://www.laithwaites.co.uk/product/Altos-de-la-Guardia-Reserva-Rioja-2018/0367118
Neil Ellis Piekenierskloof Grenache 2017,0,14.0,2017,750.0,South Africa,Red Wine,25.0,,,https://www.laithwaites.co.uk/product/Neil-Ellis-Piekenierskloof-Grenache-2017/4013017
Joya del Río Toro 2020,0,15.0,2020,750.0,Spain,Red Wine,11.99,63,3.1,https://www.laithwaites.co.uk/product/Joya-del-R%C3%ADo-Toro-2020/2631020
Schroeder Estate Patagonia Malbec 2021,0,13.5,2021,750.0,Argentina,Red Wine,14.49,22,3.6,https://www.laithwaites.co.uk/product/Schroeder-Estate-Patagonia-Malbec-2021/0295421
Picco Attila (187ml) 2020,0,13.0,2020,187.0,Italy,Red Wine,2.99,4,3.3,https://www.laithwaites.co.uk/product/Picco-Attila-(187ml)-2020/3302020
Trapiche Terroir Series Six,0,14.5,Six,750.0,Argentina,Red Wine,,,4.0,https://www.laithwaites.co.uk/product/Trapiche-Terroir-Series-Six-2020/X13709
Fleurie Réserve Domaine de Leyre-Loup 2016,0,13.0,2016,750.0,France,Red Wine,19.99,,,https://www.laithwaites.co.uk/product/Fleurie-R%C3%A9serve-Domaine-de-Leyre-Loup-2016/4299216
Venta Vieja Malbec 2021,0,13.0,2021,750.0,Spain,Red Wine,10.99,168,3.4,https://www.laithwaites.co.uk/product/Venta-Vieja-Malbec-2021/0866121
Château Capbern 2019,0,15.0,2019,750.0,France,Red Wine,24.0,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Capbern-2019/0296519
Château La Clarière 2020,0,14.5,2020,750.0,France,Red Wine,25.0,24,4.7,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-La-Clari%C3%A8re-2020/3718320
