wine_type,size (cL),name,price,rating,num_review,country,abv,year,url
rose,75,L'Escarpe Coteaux D'Aix En Provence Rose,8.75,3.8,6,France,13,2017,https://groceries.morrisons.com/products/l-escarpe-coteaux-d-aix-en-provence-rose-421282011
rose,75,Yellow Tail Jammy Rose Roo,6,0,0,Australia,11,2022,https://groceries.morrisons.com/products/yellow-tail-jammy-rose-roo-583442011
rose,75,Blossom Hill Grenache Rosé,5.5,5,4,United States,11,2019,https://groceries.morrisons.com/products/blossom-hill-grenache-ros-119818011
rose,75,I Heart Rose,6,4,1,Spain,12,NV,https://groceries.morrisons.com/products/i-heart-rose-523785011
rose,75,Blossom Hill Rose Wine,6,0,0,Spain,11,NV,https://groceries.morrisons.com/products/blossom-hill-rose-wine-523763011
rose,75,Kylie Minogue Rose,9,5,3,France,12.5,2019,https://groceries.morrisons.com/products/kylie-minogue-rose-546518011
rose,75,Gallo Family Vineyards Spritz Raspberry & Lime,4,4.4,5,United States,5.5,,https://groceries.morrisons.com/products/gallo-family-vineyards-spritz-raspberry-lime-282638011
rose,75,Gary Barlow Organic Rose,6,3.5,2,Spain,12,2021,https://groceries.morrisons.com/products/gary-barlow-organic-rose-583427011
rose,75,Barefoot Pink Pinot Grigio Rose Wine,6,3,4,United States,12,NV,https://groceries.morrisons.com/products/barefoot-pink-pinot-grigio-rose-wine-379846011
rose,18.7,Fleurs De Prairie Luberon Rose,2.49,0,0,France,13,2020,https://groceries.morrisons.com/products/fleurs-de-prairie-luberon-rose-553420011
rose,75,Crocodile Diamante Rose,8,0,0,France,12.5,2021,https://groceries.morrisons.com/products/crocodile-diamante-rose-588020011
rose,20,J. P. Chenet Ice Edition Rose,2.5,5,6,France,11,NV,https://groceries.morrisons.com/products/j-p-chenet-ice-edition-rose-401923011
rose,75,Mirabeau X Rose,14,0,0,France,12.5,2021,https://groceries.morrisons.com/products/mirabeau-x-rose-589699011
rose,75,Studio By Miraval Rose,12,0,0,France,13,2021,https://groceries.morrisons.com/products/studio-by-miraval-rose-588026011
rose,75,Odette Mediterrannee Rose,10,0,0,France,13,2021,https://groceries.morrisons.com/products/odette-mediterrannee-rose-588024011
rose,75,Cuvee Mistral De Provenc,12,0,0,France,13,2020,https://groceries.morrisons.com/products/cuvee-mistral-de-provenc-588023011
rose,75,The Pale Rose,14,0,0,France,12.5,2021,https://groceries.morrisons.com/products/the-pale-rose-588022011
rose,75,Mucho Mas Rose,7.5,0,0,Spain,13,NV,https://groceries.morrisons.com/products/mucho-mas-rose-588019011
rose,75,Morrisons White Zinfandel,4.89,4.6,8,United States,10.5,,https://groceries.morrisons.com/products/morrisons-white-zinfandel-421255011
rose,75,The Shy Pig Blush,4.79,2.6,10,Australia,10.5,NV,https://groceries.morrisons.com/products/the-shy-pig-blush-310334011
rose,75,Silver Bay Point Rose,3.89,3.5,15,British,8,Non Vintage,https://groceries.morrisons.com/products/silver-bay-point-rose-119828011
rose,75,Gallo Family Vineyards Summer Rose Wine,4.79,3.8,6,United States,5.5,NV,https://groceries.morrisons.com/products/gallo-family-vineyards-summer-rose-wine-229564011
rose,75,Kingsland Portuguese Rose,4.69,5,1,Portugal,10,NV,https://groceries.morrisons.com/products/kingsland-portuguese-rose-488295011
rose,75,Myton Hill Rose,4.19,0,0,Spain,10.5,NV,https://groceries.morrisons.com/products/myton-hill-rose-541749011
rose,75,Yellow Tail Rose,7,5,1,Australia,12,NV,https://groceries.morrisons.com/products/yellow-tail-rose-477311011
rose,75,19 Crimes Revolutionary Rose,9,3.2,5,Spain,13.5,,https://groceries.morrisons.com/products/19-crimes-revolutionary-rose-566181011
rose,75,Jam Shed Rose California,8,5,4,United States,11,2020,https://groceries.morrisons.com/products/jam-shed-rose-california-551481011
rose,75,Villa Maria Blush Sauvignon,10.5,5,1,New Zealand,,2019,https://groceries.morrisons.com/products/villa-maria-blush-sauvignon-528425011
rose,75,Rose Calvet Cap D' Adge Igp Cotes De Thau,9,5,2,France,12,2018,https://groceries.morrisons.com/products/rose-calvet-cap-d-adge-igp-cotes-de-thau-480686011
rose,75,Squealin Pig Pinot Grigio Rose,10,0,0,Italy,12,2021,https://groceries.morrisons.com/products/squealin-pig-pinot-grigio-rose-583981011
rose,75,Trivento Rose,8,0,0,Argentina,11.5,2021,https://groceries.morrisons.com/products/trivento-rose-583433011
rose,75,Mud House Chile Rose,9,0,0,Chile,12.5,2021,https://groceries.morrisons.com/products/mud-house-chile-rose-583436011
rose,75,Freixenet Italian Rose,9,3.7,3,Italy,11.5,2019,https://groceries.morrisons.com/products/freixenet-italian-rose-523752011
rose,75,Piccini Costa Toscana Organic Rose,9,0,0,Italy,12.5,2021,https://groceries.morrisons.com/products/piccini-costa-toscana-organic-rose-583430011
rose,75,Blossom Hill Gin Fizz Blood Orange,9,0,0,United Kingdom,8.5,,https://groceries.morrisons.com/products/blossom-hill-gin-fizz-blood-orange-551486011
rose,75,Fairbank Sauvignon Blanc Rose,7,4,3,South Africa,12.5,2020,https://groceries.morrisons.com/products/fairbank-sauvignon-blanc-rose-523770011
sparkling,75,Morrisons The Best Marlborough Sauvignon Blanc,9,3.7,3,New Zealand,12.5,2019,https://groceries.morrisons.com/products/morrisons-the-best-marlborough-sauvignon-blanc-283660011
sparkling,70,Aperol,16,4,4,Italy,11,,https://groceries.morrisons.com/products/aperol-265270011
sparkling,75,Morrisons The Best South African Sauvignon Blanc,7.5,4,9,Western Cape,12.5,2021,https://groceries.morrisons.com/products/morrisons-the-best-south-african-sauvignon-blanc-119962011
sparkling,75,La Gioiosa Prosecco Brut,10,4.7,7,Italy,11,NV,https://groceries.morrisons.com/products/la-gioiosa-prosecco-brut-217926011
sparkling,75,Morrisons The Best Prosecco DOC,8.75,4.2,18,Italy,11,,https://groceries.morrisons.com/products/morrisons-the-best-prosecco-doc-120002011
sparkling,75,La Gioiosa Rosado Prosecco,10,4.6,9,Italy,11,NV,https://groceries.morrisons.com/products/la-gioiosa-rosado-prosecco-243844011
sparkling,75,Sorso Prosecco Spumante,6.49,3.4,16,Italy,11,NV,https://groceries.morrisons.com/products/sorso-prosecco-spumante-480679011
sparkling,75,Morrisons The Best Prosecco Valdobbiadene DOCG,10,4.9,9,Italy,11,,https://groceries.morrisons.com/products/morrisons-the-best-prosecco-valdobbiadene-docg-480626011
sparkling,75,Menestrello Prosecco Spumante,8,3.8,13,Italy,11,NV,https://groceries.morrisons.com/products/menestrello-prosecco-spumante-258584011
sparkling,75,I Heart Prosecco,8.75,3.7,6,Italy,11,NV,https://groceries.morrisons.com/products/i-heart-prosecco-401822011
sparkling,75,Freixenet Prosecco D. O. C.,9,4,6,Italy,11,NV,https://groceries.morrisons.com/products/freixenet-prosecco-d-o-c-427914011
sparkling,75,Morrisons The Best Marques de los Rios Cava Brut,9.25,4.2,10,Spain,12,,https://groceries.morrisons.com/products/morrisons-the-best-marques-de-los-rios-cava-brut-217631011
sparkling,20,Freixenet Prosecco,4.25,0,0,Italy,11,NV,https://groceries.morrisons.com/products/freixenet-prosecco-480646011
sparkling,75,Codorniu Vintage Cava Brut,11,5,2,Spain,11.5,2019,https://groceries.morrisons.com/products/codorniu-vintage-cava-brut-553421011
sparkling,75,Morrisons The Best Cremant De Limoux Sparkling Wine,12.5,3.3,4,France,12.5,,https://groceries.morrisons.com/products/morrisons-the-best-cremant-de-limoux-sparkling-wine-533895011
sparkling,75,Morrisons The Best Prosecco Rose DOC,8.75,3.7,3,Italy,11,,https://groceries.morrisons.com/products/morrisons-the-best-prosecco-rose-doc-533897011
sparkling,75,Morrisons The Best Etienne Leclair Brut Champagne,23,3.8,4,France,12,,https://groceries.morrisons.com/products/morrisons-the-best-etienne-leclair-brut-champagne-217633011
sparkling,75,Morrisons The Best English Sparkling Brut Vintage 2010,27,4.5,8,England,11.5,,https://groceries.morrisons.com/products/morrisons-the-best-english-sparkling-brut-vintage-2010-480635011
sparkling,20,Freixenet Italian Rose Sparkling Wine,4.25,3,2,Italy,11,NV,https://groceries.morrisons.com/products/freixenet-italian-rose-sparkling-wine-480644011
sparkling,75,Morrisons The Best Brut Premier Cru Champagne,27,3,2,France,12,,https://groceries.morrisons.com/products/morrisons-the-best-brut-premier-cru-champagne-437973011
sparkling,75,Mionetto Prosecco Doc Treviso Brut,10,4,2,Italy,11,NV,https://groceries.morrisons.com/products/mionetto-prosecco-doc-treviso-brut-480636011
sparkling,75,Morrisons The Best Etienne Leclair Brut Rose Champagne,24,3,3,France,12,,https://groceries.morrisons.com/products/morrisons-the-best-etienne-leclair-brut-rose-champagne-217655011
sparkling,75,Corvezzo Organic Prosecco,8,4.8,12,Italy,11.5,2017,https://groceries.morrisons.com/products/corvezzo-organic-prosecco-421301011
sparkling,12.5,Lambrini Lightly Sparkling Perry,2.75,0,0,,6,,https://groceries.morrisons.com/products/lambrini-lightly-sparkling-perry-537620011
sparkling,75,Jules Mignon Brutreserve Champagne,16,4.3,6,France,12,NV,https://groceries.morrisons.com/products/jules-mignon-brutreserve-champagne-321403011
sparkling,75,Charles De Villers Champagne Brut,24,5,4,France,12.5,,https://groceries.morrisons.com/products/charles-de-villers-champagne-brut-541755011
sparkling,75,Veuve Devanlay Champagne Brut,26,4.3,6,France,12,NV,https://groceries.morrisons.com/products/veuve-devanlay-champagne-brut-212387011
sparkling,75,19 Crimes Sparkling White,10,0,0,Australia,12,NV,https://groceries.morrisons.com/products/19-crimes-sparkling-white-592236011
sparkling,75,Pale Fox Single Estate Prosecco Gift Box,25,0,0,Italy,11,2021,https://groceries.morrisons.com/products/pale-fox-single-estate-prosecco-gift-box-592237011
sparkling,75,Ferrari Brut Nv,23,0,0,Italy,12.5,NV,https://groceries.morrisons.com/products/ferrari-brut-nv-592241011
sparkling,75,Morrisons Winter Spiced Fizz,3.49,5,1,,4,,https://groceries.morrisons.com/products/morrisons-winter-spiced-fizz-569781011
sparkling,75,Castillo De Sierra Brut,5.85,2.3,3,Spain,11.5,NV,https://groceries.morrisons.com/products/castillo-de-sierra-brut-523748011
sparkling,75,Castillo De Sierra Semi Seco Cava,5.85,4.7,7,Spain,11.5,NV,https://groceries.morrisons.com/products/castillo-de-sierra-semi-seco-cava-523750011
sparkling,75,Castillo De Sierra Rosado,5.99,5,5,Spain,11.5,NV,https://groceries.morrisons.com/products/castillo-de-sierra-rosado-523749011
sparkling,75,Kylie Minogue Prosecco Rose,9,3.8,4,Italy,11,NV,https://groceries.morrisons.com/products/kylie-minogue-prosecco-rose-551496011
sparkling,75,Martini Asti Sparkling Wine,8.5,5,7,Italy,7.5,NV,https://groceries.morrisons.com/products/martini-asti-sparkling-wine-209721011
sparkling,75,La Gioiosa Prosecco Brut,10,4.7,7,Italy,11,NV,https://groceries.morrisons.com/products/la-gioiosa-prosecco-brut-217926011
sparkling,75,Canti Prosecco Spumante Brut,9.5,4,9,Italy,11,2019,https://groceries.morrisons.com/products/canti-prosecco-spumante-brut-228466011
sparkling,75,Freixenet Vintage Brut Cava,7,3.8,5,Spain,11.5,2014,https://groceries.morrisons.com/products/freixenet-vintage-brut-cava-212343011
sparkling,75,Freixenet Cordon Negro Brut Cava,11,4.1,9,Spain,11.5,NV,https://groceries.morrisons.com/products/freixenet-cordon-negro-brut-cava-119994011
sparkling,75,Mcguigan Black Label Shiraz,7.5,4.3,4,Australia,13.5,NV,https://groceries.morrisons.com/products/mcguigan-black-label-shiraz-551915011
sparkling,75,Radacini Blanc De Noirs,7,5,3,Moldova (Republic Of),12,NV,https://groceries.morrisons.com/products/radacini-blanc-de-noirs-583447011
sparkling,75,Freixenet Italian Sparkling Rose,12,4.3,3,Italy,10.8,NV,https://groceries.morrisons.com/products/freixenet-italian-sparkling-rose-258583011
sparkling,75,Maschio  Prosecco,10,4,7,Italy,11,2015,https://groceries.morrisons.com/products/maschio-prosecco-321391011
sparkling,75,Moet Rose Champagne NV Gift Box,47,5,3,France,12,NV,https://groceries.morrisons.com/products/moet-rose-champagne-nv-gift-box-217656011
sparkling,75,Champagne Veuve Devanlay Nv Rose,22,4.3,6,France,12,NV,https://groceries.morrisons.com/products/champagne-veuve-devanlay-nv-rose-261706011
sparkling,75,Veuve Clicquot Yellow Label,45,5,4,France,,NV,https://groceries.morrisons.com/products/veuve-clicquot-yellow-label-209726011
sparkling,150,Freixenet Prosecco,20,5,1,Italy,11,NV,https://groceries.morrisons.com/products/freixenet-prosecco-570684011
sparkling,75,Lanson Black Label Brut NV,37,5,1,France,12.5,NV,https://groceries.morrisons.com/products/lanson-black-label-brut-nv-120009011
sparkling,37.5,Moet & Chandon Brut,24,1.7,6,France,,,https://groceries.morrisons.com/products/moet-chandon-brut-263683011
sparkling,75,Freixenet  Cordon Rosado    Seco,11,3.7,3,Spain,12,NV,https://groceries.morrisons.com/products/freixenet-cordon-rosado-seco-260346011
sparkling,75,Heidsieck & Co Monopole Blue Top Brut Champagne,29,5,2,France,12,NV,https://groceries.morrisons.com/products/heidsieck-co-monopole-blue-top-brut-champagne-512054011
sparkling,75,Maschio Prosecco Doc Rose Spumante Extra Dry,11,4.3,3,Italy,11,2019,https://groceries.morrisons.com/products/maschio-prosecco-doc-rose-spumante-extra-dry-533892011
sparkling,75,Taittinger Brut Reserve NV,40,4.7,3,France,12.5,NV,https://groceries.morrisons.com/products/taittinger-brut-reserve-nv-120010011
sparkling,75,Denbies Wine Estate Chalk Valley Sparkling Wine,16,4.3,6,England,12,,https://groceries.morrisons.com/products/denbies-wine-estate-chalk-valley-sparkling-wine-421300011
sparkling,75,Morrisons Mimosa,2.99,0,0,,4,,https://groceries.morrisons.com/products/morrisons-mimosa-586524011
sparkling,75,"Mumm Cordon Rouge Champagne Brut, Non-Vintage",36,5,2,France,12,Non Vintage,https://groceries.morrisons.com/products/mumm-cordon-rouge-champagne-brut-non-vintage-261708011
sparkling,150,Freixenet Italian Rose Sparkling Wine,20,1,1,Italy,11,NV,https://groceries.morrisons.com/products/freixenet-italian-rose-sparkling-wine-523751011
sparkling,75,Veuve Clicquot Champagne Vintage,56,2,1,France,12,2012,https://groceries.morrisons.com/products/veuve-clicquot-champagne-vintage-342872011
sparkling,75,Bollinger Special Cuvee Brut NV,52,4,3,,12,NV,https://groceries.morrisons.com/products/bollinger-special-cuvee-brut-nv-120011011
sparkling,75,Lanson Rose Label Champagne Rose NV,41,0,0,France,12.5,NV,https://groceries.morrisons.com/products/lanson-rose-label-champagne-rose-nv-243847011
sparkling,75,Moet Vintage Champagne Gift Box,54,5,1,France,12.5,2012,https://groceries.morrisons.com/products/moet-vintage-champagne-gift-box-243835011
sparkling,75,Heidsieck Monopole Rose Champagne,35,5,1,France,12,NV,https://groceries.morrisons.com/products/heidsieck-monopole-rose-champagne-583435011
sparkling,75,Moet & Chandon Imperial Brut Champagne,41,4.3,3,France,12,NV,https://groceries.morrisons.com/products/moet-chandon-imperial-brut-champagne-209724011
sparkling,75,Morrisons The Best Clementine Bucks Fizz,3.99,5,2,France,4,,https://groceries.morrisons.com/products/morrisons-the-best-clementine-bucks-fizz-500603011
sparkling,75,Morrisons The Best Kir Royale,4,1,1,France,5.5,,https://groceries.morrisons.com/products/morrisons-the-best-kir-royale-500602011
red,75,McGuigan Black Label Pinot Grigio,6.75,4.1,7,Australia,11.5,2021,https://groceries.morrisons.com/products/mcguigan-black-label-pinot-grigio-211276011
red,75,McGuigan Black Label Chardonnay,6.75,2.8,4,Australia,12.5,2021,https://groceries.morrisons.com/products/mcguigan-black-label-chardonnay-119906011
red,75,Wolf Blass Vineyards Chardonnay,6.5,3.7,3,Australia,13,2012,https://groceries.morrisons.com/products/wolf-blass-vineyards-chardonnay-119918011
red,75,Yellow Tail Malbec,7,4.6,7,Australia,13.5,2019,https://groceries.morrisons.com/products/yellow-tail-malbec-273276011
red,75,Apothic Red Wine,9.5,4.7,208,United States,13.5,2019,https://groceries.morrisons.com/products/apothic-red-wine-287190011
red,75,Apothic Cabernet Sauvignon Red Wine,10,0,0,United States,13.5,2019,https://groceries.morrisons.com/products/apothic-cabernet-sauvignon-red-wine-551491011
red,75,McGuigan Black Label Merlot,6.75,4.2,13,Australia,12.5,2021,https://groceries.morrisons.com/products/mcguigan-black-label-merlot-243824011
red,75,McGuigan Black Label Shiraz,6.75,3.6,13,Australia,12.5,2021,https://groceries.morrisons.com/products/mcguigan-black-label-shiraz-243825011
red,75,Rosemount Diamond Selection Shiraz,5.49,3.6,11,Australia,12.5,2021,https://groceries.morrisons.com/products/rosemount-diamond-selection-shiraz-119744011
red,75,McGuigan Black Label Red,6.75,4.4,9,Australia,13,2020,https://groceries.morrisons.com/products/mcguigan-black-label-red-480668011
red,75,Wolf Blass Vineyards Release Shiraz,6.5,5,2,Australia,13.5,2013,https://groceries.morrisons.com/products/wolf-blass-vineyards-release-shiraz-523771011
red,75,Alzar            Malbec,6.25,3,17,Argentina,12.5,2021,https://groceries.morrisons.com/products/alzar-malbec-261840011
red,75,Wolf Blass Red Label Shiraz Cabernet,5.49,3.9,8,Australia,14,2013,https://groceries.morrisons.com/products/wolf-blass-red-label-shiraz-cabernet-119750011
red,75,19 Crimes Red,7,4.6,23,Australia,13.5,2020,https://groceries.morrisons.com/products/19-crimes-red-372261011
red,75,Beefsteak Club Mendoza Malbec,6,4.5,2,Argentina,13.5,2020,https://groceries.morrisons.com/products/beefsteak-club-mendoza-malbec-480666011
red,75,Barefoot Merlot Red Wine,6,4.6,11,United States,13.5,NV,https://groceries.morrisons.com/products/barefoot-merlot-red-wine-119757011
red,75,Most Wanted Shiraz,5.49,5,1,Australia,13.5,2021,https://groceries.morrisons.com/products/most-wanted-shiraz-583429011
red,75,Turner Road Reserve Merlot,6.5,3.6,9,USA,13,,https://groceries.morrisons.com/products/turner-road-reserve-merlot-212315011
red,75,Casillero Del Diablo Reserva Cabernet Sauvignon,6.5,4.4,5,Valle Central,13.5,2020,https://groceries.morrisons.com/products/casillero-del-diablo-reserva-cabernet-sauvignon-211700011
red,75,Yellow Tail Jammy Red Roo,6,3.9,13,Australia,12,NV,https://groceries.morrisons.com/products/yellow-tail-jammy-red-roo-527191011
red,75,Hardys Nottage Hill Cabernet Shiraz,6.75,4,7,Australia,14,2016,https://groceries.morrisons.com/products/hardys-nottage-hill-cabernet-shiraz-119742011
red,75,Yellow Tail Merlot,6,5,2,Australia,13.5,2019,https://groceries.morrisons.com/products/yellow-tail-merlot-523772011
red,75,Gallo Family Vineyards Merlot Red Wine,5.75,5,4,United States,13,2019,https://groceries.morrisons.com/products/gallo-family-vineyards-merlot-red-wine-375032011
red,75,Alzar Sauvignon Blanc,6.25,4.3,3,Chile,12.5,2021,https://groceries.morrisons.com/products/alzar-sauvignon-blanc-525689011
red,75,Campo Viejo Rioja Reserva Red Wine,11,4.7,6,Spain,13.5,2016,https://groceries.morrisons.com/products/campo-viejo-rioja-reserva-red-wine-243703011
red,75,19 Crimes The Uprising Red Wine,10,4.6,7,Australia,14,2020,https://groceries.morrisons.com/products/19-crimes-the-uprising-red-wine-478371011
red,75,Hardys Bankside Shiraz,6.5,4,6,Australia,13,2017,https://groceries.morrisons.com/products/hardys-bankside-shiraz-212305011
red,75,Hardys Nottage Hill Merlot,6.75,0,0,Australia,14,2017,https://groceries.morrisons.com/products/hardys-nottage-hill-merlot-551493011
red,75,Morrisons The Best Primitivo,8.25,4.6,8,Italy,13.5,2018,https://groceries.morrisons.com/products/morrisons-the-best-primitivo-392537011
red,18.7,Yellow Tail Shiraz,2.49,0,0,Australia,13.5,2018,https://groceries.morrisons.com/products/yellow-tail-shiraz-551904011
red,75,Asado Club Malbec,6,3.6,14,Argentina,13,NV,https://groceries.morrisons.com/products/asado-club-malbec-342863011
red,75,Piccini Memoro Red,6,4.2,16,Italy,14,NV,https://groceries.morrisons.com/products/piccini-memoro-red-248217011
red,75,Morrisons The Best Cabernet Sauvignon,7.5,0,0,South Africa,13.5,2021,https://groceries.morrisons.com/products/morrisons-the-best-cabernet-sauvignon-398783011
red,75,Morrisons The Best Gran Montana Malbec,8.75,4.4,12,Argentina,13,2014,https://groceries.morrisons.com/products/morrisons-the-best-gran-montana-malbec-293192011
red,75,Morrisons The Best Cotes du Rhone Villages,8.5,4.3,4,France,14,2014,https://groceries.morrisons.com/products/morrisons-the-best-cotes-du-rhone-villages-119662011
red,75,Morrisons The Best Marques de los Rios Rioja Reserva,9.25,3.7,12,Spain,13.5,2017,https://groceries.morrisons.com/products/morrisons-the-best-marques-de-los-rios-rioja-reserva-273275011
red,75,Morrisons The Best Negroamaro,7.75,4.4,13,Italy,13.5,2019,https://groceries.morrisons.com/products/morrisons-the-best-negroamaro-421295011
red,75,Campo Viejo Rioja Garnacha Red Wine,7,4.5,2,Spain,14,2020,https://groceries.morrisons.com/products/campo-viejo-rioja-garnacha-red-wine-310333011
red,75,Morrisons The Best Cahors Malbec,8.25,4.5,4,France,13,2019,https://groceries.morrisons.com/products/morrisons-the-best-cahors-malbec-523786011
red,75,Morrisons The Best Douro Red,8.25,4.5,6,Portugal,13.5,2012,https://groceries.morrisons.com/products/morrisons-the-best-douro-red-261688011
red,75,Morrisons The Best Marques de los Rios Rioja Crianza,8.5,3.2,6,Spain,13.5,,https://groceries.morrisons.com/products/morrisons-the-best-marques-de-los-rios-rioja-crianza-480629011
red,75,Reino De La Vina Rioja,6.75,0,0,Spain,14,2021,https://groceries.morrisons.com/products/reino-de-la-vina-rioja-583439011
red,75,Head Honcho Cabernet Sauvignon,6,3.4,7,Chile,13.5,2016,https://groceries.morrisons.com/products/head-honcho-cabernet-sauvignon-356050011
red,75,The Wanted Zin Zinfandel,10,4.6,14,Italy,14.5,2019,https://groceries.morrisons.com/products/the-wanted-zin-zinfandel-270334011
red,18.7,Morrisons The Best Marques De Los Rios Rioja Joven,2.5,0,0,,14,2020,https://groceries.morrisons.com/products/morrisons-the-best-marques-de-los-rios-rioja-joven-551487011
red,75,Morrisons The Best Uco Valley Malbec,10,3.5,4,Argentina,14,2017,https://groceries.morrisons.com/products/morrisons-the-best-uco-valley-malbec-410531011
red,75,Morrisons The Best Valpolicella Ripasso,11,4.3,7,Italy,13.5,2015,https://groceries.morrisons.com/products/morrisons-the-best-valpolicella-ripasso-119709011
red,75,Trivento Private Reserve Malbec,10,4.2,5,Argentina,14,2020,https://groceries.morrisons.com/products/trivento-private-reserve-malbec-477302011
red,75,Alzar Merlot,6.25,4.7,3,Chile,13,2021,https://groceries.morrisons.com/products/alzar-merlot-525688011
red,75,Blossom Hill Red Wine,6,3.5,2,Spain,12.5,,https://groceries.morrisons.com/products/blossom-hill-red-wine-570808011
red,75,Monts & Vaux Malbec,6.25,2.4,11,France,12.5,2018,https://groceries.morrisons.com/products/monts-vaux-malbec-287212011
red,75,Barefoot Malbec Red Wine,6,4,6,United States,13,NV,https://groceries.morrisons.com/products/barefoot-malbec-red-wine-325037011
red,75,Apothic Red Wine,9.5,4.7,208,United States,13.5,2019,https://groceries.morrisons.com/products/apothic-red-wine-287190011
red,75,Morrisons The Best Fleurie,10,4.6,8,France,13,,https://groceries.morrisons.com/products/morrisons-the-best-fleurie-273004011
red,75,Gary Barlow Organic Red Wine,6,3.4,7,Spain,13.5,2020,https://groceries.morrisons.com/products/gary-barlow-organic-red-wine-570469011
red,75,I Heart Malbec,6,0,0,Argentina,13,2019,https://groceries.morrisons.com/products/i-heart-malbec-525694011
red,75,Morrisons The Best Bordeaux Superior,7.5,3,1,France,13,2014,https://groceries.morrisons.com/products/morrisons-the-best-bordeaux-superior-321387011
red,75,Diablo Dark Red,10,4.1,13,Chile,13.5,2021,https://groceries.morrisons.com/products/diablo-dark-red-477285011
red,150,Jam Shed Shiraz Australia,12,5,2,Australia,13.5,2020,https://groceries.morrisons.com/products/jam-shed-shiraz-australia-551482011
red,75,I Heart Merlot,6,0,0,Spain,12,NV,https://groceries.morrisons.com/products/i-heart-merlot-527192011
red,75,Morrisons The Best Pinotage,7.5,3.5,8,South Africa,14,2016,https://groceries.morrisons.com/products/morrisons-the-best-pinotage-119784011
red,75,Montelciego Rioja Reserva,7,2.5,16,Spain,13.5,2016,https://groceries.morrisons.com/products/montelciego-rioja-reserva-274531011
red,75,Cono Sur Bicicleta Malbec,5.5,3,3,Chile,13,2020,https://groceries.morrisons.com/products/cono-sur-bicicleta-malbec-412995011
red,75,Morrisons The Best Single Vineyard Pinot Noir,10,4,2,Chile,13,2019,https://groceries.morrisons.com/products/morrisons-the-best-single-vineyard-pinot-noir-378126011
red,75,Head Honcho Merlot,6,3,4,Chile,13,2016,https://groceries.morrisons.com/products/head-honcho-merlot-356049011
red,75,Morrisons The Best Barbera D'Asti,8.25,3.9,8,Italy,14.5,2014,https://groceries.morrisons.com/products/morrisons-the-best-barbera-d-asti-119717011
red,75,Cono Sur Bicicleta Pinot Noir,5.75,3.3,6,Chile,13.5,2020,https://groceries.morrisons.com/products/cono-sur-bicicleta-pinot-noir-119771011
red,75,Lindemans Gentlemans Collection Cabernet Sauvignon,8.5,4.2,6,Australia,14,2020,https://groceries.morrisons.com/products/lindemans-gentlemans-collection-cabernet-sauvignon-325762011
red,75,Parrilla By Vinalba Malbec,9,5,3,Argentina,14,2020,https://groceries.morrisons.com/products/parrilla-by-vinalba-malbec-552694011
red,75,Morrisons The Best Shiraz,7.5,1.3,4,South Africa,14,2019,https://groceries.morrisons.com/products/morrisons-the-best-shiraz-392538011
red,75,Morrisons The Best Chianti Classico,9.25,2.2,6,Italy,12.5,,https://groceries.morrisons.com/products/morrisons-the-best-chianti-classico-295610011
red,75,The Signal Post Shiraz,7.25,0,0,South Africa,13,2021,https://groceries.morrisons.com/products/the-signal-post-shiraz-578066011
red,18.7,Blossom Hill Classic Red,2,0,0,Spain,12.5,NV,https://groceries.morrisons.com/products/blossom-hill-classic-red-571443011
red,75,Morrisons The Best Chilean Carmenere,8.25,4,2,Chile,13.5,2021,https://groceries.morrisons.com/products/morrisons-the-best-chilean-carmenere-533214011
red,75,Morrisons The Best Languedoc Red,8.25,2.8,5,France,13.5,,https://groceries.morrisons.com/products/morrisons-the-best-languedoc-red-321388011
red,75,Morrisons The Best Marques de los Rios Rioja Gran Reserva,12.5,4.3,3,Spain,14,,https://groceries.morrisons.com/products/morrisons-the-best-marques-de-los-rios-rioja-gran-reserva-398971011
red,75,Ogier Heritage Cotes Dr,10,4.3,3,France,14.5,2019,https://groceries.morrisons.com/products/ogier-heritage-cotes-dr-448310011
red,75,Diablo Black Cabernet Sauvignon,10,5,1,Chile,13.5,2020,https://groceries.morrisons.com/products/diablo-black-cabernet-sauvignon-551497011
red,75,Morrisons The Best Australia Cabernet Sauvignon,7.5,2.8,4,Australia,14,2013,https://groceries.morrisons.com/products/morrisons-the-best-australia-cabernet-sauvignon-330609011
red,75,Penfolds Koonunga Hill Shiraz Cabernet,8.5,0,0,Australia,14.5,2019,https://groceries.morrisons.com/products/penfolds-koonunga-hill-shiraz-cabernet-553811011
red,75,Morrisons The Best Chateauneuf Du Pape,19,3,2,France,14.5,,https://groceries.morrisons.com/products/morrisons-the-best-chateauneuf-du-pape-119663011
red,75,Morrisons The Best Amarone,17,4.4,7,Italy,14.5,2014,https://groceries.morrisons.com/products/morrisons-the-best-amarone-398781011
red,75,Kumala Shiraz,6.25,3.7,3,South Africa,13.5,2017,https://groceries.morrisons.com/products/kumala-shiraz-525863011
red,75,Colpasso Nero D'Avola Appassimento,7.5,3,1,,14,2020,https://groceries.morrisons.com/products/colpasso-nero-d-avola-appassimento-577571011
red,75,Morrisons The Best Chilean Merlot,8.25,0,0,Chile,13.5,2021,https://groceries.morrisons.com/products/morrisons-the-best-chilean-merlot-533212011
red,75,Morrisons The Best Ribera Del Duero,9,0,0,Spain,14.5,,https://groceries.morrisons.com/products/morrisons-the-best-ribera-del-duero-589704011
