name,abv,year,size (cL),country,wine_type,price,num_review,rating,url
Les Arbousiers Reserve Rose 2020,12.5,2020,75.0,France,Rosé,11.99,109,4.3,https://www.virginwines.co.uk/wine/Z41065102131/Les-Arbousiers-Reserve-Rose-Z41065102131
Monte Bernardi Retromarcia Chianti Classico 2020,13.5,2020,75.0,Italy,Red,19.99,10,4.0,https://www.virginwines.co.uk/wine/Z41077103391/Monte-Bernardi-Retromarcia-Chianti-Classico-Z41077103391
Domaine La Haute Fevrie Chateau Thebaud Muscadet Sevre et Maine 2016,12.0,2016,75.0,France,White,15.99,9,4.3,https://www.virginwines.co.uk/wine/Z41066102131/Domaine-La-Haute-Fevrie-Chateau-Thebaud-Muscadet-Sevre-et-Maine-Z41066102131
Perez Cruz Winemaker's Selection 2020,13.5,2020,75.0,Chile,Red,21.99,5014,4.5,https://www.virginwines.co.uk/wine/Z34931100826/Perez-Cruz-Winemakers-Selection
Un-named White Blend 2019,13.5,2019,75.0,South Africa,White,15.99,5,3.0,https://www.virginwines.co.uk/wine/Z40874100009/Un-named-White-Blend
Scavi & Ray Alcohol Free Sparkling NV,0.1,NV,75.0,Italy,Low / Alcohol Free Wines,8.99,11,4.5,https://www.virginwines.co.uk/wine/Z41073103371/Scavi-and-Ray-Alcohol-Free-Sparkling
Arid Valley White 2019,13.5,2019,75.0,South Africa,White,15.99,18,3.8,https://www.virginwines.co.uk/wine/Z40892100009/Arid-Valley-White
Wild Crush Palomino 2020,12.5,2020,75.0,South Africa,White,11.99,16,4.0,https://www.virginwines.co.uk/wine/Z40893100009/Wild-Crush-Palomino
El Nubarron Sauvignon Blanc 2021,13.0,2021,75.0,Chile,White,11.99,250,4.1,https://www.virginwines.co.uk/wine/Z40937101414/El-Nubarron-Sauvignon-Blanc
El Sabio Sauvignon Blanc 2021,12.0,2021,75.0,Chile,White,9.99,364,4.1,https://www.virginwines.co.uk/wine/Z40936101414/El-Sabio-Sauvignon-Blanc
L'Ornato Appassimento 2019,13.5,2019,75.0,Italy,Red,16.99,647,4.5,https://www.virginwines.co.uk/wine/Z40197101434/LOrnato-Appassimento
The Black Pig The Prize Shiraz 2020,14.5,2020,75.0,Australia,Red,19.99,3659,4.7,https://www.virginwines.co.uk/wine/Z36779102291/The-Black-Pig-The-Prize-Shiraz
16 Little Black Pigs Cabernet Sauvignon 2020,14.0,2020,75.0,Australia,Red,10.99,2925,4.4,https://www.virginwines.co.uk/wine/Z36976102291/16-Little-Black-Pigs-Cabernet-Sauvignon
Blackfoot Daisy Pinot Grigio 2021,12.0,2021,75.0,Australia,White,10.99,1655,4.2,https://www.virginwines.co.uk/wine/Z36897102291/Blackfoot-Daisy-Pinot-Grigio
Beneficio Winemakers Selection McLaren Vale Grenache Shiraz 2019,14.0,2019,75.0,Australia,Red,19.99,2025,4.5,https://www.virginwines.co.uk/wine/Z37253102291/Beneficio-Winemakers-Selection-Langhorne-Creek-Shiraz-Grenache
Champagne Moet & Chandon Brut Imperial NV,12.0,NV,75.0,France,Sparkling,42.99,74,4.3,https://www.virginwines.co.uk/wine/Z35185101524/Champagne-Moet-and-Chandon-Brut-Imperial-Z35185101524
El Sabio Carmenere 2021,13.0,2021,75.0,Chile,Red,10.99,1135,4.1,https://www.virginwines.co.uk/wine/Z40414101414/El-Sabio-Carmenere
El Sabio Pinot Noir 2021,12.5,2021,75.0,Chile,Red,11.99,346,4.1,https://www.virginwines.co.uk/wine/Z40442101414/El-Sabio-Pinot-Noir
16 Little Black Pigs Shiraz 2020,14.0,2020,75.0,Australia,Red,10.99,7538,4.4,https://www.virginwines.co.uk/wine/Z36659102291/16-Little-Black-Pigs-Shiraz
Champagne Laurent Perrier Cuvee Rose Brut NV,12.0,NV,75.0,France,Sparkling,63.99,68,4.9,https://www.virginwines.co.uk/wine/Z37374101639/Champagne-Laurent-Perrier-Cuvee-Rose-Brut-Z37374101639
Champagne Bollinger Special Cuvee Brut NV,12.0,NV,75.0,France,Sparkling,50.0,63,4.8,https://www.virginwines.co.uk/wine/Z36171100003/Champagne-Bollinger-Special-Cuvee-Brut
Ripper Chardonnay 2021,13.0,2021,75.0,Australia,White,9.99,544,4.1,https://www.virginwines.co.uk/wine/Z40459101414/Ripper-Chardonnay-Z40459101414
Billy Bosch Paarl Pinotage 2021,14.0,2021,75.0,South Africa,Red,10.99,1707,4.2,https://www.virginwines.co.uk/wine/Z36212100009/Billy-Bosch-Paarl-Pinotage
Chateau du Seuil Graves Blanc 2018,12.0,2018,75.0,France,White,13.99,360,3.9,https://www.virginwines.co.uk/wine/Z34559100783/Chateau-du-Seuil-Graves-Blanc
Kirriemuir Reserve Adelaide Hills Chardonnay 2021,12.5,2021,75.0,Australia,White,12.99,596,4.1,https://www.virginwines.co.uk/wine/Z36802102291/Kirriemuir-Reserve-Adelaide-Hills-Chardonnay
El Nubarron Cabernet Sauvignon 2021,13.0,2021,75.0,Chile,Red,11.99,701,4.1,https://www.virginwines.co.uk/wine/Z40415101414/El-Nubarron-Cabernet-Sauvignon
Baciato Appassimento Negroamaro 2020,14.0,2020,75.0,Italy,Red,14.99,1918,4.3,https://www.virginwines.co.uk/wine/Z37658102461/Baciato-Appassimento-Negroamaro
Beneficio Winemakers Selection Sauvignon Blanc 2021,12.0,2021,75.0,Australia,White,13.99,2685,4.3,https://www.virginwines.co.uk/wine/Z37292102291/Beneficio-Winemakers-Selection-Sauvignon-Blanc
Champagne Pierre Gimonnet Cuis 1er Cru Brut Blanc de Blancs NV,12.5,NV,75.0,France,Sparkling,35.99,15,4.5,https://www.virginwines.co.uk/wine/Z38310102128/Champagne-Pierre-Gimonnet-Cuis-1er-Cru-Brut-Blanc-de-Blancs
Castillo de Anna Gran Reserva 2014,14.0,2014,75.0,Spain,Red,10.99,4140,3.9,https://www.virginwines.co.uk/wine/Z33718101060/Castillo-de-Anna-Gran-Reserva
Billy Bosch Reserve Merlot 2021,14.0,2021,75.0,South Africa,Red,10.99,1972,4.3,https://www.virginwines.co.uk/wine/Z36872100009/Billy-Bosch-Reserve-Merlot
Prodezza Prosecco Brut NV,11.0,NV,75.0,Italy,Sparkling,12.99,1063,4.3,https://www.virginwines.co.uk/wine/Z37621102461/Prodezza-Prosecco-Brut
Dragon Hills Pinot Grigio 2020,12.0,2020,75.0,Romania,White,9.99,2187,4.1,https://www.virginwines.co.uk/wine/Z36624101434/Dragon-Hills-Pinot-Grigio
Aguila Chillando Tempranillo 2020,14.0,2020,75.0,Spain,Red,8.99,1322,4.1,https://www.virginwines.co.uk/wine/Z38046102647/Aguila-Chillando-Tempranillo
Condes de Valencia Gran Seleccion 2015,14.0,2015,75.0,Spain,Red,10.99,3868,4.1,https://www.virginwines.co.uk/wine/Z34101101060/Condes-de-Valencia-Gran-Seleccion
Cave de Turckheim Pinot Gris Sables et Galets 2019,13.5,2019,75.0,France,White,14.99,197,4.0,https://www.virginwines.co.uk/wine/Z33346100020/Cave-de-Turckheim-Pinot-Gris-Sables-et-Galets
Belmonte Marlborough Pinot Gris 2021,13.5,2021,75.0,New Zealand,White,15.99,121,4.2,https://www.virginwines.co.uk/wine/Z36095100586/Belmonte-Marlborough-Pinot-Gris
De Martino Ladera Reserva 2020,14.0,2020,75.0,Chile,Red,19.99,1392,4.2,https://www.virginwines.co.uk/wine/Z36143100741/De-Martino-Ladera-Reserva
Schola Sarmenti Cubardi Primitivo IGT Salento 2019,15.0,2019,75.0,Italy,Red,19.99,678,4.6,https://www.virginwines.co.uk/wine/Z37106102454/Schola-Sarmenti-Cubardi-Primitivo-IGT-Salento
Black Flag Winemakers Shiraz Touriga 2018,14.5,2018,75.0,Australia,Red,15.99,81,4.2,https://www.virginwines.co.uk/wine/Z40308102291/Black-Flag-Winemakers-Shiraz-Touriga
Black Flag Winemakers Chardonnay 2018,13.5,2018,75.0,Australia,White,11.99,115,4.2,https://www.virginwines.co.uk/wine/Z40305102291/Black-Flag-Winemakers-Chardonnay-Z40305102291
Black Flag Winemakers South Australian Shiraz 2018,14.5,2018,75.0,Australia,Red,11.99,138,4.2,https://www.virginwines.co.uk/wine/Z40306102291/Black-Flag-Winemakers-South-Australian-Shiraz
Black Flag Winemakers Cooler Chardonnay 2019,13.0,2019,75.0,Australia,White,16.99,29,3.8,https://www.virginwines.co.uk/wine/Z40310102291/Black-Flag-Winemakers-Cooler-Chardonnay
John Forrest Collection Gimblett Gravels Cabernet Sauvignon 2016,14.0,2016,75.0,New Zealand,Red,27.99,7,4.3,https://www.virginwines.co.uk/wine/Z36867100586/John-Forrest-Collection-Gimblett-Gravels-Cabernet-Sauvignon
Belmonte Marlborough Botrytised Riesling 2018,9.5,2018,37.5,New Zealand,Dessert,15.99,19,4.4,https://www.virginwines.co.uk/wine/Z36869100586/Belmonte-Marlborough-Botrytised-Riesling
Belmonte Chenin Blanc 2021,12.5,2021,75.0,New Zealand,White,15.99,41,4.2,https://www.virginwines.co.uk/wine/Z37202100586/Belmonte-Chenin-Blanc
John Forrest Collection Gimblett Gravels Syrah 2015,14.0,2015,75.0,New Zealand,Red,27.99,10,4.7,https://www.virginwines.co.uk/wine/Z37205100586/John-Forrest-Collection-Gimblett-Gravels-Syrah
Penombre Rose 2021,12.5,2021,75.0,France,Rosé,12.99,154,4.3,https://www.virginwines.co.uk/wine/Z40410102796/Penombre-Rose
Just the Juice Vermentino 2021,12.5,2021,75.0,Italy,White,9.99,592,4.0,https://www.virginwines.co.uk/wine/Z40138103167/Just-the-Juice-Vermentino-Z40138103167
De Martino Single Vineyard Carmenere Alto de Piedras Magnum 2018,14.0,2018,150.0,Chile,Red,49.99,1,4.0,https://www.virginwines.co.uk/wine/Z40190100741/De-Martino-Single-Vineyard-Carmenere-Alto-de-Piedras-Magnum
Locos Muertos by Seb De Martino Cabernet Sauvignon 2019,13.5,2019,75.0,Chile,Red,12.99,210,3.9,https://www.virginwines.co.uk/wine/Z40179100741/Locos-Muertos-by-Seb-De-Martino-Cabernet-Sauvignon
Isla de Maipo No Added Sulphites Cabernet Sauvignon 2019,14.0,2019,75.0,Chile,Red,7.99,80,3.7,https://www.virginwines.co.uk/wine/Z40187100741/Isla-de-Maipo-No-Added-Sulphites-Cabernet-Sauvignon
Les Arbousiers Trio 2020,11.5,2020,75.0,France,White,10.99,629,4.1,https://www.virginwines.co.uk/wine/Z40435101414/Les-Arbousiers-Trio
Hambledon Vineyards Premier Cuvee Brut NV,12.0,NV,75.0,England,Sparkling,46.0,3,2.3,https://www.virginwines.co.uk/wine/Z40358100003/Hambledon-Vineyards-Premier-Cuvee-Brut-Z40358100003
Hambledon Vineyards Classic Cuvee Brut Rose NV,12.0,NV,75.0,England,Sparkling,36.0,4,4.8,https://www.virginwines.co.uk/wine/Z40357100003/Hambledon-Vineyards-Classic-Cuvee-Brut-Rose-Z40357100003
Coterie Red 2019,14.0,2019,75.0,South Africa,Red,12.99,20,4.1,https://www.virginwines.co.uk/wine/Z40895100009/Coterie-Red
Wildeberg Terroir Sauvignon Blanc 2019,14.0,2019,75.0,South Africa,White,12.99,8,4.2,https://www.virginwines.co.uk/wine/Z40897100009/Wildeberg-Terroir-Sauvignon-Blanc
The Black Pig Adelaide Hills Chardonnay 2020,13.0,2020,75.0,Australia,White,12.99,71,4.1,https://www.virginwines.co.uk/wine/Z40934102291/The-Black-Pig-Adelaide-Hills-Chardonnay
The Craftsmen Barbera 2021,14.0,2021,75.0,South Africa,Red,10.99,176,3.9,https://www.virginwines.co.uk/wine/Z41036101414/The-Craftsmen-Barbera
The Long Way Round Semillon 2020,13.5,2020,75.0,Chile,White,10.99,174,3.9,https://www.virginwines.co.uk/wine/Z41011101414/The-Long-Way-Round-Semillon
El Sabio Malbec 2021,13.5,2021,75.0,Chile,Red,10.99,292,4.3,https://www.virginwines.co.uk/wine/Z41008101414/El-Sabio-Malbec
Wayfare Margaret River White Blend 2019,12.0,2019,75.0,Australia,White,12.99,50,3.9,https://www.virginwines.co.uk/wine/Z40206102291/Wayfare-Margaret-River-White-Blend
Fritz Muller Zero Alcohol Frizzante NV,0.0,NV,75.0,Germany,Low / Alcohol Free Wines,10.99,5,4.8,https://www.virginwines.co.uk/wine/Z41025103383/Fritz-Muller-Zero-Alcohol-Frizzante-Z41025103383
Love by Leoube Organic Cotes de Provence 2020,13.0,2020,75.0,France,Rosé,15.99,23,4.3,https://www.virginwines.co.uk/wine/Z41045102951/Love-by-Leoube-Organic-Cotes-de-Provence
Domaine de la Vallee des Grives Valreas Cotes du Rhone Villages 2017,14.0,2017,75.0,France,Red,13.99,49,4.2,https://www.virginwines.co.uk/wine/Z41068103394/Domaine-de-la-Vallee-des-Grives-Valreas-Cotes-du-Rhone-Villages-Z41068103394
La Mechita Familia Zuccardi Malbec 2020,14.0,2020,75.0,Argentina,Red,12.99,397,4.1,https://www.virginwines.co.uk/wine/Z40112101318/La-Mechita-Familia-Zuccardi-Malbec-Z40112101318
Abel Mendoza Rioja DOCa Garnacha Blanca 2019,13.5,2019,75.0,Spain,White,26.99,1,4.0,https://www.virginwines.co.uk/wine/Z40294101434/Abel-Mendoza-Rioja-DOCa-Garnacha-Blanca
Three Gables Winemaker's Reserve Shiraz 2021,14.5,2021,75.0,South Africa,Red,11.99,149,4.1,https://www.virginwines.co.uk/wine/Z40941101414/Three-Gables-Winemakers-Reserve-Shiraz-Z40941101414
Vigna Nostra Appassimento 2020,14.5,2020,75.0,Italy,Red,16.99,514,4.5,https://www.virginwines.co.uk/wine/Z40745102131/Vigna-Nostra-Appassimento
REAL Kombucha Dry Dragon NV,0.5,NV,75.0,England,Low / Alcohol Free Wines,8.99,26,3.8,https://www.virginwines.co.uk/wine/Z40464103270/REAL-Kombucha-Dry-Dragon
REAL Kombucha Royal Flush NV,0.5,NV,75.0,England,Low / Alcohol Free Wines,8.99,32,4.1,https://www.virginwines.co.uk/wine/Z40465103270/REAL-Kombucha-Royal-Flush
El Sabio Pinot Grigio 2021,9.5,2021,75.0,Chile,White,9.99,240,3.9,https://www.virginwines.co.uk/wine/Z40883101414/El-Sabio-Pinot-Grigio
Bodegas Gratias Maximas Bobal 2016,14.5,2016,75.0,Spain,Red,15.99,5,3.4,https://www.virginwines.co.uk/wine/Z40872101434/Bodegas-Gratias-Maximas-Bobal
Bodegas Gratias Got Bobal 2019,14.0,2019,75.0,Spain,Red,11.99,8,3.0,https://www.virginwines.co.uk/wine/Z40871101434/Bodegas-Gratias-Got-Bobal
Le Zeitgeist Trident 2020,11.5,2020,75.0,France,White,11.99,254,4.1,https://www.virginwines.co.uk/wine/Z40851101414/Le-Zeitgeist-Trident
Florel Vat 18 Reserve Malbec 2021,14.0,2021,75.0,Argentina,Red,13.99,213,4.2,https://www.virginwines.co.uk/wine/Z40888101414/Florel-Vat-18-Reserve-Malbec
Nadia's Pure Reserve Shiraz Cabernet 2020,14.5,2020,75.0,South Africa,Red,10.99,243,4.0,https://www.virginwines.co.uk/wine/Z40849101414/Nadias-Pure-Reserve-Shiraz-Cabernet
Isaac Cantalapiedra Cantayano Verdejo 2020,13.5,2020,75.0,Spain,White,16.99,10,3.6,https://www.virginwines.co.uk/wine/Z40867101434/Isaac-Cantalapiedra-Cantayano-Verdejo
Sherwood Estate Stratum Chardonnay 2021,14.0,2021,75.0,New Zealand,White,15.99,5,4.2,https://www.virginwines.co.uk/wine/Z40660101434/Sherwood-Estate-Stratum-Chardonnay
Community.Co Zero Alcohol Sparkling White NV,0.0,NV,75.0,Germany,Low / Alcohol Free Wines,5.49,35,4.1,https://www.virginwines.co.uk/wine/Z40819103330/Community.Co-Zero-Alcohol-Sparkling-White-
Familia Zuccardi Aluvional Los Chacayes Malbec 2016,14.5,2016,75.0,Argentina,Red,64.99,1,5.0,https://www.virginwines.co.uk/wine/Z40117101318/Familia-Zuccardi-Aluvional-Los-Chacayes-Malbec-Z40117101318
Vina Albali De-Alcoholised Sauvignon Blanc 2020,0.5,2020,75.0,Spain,Low / Alcohol Free Wines,5.49,38,3.1,https://www.virginwines.co.uk/wine/Z40693102951/Vina-Albali-De-Alcoholised-Sauvignon-Blanc
Vina Albali  De-Alcoholised Cabernet Sauvignon Tempranillo 2019,0.5,2019,75.0,Spain,Low / Alcohol Free Wines,5.49,48,2.8,https://www.virginwines.co.uk/wine/Z40694102951/Vina-Albali-De-Alcoholised-Cabernet-Sauvignon-Tempranillo
Heinrichshof Schlossberg Trocken Riesling 2020,12.5,2020,75.0,Germany,White,16.99,7,3.9,https://www.virginwines.co.uk/wine/Z40230102619/Heinrichshof-Schlossberg-Trocken-Riesling
Community.Co Zero Alcohol Sparkling Rose NV,0.0,NV,75.0,Germany,Low / Alcohol Free Wines,5.49,30,4.2,https://www.virginwines.co.uk/wine/Z40820103330/Community.Co-Zero-Alcohol-Sparkling-Rose
Bodegas Tierra Rioja Blanco 2019,13.5,2019,75.0,Spain,White,14.99,23,4.3,https://www.virginwines.co.uk/wine/Z40374103244/Bodegas-Tierra-Rioja-Blanco
5oS Project Cult Cave Shiraz 2019,14.0,2019,75.0,Australia,Red,17.99,59,3.6,https://www.virginwines.co.uk/wine/Z40044102291/5oS-Project-Cult-Cave-Shiraz
5OS Project Malbec Durif 2019,14.0,2019,75.0,Australia,Red,24.99,27,4.1,https://www.virginwines.co.uk/wine/Z39104102291/5OS-Project-Malbec-Durif
Hambledon Vineyards Classic Cuvee Brut NV,12.0,NV,75.0,England,Sparkling,30.0,10,4.2,https://www.virginwines.co.uk/wine/Z40359100003/Hambledon-Vineyards-Classic-Cuvee-Brut-Z40359100003
Compadre Shiraz Malbec 2021,12.5,2021,75.0,Argentina,Red,10.99,119,3.8,https://www.virginwines.co.uk/wine/Z40111101318/Compadre-Shiraz-Malbec-Z40111101318
Fincas del Sur Malbec 2021,14.5,2021,75.0,Argentina,Red,13.99,183,4.3,https://www.virginwines.co.uk/wine/Z40110101318/Fincas-del-Sur-Malbec-Z40110101318
Vitalita Falanghina 2020,13.0,2020,75.0,Italy,White,9.99,368,4.1,https://www.virginwines.co.uk/wine/Z40049101414/Vitalita-Falanghina
Le Zeitgeist Sauvignon Blanc 2021,11.5,2021,75.0,France,White,11.99,635,4.1,https://www.virginwines.co.uk/wine/Z40022101414/Le-Zeitgeist-Sauvignon-Blanc
Ulrich Langguth Riesling Rennaisance Hochgewachs Feinherb 2018,11.0,2018,75.0,Germany,White,13.49,23,4.2,https://www.virginwines.co.uk/wine/Z40047101465/Ulrich-Langguth-Riesling-Rennaisance-Hochgewachs-Feinherb
Equipo Navazos La Bota no. 93 Manzanilla NV,15.0,NV,75.0,Spain,Sherry,32.99,0,0.0,https://www.virginwines.co.uk/wine/Z40107101434/Equipo-Navazos-La-Bota-no.-93-Manzanilla
Digby Fine English Brut NV,12.0,NV,75.0,England,Sparkling,32.99,7,4.0,https://www.virginwines.co.uk/wine/Z40021102128/Digby-Fine-English-Brut
Digby Leander Pink NV,12.0,NV,75.0,England,Sparkling,34.99,7,4.1,https://www.virginwines.co.uk/wine/Z40020102128/Digby-Leander-Pink
Las Campanitas Tempranillo 2018,13.0,2018,75.0,Spain,Red,10.99,644,4.0,https://www.virginwines.co.uk/wine/Z39993101434/Las-Campanitas-Tempranillo
Billy Bosch Chenin Blanc Grenache Blanc 2020,12.5,2020,75.0,South Africa,White,9.99,348,4.0,https://www.virginwines.co.uk/wine/Z39802100009/Billy-Bosch-Chenin-Blanc-Grenache-Blanc
Bastions V Chenin Blanc Grenache Blanc 2020,12.5,2020,75.0,South Africa,White,9.99,303,4.0,https://www.virginwines.co.uk/wine/Z39803100009/Bastions-V-Chenin-Blanc-Grenache-Blanc
Mountain View Marlborough Pinot Noir 2019,9.5,2019,75.0,New Zealand,Red,12.99,59,3.7,https://www.virginwines.co.uk/wine/Z39794100586/Mountain-View-Marlborough-Pinot-Noir
Tatty Bogler Waitaki Pinot Noir 2018,13.0,2018,75.0,New Zealand,Red,24.99,26,4.6,https://www.virginwines.co.uk/wine/Z39791100586/Tatty-Bogler-Waitaki-Pinot-Noir
Sherwood Estate Stratum Riesling 2020,11.0,2020,75.0,New Zealand,White,14.99,32,3.9,https://www.virginwines.co.uk/wine/Z39719101434/Sherwood-Estate-Stratum-Riesling
The Black Pig Sauvignon Blanc Magnum 2019,12.0,2019,150.0,Australia,White,27.99,115,4.6,https://www.virginwines.co.uk/wine/Z39604102291/The-Black-Pig-Sauvignon-Blanc-Magnum
L'Impression VDF White Blend 2020,13.0,2020,75.0,France,White,12.99,455,4.0,https://www.virginwines.co.uk/wine/Z39825100009/LImpression-VDF-White-Blend
Sherwood Estate Stratum Pinot Gris 2020,14.0,2020,75.0,New Zealand,White,14.99,23,4.2,https://www.virginwines.co.uk/wine/Z39718101434/Sherwood-Estate-Stratum-Pinot-Gris
Wild Crush Torch Lily Swartland Shiraz 2019,14.0,2019,75.0,South Africa,Red,10.99,59,4.0,https://www.virginwines.co.uk/wine/Z39712100009/Wild-Crush-Torch-Lily-Swartland-Shiraz
Wild Crush Num Num Shiraz 2019,12.5,2019,75.0,South Africa,Red,10.99,78,3.4,https://www.virginwines.co.uk/wine/Z39713100009/Wild-Crush-Num-Num-Shiraz
Wild Crush Devil's Claw Coastal Blend 2018,13.5,2018,75.0,South Africa,Red,13.99,25,3.6,https://www.virginwines.co.uk/wine/Z39714100009/Wild-Crush-Devils-Claw-Coastal-Blend
De Martino Tres Volcanes 2017,13.5,2017,75.0,Chile,White,24.99,3,4.7,https://www.virginwines.co.uk/wine/Z38978100741/De-Martino-Tres-Volcanes
De Martino Vigno Carignan 2019,14.0,2019,75.0,Chile,Red,29.99,2,3.0,https://www.virginwines.co.uk/wine/Z38979100741/De-Martino-Vigno-Carignan
Sherwood Estate Stratum Waipara Valley Sauvignon Blanc 2021,12.5,2021,75.0,New Zealand,White,12.99,413,4.3,https://www.virginwines.co.uk/wine/Z35760101434/Sherwood-Estate-Stratum-Waipara-Valley-Sauvignon-Blanc
Domaine Baumard Savennières Clos St Yves 2018,13.0,2018,75.0,France,White,29.99,4,4.2,https://www.virginwines.co.uk/wine/Z39861101434/Domaine-Baumard-Savennieres-Clos-St-Yves
B Francois Sparkling NV,12.0,NV,75.0,France,Sparkling,14.99,37,4.0,https://www.virginwines.co.uk/wine/Z39801101935/B-Francois-Sparkling
Castillo de Logrono Familia Manzanos Barrica Rioja Blanco 2020,12.5,2020,75.0,Spain,White,19.99,517,4.1,https://www.virginwines.co.uk/wine/Z39808101434/Castillo-de-Logrono-Familia-Manzanos-Barrica-Rioja-Blanco
Peller Family Estate Ice Wine Vidal 2017,11.0,2017,37.5,Canada,Dessert,37.99,8,4.8,https://www.virginwines.co.uk/wine/Z39874102951/Peller-Family-Estate-Ice-Wine-Vidal
Abel Mendoza Rioja DOCa Jarrarte 2019,13.5,2019,75.0,Spain,Red,13.99,19,3.8,https://www.virginwines.co.uk/wine/Z39823101434/Abel-Mendoza-Rioja-DOCa-Jarrarte
Adega Ponte da Boga DO Ribeira Sacra Mencia 2018,13.0,2018,75.0,Spain,Red,12.99,15,3.7,https://www.virginwines.co.uk/wine/Z39653101434/Adega-Ponte-da-Boga-DO-Ribeira-Sacra-Mencia
Chateau La Raze Beauvallet Medoc Cru Bourgeois 2016,13.0,2016,75.0,France,Red,15.99,25,4.0,https://www.virginwines.co.uk/wine/Z39848103128/Chateau-La-Raze-Beauvallet-Medoc-Cru-Bourgeois
Abel Mendoza Rioja DOCa Viura 2018,14.5,2018,75.0,Spain,White,27.99,4,4.0,https://www.virginwines.co.uk/wine/Z39822101434/Abel-Mendoza-Rioja-DOCa-Viura
La Serena Brunello di Montalcino DOCG 2017,14.5,2017,75.0,Italy,Red,39.99,13,4.3,https://www.virginwines.co.uk/wine/Z39751101935/La-Serena-Brunello-di-Montalcino-DOCG
Tall Gum Chardonnay Semillon 2021,13.0,2021,75.0,Australia,White,9.99,647,4.0,https://www.virginwines.co.uk/wine/Z39705101414/Tall-Gum-Chardonnay-Semillon
Billy Bosch Highwire Shiraz 2021,14.5,2021,75.0,South Africa,Red,10.99,1011,4.2,https://www.virginwines.co.uk/wine/Z39644101414/Billy-Bosch-Highwire-Shiraz
Villa Wolf Gewurztraminer 2020,12.0,2020,75.0,Germany,White,12.99,66,4.1,https://www.virginwines.co.uk/wine/Z39859102638/Villa-Wolf-Gewurztraminer
La Costaiola Pinot Nero 2019,12.5,2019,75.0,Italy,Red,13.99,37,3.9,https://www.virginwines.co.uk/wine/Z39770103112/La-Costaiola-Pinot-Nero
Gunderloch Fritz Riesling 2020,11.5,2020,75.0,Germany,White,14.99,39,4.2,https://www.virginwines.co.uk/wine/Z39856102638/Gunderloch-Fritz-Riesling
Schnaitmann Simonroth Lemberger 2018,13.0,2018,75.0,Germany,Red,26.99,5,4.2,https://www.virginwines.co.uk/wine/Z39857102638/Schnaitmann-Simonroth-Lemberger
Pablo Claro Tempranillo 2020,14.0,2020,75.0,Spain,Red,10.99,188,4.0,https://www.virginwines.co.uk/wine/Z38584102131/Pablo-Claro-Tempranillo
Heranca Ruby Port NV,20.0,NV,75.0,Portugal,Fortified,17.99,134,4.3,https://www.virginwines.co.uk/wine/Z39590100003/Heranca-Ruby-Port
Locos Muertos by Seb De Martino 2021,14.0,2021,75.0,Chile,Red,14.99,503,4.2,https://www.virginwines.co.uk/wine/Z39632100741/Locos-Muertos-by-Seb-De-Martino
Penombre Blanc 2020,12.5,2020,75.0,France,White,12.99,206,4.2,https://www.virginwines.co.uk/wine/Z39580102796/Penombre-Blanc
Capcanes Sense Cap 2019,14.0,2019,75.0,Spain,Red,12.99,92,4.0,https://www.virginwines.co.uk/wine/Z37350101434/Capcanes-Sense-Cap
Capcanes La Nit de les Garnatxes Clay 2018,14.5,2018,75.0,Spain,Red,16.99,39,4.4,https://www.virginwines.co.uk/wine/Z37339101434/Capcanes-La-Nit-de-les-Garnatxes-Clay
Capcanes La Nit de les Garnatxes Limestone 2018,14.5,2018,75.0,Spain,Red,16.99,35,4.4,https://www.virginwines.co.uk/wine/Z37337101434/Capcanes-La-Nit-de-les-Garnatxes-Limestone
Lianto Primitivo 2019,13.0,2019,75.0,Italy,Red,11.99,126,4.1,https://www.virginwines.co.uk/wine/Z38631102454/Lianto-Primitivo
Paul Hobbs Napa Valley Crossbarn Cabernet Sauvignon 2018,15.0,2018,75.0,USA,Red,45.99,1,5.0,https://www.virginwines.co.uk/wine/Z39647101434/Paul-Hobbs-Napa-Valley-Crossbarn-Cabernet-Sauvignon
Las Campanas Seleccion Especial 2018,13.5,2018,75.0,Spain,Red,13.99,230,4.0,https://www.virginwines.co.uk/wine/Z39046101434/Las-Campanas-Seleccion-Especial
Les Hautes Terrasses Cotes du Rhone 2020,14.0,2020,75.0,France,Red,11.99,680,4.1,https://www.virginwines.co.uk/wine/Z37251100020/Les-Hautes-Terrasses-Cotes-du-Rhone
5OS Project McLaren Vale Shiraz Touriga 2018,14.5,2018,75.0,Australia,Red,19.99,33,4.5,https://www.virginwines.co.uk/wine/Z37605102291/5OS-Project-McLaren-Vale-Shiraz-Touriga
Bodegas Hidalgo Napolean Amontillado Seco NV,17.5,NV,50.0,Spain,Sherry,13.99,9,3.1,https://www.virginwines.co.uk/wine/Z39571100003/Bodegas-Hidalgo-Napolean-Amontillado-Seco
Ulrich Langguth Riesling Spatlese Piesporter Goldtropfchen 2018,9.0,2018,75.0,Germany,White,19.99,32,4.3,https://www.virginwines.co.uk/wine/Z35906101465/Ulrich-Langguth-Riesling-Spatlese-Piesporter-Goldtropfchen
VAT 52 Reserve Barossa Valley Shiraz 2022,14.5,2022,75.0,Australia,Red,19.99,506,4.6,https://www.virginwines.co.uk/wine/Z37716102291/VAT-52-Reserve-Barossa-Valley-Shiraz
