name,abv,year,size (cL),country,wine_type,price,num_review,rating,url
Black Garden Langhorne Creek Shiraz 2020,14.5,2020,75.0,Australia,Red,14.99,69,4.3,https://www.virginwines.co.uk/wine/Z41353102291/Black-Garden-Langhorne-Creek-Shiraz
Don Q Tempranillo Cabernet 2020,13.0,2020,75.0,Spain,Red,10.99,11,3.5,https://www.virginwines.co.uk/wine/Z41638101414/Don-Q-Tempranillo-Cabernet-Z41638101414
Pensamiento DO Toro Roble 2019,13.5,2019,75.0,Spain,Red,13.99,48,4.2,https://www.virginwines.co.uk/wine/Z41719103528/Pensamiento-DO-Toro-Roble
Julg Sonnenberg ‘WB’ Spatburgunder 2019,13.5,2019,75.0,Germany,Red,34.99,1,4.0,https://www.virginwines.co.uk/wine/Z41696103324/Julg-Sonnenberg-WB-Spatburgunder
Two Kings Adelaide Hills Chardonnay 2021,13.0,2021,75.0,Australia,White,15.99,86,4.2,https://www.virginwines.co.uk/wine/Z41355102291/Two-Kings-Adelaide-Hills-Chardonnay
Schloss Lieser Niederberg Helden Grosses Gewachs 2020,12.5,2020,75.0,Germany,White,39.99,0,0.0,https://www.virginwines.co.uk/wine/Z41694103324/Schloss-Lieser-Niederberg-Helden-Grosses-Gewachs
Ziereisen Rhini Spatburgunder 2018,12.5,2018,75.0,Germany,Red,34.99,0,0.0,https://www.virginwines.co.uk/wine/Z41697103324/Ziereisen-Rhini-Spatburgunder
Schafer-Frohlich Stromberg Grosses Gewachs 2020,12.5,2020,75.0,Germany,White,59.99,0,0.0,https://www.virginwines.co.uk/wine/Z41695103324/Schafer-Frohlich-Stromberg-Grosses-Gewachs
Wild Elevation Malbec 2021,14.0,2021,75.0,Argentina,Red,15.99,223,4.3,https://www.virginwines.co.uk/wine/Z41700101414/Wild-Elevation-Malbec
Ripper Tempranillo 2021,14.0,2021,75.0,Australia,Red,10.99,145,4.3,https://www.virginwines.co.uk/wine/Z41813101414/Ripper-Tempranillo
Domaine les Herbes Blanches Ventoux 2020,14.5,2020,75.0,France,Red,14.99,110,4.3,https://www.virginwines.co.uk/wine/Z36458100780/Domaine-les-Herbes-Blanches-Ventoux
Chateau Pertignas Bordeaux 2020,14.0,2020,75.0,France,Red,10.99,8,3.4,https://www.virginwines.co.uk/wine/Z41812100020/Chateau-Pertignas-Bordeaux
Bodegas Emilio Moro DO Ribera del Duero 2018,14.5,2018,75.0,Spain,Red,22.99,3,4.7,https://www.virginwines.co.uk/wine/Z41891101434/Bodegas-Emilio-Moro-DO-Ribera-del-Duero
The Ol' Grafter Clare Valley Shiraz Cabernet 2018,14.0,2018,75.0,Australia,Red,16.99,20,4.4,https://www.virginwines.co.uk/wine/Z41354102291/The-Ol-Grafter-Clare-Valley-Shiraz-Cabernet
La Sirene Cuvee St Georges Grenache 2020,13.5,2020,75.0,France,Red,13.99,40,4.3,https://www.virginwines.co.uk/wine/Z41712101061/La-Sirene-Cuvee-St-Georges-Grenache
Three Gables Swartland Marsanne 2021,13.0,2021,75.0,South Africa,White,10.99,27,4.2,https://www.virginwines.co.uk/wine/Z41637100009/Three-Gables-Swartland-Marsanne
Three Gables Tannat Tempranillo Tinta Amarela 2020,14.5,2020,75.0,South Africa,Red,11.99,12,4.2,https://www.virginwines.co.uk/wine/Z41653100009/Three-Gables-Tannat-Tempranillo-Tinta-Amarela
Ovingtons Muscat 2021,11.0,2021,75.0,South Africa,White,9.99,74,3.1,https://www.virginwines.co.uk/wine/Z41791101414/Ovingtons-Muscat
Finca La Zulema Malbec 2021,14.5,2021,75.0,Argentina,Red,14.99,15,4.3,https://www.virginwines.co.uk/wine/Z41509102682/Finca-La-Zulema-Malbec-Z41509102682
Misty Cove Estate Marlborough Sauvignon Blanc 2021,13.0,2021,75.0,New Zealand,White,12.99,22,4.4,https://www.virginwines.co.uk/wine/Z41442103462/Misty-Cove-Estate-Marlborough-Sauvignon-Blanc
Mount Fishtail Marlborough Sauvignon Blanc 2021,13.0,2021,75.0,New Zealand,White,12.99,24,4.3,https://www.virginwines.co.uk/wine/Z41443103462/Mount-Fishtail-Marlborough-Sauvignon-Blanc
The Cup & Rings Godello 2016,13.0,2016,75.0,Spain,White,11.99,12,4.0,https://www.virginwines.co.uk/wine/Z41714103510/The-Cup-and-Rings-Godello
Billy Bosch Paarl Cabernet Sauvignon 2020,14.5,2020,75.0,South Africa,Red,10.99,58,4.3,https://www.virginwines.co.uk/wine/Z41652100009/Billy-Bosch-Paarl-Cabernet-Sauvignon
Three Gables Paarl Chenin Blanc 2021,13.5,2021,75.0,South Africa,White,10.99,60,4.0,https://www.virginwines.co.uk/wine/Z41640100009/Three-Gables-Paarl-Chenin-Blanc
Depasso Riserva Nero d'Avola Leggermente Appassito 2018,14.0,2018,75.0,Italy,Red,17.99,140,4.6,https://www.virginwines.co.uk/wine/Z41534101434/Depasso-Riserva-Nero-dAvola-Leggermente-Appassito
Ripper Reserve Pinot Gris 2021,12.5,2021,75.0,Australia,White,12.99,110,4.1,https://www.virginwines.co.uk/wine/Z41698101414/Ripper-Reserve-Pinot-Gris
The Comeback Kid Reserve McLaren Vale Shiraz 2019,14.0,2019,75.0,Australia,Red,17.99,52,4.0,https://www.virginwines.co.uk/wine/Z41289102291/The-Comeback-Kid-Reserve-McLaren-Vale-Shiraz
Albacore Reserve Adelaide Hills Chardonnay 2021,13.0,2021,75.0,Australia,White,16.99,53,4.1,https://www.virginwines.co.uk/wine/Z41341102291/Albacore-Reserve-Adelaide-Hills-Chardonnay
T203 Single Site Shiraz Cabernet 2021,14.5,2021,75.0,South Africa,Red,9.99,142,4.0,https://www.virginwines.co.uk/wine/Z41543101414/T203-Single-Site-Shiraz-Cabernet
Ripper Pinot Grigio 2021,13.0,2021,75.0,Australia,White,9.99,111,4.5,https://www.virginwines.co.uk/wine/Z41782101414/Ripper-Pinot-Grigio
Three Gables Reserve Swartland Chenin Marsanne Grenache Blanc 2021,12.5,2021,75.0,South Africa,White,10.99,52,4.3,https://www.virginwines.co.uk/wine/Z41568100009/Three-Gables-Reserve-Swartland-Chenin-Marsanne-Grenache-Blanc
1749 Chinon 2020,13.5,2020,75.0,France,Red,11.99,6,4.2,https://www.virginwines.co.uk/wine/Z41633100020/1749-Chinon
Le Vendangeoir Saint Nicolas de Bourgueil 2020,12.5,2020,75.0,France,Red,13.99,2,3.5,https://www.virginwines.co.uk/wine/Z41631100020/Le-Vendangeoir-Saint-Nicolas-de-Bourgueil
Kahaka Marlborough Sauvignon Blanc 2021,13.0,2021,75.0,New Zealand,White,14.99,26,4.3,https://www.virginwines.co.uk/wine/Z41431103461/Kahaka-Marlborough-Sauvignon-Blanc-Z41431103461
Les Perruches Vouvray Demi Sec 2020,12.5,2020,75.0,France,White,13.99,15,4.3,https://www.virginwines.co.uk/wine/Z41629100020/Les-Perruches-Vouvray-Demi-Sec
1749 Muscadet 2020,11.5,2020,75.0,France,White,11.99,25,4.7,https://www.virginwines.co.uk/wine/Z41630100020/1749-Muscadet
Pouilly Fuisse Domain Damien Martin 2020,13.0,2020,75.0,France,White,22.99,8,4.6,https://www.virginwines.co.uk/wine/Z41761103527/Pouilly-Fuisse-Domain-Damien-Martin
Saint Veran Les Grands Cras Domaine Damien Martin 2019,13.0,2019,75.0,France,White,23.99,2,4.0,https://www.virginwines.co.uk/wine/Z41762103527/Saint-Veran-Les-Grands-Cras-Domaine-Damien-Martin
Domaine Billaud-Simon Chablis 1er Cru Vaillons 2020,13.5,2020,75.0,France,White,49.99,1,5.0,https://www.virginwines.co.uk/wine/Z41753102131/Domaine-Billaud-Simon-Chablis-1er-Cru-Vaillons
Finca Allende Rioja Tinto 2014,13.5,2014,75.0,Spain,Red,25.99,4,4.2,https://www.virginwines.co.uk/wine/Z41702102131/Finca-Allende-Rioja-Tinto-Z41702102131
Macon Verze Domaine Damien Martin 2020,13.0,2020,75.0,France,White,19.99,2,4.0,https://www.virginwines.co.uk/wine/Z41758103527/Macon-Verze-Domaine-Damien-Martin-Z41758103527
Saint Veran Les Maillettes Domaine Damien Martin 2020,13.0,2020,75.0,France,White,19.99,3,4.7,https://www.virginwines.co.uk/wine/Z41757103527/Saint-Veran-Les-Maillettes-Domaine-Damien-Martin-Z41757103527
Domaine Francine & Olivier Savary Chablis 2019,12.5,2019,75.0,France,White,19.99,40,4.2,https://www.virginwines.co.uk/wine/Z36940102131/Domaine-Francine-and-Olivier-Savary-Chablis
La Pinede Ventoux 2020,14.5,2020,75.0,France,Red,13.99,73,4.1,https://www.virginwines.co.uk/wine/Z41541100780/La-Pinede-Ventoux
Sestosenso Grillo 2020,13.0,2020,75.0,Italy,White,12.99,53,3.2,https://www.virginwines.co.uk/wine/Z41590101434/Sestosenso-Grillo
Three Gables Winemaker's Chardonnay Viognier 2021,13.0,2021,75.0,South Africa,White,9.99,106,3.8,https://www.virginwines.co.uk/wine/Z41564101414/Three-Gables-Winemakers-Chardonnay-Viognier
Tall Gum Mount Benson Pinot Gris 2021,12.5,2021,75.0,Australia,White,12.99,60,4.1,https://www.virginwines.co.uk/wine/Z41544101414/Tall-Gum-Mount-Benson-Pinot-Gris
Chateau Puy Razac Saint Emilion Grand Cru 2018,14.0,2018,75.0,France,Red,19.99,4,3.5,https://www.virginwines.co.uk/wine/Z41632100783/Chateau-Puy-Razac-Saint-Emilion-Grand-Cru
5oS Project Old Vine Co. Shiraz Grenache 2019,14.5,2019,75.0,Australia,Red,24.99,2,4.0,https://www.virginwines.co.uk/wine/Z41370102291/5oS-Project-Old-Vine-Co.-Shiraz-Grenache
Ripper Reserve Adelaide Hills Chardonnay 2021,13.0,2021,75.0,Australia,White,11.99,43,3.8,https://www.virginwines.co.uk/wine/Z41567101414/Ripper-Reserve-Adelaide-Hills-Chardonnay
Elbo Organic Tempranillo 2019,14.5,2019,75.0,Spain,Red,13.99,71,3.7,https://www.virginwines.co.uk/wine/Z40463101434/Elbo-Organic-Tempranillo
Mahaut Coteaux Varois en Provence Rose 2020,13.0,2020,75.0,France,Rosé,12.99,16,4.1,https://www.virginwines.co.uk/wine/Z41588101434/Mahaut-Coteaux-Varois-en-Provence-Rose
La Penombre Reserve Lesquerde 2019,14.5,2019,75.0,France,Red,14.99,24,4.4,https://www.virginwines.co.uk/wine/Z41491103465/La-Penombre-Reserve-Lesquerde
Reservoir Hogs Adelaide Hills Sauvignon Blanc 2021,12.0,2021,75.0,Australia,White,13.99,61,4.0,https://www.virginwines.co.uk/wine/Z41351102291/Reservoir-Hogs-Adelaide-Hills-Sauvignon-Blanc-Z41351102291
Albacore Reserve Adelaide Hills Sauvignon Blanc 2021,12.0,2021,75.0,Australia,White,13.99,70,4.3,https://www.virginwines.co.uk/wine/Z41340102291/Albacore-Reserve-Adelaide-Hills-Sauvignon-Blanc
Pizo Old Vine Carinena 2020,14.0,2020,75.0,Spain,Red,11.99,87,4.2,https://www.virginwines.co.uk/wine/Z41548102647/Pizo-Old-Vine-Carinena
Loom SV Sangiovese 2016,14.0,2016,75.0,Australia,Red,16.99,1,5.0,https://www.virginwines.co.uk/wine/Z38975102291/Loom-SV-Sangiovese
Familiar Vinho Regional Lisboa Tinto 2021,13.0,2021,75.0,Portugal,Red,10.99,197,4.1,https://www.virginwines.co.uk/wine/Z41533101434/Familiar-Vinho-Regional-Lisboa-Tinto
Domaine de Bonserine Cote Rotie La Sarrasine 2018,14.0,2018,75.0,France,Red,49.99,0,0.0,https://www.virginwines.co.uk/wine/Z41589101434/Domaine-de-Bonserine-Cote-Rotie-La-Sarrasine
Pierre Sourdais Chinon Tradition 2019,12.5,2019,75.0,France,Red,12.99,6,3.5,https://www.virginwines.co.uk/wine/Z41598102951/Pierre-Sourdais-Chinon-Tradition
Ripper Reserve Adelaide Hills Sauvignon Blanc 2021,11.5,2021,75.0,Australia,White,11.99,108,4.0,https://www.virginwines.co.uk/wine/Z41580101414/Ripper-Reserve-Adelaide-Hills-Sauvignon-Blanc
Tall Gum Reserve Adelaide Hills Sauvignon Blanc 2021,11.5,2021,75.0,Australia,White,11.99,45,4.0,https://www.virginwines.co.uk/wine/Z41581101414/Tall-Gum-Reserve-Adelaide-Hills-Sauvignon-Blanc
De Martino Estate 25th Anniversary Carmenere 2019,13.0,2019,75.0,Chile,Red,21.99,44,4.4,https://www.virginwines.co.uk/wine/Z41295100741/De-Martino-Estate-25th-Anniversary-Carmenere
Nadia's Pure Perdeberg Shiraz Malbec 2020,14.5,2020,75.0,South Africa,Red,9.99,563,4.0,https://www.virginwines.co.uk/wine/Z37726101414/Nadias-Pure-Perdeberg-Shiraz-Malbec-Z37726101414
The Vinitor Pinot Noir 2020,13.5,2020,75.0,USA,Red,11.99,44,3.7,https://www.virginwines.co.uk/wine/Z41465101414/The-Vinitor-Pinot-Noir
Between Bridges Merlot 2020,13.5,2020,75.0,Romania,Red,9.99,624,4.0,https://www.virginwines.co.uk/wine/Z40538101434/Between-Bridges-Merlot
Les Trois Calices Gros Manseng Sauvignon Blanc 2020,12.5,2020,75.0,France,White,9.99,68,4.4,https://www.virginwines.co.uk/wine/Z41578101414/Les-Trois-Calices-Gros-Manseng-Sauvignon-Blanc
Domaine Chavet Menetou Salon Rouge 2020,14.5,2020,75.0,France,Red,16.99,2,3.0,https://www.virginwines.co.uk/wine/Z41506101434/Domaine-Chavet-Menetou-Salon-Rouge
La Penombre Reserve Pinot Noir Tete de Cuvee 2020,13.0,2020,75.0,France,Red,14.99,51,4.2,https://www.virginwines.co.uk/wine/Z41487103464/La-Penombre-Reserve-Pinot-Noir-Tete-de-Cuvee
Domaine de la Semellerie Chinon Rouge 2020,13.0,2020,75.0,France,Red,10.99,7,3.9,https://www.virginwines.co.uk/wine/Z41457101935/Domaine-de-la-Semellerie-Chinon-Rouge
Ungrafted Itata Old Vine Cinsault 2020,13.5,2020,75.0,Chile,Red,14.99,4,4.0,https://www.virginwines.co.uk/wine/Z41313100741/Ungrafted-Itata-Old-Vine-Cinsault
Lergenmuller Pinot Noir Trocken 2019,13.5,2019,75.0,Germany,Red,13.99,12,4.2,https://www.virginwines.co.uk/wine/Z41599102465/Lergenmuller-Pinot-Noir-Trocken
Campo Bonito Blanco 2020,12.0,2020,75.0,Spain,White,9.99,173,3.9,https://www.virginwines.co.uk/wine/Z41426101434/Campo-Bonito-Blanco-Z41426101434
Weingut Schales Silvaner Eiswein 2016,7.0,2016,37.5,Germany,Dessert,49.99,0,0.0,https://www.virginwines.co.uk/wine/Z41601102465/Weingut-Schales-Silvaner-Eiswein
Lergenmuller Dornfelder Trocken 2018,13.0,2018,75.0,Germany,Red,12.99,5,3.6,https://www.virginwines.co.uk/wine/Z41600102465/Lergenmuller-Dornfelder-Trocken
Champagne Louis Roederer Collection 242 NV,12.0,NV,75.0,France,Sparkling,52.0,0,0.0,https://www.virginwines.co.uk/wine/Z41591100121/Champagne-Louis-Roederer-Collection-242
L'Artisan Grenache Syrah 2020,13.5,2020,75.0,France,Red,9.99,197,4.2,https://www.virginwines.co.uk/wine/Z41467101414/LArtisan-Grenache-Syrah
Rippasimento 2020,14.5,2020,75.0,Australia,Red,10.99,197,4.4,https://www.virginwines.co.uk/wine/Z41479101414/Rippasimento
De Martino Old Vine Series Las Olvidadas 2019,13.0,2019,75.0,Chile,Red,29.99,0,0.0,https://www.virginwines.co.uk/wine/Z41317100741/De-Martino-Old-Vine-Series-Las-Olvidadas
Domaine Baillie Giral Grenache Noir 2020,14.5,2020,75.0,France,Red,12.99,40,4.6,https://www.virginwines.co.uk/wine/Z41486103465/Domaine-Baillie-Giral-Grenache-Noir
Le Pont de Diable Syrah Grenache 2021,13.0,2021,75.0,France,Red,10.99,222,4.2,https://www.virginwines.co.uk/wine/Z41454101414/Le-Pont-de-Diable-Syrah-Grenache
The Intrepid Bear Reserve Zinfandel 2020,13.5,2020,75.0,USA,Red,11.99,89,3.8,https://www.virginwines.co.uk/wine/Z41319101414/The-Intrepid-Bear-Reserve-Zinfandel
Ungrafted Itata Old Vine Dry Muscat 2020,13.0,2020,75.0,Chile,White,14.99,3,2.7,https://www.virginwines.co.uk/wine/Z41314100741/Ungrafted-Itata-Old-Vine-Dry-Muscat
Cascading Cloud Shiraz Malbec 2021,14.0,2021,75.0,South Africa,Red,10.99,157,4.0,https://www.virginwines.co.uk/wine/Z41453101414/Cascading-Cloud-Shiraz-Malbec
Curious Parallel Feteasca Neagra 2020,13.5,2020,75.0,Romania,Red,9.99,223,4.0,https://www.virginwines.co.uk/wine/Z41081101434/Curious-Parallel-Feteasca-Neagra
Heinrichshof Sonnenuhr Beerenauslese Riesling Mosel 2019,7.5,2019,37.5,Germany,Dessert,26.99,0,0.0,https://www.virginwines.co.uk/wine/Z41358102619/Heinrichshof-Sonnenuhr-Beerenauslese-Riesling-Mosel
Chateau Tournebrise Lalande-De-Pomerol 2019,14.0,2019,75.0,France,Red,19.99,7,4.7,https://www.virginwines.co.uk/wine/Z41254100783/Chateau-Tournebrise-Lalande-De-Pomerol
Ulrich Langguth Riesling Auslese Harmonie 2019,8.0,2019,75.0,Germany,White,24.99,2,3.5,https://www.virginwines.co.uk/wine/Z41269101465/Ulrich-Langguth-Riesling-Auslese-Harmonie
Equipo Navazos La Bota 99 Florpower Single Vineyard 2019,11.5,2019,75.0,Spain,Sherry,26.99,0,0.0,https://www.virginwines.co.uk/wine/Z41360101434/Equipo-Navazos-La-Bota-99-Florpower-Single-Vineyard
Hans Lang Hattenheim Hassel Riesling Beerenauslese 2001,8.0,2001,37.5,Germany,Dessert,24.99,1,5.0,https://www.virginwines.co.uk/wine/Z41270101465/Hans-Lang-Hattenheim-Hassel-Riesling-Beerenauslese
5OS Project Pinot Noir 2019,13.0,2019,75.0,Australia,Red,17.99,3,4.7,https://www.virginwines.co.uk/wine/Z41296102291/5OS-Project-Pinot-Noir
Tall Gum Reserve Grenache Shiraz Mataro 2020,14.5,2020,75.0,Australia,Red,16.99,45,4.1,https://www.virginwines.co.uk/wine/Z41110101434/Tall-Gum-Reserve-Grenache-Shiraz-Mataro
Chateau Grand Moulinet Pomerol 2018,14.5,2018,75.0,France,Red,29.99,1,5.0,https://www.virginwines.co.uk/wine/Z41252100783/Chateau-Grand-Moulinet-Pomerol
Paul Hobbs Sonoma Coast Crossbarn Pinot Noir 2018,15.0,2018,75.0,USA,Red,37.99,3,4.7,https://www.virginwines.co.uk/wine/Z41441101434/Paul-Hobbs-Sonoma-Coast-Crossbarn-Pinot-Noir
Bogle Vineyards Old Vine Zinfandel 2018,14.5,2018,75.0,USA,Red,17.99,14,4.6,https://www.virginwines.co.uk/wine/Z41444102951/Bogle-Vineyards-Old-Vine-Zinfandel
Coastal Vines Brut Cuvee NV,12.0,NV,75.0,USA,Sparkling,12.99,22,3.6,https://www.virginwines.co.uk/wine/Z41461101414/Coastal-Vines-Brut-Cuvee
Paul Hobbs Sonoma Coast Crossbarn Chardonnay 2019,14.0,2019,75.0,USA,White,29.99,3,3.0,https://www.virginwines.co.uk/wine/Z41440101434/Paul-Hobbs-Sonoma-Coast-Crossbarn-Chardonnay
Black Flag Winemakers McLaren Vale Malbec Durif 2017,14.0,2017,75.0,Australia,Red,21.99,44,4.1,https://www.virginwines.co.uk/wine/Z40930102291/Black-Flag-Winemakers-McLaren-Vale-Malbec-Durif
Chateau Bernot Blanc 2020,11.5,2020,75.0,France,White,11.99,18,3.8,https://www.virginwines.co.uk/wine/Z41304103431/Chateau-Bernot-Blanc-Z41304103431
Curious Parallel Feteasca Regala 2020,11.5,2020,75.0,Romania,White,9.99,158,3.9,https://www.virginwines.co.uk/wine/Z41080101434/Curious-Parallel-Feteasca-Regala
Tuffers' Tipple Margaret River Shiraz 2019,14.5,2019,75.0,Australia,Red,18.99,42,3.9,https://www.virginwines.co.uk/wine/Z41074103330/Tuffers-Tipple-Margaret-River-Shiraz
MLBC Earth & Sun Malbec 2021,14.0,2021,75.0,Argentina,Red,11.99,405,4.3,https://www.virginwines.co.uk/wine/Z41228101414/MLBC-Earth-and-Sun-Malbec
Tuffers' Tipple Margaret River Sauvignon Blanc 2021,12.5,2021,75.0,Australia,White,11.99,46,3.7,https://www.virginwines.co.uk/wine/Z41075103330/Tuffers-Tipple-Margaret-River-Sauvignon-Blanc
Chateau Bernot Rose 2020,13.5,2020,75.0,France,Rosé,11.99,26,4.4,https://www.virginwines.co.uk/wine/Z41305103431/Chateau-Bernot-Rose-Z41305103431
Tuffers' Tipple Gascogne Sauvignon Blanc 2020,12.5,2020,75.0,France,White,11.99,48,3.9,https://www.virginwines.co.uk/wine/Z41255103330/Tuffers-Tipple-Gascogne-Sauvignon-Blanc
Tuffers' Tipple GSM 2020,14.0,2020,75.0,France,Red,12.99,49,3.5,https://www.virginwines.co.uk/wine/Z41315103330/Tuffers-Tipple-GSM
Tuffers' Tipple Oaked Tempranillo 2019,13.0,2019,75.0,Spain,Red,12.99,40,3.8,https://www.virginwines.co.uk/wine/Z41316103330/Tuffers-Tipple-Oaked-Tempranillo
Le Zeitgeist Grenache Mourvedre 2020,14.0,2020,75.0,France,Red,10.99,152,4.0,https://www.virginwines.co.uk/wine/Z41180101414/Le-Zeitgeist-Grenache-Mourvedre
Tuffers' Tipple Bacchus 2020,11.0,2020,75.0,England,White,11.99,25,3.9,https://www.virginwines.co.uk/wine/Z41306103330/Tuffers-Tipple-Bacchus
Black Flag Winemakers Mount Gambier Sauvignon Blanc 2020,12.5,2020,75.0,Australia,White,13.99,25,3.8,https://www.virginwines.co.uk/wine/Z41141102291/Black-Flag-Winemakers-Mount-Gambier-Sauvignon-Blanc
Chateau Teyssier Pezat Bordeaux Blanc 2019,13.0,2019,75.0,France,White,12.99,7,4.1,https://www.virginwines.co.uk/wine/Z41378103443/Chateau-Teyssier-Pezat-Bordeaux-Blanc
Chateau Teyssier Pezat Bordeaux Superieur 2018,15.0,2018,75.0,France,Red,14.99,11,3.9,https://www.virginwines.co.uk/wine/Z41377103443/Chateau-Teyssier-Pezat-Bordeaux-Superieur
Equipo Navazos La Bota 92 Palo Cortado 'Pata de Gallina' NV,20.5,NV,50.0,Spain,Sherry,54.99,0,0.0,https://www.virginwines.co.uk/wine/Z41362101434/Equipo-Navazos-La-Bota-92-Palo-Cortado-Pata-de-Gallina
Equipo Navazos La Bota 95 Amontillado NV,18.5,NV,75.0,Spain,Sherry,49.99,0,0.0,https://www.virginwines.co.uk/wine/Z41361101434/Equipo-Navazos-La-Bota-95-Amontillado
Marsc Wine Company Margaret River Sauvignon Blanc Semillon 2020,13.0,2020,75.0,Australia,White,13.99,51,3.9,https://www.virginwines.co.uk/wine/Z41140102291/Marsc-Wine-Company-Margaret-River-Sauvignon-Blanc-Semillon
Zafferino Pinot Grigio 2021,12.5,2021,75.0,Italy,White,9.99,12,4.6,https://www.virginwines.co.uk/wine/Z41949101414/Zafferino-Pinot-Grigio-Z41949101414
Domaine La Haute Fevrie Clos de la Fevrie Muscadet Sevre et Maine Sur Lie 2020,12.0,2020,75.0,France,White,13.99,19,4.6,https://www.virginwines.co.uk/wine/Z41067102131/Domaine-La-Haute-Fevrie-Clos-de-la-Fevrie-Muscadet-Sevre-et-Maine-Sur-Lie-Z41067102131
Tenuta Scopetani Chianti 2018,13.0,2018,75.0,Italy,Red,15.99,40,3.8,https://www.virginwines.co.uk/wine/Z41037102455/Tenuta-Scopetani-Chianti
Black Flag Winemakers Langhorne Creek Adelaide Hills Shiraz Pinot Noir 2018,14.5,2018,75.0,Australia,Red,12.99,80,4.3,https://www.virginwines.co.uk/wine/Z40923102291/Black-Flag-Winemakers-Langhorne-Creek-Adelaide-Hills-Shiraz-Pinot-Noir
Bodegas Hidalgo La Gitana En Rama Spring 2021 Release NV,15.0,NV,75.0,Spain,Sherry,16.99,0,0.0,https://www.virginwines.co.uk/wine/Z41367100003/Bodegas-Hidalgo-La-Gitana-En-Rama-Spring-2021-Release
L'Olivette Colombard Sauvignon 2020,11.5,2020,75.0,France,White,11.99,21,3.9,https://www.virginwines.co.uk/wine/Z41253101434/LOlivette-Colombard-Sauvignon
Henners Foxearle English Sparkling Brut 2016,12.5,2016,75.0,England,Sparkling,39.99,22,4.5,https://www.virginwines.co.uk/wine/Z41076100009/Henners-Foxearle-English-Sparkling-Brut
Alchemy 50 Year Old Vine Carignan 2019,14.0,2019,75.0,France,Red,13.99,20,4.0,https://www.virginwines.co.uk/wine/Z41223103330/Alchemy-50-Year-Old-Vine-Carignan
La Sirene Grenache Mourvedre 2020,14.0,2020,75.0,France,Red,10.99,106,4.2,https://www.virginwines.co.uk/wine/Z41291101414/La-Sirene-Grenache-Mourvedre
Castelbarco Parziale Appassimento 2019,13.5,2019,75.0,Italy,Red,16.99,183,4.5,https://www.virginwines.co.uk/wine/Z40198101434/Castelbarco-Parziale-Appassimento
Les Trois Calices Grenache Mourvedre 2020,14.0,2020,75.0,France,Red,10.99,82,4.0,https://www.virginwines.co.uk/wine/Z41292101414/Les-Trois-Calices-Grenache-Mourvedre
Powers Champoux Vineyard Reserve Cabernet Sauvignon 2016,14.0,2016,75.0,USA,Red,24.5,9,4.2,https://www.virginwines.co.uk/wine/Z41200103000/Powers-Champoux-Vineyard-Reserve-Cabernet-Sauvignon
Charles Smith Velvet Devil Merlot 2018,13.5,2018,75.0,USA,Red,16.99,13,4.2,https://www.virginwines.co.uk/wine/Z41173102147/Charles-Smith-Velvet-Devil-Merlot
Cascadia Yakima Valley Syrah 2020,14.5,2020,75.0,USA,Red,14.99,26,4.2,https://www.virginwines.co.uk/wine/Z41170102638/Cascadia-Yakima-Valley-Syrah
Three Gables Western Cape Colombard 2020,13.0,2020,75.0,South Africa,White,10.99,122,4.0,https://www.virginwines.co.uk/wine/Z40554100009/Three-Gables-Western-Cape-Colombard
Charles Smith Kung Fu Girl Riesling 2020,12.0,2020,75.0,USA,White,16.99,18,4.7,https://www.virginwines.co.uk/wine/Z41172102147/Charles-Smith-Kung-Fu-Girl-Riesling
Three Gables Swartland Grenache Blanc 2020,13.5,2020,75.0,South Africa,White,11.99,163,4.0,https://www.virginwines.co.uk/wine/Z40552100009/Three-Gables-Swartland-Grenache-Blanc
Black Flag Winemakers Limestone Coast Shiraz Cabernet 2018,14.5,2018,75.0,Australia,Red,14.99,35,3.9,https://www.virginwines.co.uk/wine/Z40910102291/Black-Flag-Winemakers-Limestone-Coast-Shiraz-Cabernet
Charles Smith Eve Chardonnay 2019,13.5,2019,75.0,USA,White,16.99,10,4.2,https://www.virginwines.co.uk/wine/Z41171102147/Charles-Smith-Eve-Chardonnay
Black Flag Winemakers McLaren Vale Barossa Nero Barbera Touriga 2019,14.0,2019,75.0,Australia,Red,19.99,9,3.6,https://www.virginwines.co.uk/wine/Z40925102291/Black-Flag-Winemakers-McLaren-Vale-Barossa-Nero-Barbera-Touriga
Black Flag Winemakers McLaren Vale Cabernet Sagrantino 2018,14.0,2018,75.0,Australia,Red,15.99,11,3.5,https://www.virginwines.co.uk/wine/Z40924102291/Black-Flag-Winemakers-McLaren-Vale-Cabernet-Sagrantino
Alemany I Corrio Principia Mathematica DO Penedes 2019,12.5,2019,75.0,Spain,White,19.99,7,4.0,https://www.virginwines.co.uk/wine/Z40911101434/Alemany-I-Corrio-Principia-Mathematica-DO-Penedes
Alemany I Corrio Cargol Treu Vi DO Penedes 2019,12.5,2019,75.0,Spain,White,24.99,3,3.0,https://www.virginwines.co.uk/wine/Z40912101434/Alemany-I-Corrio-Cargol-Treu-Vi-DO-Penedes
Domaine Bernard Metrat Fleurie La Roilette Vieilles Vignes 2019,13.0,2019,75.0,France,Red,17.99,12,4.2,https://www.virginwines.co.uk/wine/Z40801102131/Domaine-Bernard-Metrat-Fleurie-La-Roilette-Vieilles-Vignes
