,name,abv,year,size(cL),country,wine_type,price,num_review,rating,url,countrycode,scaled_price,logprice,price_fixed,age,score,retailer
2626,Amós Bañeres Missatge En Una Ampolla,12.5,2021,75,Spain,White,18.83,0,0,https://www.decantalo.com/uk/en/amos-baneres-missatge-en-una-ampolla.html#/1-volume-75_cl/111-year-2018,ESP,18.83,1.27485032,18.83,1,0,decantalo
2627,Terroir al Límit Històric Blanc,13,2021,75,Spain,White,19.22,0,0,https://www.decantalo.com/uk/en/terroir-al-limit-historic-blanc.html#/1-volume-75_cl/201-year-2021,ESP,19.22,1.283753383,19.22,1,0,decantalo
2628,Finca Viladellops Xarel·lo,13,2017,75,Spain,White,19.69,0,0,https://www.decantalo.com/uk/en/finca-viladellops-xarello.html#/1-volume-75_cl/180-year-2017,ESP,19.69,1.294245716,19.69,5,0,decantalo
2629,Onra Blanc,13,2020,75,Spain,White,11.84,0,0,https://www.decantalo.com/uk/en/onra-blanc.html#/1-volume-75_cl/158-year-2020,ESP,11.84,1.073351702,11.84,2,0,decantalo
2630,Batlliu Biu Riesling,14,2018,75,Spain,White,14.67,0,0,https://www.decantalo.com/uk/en/biu-blanc.html#/1-volume-75_cl/111-year-2018,ESP,14.67,1.166430114,14.67,4,0,decantalo
2631,Sentits Blancs,14.05,2019,75,Spain,White,20.46,0,0,https://www.decantalo.com/uk/en/sentits-blancs.html#/1-volume-75_cl/114-year-2019,ESP,20.46,1.310905629,20.46,3,0,decantalo
2632,Rosa la Guapa Blanc,14,2021,75,Spain,White,12.96,0,0,https://www.decantalo.com/uk/en/rosa-la-guapa-blanc.html#/1-volume-75_cl/201-year-2021,ESP,12.96,1.112605002,12.96,1,0,decantalo
2633,Callejuela Blanco de Hornillos,12.5,2021,75,Spain,White,10.38,0,0,https://www.decantalo.com/uk/en/callejuela-blanco-de-hornillos.html#/1-volume-75_cl/201-year-2021,ESP,10.38,1.016197354,10.38,1,0,decantalo
2634,Brezo Blanco,12.5,2020,75,Spain,White,11.41,0,0,https://www.decantalo.com/uk/en/brezo-blanco.html#/1-volume-75_cl/158-year-2020,ESP,11.41,1.057285644,11.41,2,0,decantalo
2635,Equilibri,13.5,2015,75,Spain,White,24.11,0,0,https://www.decantalo.com/uk/en/equilibri.html#/1-volume-75_cl/128-year-2013,ESP,24.11,1.38219721,24.11,7,0,decantalo
2636,Els Pics Blanc,13.5,2021,75,Spain,White,18.36,0,0,https://www.decantalo.com/uk/en/els-pics-blanc.html#/1-volume-75_cl/201-year-2021,ESP,18.36,1.263872677,18.36,1,0,decantalo
2637,Els Bassotets,13,2020,75,Spain,White,,0,0,https://www.decantalo.com/uk/en/els-bassotets.html#/1-volume-75_cl/158-year-2020,ESP,,,,2,0,decantalo
2638,Manda Huevos Blanco,13,2019,75,Spain,White,20.89,0,0,https://www.decantalo.com/uk/en/manda-huevos.html#/1-volume-75_cl/114-year-2019,ESP,20.89,1.31993844,20.89,3,0,decantalo
2639,El Níspero,12.5,2021,75,Spain,White,21.54,0,0,https://www.decantalo.com/uk/en/el-nispero.html#/1-volume-75_cl/201-year-2021,ESP,21.54,1.333245699,21.54,1,0,decantalo
2640,Dominio de Tares Godello Fermentado en Barrica,13,2021,75,Spain,White,17.25,1,5,https://www.decantalo.com/uk/en/dominio-de-tares-godello-fermentado-en-barrica.html#/1-volume-75_cl/201-year-2021,ESP,17.25,1.236789099,17.25,1,0,decantalo
2641,Vivanco Blanco,12,2021,75,Spain,White,,1,4,https://www.decantalo.com/uk/en/dinastia-vivanco-blanco.html#/1-volume-75_cl/201-year-2021,ESP,,,,1,0,decantalo
2642,Davila L·100,12.5,2015,75,Spain,White,23.55,0,0,https://www.decantalo.com/uk/en/davila-l100.html#/1-volume-75_cl/108-year-2015,ESP,23.55,1.371990911,23.55,7,0,decantalo
2643,Come Pulpo y Bebe Vino,12.5,,75,unknown,White,8.24,1,3,https://www.decantalo.com/uk/en/come-pulpo-y-bebe-vino.html#/1-volume-75_cl/177-year-without_vintage,unknown,8.24,0.915927212,8.24,,0,decantalo
2644,Clos d'Agon Blanc,14,2017,75,Spain,White,32.18,0,0,https://www.decantalo.com/uk/en/clos-dagon-blanc.html#/1-volume-75_cl/180-year-2017,ESP,32.18,1.50758604,32.18,5,0,decantalo
2645,Care Chardonnay,13.5,2020,75,Spain,White,,0,0,https://www.decantalo.com/uk/en/care-chardonnay.html#/1-volume-75_cl/158-year-2020,ESP,,,,2,0,decantalo
2646,Can Feixes Chardonnay,14,2019,75,Spain,White,22.95,0,0,https://www.decantalo.com/uk/en/can-feixes-chardonnay.html#/1-volume-75_cl/114-year-2019,ESP,22.95,1.36078269,22.95,3,0,decantalo
2647,Cal Pla Blanc,13.5,2018,75,Spain,White,11.84,2,5,https://www.decantalo.com/uk/en/cal-pla-blanc.html#/1-volume-75_cl/111-year-2018,ESP,11.84,1.073351702,11.84,4,0,decantalo
2648,Blanc d'Orto,14,2020,75,Spain,White,17.2,0,0,https://www.decantalo.com/uk/en/blanc-d-orto-flor.html#/1-volume-75_cl/158-year-2020,ESP,17.2,1.235528447,17.2,2,0,decantalo
2649,Gramona Savinat Sauvignon Blanc,12.5,2020,75,Spain,White,18.92,0,0,https://www.decantalo.com/uk/en/gramona-savinat-sauvignon-blanc.html#/1-volume-75_cl/158-year-2020,ESP,18.92,1.276921132,18.92,2,0,decantalo
2650,Bàrbara Forés El Quintà,14.5,2020,75,Spain,White,17.46,1,5,https://www.decantalo.com/uk/en/barbara-fores-el-quinta.html#/1-volume-75_cl/158-year-2020,ESP,17.46,1.242044239,17.46,2,0,decantalo
2651,Avanthia Godello,13.5,2021,75,Spain,White,25.61,3,5,https://www.decantalo.com/uk/en/avanthia-godello.html#/1-volume-75_cl/201-year-2021,ESP,25.61,1.408409578,25.61,1,0,decantalo
2652,Avancia Cuvee de O,13.5,2020,75,Spain,White,17.46,1,3,https://www.decantalo.com/uk/en/avancia-cuvee-de-o.html#/1-volume-75_cl/158-year-2020,ESP,17.46,1.242044239,17.46,2,0,decantalo
2653,As Bateas,12,2015,75,Spain,White,18.19,0,0,https://www.decantalo.com/uk/en/as-bateas.html#/1-volume-75_cl/108-year-2015,ESP,18.19,1.259832699,18.19,7,0,decantalo
2654,Artigas Blanc,14.5,2019,75,Spain,White,24.71,0,0,https://www.decantalo.com/uk/en/artigas-blanc.html#/1-volume-75_cl/114-year-2019,ESP,24.71,1.392872745,24.71,3,0,decantalo
2655,A Pèl Blanc,12.5,2021,75,Spain,White,14.93,0,0,https://www.decantalo.com/uk/en/a-pel-blanc.html#/1-volume-75_cl/201-year-2021,ESP,14.93,1.174059808,14.93,1,0,decantalo
2656,Alta Alella Pansa Blanca,11.5,2021,75,Spain,White,9.82,0,0,https://www.decantalo.com/uk/en/alta-alella-pansa-blanca.html#/1-volume-75_cl/201-year-2021,ESP,9.82,0.992111488,9.82,1,0,decantalo
2657,Algueira Brandán Godello,13,2021,75,Spain,White,15.36,1,4,https://www.decantalo.com/uk/en/algueira-brandan-godello.html#/1-volume-75_cl/201-year-2021,ESP,15.36,1.186391216,15.36,1,0,decantalo
2658,A Coroa 200 Cestos,12.5,2021,75,Spain,White,,0,0,https://www.decantalo.com/uk/en/a-coroa-200-cestos.html#/1-volume-75_cl/201-year-2021,ESP,,,,1,0,decantalo
2659,Abadal Picapoll,12.5,2021,75,Spain,White,12.87,0,0,https://www.decantalo.com/uk/en/abadal-picapoll.html#/1-volume-75_cl/201-year-2021,ESP,12.87,1.109578547,12.87,1,0,decantalo
2660,Abadal Nuat,13,2019,75,Spain,White,29.73,0,0,https://www.decantalo.com/uk/en/abadal-nuat.html#/1-volume-75_cl/114-year-2019,ESP,29.73,1.473194909,29.73,3,0,decantalo
2661,Vinyater,13,2018,75,Spain,White,15.49,0,0,https://www.decantalo.com/uk/en/vinyater.html#/1-volume-75_cl/111-year-2018,ESP,15.49,1.190051418,15.49,4,0,decantalo
2662,Caraballas Sauvignon Blanc,12.5,2018,75,Spain,White,,0,0,https://www.decantalo.com/uk/en/caraballas-sauvignon-blanc.html#/1-volume-75_cl/111-year-2018,ESP,,,,4,0,decantalo
2663,Equilibri,13.5,2015,75,Spain,White,24.11,0,0,https://www.decantalo.com/uk/en/equilibri.html#/1-volume-75_cl/108-year-2015,ESP,24.11,1.38219721,24.11,7,0,decantalo
2664,Gran Caus Blanc,12.5,2021,75,Spain,White,18.45,0,0,https://www.decantalo.com/uk/en/gran-caus-blanc.html#/1-volume-75_cl/201-year-2021,ESP,18.45,1.26599637,18.45,1,0,decantalo
2665,Rebels de Batea Blanc,13,2021,75,Spain,White,11.33,0,0,https://www.decantalo.com/uk/en/rebels-de-batea-blanc.html#/1-volume-75_cl/201-year-2021,ESP,11.33,1.05422991,11.33,1,0,decantalo
2666,Mès que Paraules Blanc,12.5,2020,75,Spain,White,11.07,0,0,https://www.decantalo.com/uk/en/mes-que-paraules-blanc.html#/1-volume-75_cl/158-year-2020,ESP,11.07,1.044147621,11.07,2,0,decantalo
2667,Mas Candí QX Quatre Xarel·los,13,2021,75,Spain,White,16.13,0,0,https://www.decantalo.com/uk/en/qx-quatre-xarellos.html#/1-volume-75_cl/201-year-2021,ESP,16.13,1.207634367,16.13,1,0,decantalo
2668,Petit Siós Blanc,12.5,2021,75,Spain,White,10.04,1,4,https://www.decantalo.com/uk/en/petit-sios-blanc.html#/1-volume-75_cl/201-year-2021,ESP,10.04,1.001733713,10.04,1,0,decantalo
2669,Petit Caus Blanc,11.5,2021,75,Spain,White,9.44,0,0,https://www.decantalo.com/uk/en/petit-caus-blanc.html#/1-volume-75_cl/201-year-2021,ESP,9.44,0.974971994,9.44,1,0,decantalo
2670,Parés Baltà Ginesta,12.5,2020,75,Spain,White,15.27,2,5,https://www.decantalo.com/uk/en/pares-balta-ginesta.html#/1-volume-75_cl/158-year-2020,ESP,15.27,1.183839037,15.27,2,0,decantalo
2671,Parés Baltà Calcari,12,2021,75,Spain,White,12.4,1,5,https://www.decantalo.com/uk/en/pares-balta-calcari.html#/1-volume-75_cl/201-year-2021,ESP,12.4,1.093421685,12.4,1,0,decantalo
2672,Pardas Xarel·lo,13.5,2019,75,Spain,White,19.43,1,5,https://www.decantalo.com/uk/en/pardas-xarello.html#/1-volume-75_cl/114-year-2019,ESP,19.43,1.288472801,19.43,3,0,decantalo
2673,Palomo Cojo,12.5,2021,75,Spain,White,10.04,0,0,https://www.decantalo.com/uk/en/palomo-cojo.html#/1-volume-75_cl/201-year-2021,ESP,10.04,1.001733713,10.04,1,0,decantalo
2674,Nora da Neve,13,2019,75,Spain,White,21.28,2,4.5,https://www.decantalo.com/uk/en/nora-da-neve.html#/1-volume-75_cl/114-year-2019,ESP,21.28,1.327971624,21.28,3,0,decantalo
2675,Navazos-Niepoort,13,2020,75,Spain,White,,0,0,https://www.decantalo.com/uk/en/navazos-niepoort.html#/19-volume-magnum/111-year-2018,ESP,,,,2,0,decantalo
2676,Navazos-Niepoort,13,2020,75,Spain,White,,0,0,https://www.decantalo.com/uk/en/navazos-niepoort.html#/1-volume-75_cl/158-year-2020,ESP,,,,2,0,decantalo
2677,Naiades,14,2018,75,Spain,White,19.69,3,4.7,https://www.decantalo.com/uk/en/naiades.html#/1-volume-75_cl/111-year-2018,ESP,19.69,1.294245716,19.69,4,0,decantalo
2678,Montenovo,13,2021,75,Spain,White,11.71,1,4,https://www.decantalo.com/uk/en/montenovo.html#/1-volume-75_cl/201-year-2021,ESP,11.71,1.068556895,11.71,1,0,decantalo
2679,Missenyora,13,2019,75,Spain,White,13.51,1,5,https://www.decantalo.com/uk/en/missenyora.html#/1-volume-75_cl/114-year-2019,ESP,13.51,1.130655349,13.51,3,0,decantalo
2680,Mengoba Blanco,12.5,2020,75,Spain,White,17.68,0,0,https://www.decantalo.com/uk/en/mengoba-blanco.html#/1-volume-75_cl/158-year-2020,ESP,17.68,1.247482261,17.68,2,0,decantalo
2681,Guitian Fermentado en Barrica,13,2020,75,Spain,White,21.49,1,5,https://www.decantalo.com/uk/en/guitian-fermentado-en-barrica.html#/1-volume-75_cl/158-year-2020,ESP,21.49,1.332236415,21.49,2,0,decantalo
2682,Mas Comtal Pomell de Blancs,13.5,2021,75,Spain,White,10,0,0,https://www.decantalo.com/uk/en/mas-comtal-pomell-de-blancs.html#/1-volume-75_cl/201-year-2021,ESP,10,1,10,1,0,decantalo
2683,Mantel Blanco Verdejo,12.5,2021,75,Spain,White,9.7,3,4.3,https://www.decantalo.com/uk/en/mantel-blanco-verdejo.html#/1-volume-75_cl/201-year-2021,ESP,9.7,0.986771734,9.7,1,0,decantalo
2684,Tomàs Cusiné Macabeu Finca Racons,14,2017,75,Spain,White,24.54,0,0,https://www.decantalo.com/uk/en/macabeu-finca-racons.html#/1-volume-75_cl/180-year-2017,ESP,24.54,1.389874558,24.54,5,0,decantalo
2685,Loxarel Àmfores,13,2020,75,Spain,White,14.11,1,5,https://www.decantalo.com/uk/en/loxarel-amfores.html#/1-volume-75_cl/158-year-2020,ESP,14.11,1.149527014,14.11,2,0,decantalo
2686,Loxarel Amaltea Blanc,12.5,2021,75,Spain,White,9.35,0,0,https://www.decantalo.com/uk/en/loxarel-amaltea-blanc.html#/1-volume-75_cl/201-year-2021,ESP,9.35,0.970811611,9.35,1,0,decantalo
2687,Loco,14,2019,75,Spain,White,26.3,0,0,https://www.decantalo.com/uk/en/loco.html#/1-volume-75_cl/114-year-2019,ESP,26.3,1.419955748,26.3,3,0,decantalo
2688,Llopart Clos dels Fóssils,13,2021,75,Spain,White,12.66,0,0,https://www.decantalo.com/uk/en/llopart-clos-dels-fossils.html#/1-volume-75_cl/201-year-2021,ESP,12.66,1.102433706,12.66,1,0,decantalo
2689,L'equilibrista Blanc,13,2019,75,Spain,White,16.26,1,5,https://www.decantalo.com/uk/en/l-equilibrista-blanc.html#/19-volume-magnum/114-year-2019,ESP,16.26,1.211120541,16.26,3,0,decantalo
2690,L'equilibrista Blanc,13,2019,75,Spain,White,16.26,1,5,https://www.decantalo.com/uk/en/l-equilibrista-blanc.html#/1-volume-75_cl/114-year-2019,ESP,16.26,1.211120541,16.26,3,0,decantalo
2691,La Cana,12.5,2018,75,Spain,White,,0,0,https://www.decantalo.com/uk/en/la-cana.html#/1-volume-75_cl/111-year-2018,ESP,,,,4,0,decantalo
2692,K,11.9,2018,75,Spain,White,20.81,0,0,https://www.decantalo.com/uk/en/akilia-k.html#/1-volume-75_cl/111-year-2018,ESP,20.81,1.31827208,20.81,4,0,decantalo
2693,Javier Sanz Sauvignon Blanc,13.5,2021,75,Spain,White,11.11,2,4.5,https://www.decantalo.com/uk/en/javier-sanz-sauvignon-blanc.html#/1-volume-75_cl/201-year-2021,ESP,11.11,1.045714059,11.11,1,0,decantalo
2694,Jané Ventura Blanc Vinyes Blanques,13,2021,75,Spain,White,9.74,1,5,https://www.decantalo.com/uk/en/jane-ventura-blanc-vinyes-blanques.html#/1-volume-75_cl/201-year-2021,ESP,9.74,0.988558957,9.74,1,0,decantalo
2695,Heus Blanc,12.5,2021,75,Spain,White,9.14,1,4,https://www.decantalo.com/uk/en/heus-blanc.html#/1-volume-75_cl/201-year-2021,ESP,9.14,0.960946196,9.14,1,0,decantalo
2696,Molí dels Capellans Chardonnay,14,2018,75,Spain,White,,0,0,https://www.decantalo.com/uk/en/moli-dels-capellans-chardonnay.html#/1-volume-75_cl/111-year-2018,ESP,,,,4,0,decantalo
2697,Contino Blanco,13.9,2019,75,Spain,White,26.9,1,5,https://www.decantalo.com/uk/en/contino-blanco.html#/1-volume-75_cl/114-year-2019,ESP,26.9,1.42975228,26.9,3,0,decantalo
2698,Steinmetz Brauneberger Juffer GB,12,2016,75,Germany,White,37.74,0,0,https://www.decantalo.com/uk/en/steinmetz-brauneberger-juffer-gb.html#/1-volume-75_cl/102-year-2016,DEU,37.74,1.576801896,37.74,6,0,decantalo
2699,Domaine de la Pinte Arbois Cuvée d'Automne,13.5,,75,France,White,,0,0,https://www.decantalo.com/uk/en/domaine-de-la-pinte-arbois-cuvee-d-automne.html#/1-volume-75_cl/177-year-without_vintage,FRA,,,,,0,decantalo
2700,François Carillon Bourgogne Chardonnay Le Vieux Clos,13,2018,75,France,White,,0,0,https://www.decantalo.com/uk/en/francois-carillon-bourgogne-chardonnay-le-vieux-clos.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
2701,Le Petit Gimios Muscat sec,13,2020,75,France,White,,0,0,https://www.decantalo.com/uk/en/le-petit-gimios-muscat-sec.html#/1-volume-75_cl/158-year-2020,FRA,,,,2,0,decantalo
2702,Louis Latour Bâtard-Montrachet,14,2015,75,France,White,342.22,0,0,https://www.decantalo.com/uk/en/louis-latour-batard-montrachet.html#/1-volume-75_cl/108-year-2015,FRA,342.22,2.534305387,342.22,7,0,decantalo
2703,Louis Latour Corton-Charlemagne Grand Cru,14,2019,75,France,White,166.41,0,0,https://www.decantalo.com/uk/en/louis-latour-corton-charlemagne-grand-cru.html#/1-volume-75_cl/114-year-2019,FRA,166.41,2.221179421,166.41,3,0,decantalo
2704,Louis Latour Corton-Charlemagne Grand Cru,14,2019,75,France,White,166.41,0,0,https://www.decantalo.com/uk/en/louis-latour-corton-charlemagne-grand-cru.html#/1-volume-75_cl/111-year-2018,FRA,166.41,2.221179421,166.41,3,0,decantalo
2705,Louis Latour Corton-Charlemagne Grand Cru,14,2019,75,France,White,166.41,0,0,https://www.decantalo.com/uk/en/louis-latour-corton-charlemagne-grand-cru.html#/1-volume-75_cl/102-year-2016,FRA,166.41,2.221179421,166.41,3,0,decantalo
2706,Domaines Landron Le Fief du Breil,12,2017,75,France,White,,0,0,https://www.decantalo.com/uk/en/domaines-landron-le-fief-du-breil.html#/1-volume-75_cl/180-year-2017,FRA,,,,5,0,decantalo
2707,Kreydenweiss Or Ange,11.5,2020,75,France,White,26.34,0,0,https://www.decantalo.com/uk/en/kreydenweiss-or-ange.html#/1-volume-75_cl/158-year-2020,FRA,26.34,1.420615771,26.34,2,0,decantalo
2708,Kreydenweiss Or Ange,11.5,2020,75,France,White,26.34,0,0,https://www.decantalo.com/uk/en/kreydenweiss-or-ange.html#/1-volume-75_cl/102-year-2016,FRA,26.34,1.420615771,26.34,2,0,decantalo
2709,Joseph Drouhin Chablis 1er Cru Mont de Milieu,12.5,2018,75,France,White,,0,0,https://www.decantalo.com/uk/en/joseph-drouhin-chablis-1er-cru-mont-de-milieu.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
2710,Joseph Drouhin Petit Chablis,12.5,2018,75,France,White,,0,0,https://www.decantalo.com/uk/en/joseph-drouhin-petit-chablis.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
2711,E. Guigal Crôzes Hermitage Blanc,13.5,2019,75,France,White,23.3,0,0,https://www.decantalo.com/uk/en/e--guigal-crozes-hermitage-blanc.html#/1-volume-75_cl/114-year-2019,FRA,23.3,1.367355921,23.3,3,0,decantalo
2712,Domaine de la Pinte Arbois Savagnin,13.5,2018,75,France,White,28.49,0,0,https://www.decantalo.com/uk/en/domaine-de-la-pinte-arbois-savagnin.html#/1-volume-75_cl/111-year-2018,FRA,28.49,1.454692449,28.49,4,0,decantalo
2713,Tissot Savagnin,13.5,2017,75,France,White,41.31,0,0,https://www.decantalo.com/uk/en/tissot-savagnin.html#/1-volume-75_cl/180-year-2017,FRA,41.31,1.616055195,41.31,5,0,decantalo
2714,Tardieu-Laurent Côtes-du-Rhône Blanc Guy-Louis,13.5,2018,75,France,White,23.68,0,0,https://www.decantalo.com/uk/en/tardieu-laurent-cotes-du-rhone-blanc-guy-louis.html#/1-volume-75_cl/111-year-2018,FRA,23.68,1.374381698,23.68,4,0,decantalo
2715,Tissot En Barberon,13.5,2015,75,France,White,,0,0,https://www.decantalo.com/uk/en/tissot-en-barberon.html#/1-volume-75_cl/108-year-2015,FRA,,,,7,0,decantalo
2716,Tissot Chardonnay Les Bruyères,13,2018,75,France,White,,0,0,https://www.decantalo.com/uk/en/tissot-chardonnay-les-bruyeres.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
2717,Tissot Arbois Patchwork Chardonnay,13.5,2019,75,France,White,,0,0,https://www.decantalo.com/uk/en/tissot-arbois-patchwork-chardonnay.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
2718,Eric Texier St-Julien en St-Alban Vieille Marsanne,13,2016,75,France,White,,0,0,https://www.decantalo.com/uk/en/eric-texier-st-julien-en-st-alban-vieille-marsanne.html#/1-volume-75_cl/102-year-2016,FRA,,,,6,0,decantalo
2719,Eric Texier Côtes du Rhône Brézème Roussanne,13.5,2017,75,France,White,,0,0,https://www.decantalo.com/uk/en/eric-texier-cotes-du-rhone-brezeme-roussanne.html#/1-volume-75_cl/180-year-2017,FRA,,,,5,0,decantalo
2720,Clos du Rouge Gorge Hors Champ La Femme Soleil,11.5,2018,75,France,White,,0,0,https://www.decantalo.com/uk/en/clos-du-rouge-gorge-hors-champ-la-femme-soleil.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
2721,Derain Bourgogne Blanc La Combe,12.7,2018,75,France,White,,0,0,https://www.decantalo.com/uk/en/derain-bourgogne-blanc-la-combe.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
2722,M. Chapoutier Ermitage de L'Orée,13.5,2015,75,France,White,309.81,0,0,https://www.decantalo.com/uk/en/m--chapoutier-ermitage-de-l-oree.html#/1-volume-75_cl/105-year-2014,FRA,309.81,2.491095432,309.81,7,0,decantalo
2723,M. Chapoutier Ermitage de L'Orée,13.5,2015,75,France,White,309.81,0,0,https://www.decantalo.com/uk/en/m--chapoutier-ermitage-de-l-oree.html#/1-volume-75_cl/108-year-2015,FRA,309.81,2.491095432,309.81,7,0,decantalo
2724,M. Chapoutier Hermitage L'Ermite Blanc,13.5,2015,75,France,White,857.45,0,0,https://www.decantalo.com/uk/en/m--chapoutier-hermitage-l-ermite-blanc.html#/1-volume-75_cl/108-year-2015,FRA,857.45,2.933208805,857.45,7,0,decantalo
2725,M. Chapoutier Hermitage L'Ermite Blanc,13.5,2015,75,France,White,857.45,0,0,https://www.decantalo.com/uk/en/m--chapoutier-hermitage-l-ermite-blanc.html#/1-volume-75_cl/105-year-2014,FRA,857.45,2.933208805,857.45,7,0,decantalo
2726,M. Chapoutier Hermitage L'Ermite Blanc,13.5,2015,75,France,White,857.45,0,0,https://www.decantalo.com/uk/en/m--chapoutier-hermitage-l-ermite-blanc.html#/1-volume-75_cl/128-year-2013,FRA,857.45,2.933208805,857.45,7,0,decantalo
2727,Régnard Chablis Grand Régnard,12.5,2021,75,France,White,36.47,0,0,https://www.decantalo.com/uk/en/regnard-chablis-grand-regnard.html#/1-volume-75_cl/201-year-2021,FRA,36.47,1.561935763,36.47,1,0,decantalo
2728,Tardieu-Laurent Côtes-du-Rhône Les Becs Fins Blanc,13.5,2021,75,France,White,12.24,1,5,https://www.decantalo.com/uk/en/tardieu-laurent-cotes-du-rhone-les-becs-fins-blanc.html#/1-volume-75_cl/201-year-2021,FRA,12.24,1.087781418,12.24,1,0,decantalo
2729,Zind-Humbrecht Riesling Turckheim,12,2020,75,France,White,17.68,0,0,https://www.decantalo.com/uk/en/zind-humbrecht-riesling-turckheim.html#/1-volume-75_cl/158-year-2020,FRA,17.68,1.247482261,17.68,2,0,decantalo
2730,Régnard Petit Chablis,12.5,2021,75,France,White,21.88,0,0,https://www.decantalo.com/uk/en/regnard-petit-chablis.html#/1-volume-75_cl/158-year-2020,FRA,21.88,1.340047318,21.88,1,0,decantalo
2731,Domaine de Montbourgeau L'Etoile Cuvee Speciale,12.5,2012,75,France,White,,0,0,https://www.decantalo.com/uk/en/domaine-de-montbourgeau-l-etoile-cuvee-speciale.html#/1-volume-75_cl/120-year-2012,FRA,,,,10,0,decantalo
2732,Steinmetz Alte Reben Veldenzer,11,2015,75,Germany,White,,0,0,https://www.decantalo.com/uk/en/steinmetz-alte-reben-veldenzer.html#/1-volume-75_cl/108-year-2015,DEU,,,,7,0,decantalo
2733,Ratzenberger Bacharacher Riesling Trocken,11.5,2020,75,Germany,White,14.54,0,0,https://www.decantalo.com/uk/en/ratzenberger-bacharacher-riesling-trocken.html#/1-volume-75_cl/158-year-2020,DEU,14.54,1.162564407,14.54,2,0,decantalo
2734,A. J. Adam Dhroner Riesling Trocken,12,2020,75,Germany,White,17.59,0,0,https://www.decantalo.com/uk/en/a--j--adam-dhroner-riesling-trocken.html#/1-volume-75_cl/158-year-2020,DEU,17.59,1.245265839,17.59,2,0,decantalo
2735,A. J. Adam Riesling Trocken,12,2020,75,Germany,White,,0,0,https://www.decantalo.com/uk/en/a-j--adam-riesling-trocken.html#/1-volume-75_cl/158-year-2020,DEU,,,,2,0,decantalo
2736,Battenfeld Spanier Mölsheim Riesling Trocken,12.5,2020,75,Germany,White,23.17,0,0,https://www.decantalo.com/uk/en/battenfeld-spanier-molsheim-riesling-trocken.html#/1-volume-75_cl/158-year-2020,DEU,23.17,1.364926034,23.17,2,0,decantalo
2737,Kühling-Gillot Ölberg Grosses Riesling,12.5,2017,75,Germany,White,41.7,0,0,https://www.decantalo.com/uk/en/kuhling-gillot-olberg-grosses-riesling.html#/1-volume-75_cl/180-year-2017,DEU,41.7,1.620136055,41.7,5,0,decantalo
2738,Kühling-Gillot Nackenheim Riesling Trocken,12.5,2017,75,Germany,White,21.01,1,5,https://www.decantalo.com/uk/en/kuhling-gillot-nackenheim-riesling-trocken.html#/1-volume-75_cl/180-year-2017,DEU,21.01,1.322426052,21.01,5,0,decantalo
2739,Kühling-Gillot Qvinterra Riesling Trocken,12.5,2021,75,Germany,White,14.02,0,0,https://www.decantalo.com/uk/en/kuhling-gillot-qvinterra-riesling-trocken.html#/1-volume-75_cl/201-year-2021,DEU,14.02,1.146748014,14.02,1,0,decantalo
2740,Von Winning Sauvignon Blanc II,12,2017,75,Germany,White,,0,0,https://www.decantalo.com/uk/en/von-winning-sauvignon-blanc-ii.html#/1-volume-75_cl/180-year-2017,DEU,,,,5,0,decantalo
2741,Villa Wolf Pinot Gris,12.5,2021,75,Germany,White,11.9,1,4,https://www.decantalo.com/uk/en/villa-wolf-pinot-gris.html#/1-volume-75_cl/201-year-2021,DEU,11.9,1.075546961,11.9,1,0,decantalo
2742,Villa Wolf Gewürztraminer,11.5,2021,75,Germany,White,10.85,1,5,https://www.decantalo.com/uk/en/villa-wolf-gewurztraminer.html#/1-volume-75_cl/201-year-2021,DEU,10.85,1.035429738,10.85,1,0,decantalo
2743,Koehler Ruprecht Saumagen Kabinett Trocken,12.5,2018,75,Germany,White,15.77,1,5,https://www.decantalo.com/uk/en/koehler-ruprecht-saumagen-kabinett-trocken.html#/1-volume-75_cl/111-year-2018,DEU,15.77,1.197831693,15.77,4,0,decantalo
2744,Ganevat Chardonnay La Barraque,13.5,2016,75,France,White,,0,0,https://www.decantalo.com/uk/en/ganevat-chardonnay-la-barraque.html#/1-volume-75_cl/102-year-2016,FRA,,,,6,0,decantalo
2745,Gómez Cruzado Montes Obarenes,13.5,2019,75,Spain,White,41.61,2,5,https://www.decantalo.com/uk/en/gomez-cruzado-montes-obarenes.html#/1-volume-75_cl/114-year-2019,ESP,41.61,1.619197716,41.61,3,0,decantalo
2746,Zind-Humbrecht Zind,12.5,2020,75,France,White,23.98,0,0,https://www.decantalo.com/uk/en/zind-humbrecht-zind.html#/1-volume-75_cl/180-year-2017,FRA,23.98,1.379849179,23.98,2,0,decantalo
2747,Oddero Langhe Collaretto,13,2015,75,Italy,White,,0,0,https://www.decantalo.com/uk/en/oddero-langhe-collaretto.html#/1-volume-75_cl/108-year-2015,ITA,,,,7,0,decantalo
