,name,abv,year,size(cL),country,wine_type,price,num_review,rating,url,countrycode,scaled_price,logprice,price_fixed,age,score,retailer
5986,Ktima Tselepos Driopi,14.2,2019,75,Greece,Red,16.98,0,0,https://www.decantalo.com/uk/en/ktima-tselepos-driopi.html#/1-volume-75_cl/114-year-2019,GRC,16.98,1.229937686,16.98,3,0,decantalo
5987,Giannikos Lion Agiorgitiko,13.5,2018,75,Greece,Red,24.72,0,0,https://www.decantalo.com/uk/en/giannikos-lion-agiorgitiko.html#/1-volume-75_cl/111-year-2018,GRC,24.72,1.393048466,24.72,4,0,decantalo
5988,Penfolds Rwt Shiraz,14.5,2018,75,Australia,Red,165.73,0,0,https://www.decantalo.com/uk/en/penfolds-rwt-shiraz.html#/1-volume-75_cl/111-year-2018,AUS,165.73,2.21940113,165.73,4,0,decantalo
5989,Penfolds Bin 707 Cabernet,14.5,2018,75,Australia,Red,352.48,0,0,https://www.decantalo.com/uk/en/penfolds-bin-707-cabernet.html#/1-volume-75_cl/111-year-2018,AUS,352.48,2.54713448,352.48,4,0,decantalo
5990,Penfolds Grange Hermitage,14.5,2016,75,Australia,Red,,0,0,https://www.decantalo.com/uk/en/penfolds-grange-hermitage.html#/1-volume-75_cl/102-year-2016,AUS,,,,6,0,decantalo
5991,Torbreck The Steading,15,2019,75,Australia,Red,36.47,0,0,https://www.decantalo.com/uk/en/torbreck-the-steading.html#/1-volume-75_cl/114-year-2019,AUS,36.47,1.561935763,36.47,3,0,decantalo
5992,Soldiers Block Shiraz,14,2019,75,Australia,Red,13,1,5,https://www.decantalo.com/uk/en/soldiers-block-shiraz.html#/1-volume-75_cl/114-year-2019,AUS,13,1.113943352,13,3,0,decantalo
5993,Gerovassiliou Syrah,15,2018,75,Greece,Red,24.72,0,0,https://www.decantalo.com/uk/en/gerovassiliou-syrah.html#/1-volume-75_cl/111-year-2018,GRC,24.72,1.393048466,24.72,4,0,decantalo
5994,Domaine des Nugues Morgon 2019,13.5,2018,75,France,Red,15.19,0,0,https://www.decantalo.com/uk/en/domaine-des-nugues-morgon-2019.html#/1-volume-75_cl/111-year-2018,FRA,15.19,1.181557774,15.19,4,0,decantalo
5995,Domaine des Nugues Fleurie,13.5,2018,75,France,Red,15.19,0,0,https://www.decantalo.com/uk/en/domaine-des-nugues-fleurie.html#/1-volume-75_cl/111-year-2018,FRA,15.19,1.181557774,15.19,4,0,decantalo
5996,Domaine des Nugues Beaujolais-Villages sans Soufre,13,2020,75,France,Red,11.28,0,0,https://www.decantalo.com/uk/en/domaine-des-nugues-beaujolais-villages-sans-soufre.html#/1-volume-75_cl/158-year-2020,FRA,11.28,1.0523091,11.28,2,0,decantalo
5997,Domaine des Nugues Beaujolais-Villages,13,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/domaine-des-nugues-beaujolais-villages.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
5998,Torbreck Woodcutter's Shiraz,15,2020,75,Australia,Red,22.48,0,0,https://www.decantalo.com/uk/en/torbreck-woodcutter-s-shiraz.html#/1-volume-75_cl/158-year-2020,AUS,22.48,1.351796307,22.48,2,0,decantalo
5999,Fabien Jouves Les Acacias,13,2020,75,France,Red,31.06,0,0,https://www.decantalo.com/uk/en/fabien-jouves-les-acacias.html#/1-volume-75_cl/180-year-2017,FRA,31.06,1.492201451,31.06,2,0,decantalo
6000,Château Léoville Las Cases,13,2017,75,France,Red,199.88,0,0,https://www.decantalo.com/uk/en/chateau-leoville-las-cases.html#/1-volume-75_cl/180-year-2017,FRA,199.88,2.300769341,199.88,5,0,decantalo
6001,Fedellos do Couto As Xaras,12.5,2021,75,Spain,Red,17.98,2,5,https://www.decantalo.com/uk/en/fedellos-do-couto-as-xaras.html#/1-volume-75_cl/201-year-2021,ESP,17.98,1.254789687,17.98,1,0,decantalo
6002,Mendall Roig 8 Tires,13.5,2020,75,Spain,Red,,0,0,https://www.decantalo.com/uk/en/mendall-roig-8-tires.html#/1-volume-75_cl/158-year-2020,ESP,,,,2,0,decantalo
6003,Fèlsina Berardenga Chianti Colli Senesi,14,2019,75,Italy,Red,,0,0,https://www.decantalo.com/uk/en/felsina-berardenga-chianti-colli-senesi.html#/1-volume-75_cl/114-year-2019,ITA,,,,3,0,decantalo
6004,Ornellaia Bolgheri Superiore,14.5,2019,75,Italy,Red,,0,0,https://www.decantalo.com/uk/en/ornellaia-bolgheri-superiore.html#/1-volume-75_cl/114-year-2019,ITA,,,,3,0,decantalo
6005,Anne et Jean-François Ganevat Cuvée Madelon Nature,13,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/anne-et-jean-francois-ganevat-cuvee-madelon-nature.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
6006,Finca Torremilanos El Porrón de Lara,13,2020,75,Spain,Red,14.03,0,0,https://www.decantalo.com/uk/en/finca-torremilanos-el-porron-de-lara.html#/1-volume-75_cl/158-year-2020,ESP,14.03,1.147057671,14.03,2,0,decantalo
6007,Domaine Bonnefond Syrah,13.5,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/domaine-bonnefond-syrah.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
6008,Domaine Bonnefond Côte Rôtie Colline de Couzou,14,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/domaine-bonnefond-cote-rotie-colline-de-couzou.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6009,Alta Vista Terroir Selection Malbec,15,2018,75,Argentina,Red,23.25,0,0,https://www.decantalo.com/uk/en/alta-vista-terroir-selection-malbec.html#/1-volume-75_cl/111-year-2018,ARG,23.25,1.366422957,23.25,4,0,decantalo
6010,Alta Vista Vive Malbec,13.5,2020,75,Argentina,Red,11.28,1,5,https://www.decantalo.com/uk/en/alta-vista-vive-malbec.html#/1-volume-75_cl/158-year-2020,ARG,11.28,1.0523091,11.28,2,0,decantalo
6011,Montauto Silio Ciliegiolo,13.5,2019,75,Italy,Red,,0,0,https://www.decantalo.com/uk/en/montauto-silio-ciliegiolo.html#/1-volume-75_cl/114-year-2019,ITA,,,,3,0,decantalo
6012,La Soif du Mal Rouge,13.5,2020,75,France,Red,,0,0,https://www.decantalo.com/uk/en/la-soif-du-mal-rouge.html#/1-volume-75_cl/158-year-2020,FRA,,,,2,0,decantalo
6013,Horcajo,15,2016,75,Spain,Red,71.26,0,0,https://www.decantalo.com/uk/en/horcajo.html#/1-volume-75_cl/102-year-2016,ESP,71.26,1.852845818,71.26,6,0,decantalo
6014,Refugallo Tinto,13.5,2019,75,Spain,Red,13.51,1,4,https://www.decantalo.com/uk/en/refugallo-tinto.html#/1-volume-75_cl/114-year-2019,ESP,13.51,1.130655349,13.51,3,0,decantalo
6015,Mendall Roig Lo Terme de Laureano,13.5,2020,75,Spain,Red,,0,0,https://www.decantalo.com/uk/en/mendall-roig-lo-terme-de-laureano.html#/1-volume-75_cl/158-year-2020,ESP,,,,2,0,decantalo
6016,La Brecha,13.5,2017,75,Spain,Red,17.5,0,0,https://www.decantalo.com/uk/en/la-brecha.html#/1-volume-75_cl/180-year-2017,ESP,17.5,1.243038049,17.5,5,0,decantalo
6017,Villota Viña Gena Viñedo Singular,14.5,2018,75,Spain,Red,,0,0,https://www.decantalo.com/uk/en/villota-vina-gena-vinedo-singular.html#/1-volume-75_cl/111-year-2018,ESP,,,,4,0,decantalo
6018,Villota Tinto Selección,13.5,2017,75,Spain,Red,,0,0,https://www.decantalo.com/uk/en/villota-tinto-seleccion.html#/1-volume-75_cl/180-year-2017,ESP,,,,5,0,decantalo
6019,Villota Tinto,14.5,2019,75,Spain,Red,,0,0,https://www.decantalo.com/uk/en/villota-tinto.html#/1-volume-75_cl/114-year-2019,ESP,,,,3,0,decantalo
6020,Dog Point Pinot Noir,13,2019,75,New Zealand,Red,,0,0,https://www.decantalo.com/uk/en/dog-point-pinot-noir.html#/1-volume-75_cl/114-year-2019,NZL,,,,3,0,decantalo
6021,Chacra Lunita Pinot Noir,12,2018,75,Argentina,Red,,0,0,https://www.decantalo.com/uk/en/chacra-lunita-pinot-noir.html#/1-volume-75_cl/111-year-2018,ARG,,,,4,0,decantalo
6022,Chacra Barda Pinot Noir,13,2019,75,Argentina,Red,,0,0,https://www.decantalo.com/uk/en/chacra-barda-pinot-noir.html#/1-volume-75_cl/114-year-2019,ARG,,,,3,0,decantalo
6023,Chacra Cincuenta y Cinco Pinot Noir,12.5,2019,75,Argentina,Red,,0,0,https://www.decantalo.com/uk/en/chacra-cincuenta-y-cinco-pinot-noir.html#/1-volume-75_cl/114-year-2019,ARG,,,,3,0,decantalo
6024,Crystallum Cuvée Cinema,13,2020,75,South Africa,Red,,0,0,https://www.decantalo.com/uk/en/crystallum-cuvee-cinema.html#/1-volume-75_cl/158-year-2020,ZAF,,,,2,0,decantalo
6025,Crystallum Mabalel,13.5,2020,75,South Africa,Red,,0,0,https://www.decantalo.com/uk/en/crystallum-mabalel.html#/1-volume-75_cl/158-year-2020,ZAF,,,,2,0,decantalo
6026,Giuseppe Mascarello Langhe Nebbiolo,14,2018,75,Italy,Red,,0,0,https://www.decantalo.com/uk/en/giuseppe-mascarello-langhe-nebbiolo.html#/1-volume-75_cl/111-year-2018,ITA,,,,4,0,decantalo
6027,Tissot Arbois DD,11,2020,75,France,Red,27.96,0,0,https://www.decantalo.com/uk/en/tissot-arbois-dd.html#/1-volume-75_cl/158-year-2020,FRA,27.96,1.446537167,27.96,2,0,decantalo
6028,Château d'Aiguilhe,14.5,2018,75,France,Red,25.89,0,0,https://www.decantalo.com/uk/en/chateau-d-aiguilhe.html#/1-volume-75_cl/111-year-2018,FRA,25.89,1.41313205,25.89,4,0,decantalo
6029,Dureuil Janthial Rully Rouge,13,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/dureuil-janthial-rully-rouge.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
6030,Stéphane Ogier Cote Rotie Mon Village,14.5,2019,75,France,Red,50.88,0,0,https://www.decantalo.com/uk/en/stephane-ogier-cote-rotie-mon-village.html#/1-volume-75_cl/114-year-2019,FRA,50.88,1.706547103,50.88,3,0,decantalo
6031,L’Anglore Les Traverses,13.5,2021,75,France,Red,,0,0,https://www.decantalo.com/uk/en/langlore-les-traverses.html#/1-volume-75_cl/201-year-2021,FRA,,,,1,0,decantalo
6032,Jasci Montepulciano,14,2020,75,Italy,Red,10.42,0,0,https://www.decantalo.com/uk/en/jasci-montepulciano.html#/1-volume-75_cl/158-year-2020,ITA,10.42,1.017867719,10.42,2,0,decantalo
6033,Humus Palheto,12,2020,75,Portugal,Red,,0,0,https://www.decantalo.com/uk/en/humus-palheto.html#/1-volume-75_cl/158-year-2020,PRT,,,,2,0,decantalo
6034,Alex Foillard Côte de Brouilly,12.5,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/alex-foillard-cote-de-brouilly.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6035,Alex Foillard Brouilly,12.5,2019,75,France,Red,22.87,0,0,https://www.decantalo.com/uk/en/alex-foillard-brouilly.html#/1-volume-75_cl/114-year-2019,FRA,22.87,1.359266165,22.87,3,0,decantalo
6036,Alex Foillard Beaujolais Villages,12.5,2020,75,France,Red,,0,0,https://www.decantalo.com/uk/en/alex-foillard-beaujolais-villages.html#/1-volume-75_cl/158-year-2020,FRA,,,,2,0,decantalo
6037,Domaine Ganevat L'Enfant Terrible,13.5,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/domaine-ganevat-l-enfant-terrible.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
6038,Ganevat Seau-Trou Les Corvées,13,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/ganevat-seau-trou-les-corvees.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
6039,Bouchard Père & Fils Vosne-Romanée,13.5,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/bouchard-pere-fils-vosne-romanee.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
6040,Bouchard Père & Fils Pommard Rugiens 1er Cru,13.5,2016,75,France,Red,82.1,0,0,https://www.decantalo.com/uk/en/bouchard-pere-fils-pommard-rugiens-1er-cru.html#/1-volume-75_cl/102-year-2016,FRA,82.1,1.914343157,82.1,6,0,decantalo
6041,Bouchard Père & Fils Gevrey-Chambertin,13.5,2015,75,France,Red,,0,0,https://www.decantalo.com/uk/en/bouchard-pere-fils-gevrey-chambertin.html#/1-volume-75_cl/108-year-2015,FRA,,,,7,0,decantalo
6042,Pago de los Capellanes Doroteo,14.5,2015,75,Spain,Red,,1,5,https://www.decantalo.com/uk/en/pago-de-los-capellanes-doroteo.html#/1-volume-75_cl/108-year-2015,ESP,,,,7,0,decantalo
6043,Fato,12.5,2019,75,Spain,Red,,0,0,https://www.decantalo.com/uk/en/fato.html#/1-volume-75_cl/114-year-2019,ESP,,,,3,0,decantalo
6044,Novetat Total,12.5,,75,Spain,Red,,1,5,https://www.decantalo.com/uk/en/novetat-total.html#/53-volume-1_liter/201-year-2021,ESP,,,,,0,decantalo
6045,Jasci Montepulciano d'Abruzzo,14,2019,75,Italy,Red,,0,0,https://www.decantalo.com/uk/en/jasci-montepulciano-d-abruzzo.html#/1-volume-75_cl/114-year-2019,ITA,,,,3,0,decantalo
6046,Stéphane Ogier Le Temps Est Venu Rouge,15,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/stephane-ogier-le-temps-est-venu-rouge.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
6047,Gaja Ca' Marcanda Bolgheri Magari,14.5,2020,75,Italy,Red,,0,0,https://www.decantalo.com/uk/en/gaja-ca-marcanda-bolgheri-magari.html#/1-volume-75_cl/158-year-2020,ITA,,,,2,0,decantalo
6048,Domaine des Tourelles Red,14,2019,75,Lebanon,Red,14.03,1,3,https://www.decantalo.com/uk/en/domaine-des-tourelles-red.html#/1-volume-75_cl/114-year-2019,LBN,14.03,1.147057671,14.03,3,0,decantalo
6049,Veramonte Ritual Pinot Noir,14,2018,75,Chile,Red,16.04,0,0,https://www.decantalo.com/uk/en/veramonte-ritual-pinot-noir.html#/1-volume-75_cl/111-year-2018,CHL,16.04,1.205204364,16.04,4,0,decantalo
6050,Revancha Malbec,14,2020,75,Argentina,Red,17.93,0,0,https://www.decantalo.com/uk/en/revancha-malbec.html#/1-volume-75_cl/158-year-2020,ARG,17.93,1.25358029,17.93,2,0,decantalo
6051,August Kesseler The Daily August Pinot Noir,11.5,2019,75,Germany,Red,,0,0,https://www.decantalo.com/uk/en/august-kesseler-the-daily-august-pinot-noir.html#/1-volume-75_cl/114-year-2019,DEU,,,,3,0,decantalo
6052,Jérôme Galeyrand Bourgogne Antonin,13.5,2020,75,France,Red,28.83,0,0,https://www.decantalo.com/uk/en/jerome-galeyrand-bourgogne-antonin.html#/1-volume-75_cl/158-year-2020,FRA,28.83,1.459844642,28.83,2,0,decantalo
6053,Georges Descombes Régnié Vieilles Vignes,13,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/georges-descombes-regnie-vieilles-vignes.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6054,Georges Descombes Morgon Vieilles Vignes,13,2019,75,France,Red,22.74,0,0,https://www.decantalo.com/uk/en/georges-descombes-morgon-vieilles-vignes.html#/1-volume-75_cl/114-year-2019,FRA,22.74,1.35679046,22.74,3,0,decantalo
6055,Quinta do Monte Xisto,14,2019,75,Portugal,Red,50.97,0,0,https://www.decantalo.com/uk/en/quinta-do-monte-xisto.html#/1-volume-75_cl/111-year-2018,PRT,50.97,1.707314634,50.97,3,0,decantalo
6056,Quinta do Monte Xisto,14,2019,75,Portugal,Red,50.97,0,0,https://www.decantalo.com/uk/en/quinta-do-monte-xisto.html#/1-volume-75_cl/114-year-2019,PRT,50.97,1.707314634,50.97,3,0,decantalo
6057,Yoyo La Negra,13.5,2020,75,France,Red,,0,0,https://www.decantalo.com/uk/en/yoyo-la-negra.html#/1-volume-75_cl/158-year-2020,FRA,,,,2,0,decantalo
6058,Frédéric Cossard Bedeau,13.5,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/frederic-cossard-bedeau.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6059,Fèlsina Berardenga Chianti Classico,13,2019,75,Italy,Red,19.01,0,0,https://www.decantalo.com/uk/en/felsina-berardenga-chianti-classico.html#/1-volume-75_cl/114-year-2019,ITA,19.01,1.278982117,19.01,3,0,decantalo
6060,Château Lafon Rochet,13.5,2018,75,France,Red,43.19,0,0,https://www.decantalo.com/uk/en/chateau-lafon-rochet.html#/1-volume-75_cl/111-year-2018,FRA,43.19,1.635383204,43.19,4,0,decantalo
6061,L’Anglore Tavel Vintage,13.5,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/langlore-tavel-vintage.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6062,Roserock Drouhin Pinot Noir,14,2018,75,USA,Red,,0,0,https://www.decantalo.com/uk/en/roserock-drouhin-pinot-noir.html#/1-volume-75_cl/111-year-2018,unknown,,,,4,0,decantalo
6063,Altos Las Hormigas Malbec Reserva,13.5,2018,75,Argentina,Red,27.34,0,0,https://www.decantalo.com/uk/en/altos-las-hormigas-malbec-reserva.html#/1-volume-75_cl/111-year-2018,ARG,27.34,1.43679851,27.34,4,0,decantalo
6064,Shannon Vineyards Mount Bullet Merlot,14.5,2017,75,South Africa,Red,55.17,0,0,https://www.decantalo.com/uk/en/shannon-vineyards-mount-bullet-merlot.html#/1-volume-75_cl/180-year-2017,ZAF,55.17,1.741702984,55.17,5,0,decantalo
6065,Shannon Rockview Ridge Pinot Noir,13.5,2018,75,South Africa,Red,45.69,0,0,https://www.decantalo.com/uk/en/shannon-rockview-ridge-pinot-noir.html#/1-volume-75_cl/111-year-2018,ZAF,45.69,1.659821158,45.69,4,0,decantalo
6066,Ornellaia Masseto,15,2018,75,Italy,Red,,0,0,https://www.decantalo.com/uk/en/ornellaia-masseto.html#/1-volume-75_cl/111-year-2018,ITA,,,,4,0,decantalo
6067,Léon Barral Valinière,14.5,2017,75,France,Red,47.44,0,0,https://www.decantalo.com/uk/en/leon-barral-valiniere.html#/1-volume-75_cl/180-year-2017,FRA,47.44,1.67614468,47.44,5,0,decantalo
6068,León Barral Tradition,14,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/leon-barral-tradition.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6069,Gérard Schueller Pinot Noir Le Chant des Oiseaux,14.5,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/gerard-schueller-pinot-noir-le-chant-des-oiseaux.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6070,Maupertuis La Guillaume,13.5,2020,75,France,Red,,0,0,https://www.decantalo.com/uk/en/maupertuis-la-guillaume.html#/1-volume-75_cl/158-year-2020,FRA,,,,2,0,decantalo
6071,Maupertuis La Plage,13.5,2020,75,France,Red,,0,0,https://www.decantalo.com/uk/en/maupertuis-la-plage.html#/1-volume-75_cl/158-year-2020,FRA,,,,2,0,decantalo
6072,Maupertuis Neyrou,13.5,2020,75,France,Red,,0,0,https://www.decantalo.com/uk/en/maupertuis-neyrou.html#/1-volume-75_cl/158-year-2020,FRA,,,,2,0,decantalo
6073,Altos las Hormigas Malbec Clásico,13.5,2019,75,Argentina,Red,13.43,0,0,https://www.decantalo.com/uk/en/altos-las-hormigas-malbec-clasico.html#/1-volume-75_cl/114-year-2019,ARG,13.43,1.128076013,13.43,3,0,decantalo
6074,Clos Lentiscus Wow Wow Tinto,11,,75,Spain,Red,18.49,0,0,https://www.decantalo.com/uk/en/clos-lentiscus-wow-wow-tinto.html#/53-volume-1_liter/111-year-2018,ESP,18.49,1.266936911,18.49,,0,decantalo
6075,Altos Las Hormigas Malbec Appellation Paraje Altamira,14.8,2019,75,Argentina,Red,45.53,0,0,https://www.decantalo.com/uk/en/altos-las-hormigas-malbec-appellation-paraje-altamira.html#/1-volume-75_cl/114-year-2019,ARG,45.53,1.65829765,45.53,3,0,decantalo
6076,Altos Las Hormigas Terroir Valle de Uco,13.7,2018,75,Argentina,Red,19.19,0,0,https://www.decantalo.com/uk/en/altos-las-hormigas-terroir-valle-de-uco.html#/1-volume-75_cl/111-year-2018,ARG,19.19,1.283074975,19.19,4,0,decantalo
6077,Keermont Syrah,14.3,2016,75,South Africa,Red,28.7,0,0,https://www.decantalo.com/uk/en/keermont-syrah.html#/1-volume-75_cl/102-year-2016,ZAF,28.7,1.457881897,28.7,6,0,decantalo
6078,Altos Las Hormigas Malbec Appellation Gualtallary,13.9,2018,75,Argentina,Red,45.53,0,0,https://www.decantalo.com/uk/en/altos-las-hormigas-malbec-appellation-gualtallary.html#/1-volume-75_cl/111-year-2018,ARG,45.53,1.65829765,45.53,4,0,decantalo
6079,Oriol Artigas El Rall,12,2019,75,Spain,Red,,0,0,https://www.decantalo.com/uk/en/oriol-artigas-el-rall.html#/1-volume-75_cl/114-year-2019,ESP,,,,3,0,decantalo
6080,Mission Dos,11.8,2020,75,Spain,Red,22.69,0,0,https://www.decantalo.com/uk/en/mission-dos.html#/1-volume-75_cl/180-year-2017,ESP,22.69,1.355834496,22.69,2,0,decantalo
6081,Mission Dos,11.8,2020,75,Spain,Red,22.69,0,0,https://www.decantalo.com/uk/en/mission-dos.html#/1-volume-75_cl/158-year-2020,ESP,22.69,1.355834496,22.69,2,0,decantalo
6082,Domaine Tempier Cabassaou,14.5,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/domaine-tempier-cabassaou.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6083,Domaine Tempier La Migoua,14.5,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/domaine-tempier-la-migoua.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6084,Domaine Tempier La Tourtine,14.5,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/domaine-tempier-la-tourtine.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6085,Château Grand Corbin-Despagne,13.5,2015,75,France,Red,41.36,0,0,https://www.decantalo.com/uk/en/chateau-grand-corbin-despagne.html#/1-volume-75_cl/108-year-2015,FRA,41.36,1.61658053,41.36,7,0,decantalo
6086,Château Beau-Séjour Bécot,13.5,2016,75,France,Red,75.61,0,0,https://www.decantalo.com/uk/en/chateau-beau-sejour-becot.html#/1-volume-75_cl/102-year-2016,FRA,75.61,1.878579238,75.61,6,0,decantalo
6087,Spioenkop 1900 Pinotage,13.34,2019,75,South Africa,Red,29.13,0,0,https://www.decantalo.com/uk/en/spioenkop-1900-pinotage.html#/1-volume-75_cl/114-year-2019,ZAF,29.13,1.464340485,29.13,3,0,decantalo
6088,Delaire Graff Shiraz,14,2019,75,South Africa,Red,16.98,0,0,https://www.decantalo.com/uk/en/delaire-graff-shiraz.html#/1-volume-75_cl/114-year-2019,ZAF,16.98,1.229937686,16.98,3,0,decantalo
6089,Delaire Graff Botmaskop,14.5,2018,75,South Africa,Red,35.79,0,0,https://www.decantalo.com/uk/en/delaire-graff-botmaskop.html#/1-volume-75_cl/111-year-2018,ZAF,35.79,1.553761698,35.79,4,0,decantalo
6090,Jordan The Long Fuse Cabernet Sauvignon,14,2018,75,South Africa,Red,17.93,0,0,https://www.decantalo.com/uk/en/jordan-the-long-fuse-cabernet-sauvignon.html#/1-volume-75_cl/111-year-2018,ZAF,17.93,1.25358029,17.93,4,0,decantalo
6091,Keermont Vineyards Steepside Syrah,14.5,2015,75,South Africa,Red,,0,0,https://www.decantalo.com/uk/en/keermont-vineyards-steepside-syrah.html#/1-volume-75_cl/108-year-2015,ZAF,,,,7,0,decantalo
6092,Saxenburg Private Collection Pinotage,13,2018,75,South Africa,Red,22.43,0,0,https://www.decantalo.com/uk/en/saxenburg-private-collection-pinotage.html#/1-volume-75_cl/111-year-2018,ZAF,22.43,1.350829274,22.43,4,0,decantalo
6093,Mas Coutelou Sauvé de la Citerne,14.5,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/mas-coutelou-sauve-de-la-citerne.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
6094,Clos De Tart Grand Cru,13.5,2016,75,France,Red,,0,0,https://www.decantalo.com/uk/en/clos-de-tart-grand-cru.html#/1-volume-75_cl/102-year-2016,FRA,,,,6,0,decantalo
6095,La Buvette a Paulette,14.5,2019,75,France,Red,,0,0,https://www.decantalo.com/uk/en/la-buvette-a-paulette.html#/1-volume-75_cl/114-year-2019,FRA,,,,3,0,decantalo
6096,Clos des Vignes du Maynes Megamix,13.5,2018,75,France,Red,,0,0,https://www.decantalo.com/uk/en/clos-des-vignes-du-maynes-megamix.html#/1-volume-75_cl/111-year-2018,FRA,,,,4,0,decantalo
6097,Peter Wagner Oberrotweil Spätburgunder,12.5,2019,75,Germany,Red,25.27,0,0,https://www.decantalo.com/uk/en/peter-wagner-oberrotweil-spatburgunder.html#/1-volume-75_cl/114-year-2019,DEU,25.27,1.402605242,25.27,3,0,decantalo
6098,Château Chantalouette,13,2017,75,France,Red,31.45,0,0,https://www.decantalo.com/uk/en/chateau-chantalouette.html#/1-volume-75_cl/180-year-2017,FRA,31.45,1.49762065,31.45,5,0,decantalo
6099,Quinta do Noval Touriga Nacional,14,2019,75,Portugal,Red,31.92,0,0,https://www.decantalo.com/uk/en/quinta-do-noval-touriga-nacional.html#/1-volume-75_cl/114-year-2019,PRT,31.92,1.504062883,31.92,3,0,decantalo
6100,Cedro do Noval,14.5,2019,75,Portugal,Red,18.66,0,0,https://www.decantalo.com/uk/en/cedro-do-noval.html#/1-volume-75_cl/114-year-2019,PRT,18.66,1.270911639,18.66,3,0,decantalo
6101,Las Niñas El Guapo,14.5,2015,75,Chile,Red,88.51,0,0,https://www.decantalo.com/uk/en/las-ninas-el-guapo.html#/1-volume-75_cl/108-year-2015,CHL,88.51,1.946992341,88.51,7,0,decantalo
6102,Pieve Santa Restituta Brunello di Montalcino,15,2017,75,Italy,Red,59.59,0,0,https://www.decantalo.com/uk/en/pieve-santa-restituta-brunello-di-montalcino.html#/1-volume-75_cl/180-year-2017,ITA,59.59,1.775173385,59.59,5,0,decantalo
6103,Bad Boy,13.5,2018,75,France,Red,20.98,0,0,https://www.decantalo.com/uk/en/bad-boy.html#/1-volume-75_cl/111-year-2018,FRA,20.98,1.321805484,20.98,4,0,decantalo
6104,Pieve Santa Restituta Brunello Sugarille,15,2015,75,Italy,Red,151.66,0,0,https://www.decantalo.com/uk/en/pieve-santa-restituta-brunello-sugarille.html#/1-volume-75_cl/108-year-2015,ITA,151.66,2.180871052,151.66,7,0,decantalo
6105,Idda,13.5,2020,75,Italy,Red,,0,0,https://www.decantalo.com/uk/en/idda.html#/1-volume-75_cl/158-year-2020,ITA,,,,2,0,decantalo
6106,Sassicaia,14,2018,75,Italy,Red,,0,0,https://www.decantalo.com/uk/en/sassicaia.html#/1-volume-75_cl/111-year-2018,ITA,,,,4,0,decantalo
6107,Château Duhart-Milon,13,2018,75,France,Red,100.95,0,0,https://www.decantalo.com/uk/en/chateau-duhart-milon.html#/1-volume-75_cl/102-year-2016,FRA,100.95,2.004106323,100.95,4,0,decantalo
6108,Saxenburg Private Collection Cabernet Sauvignon,13.5,2015,75,South Africa,Red,24.97,0,0,https://www.decantalo.com/uk/en/saxenburg-private-collection-cabernet-sauvignon.html#/1-volume-75_cl/108-year-2015,ZAF,24.97,1.397418542,24.97,7,0,decantalo
