,name,country,wine_type,year,scaled_price,score,num_review,abv,age,size(cL),logprice
3488,Altos Ibéricos Reserva,Spain,red,2015.0,16.39,0.0,0,13.5,7.0,75.0,1.2145789535704992
3489,La Comarcal Carmen,Spain,red,2020.0,16.82,0.0,1,14.0,2.0,75.0,1.2258259914618934
3490,Vilosell,Spain,red,2019.0,13.21,0.0,0,14.0,3.0,75.0,1.1209028176145273
3491,Rara Avis Prieto Picudo,Spain,red,2013.0,37.07,0.0,0,13.5,9.0,75.0,1.5690225860295637
3492,Viuda Negra Nunca Jamás,Spain,red,2020.0,13.9,0.0,0,14.0,2.0,75.0,1.1430148002540952
3493,Rioja Vega Garnacha y Graciano,Spain,red,2020.0,7.16,0.0,1,13.0,2.0,75.0,0.8549130223078556
3494,Solar de Líbano Crianza,Spain,red,2018.0,8.49,0.0,0,13.5,4.0,75.0,0.9289076902439527
3495,Coll del Sabater,Spain,red,2021.0,22.27,0.0,0,14.5,1.0,75.0,1.347720217034038
3496,Pinino Brunello di Montalcino,Italy,red,2016.0,39.95,0.0,0,14.5,6.0,75.0,1.6015167836500102
3497,Fins Als Kullons,Spain,red,,17.37,0.0,2,12.0,,75.0,1.2397998184470986
3498,Domaine Anne Gros & Jean-Paul Tollot La 50/50,France,red,2019.0,16.09,0.0,0,14.5,3.0,75.0,1.2065560440990295
3499,Trans Douro Express Cima Corgo 2018,Portugal,red,2020.0,,0.0,0,14.0,2.0,75.0,
3500,Jean-Claude Lapalu Brouilly Vieilles Vignes,France,red,2020.0,,0.0,1,13.0,2.0,75.0,
3501,Pepe Yllera Roble,Spain,red,2019.0,9.74,0.0,2,14.5,3.0,75.0,0.9885589568786155
3502,Partida Creus Vinel·lo,Spain,red,2021.0,15.74,0.0,2,10.5,1.0,75.0,1.1970047280230458
3503,Monasterio de las Viñas Gran Reserva,Spain,red,2012.0,10.34,0.0,3,13.5,10.0,75.0,1.0145205387579237
3504,Moriche,Spain,red,2018.0,13.51,0.0,0,13.5,4.0,75.0,1.1306553490220306
3505,Juan Gil Yellow Label 4 Meses,Spain,red,2021.0,8.32,4.5,44,15.0,1.0,75.0,0.9201233262907239
3506,Breca,Spain,red,2018.0,14.89,0.0,1,15.5,4.0,75.0,1.1728946977521761
3507,Viña Pedrosa Crianza,Spain,red,2019.0,21.11,0.0,4,14.0,3.0,75.0,1.3244882333076564
3508,Altos Ibéricos Crianza,Spain,red,2018.0,9.18,4.6,16,13.5,4.0,75.0,0.9628426812012424
3509,Fuerza,Spain,red,2019.0,11.29,0.0,1,14.5,3.0,75.0,1.052693941924968
3510,Roda I Reserva,Spain,red,2017.0,43.24,0.0,5,14.5,5.0,75.0,1.6358856852812727
3511,Palacios Remondo La Vendimia,Spain,red,2020.0,9.87,0.0,3,14.0,2.0,75.0,0.9943171526696367
3512,Le Clos des Grillons Terres Blanches Vieilles Vignes,France,red,2021.0,19.95,0.0,0,14.5,1.0,75.0,1.299942900022767
3513,Roda I Reserva,Spain,red,2017.0,43.24,0.0,5,14.5,5.0,75.0,1.6358856852812727
3514,Castell del Remei Oda,Spain,red,2019.0,13.56,0.0,0,14.5,3.0,75.0,1.1322596895310446
3515,Artadi Viñas de Gaín,Spain,red,2020.0,20.72,0.0,3,14.0,2.0,75.0,1.3163897510731954
3516,Castell del Remei Oda,Spain,red,2019.0,13.56,0.0,0,14.5,3.0,75.0,1.1322596895310446
3517,Dido La Universal,Spain,red,2020.0,15.7,0.0,3,13.5,2.0,75.0,1.1958996524092338
3518,Luberri Maceración Carbónica,Spain,red,2021.0,8.71,0.0,0,13.5,1.0,75.0,0.9400181550076633
3519,Le Clos des Grillons Les Grillons Rouge,France,red,2019.0,,0.0,0,14.5,3.0,75.0,
3520,Tilenus Mencía Roble,Spain,red,2019.0,11.07,0.0,0,14.5,3.0,75.0,1.0441476208787228
3521,Yllera Crianza 12 meses,Spain,red,2019.0,8.97,4.7,7,13.5,3.0,75.0,0.9527924430440922
3522,Campo Viejo Gran Reserva,Spain,red,2013.0,14.43,0.0,1,13.5,9.0,75.0,1.159266331093494
3523,Protos Crianza,Spain,red,2018.0,17.12,4.7,7,15.0,4.0,75.0,1.2335037603411345
3524,Honoro Vera Garnacha,Spain,red,2020.0,8.41,4.9,7,14.5,2.0,75.0,0.9247959957979122
3525,La Viña Escondida,Spain,red,2017.0,31.53,0.0,0,14.5,5.0,75.0,1.4987239707479048
3526,Fonterenza Pettirosso,Italy,red,2019.0,19.06,0.0,0,12.35,3.0,75.0,1.2801228963023075
3527,Cirsión,Spain,red,2018.0,161.31,0.0,0,14.5,4.0,75.0,2.2076612911967817
3528,Jordi Llorens Blankaforti,unknown,red,2021.0,15.79,0.0,0,13.0,1.0,75.0,1.1983821300082942
3529,Jordi Llorens Blankaforti,unknown,red,2021.0,15.79,0.0,0,13.0,1.0,75.0,1.1983821300082942
3530,Pruno,Spain,red,2020.0,13.21,4.4,57,14.0,2.0,75.0,1.1209028176145273
3531,Roda I Reserva,Spain,red,2017.0,43.24,0.0,5,14.5,5.0,75.0,1.6358856852812727
3532,Safrà,Spain,red,2021.0,12.66,0.0,2,12.5,1.0,75.0,1.1024337056813363
3533,Le Clos des Grillons Oeillet Rouges,France,red,2019.0,,0.0,0,14.0,3.0,75.0,
3534,Áster Finca El Otero,Spain,red,2018.0,31.58,0.0,5,14.5,4.0,75.0,1.4994121256722754
3535,Casa Belfi Rosso in Anfora ,Italy,red,,11.36,0.0,0,12.0,,75.0,1.055378331375
3536,Laya,Spain,red,2021.0,8.07,4.5,40,14.5,1.0,75.0,0.9068735347220704
3537,Habla del Silencio,Spain,red,2020.0,12.36,4.7,21,14.0,2.0,75.0,1.0920184707527971
3538,Son Prim Cabernet Sauvignon,Spain,red,2019.0,19.43,0.0,1,15.0,3.0,75.0,1.2884728005997825
3539,Elio Altare Barolo,Italy,red,2017.0,,0.0,0,14.5,5.0,75.0,
3540,Cortijo los Aguilares Pago El Espino,Spain,red,2019.0,20.08,0.0,3,14.0,3.0,75.0,1.3027637084729817
3541,Marañones Darío,Spain,red,2018.0,15.79,0.0,0,13.0,4.0,75.0,1.1983821300082942
3542,Juan Gil Silver Label 12 meses,Spain,red,2020.0,12.66,4.8,94,15.0,2.0,75.0,1.1024337056813363
3543,Las Cenizas,Spain,red,2019.0,23.34,0.0,0,13.9,3.0,75.0,1.3681008517093514
3544,Rozas 1er Cru,Spain,red,2019.0,,0.0,0,14.5,3.0,75.0,
3545,Contino Reserva,Spain,red,2018.0,23.6,0.0,3,14.0,4.0,75.0,1.3729120029701065
3546,Áster Finca El Otero,Spain,red,2018.0,31.58,0.0,5,14.5,4.0,75.0,1.4994121256722754
3547,Laurona Tinto,Spain,red,2012.0,20.21,0.0,0,14.5,10.0,75.0,1.305566313515304
3548,Oller del Mas Picapoll Negre,Spain,red,2019.0,46.72,0.0,0,12.0,3.0,75.0,1.669502834104343
3549,Remírez de Ganuza Reserva,Spain,red,2014.0,51.61,0.0,1,14.0,8.0,75.0,1.712733859069952
3550,Atzar,Spain,red,2021.0,13.51,0.0,0,15.0,1.0,75.0,1.1306553490220306
3551,Protos Crianza,Spain,red,2018.0,17.12,4.7,7,15.0,4.0,75.0,1.2335037603411345
3552,Ultreia Saint Jacques,Spain,red,2020.0,12.87,4.7,18,13.5,2.0,75.0,1.1095785469043866
3553,Fulanito,Spain,red,2020.0,9.48,0.0,1,14.0,2.0,75.0,0.9768083373380663
3554,Altos Ibéricos Crianza,Spain,red,2018.0,9.18,4.6,16,13.5,4.0,75.0,0.9628426812012424
3555,Cirsión,Spain,red,2018.0,161.31,0.0,0,14.5,4.0,75.0,2.2076612911967817
3556,Finca Antigua Tempranillo,Spain,red,2018.0,,0.0,0,14.0,4.0,75.0,
3557,Corimbo,Spain,red,2018.0,20.25,0.0,4,14.5,4.0,75.0,1.3064250275506875
3558,Corimbo,Spain,red,2018.0,20.25,0.0,4,14.5,4.0,75.0,1.3064250275506875
3559,As Ladieras,Spain,red,2018.0,,0.0,1,14.5,4.0,75.0,
3560,Juan Gil Silver Label 12 meses,Spain,red,2020.0,12.66,4.8,94,15.0,2.0,75.0,1.1024337056813363
3561,Martúe,Spain,red,2019.0,10.12,0.0,1,14.5,3.0,75.0,1.0051805125037803
3562,Cirsión,Spain,red,2018.0,161.31,0.0,0,14.5,4.0,75.0,2.2076612911967817
3563,Rico - Nuevo Barrera del Sol,Spain,red,2019.0,26.9,0.0,0,14.0,3.0,75.0,1.429752280002408
3564,La Planta,Spain,red,2020.0,10.21,4.3,8,14.0,2.0,75.0,1.0090257420869102
3565,Sentido,Spain,red,2019.0,12.01,0.0,2,14.0,3.0,75.0,1.079543007402906
3566,Remírez de Ganuza Reserva,Spain,red,2014.0,51.61,0.0,1,14.0,8.0,75.0,1.712733859069952
3567,Bardos Romántica,Spain,red,2020.0,13.17,0.0,4,14.0,2.0,75.0,1.119585774961784
3568,Château l'Evangile,France,red,2011.0,,0.0,0,13.5,11.0,75.0,
3569,Venta la Ossa Syrah,Spain,red,2018.0,14.03,0.0,0,14.0,4.0,75.0,1.14705767102836
3570,Château Le Puy Cuvée Emilien,France,red,2019.0,35.48,0.0,0,13.0,3.0,75.0,1.5499836111596887
3571,Carmelo Rodero Reserva,Spain,red,,163.88,0.0,0,14.0,,75.0,2.2145259552811045
3572,Château de Fonbel,France,red,2016.0,24.63,0.0,1,13.5,6.0,75.0,1.3914644118391033
3573,Finca Dofí,Spain,red,,183.27,0.0,0,14.5,,75.0,2.263091379851672
3574,Galia,Spain,red,2019.0,27.24,0.0,0,15.0,3.0,75.0,1.4352071032407476
3575,Finca Dofí,Spain,red,,183.27,0.0,0,14.5,,75.0,2.263091379851672
3576,António Madeira Vinhas Velhas Tinto,Portugal,red,2019.0,23.51,0.0,0,12.5,3.0,75.0,1.3712526291249394
3577,Pesquera Reserva,Spain,red,2018.0,33.51,0.0,4,14.5,4.0,75.0,1.5251744278352715
3578,Carmelo Rodero Reserva,Spain,red,,163.88,0.0,0,14.0,,75.0,2.2145259552811045
3579,Pesquera Reserva,Spain,red,2018.0,33.51,0.0,4,14.5,4.0,75.0,1.5251744278352715
3580,António Madeira Vinhas Velhas Tinto,Portugal,red,2019.0,23.51,0.0,0,12.5,3.0,75.0,1.3712526291249394
3581,Las Gundiñas,Spain,red,2019.0,22.05,0.0,1,13.5,3.0,75.0,1.3434085938038574
3582,Hacienda el Ternero Torno Crianza,Spain,red,2016.0,10.0,0.0,0,13.5,6.0,75.0,1.0
3583,Cal Pla Negre,Spain,red,2019.0,11.88,0.0,4,15.0,3.0,75.0,1.0748164406451748
3584,Antinori Solaia,Italy,red,2017.0,294.94,0.0,0,14.0,5.0,75.0,2.469733675913058
3585,Herrigoia,Spain,red,2021.0,8.32,0.0,1,14.5,1.0,75.0,0.9201233262907239
3586,Binifadet Negre,Spain,red,2020.0,16.26,0.0,1,13.0,2.0,75.0,1.2111205412580495
3587,Château Pavie Macquin,France,red,2015.0,91.12,0.0,0,14.5,7.0,75.0,1.9596137110710439
3588,Finca Allende ,Spain,red,2014.0,19.86,0.0,3,14.0,8.0,75.0,1.2979792441593623
3589,Heraclio Alfaro Crianza,Spain,red,2017.0,9.48,0.0,0,14.0,5.0,75.0,0.9768083373380663
3590,PSI,Spain,red,2019.0,,4.7,7,14.5,3.0,75.0,
3591,Emilio Moro,Spain,red,,40.46,4.8,17,14.5,,75.0,1.607025878434786
3592,Château Pavie Macquin,France,red,2015.0,91.12,0.0,0,14.5,7.0,75.0,1.9596137110710439
3593,Matsu El Recio,Spain,red,2020.0,15.79,0.0,5,14.5,2.0,75.0,1.1983821300082942
3594,Claire Naudin La Plante Bourgogne Rouge,France,red,2020.0,,0.0,0,13.0,2.0,75.0,
3595,Colgin IX Estate Red,United States,red,2017.0,599.78,0.0,0,14.5,5.0,75.0,2.777991979872234
3596,Turó de les Abelles,Spain,red,2019.0,23.98,0.0,0,15.0,3.0,75.0,1.37984917876283
3597,Château Le Puy Cuvée Emilien,France,red,2019.0,35.48,0.0,0,13.0,3.0,75.0,1.5499836111596887
3598,Alcorta Crianza Audaz,Spain,red,2018.0,8.84,0.0,1,13.5,4.0,75.0,0.9464522650130731
3599,Colgin IX Estate Red,United States,red,2017.0,599.78,0.0,0,14.5,5.0,75.0,2.777991979872234
3600,Palacio Quemado Crianza,Spain,red,2019.0,10.21,0.0,3,14.0,3.0,75.0,1.0090257420869102
3601,Château Joanin Bécot,France,red,2017.0,19.86,0.0,1,14.5,5.0,75.0,1.2979792441593623
3602,Carmelo Rodero Reserva,Spain,red,,163.88,0.0,0,14.0,,75.0,2.2145259552811045
3603,Homenaje Tinto,Spain,red,2020.0,6.91,0.0,1,14.0,2.0,75.0,0.8394780473741984
3604,Borsao Tres Picos,Spain,red,2020.0,13.45,4.5,8,15.0,2.0,75.0,1.1287222843384268
3605,Beronia Reserva,Spain,red,2016.0,13.51,4.9,20,14.0,6.0,75.0,1.1306553490220306
3606,Almirez,Spain,red,2020.0,18.79,4.9,7,14.5,2.0,75.0,1.2739267801005256
3607,Montecastro,Spain,red,2019.0,20.76,4.6,8,15.0,3.0,75.0,1.3172273491764204
3608,Almirez,Spain,red,2020.0,18.79,4.9,7,14.5,2.0,75.0,1.2739267801005256
3609,Damana 5,Spain,red,2020.0,9.48,0.0,0,13.5,2.0,75.0,0.9768083373380663
3610,Les Alcusses,Spain,red,2018.0,11.54,0.0,3,13.5,4.0,75.0,1.0622058088197126
3611,Almirez,Spain,red,2020.0,18.79,4.9,7,14.5,2.0,75.0,1.2739267801005256
3612,Finca Villacreces,Spain,red,2018.0,24.32,0.0,0,14.0,4.0,75.0,1.3859635706006974
3613,Ònix Clàssic,Spain,red,2021.0,11.71,0.0,1,14.5,1.0,75.0,1.0685568950723632
3614,Legaris Roble,Spain,red,2020.0,10.17,4.3,6,14.0,2.0,75.0,1.0073209529227445
3615,Ramón Bilbao Crianza,Spain,red,2018.0,10.85,4.9,16,13.5,4.0,75.0,1.0354297381845483
3616,4 Kilos,Spain,red,2020.0,31.75,0.0,3,12.0,2.0,75.0,1.5017437296279945
3617,Jaros,Spain,red,2018.0,16.95,0.0,2,14.5,4.0,75.0,1.2291697025391009
3618,Beronia Reserva,Spain,red,2016.0,13.51,4.9,20,14.0,6.0,75.0,1.1306553490220306
3619,Quinta Sardonia QS2,Spain,red,2020.0,20.68,0.0,3,15.0,2.0,75.0,1.315550534421905
3620,Viña Zorzal Garnacha,Spain,red,2021.0,8.71,4.8,9,13.5,1.0,75.0,0.9400181550076633
3621,Viña Paceta,Spain,red,2018.0,7.81,0.0,0,13.5,4.0,75.0,0.8926510338773003
3622,Abadía Retuerta Selección Especial,Spain,red,2018.0,25.65,4.7,11,14.5,4.0,75.0,1.409087369447835
3623,Pittacum Aurea,Spain,red,2018.0,27.84,0.0,1,14.5,4.0,75.0,1.4446692309385245
3624,Finca Dofí,Spain,red,,183.27,0.0,0,14.5,,75.0,2.263091379851672
3625,Château Quinault l'Enclos,France,red,2016.0,41.49,0.0,0,13.5,6.0,75.0,1.617943434828973
3626,Serragghia Fanino Catarratto e Pignatello rosso,Italy,red,2018.0,,0.0,0,11.5,4.0,75.0,
3627,Viña Zorzal Graciano,Spain,red,2020.0,9.82,0.0,0,13.0,2.0,75.0,0.9921114877869497
3628,Baigorri Crianza,Spain,red,2018.0,12.83,4.3,7,14.5,4.0,75.0,1.1082266563749286
3629,Mas de Sella Selección,Spain,red,2018.0,18.36,0.0,0,14.0,4.0,75.0,1.2638726768652235
3630,La Atalaya del Camino,Spain,red,2020.0,13.13,4.7,7,15.0,2.0,75.0,1.1182647260894794
3631,Tianna Vélonegre,unknown,red,2020.0,15.36,0.0,0,14.5,2.0,75.0,1.1863912156954932
3632,Beronia Crianza,Spain,red,2019.0,9.22,4.8,20,13.5,3.0,75.0,0.9647309210536293
3633,Beronia Crianza,Spain,red,2019.0,9.22,4.8,20,13.5,3.0,75.0,0.9647309210536293
3634,Avan Oak,Spain,red,2021.0,8.58,0.0,0,14.0,1.0,75.0,0.9334872878487055
3635,Buena Pinta,Spain,red,2021.0,14.11,0.0,1,13.0,1.0,75.0,1.1495270137543478
3636,Les Tosses,Spain,red,2018.0,172.63,0.0,0,14.0,4.0,75.0,2.2371162705350573
3637,Cune Crianza,Spain,red,2019.0,8.84,4.4,11,13.5,3.0,75.0,0.9464522650130731
3638,Corullón,Spain,red,2020.0,42.21,0.0,3,14.0,2.0,75.0,1.6254153521544081
3639,Mercenario Tinto,Spain,red,2020.0,14.59,0.0,0,13.5,2.0,75.0,1.1640552918934517
3640,Quinta Sardonia,Spain,red,2018.0,33.59,0.0,3,15.0,4.0,75.0,1.5262100038416644
3641,Camino del Norte El Soradal,Spain,red,2016.0,18.49,0.0,0,13.5,6.0,75.0,1.266936911159173
3642,Mas d' en Pol Barrica,Spain,red,2017.0,12.18,0.0,0,13.5,5.0,75.0,1.0856472882968566
3643,Moncerbal,Spain,red,2020.0,112.74,0.0,1,14.0,2.0,75.0,2.0520780304841693
3644,Moncerbal,Spain,red,2020.0,112.74,0.0,1,14.0,2.0,75.0,2.0520780304841693
3645,Moncerbal,Spain,red,2020.0,112.74,0.0,1,14.0,2.0,75.0,2.0520780304841693
3646,Moncerbal,Spain,red,2020.0,112.74,0.0,1,14.0,2.0,75.0,2.0520780304841693
3647,Heretat Mont Rubí Gaintus Vertical,Spain,red,2014.0,35.61,0.0,0,13.5,8.0,75.0,1.5515719736742537
3648,La Vinya del Vuit,Spain,red,2016.0,84.26,0.0,0,14.5,6.0,75.0,1.925621454790829
3649,La Vinya del Vuit,Spain,red,2016.0,84.26,0.0,0,14.5,6.0,75.0,1.925621454790829
3650,Quinta Sardonia,Spain,red,2018.0,33.59,0.0,3,15.0,4.0,75.0,1.5262100038416644
3651,Emilio Valerio Viña de San Martín,Spain,red,2013.0,32.6,0.0,0,14.5,9.0,75.0,1.513217600067939
3652,Las Lamas,Spain,red,2020.0,121.62,0.0,0,14.5,2.0,75.0,2.085004999076652
3653,Las Lamas,Spain,red,2020.0,121.62,0.0,0,14.5,2.0,75.0,2.085004999076652
3654,Las Lamas,Spain,red,2020.0,121.62,0.0,0,14.5,2.0,75.0,2.085004999076652
3655,El Reventón,Spain,red,2018.0,,0.0,0,14.5,4.0,75.0,
3656,La Faraona,Spain,red,2020.0,1050.69,0.0,0,14.5,2.0,75.0,3.021474598855523
3657,La Faraona,Spain,red,2020.0,1050.69,0.0,0,14.5,2.0,75.0,3.021474598855523
3658,La Faraona,Spain,red,2020.0,1050.69,0.0,0,14.5,2.0,75.0,3.021474598855523
3659,La Faraona,Spain,red,2020.0,1050.69,0.0,0,14.5,2.0,75.0,3.021474598855523
3660,La Faraona,Spain,red,2020.0,1050.69,0.0,0,14.5,2.0,75.0,3.021474598855523
3661,Nit de Nin La Coma d'en Romeu,Spain,red,2019.0,117.16,0.0,0,14.5,3.0,75.0,2.0687793630095612
3662,Flor de Grealó,Spain,red,2009.0,16.69,0.0,0,14.0,13.0,75.0,1.2224563366792467
3663,Rumbo al Norte,Spain,red,2019.0,,0.0,1,14.5,3.0,75.0,
3664,Tumba del Rey Moro,Spain,red,2018.0,,0.0,0,14.0,4.0,75.0,
3665,M. Chapoutier St. Joseph Deschants Rouge,France,red,2020.0,23.68,0.0,1,13.0,2.0,75.0,1.374381698050882
3666,M. Chapoutier St. Joseph Deschants Rouge,France,red,2020.0,23.68,0.0,1,13.0,2.0,75.0,1.374381698050882
3667,E. Guigal Côtes du Rhône Rouge,France,red,2018.0,14.65,0.0,0,13.5,4.0,75.0,1.1658376246901283
3668,Tomás Esteban,Spain,red,2014.0,67.01,0.0,2,14.6,8.0,75.0,1.8261396179359148
3669,Máquina & Tabla Nicasia,Spain,red,2017.0,,0.0,0,13.5,5.0,75.0,
3670,Máquina & Tabla Serapia,Spain,red,2017.0,20.59,0.0,0,13.5,5.0,75.0,1.3136563466180313
3671,Máquina & Tabla Laderas De Leonila,Spain,red,2018.0,14.07,0.0,0,13.5,4.0,75.0,1.1482940974347458
3672,Máquina & Tabla Páramos de Nicasia,Spain,red,2020.0,,0.0,0,14.5,2.0,75.0,
3673,Máquina & Tabla Terrazas De Serapia,Spain,red,2017.0,13.21,0.0,0,13.5,5.0,75.0,1.1209028176145273
3674,Las Umbrías,Spain,red,2018.0,,0.0,0,14.5,4.0,75.0,
3675,Conde de Valdemar Crianza,Spain,red,2018.0,10.0,4.7,6,13.5,4.0,75.0,1.0
3676,El Microscopi,Spain,red,2019.0,11.84,0.0,0,13.5,3.0,75.0,1.073351702386901
3677,Philippe Pacalet Chambolle-Musigny,France,red,2019.0,,0.0,0,13.0,3.0,75.0,
3678,Comabruna,Spain,red,2017.0,21.62,0.0,0,14.5,5.0,75.0,1.3348556896172916
3679,Tinto Figuero 12,Spain,red,2019.0,18.15,0.0,4,14.0,3.0,75.0,1.2588766293721312
3680,Martinet Bru,Spain,red,2020.0,22.48,0.0,3,14.5,2.0,75.0,1.3517963068970236
3681,Corullón,Spain,red,2020.0,42.21,0.0,3,14.0,2.0,75.0,1.6254153521544081
3682,Corullón,Spain,red,2020.0,42.21,0.0,3,14.0,2.0,75.0,1.6254153521544081
3683,Corullón,Spain,red,2020.0,42.21,0.0,3,14.0,2.0,75.0,1.6254153521544081
3684,La Mujer Cañón,Spain,red,2018.0,75.38,0.0,1,14.5,4.0,75.0,1.8772561331135862
3685,La Mujer Cañón,Spain,red,2018.0,75.38,0.0,1,14.5,4.0,75.0,1.8772561331135862
3686,La Faraona,Spain,red,2020.0,1050.69,0.0,0,14.5,2.0,75.0,3.021474598855523
3687,Viña Sastre Pesus,Spain,red,2015.0,280.02,0.0,0,15.0,7.0,75.0,2.4471890512687997
3688,Emilio Valerio Usuaran,Spain,red,2015.0,17.68,0.0,0,14.5,7.0,75.0,1.2474822606770544
3689,Victorino,Spain,red,2020.0,40.07,4.8,9,14.5,2.0,75.0,1.6028193424326997
3690,Matarromera Crianza,Spain,red,2018.0,21.88,4.5,8,14.5,4.0,75.0,1.3400473176613932
3691,Alcorta Reserva Apasionado,Spain,red,2017.0,12.18,0.0,0,13.5,5.0,75.0,1.0856472882968566
3692,Sierra Cantabria Colección Privada,Spain,red,2020.0,37.41,0.0,0,14.5,2.0,75.0,1.572987708198205
3693,Viña Zorzal Malayeto,Spain,red,2020.0,14.97,0.0,3,14.0,2.0,75.0,1.1752218003430523
3694,12 Volts,Spain,red,2021.0,17.03,0.0,4,12.0,1.0,75.0,1.2312146479626012
3695,Victorino,Spain,red,2020.0,40.07,4.8,9,14.5,2.0,75.0,1.6028193424326997
3696,Victorino,Spain,red,2020.0,40.07,4.8,9,14.5,2.0,75.0,1.6028193424326997
3697,Victorino,Spain,red,2020.0,40.07,4.8,9,14.5,2.0,75.0,1.6028193424326997
3698,Victorino,Spain,red,2020.0,40.07,4.8,9,14.5,2.0,75.0,1.6028193424326997
3699,Azpilicueta Crianza,Spain,red,2019.0,10.17,0.0,3,13.5,3.0,75.0,1.0073209529227445
3700,Bru de Verdú,Spain,red,2019.0,11.07,0.0,0,14.0,3.0,75.0,1.0441476208787228
3701,Montebaco Crianza,Spain,red,2019.0,15.87,0.0,0,14.0,3.0,75.0,1.2005769267548483
3702,Corimbo I,Spain,red,2015.0,39.68,0.0,5,14.5,7.0,75.0,1.598571663482141
3703,Pícaro del Águila,Spain,red,2020.0,25.05,0.0,3,14.0,2.0,75.0,1.3988077302032644
3704,Pícaro del Águila,Spain,red,2020.0,25.05,0.0,3,14.0,2.0,75.0,1.3988077302032644
3705,La Montesa,Spain,red,2019.0,14.54,4.6,78,14.0,3.0,75.0,1.162564406523019
3706,La Montesa,Spain,red,2019.0,14.54,4.6,78,14.0,3.0,75.0,1.162564406523019
3707,Viña Real Crianza,Spain,red,2019.0,10.0,4.3,13,13.5,3.0,75.0,1.0
3708,Viña Real Crianza,Spain,red,2019.0,10.0,4.3,13,13.5,3.0,75.0,1.0
3709,Gran Feudo Crianza,Spain,red,2017.0,7.46,0.0,0,13.0,5.0,75.0,0.8727388274726688
3710,Matarromera Crianza,Spain,red,2018.0,21.88,4.5,8,14.5,4.0,75.0,1.3400473176613932
3711,Viúva Gomes Colares Tinto,Portugal,red,,101.865,0.0,0,12.5,,50.0,2.0080249895224265
3712,Viña Sastre Pesus,Spain,red,2015.0,280.02,0.0,0,15.0,7.0,75.0,2.4471890512687997
3713,Portia Prima,Spain,red,2019.0,16.35,0.0,5,14.0,3.0,75.0,1.213517756996305
3714,Viña Sastre Pesus,Spain,red,2015.0,280.02,0.0,0,15.0,7.0,75.0,2.4471890512687997
3715,Reina de los Deseos,Spain,red,,168.52,0.0,1,14.5,,75.0,2.2266514504548103
3716,Valdafoz,Spain,red,2019.0,94.77,0.0,1,13.0,3.0,75.0,1.9766708806248114
3717,Teixar,Spain,red,2017.0,49.21,0.0,0,14.5,5.0,75.0,1.6920533650340808
3718,Teixar,Spain,red,2017.0,49.21,0.0,0,14.5,5.0,75.0,1.6920533650340808
3719,Chateau Rocheyron,France,red,2018.0,120.39,0.0,0,14.0,4.0,75.0,2.0805904144535012
3720,Malabrigo,Spain,red,2019.0,29.0,0.0,0,15.0,3.0,75.0,1.462397997898956
3721,Cair Cuvée,Spain,red,2019.0,12.78,0.0,5,14.0,3.0,75.0,1.1065308538223813
3722,Monteabellón 5 Meses,Spain,red,2020.0,9.82,0.0,2,14.0,2.0,75.0,0.9921114877869497
3723,Valtravieso Finca Santa María ,Spain,red,2020.0,9.78,0.0,0,14.0,2.0,75.0,0.9903388547876014
3724,Viúva Gomes Colares Tinto,Portugal,red,,101.865,0.0,0,12.5,,50.0,2.0080249895224265
3725,Corral de Campanas,Spain,red,2019.0,11.67,0.0,1,15.0,3.0,75.0,1.06707085604537
3726,Las Uvas de la Ira Vino del Pueblo,Spain,red,2018.0,,0.0,0,14.5,4.0,75.0,
3727,Avan Tinto,Spain,red,2020.0,13.47,0.0,0,14.0,2.0,75.0,1.1293675957229856
3728,Viña Pomal Centenario Crianza,Spain,red,2019.0,9.31,0.0,2,14.0,3.0,75.0,0.9689496809813426
3729,Drac Màgic,Spain,red,2019.0,10.21,0.0,0,14.0,3.0,75.0,1.0090257420869102
3730,Baltasar Gracián Viñas Viejas El Héroe,Spain,red,2020.0,11.28,0.0,2,15.0,2.0,75.0,1.0523090996473234
3731,Baltasar Gracián Viñas Viejas El Héroe,Spain,red,2020.0,11.28,0.0,2,15.0,2.0,75.0,1.0523090996473234
3732,Viña Zorzal Cuatro del Cuatro,Spain,red,2020.0,15.7,0.0,0,13.5,2.0,75.0,1.1958996524092338
3733,Arzuaga Reserva,Spain,red,2018.0,34.41,0.0,2,14.5,4.0,75.0,1.53668467262093
3734,Viúva Gomes Colares Tinto,Portugal,red,,101.865,0.0,0,12.5,,50.0,2.0080249895224265
3735,Parada de Atauta,Spain,red,2018.0,18.83,0.0,0,14.5,4.0,75.0,1.2748503200166648
3736,Emilio Valerio Usuaran,Spain,red,2015.0,17.68,0.0,0,14.5,7.0,75.0,1.2474822606770544
3737,Rioja Alta 904 Gran Reserva,Spain,red,2011.0,50.32,4.9,24,14.5,11.0,75.0,1.7017406324372124
3738,Puerta Vieja Crianza,Spain,red,2018.0,8.07,0.0,2,13.5,4.0,75.0,0.9068735347220704
3739,Triga,Spain,red,2018.0,30.67,0.0,4,15.5,4.0,75.0,1.4867137759824856
3740,Volver,Spain,red,2019.0,12.53,0.0,0,15.0,3.0,75.0,1.09795107099415
3741,Cruor,Spain,red,2018.0,20.76,0.0,0,15.0,4.0,75.0,1.3172273491764204
3742,Lagar de Aso,Spain,red,2021.0,6.91,0.0,3,12.5,1.0,75.0,0.8394780473741984
3743,Aalto XX Aniversario,Spain,red,,1728.05,0.0,0,15.0,,75.0,3.2375563043523314
