,name,country,wine_type,year,scaled_price,score,num_review,abv,age,size(cL),logprice
2044,Còsmic Via Fora Macabeu,Spain,white,2021.0,16.13,0.0,0,11.8,1.0,75.0,1.2076343673889616
2045,Còsmic Valentia,Spain,white,2021.0,20.55,0.0,0,12.5,1.0,75.0,1.312811826212088
2046,Còsmic Valentia,Spain,white,2021.0,20.55,0.0,0,12.5,1.0,75.0,1.312811826212088
2047,Perelada Finca La Garriga Blanco,Spain,white,2021.0,19.86,0.0,0,13.5,1.0,75.0,1.2979792441593623
2048,Libalis,Spain,white,2021.0,9.91,0.0,0,12.5,1.0,75.0,0.9960736544852753
2049,Cosme Palacio Blanco 1894,Spain,white,2017.0,41.19,0.0,0,13.0,5.0,75.0,1.6147917919564174
2050,Château Villa Bel-Air Blanc,France,white,2018.0,18.18,0.0,0,13.5,4.0,75.0,1.2595938788859486
2051,Domaine Pignier GPS,France,white,2021.0,,0.0,0,14.0,1.0,75.0,
2052,Zind-Humbrecht Pinot Gris Roche Calcaire,France,white,2020.0,24.93,0.0,0,12.0,2.0,75.0,1.3967222785037734
2053,Louis Latour Cuvée Latour Blanc,France,white,2019.0,22.69,0.0,0,12.5,3.0,75.0,1.355834495884936
2054,Victoria Torres Malvasía Seco,Spain,white,2019.0,,0.0,0,14.0,3.0,75.0,
2055,Chivite Colección 125 Blanco,Spain,white,2019.0,50.19,0.0,0,13.5,3.0,75.0,1.7006171956820568
2056,Mark Angeli La Lune Amphora,France,white,2019.0,,0.0,0,13.0,3.0,75.0,
2057,Estrany,Spain,white,2015.0,23.42,0.0,0,11.5,7.0,75.0,1.3695868907363444
2058,Bernard Baudry La Croix Boissée Blanc,France,white,2019.0,,0.0,0,13.5,3.0,75.0,
2059,Bernard Baudry Chinon Blanc,France,white,2019.0,,0.0,0,13.0,3.0,75.0,
2060,Louis Jadot Coteaux Bourguignons Blanc,France,white,2019.0,18.85,0.0,0,12.0,3.0,75.0,1.2753113545418118
2061,Fillaboa Selección Finca Monte Alto,Spain,white,2019.0,21.19,0.0,0,13.0,3.0,75.0,1.3261309567107946
2062,Xión,Spain,white,2021.0,11.97,0.0,3,12.5,1.0,75.0,1.0780941504064108
2063,Domaine Serge Laloue Pouilly-Fumé Blanc,France,white,2020.0,19.69,0.0,0,13.0,2.0,75.0,1.2942457161381182
2064,Sameirás Libro Blanco,Spain,white,2018.0,21.67,0.0,0,13.5,4.0,75.0,1.335858911319818
2065,Ponte da Boga Albariño,Spain,white,2021.0,15.32,0.0,0,12.5,1.0,75.0,1.1852587652965851
2066,Can Ràfols dels Caus La Calma,Spain,white,2019.0,,0.0,0,12.5,3.0,75.0,
2067,Guímaro Godello,Spain,white,2020.0,,0.0,0,13.0,2.0,75.0,
2068,De Moor L'Humeur du Temps,France,white,2020.0,,0.0,0,13.0,2.0,75.0,
2069,De Moor Chitry,France,white,2020.0,,0.0,0,12.5,2.0,75.0,
2070,Les Héritiers du Comte Lafon Mâcon-Milly-Lamartine,France,white,2018.0,,0.0,0,13.0,4.0,75.0,
2071,Gramona Mustillant Blanc,Spain,white,2021.0,8.97,0.0,1,11.0,1.0,75.0,0.9527924430440922
2072,François Carillon Chassagne-Montrachet Premier Cru,France,white,2016.0,,0.0,0,13.0,6.0,75.0,
2073,Pardas Rupestris,Spain,white,2021.0,,0.0,0,13.0,1.0,75.0,
2074,Bruno Rochard Les Feuilletes,France,white,2021.0,16.0,0.0,0,12.0,1.0,75.0,1.2041199826559248
2075,Les Héritiers du Comte Lafon Mâcon-Uchizy Les Maranches,France,white,2018.0,,0.0,0,13.0,4.0,75.0,
2076,Partida Creus Subirat Parent,Spain,white,2020.0,17.42,0.0,0,11.5,2.0,75.0,1.2410481506716444
2077,Dureuil Janthial Rully Blanc,France,white,2019.0,,0.0,0,13.5,3.0,75.0,
2078,Nuestra Señora Portal Blanco,Spain,white,2021.0,10.73,0.0,2,13.0,1.0,75.0,1.030599721965951
2079,Montespina Sauvignon,Spain,white,2021.0,8.71,0.0,3,13.0,1.0,75.0,0.9400181550076633
2080,Porcupine Chenin Blanc,South Africa,white,2020.0,14.63,0.0,0,13.5,2.0,75.0,1.165244326125311
2081,Nicolas Carmarans Selves,France,white,2016.0,,0.0,0,11.5,6.0,75.0,
2082,Sextant Bourgogne Chardonnay,France,white,2020.0,24.2,0.0,0,12.5,2.0,75.0,1.3838153659804313
2083,Vallegarcía Viognier,Spain,white,2020.0,22.57,0.0,1,14.0,2.0,75.0,1.3535315590777621
2084,Vallegarcía Viognier,Spain,white,2020.0,22.57,0.0,1,14.0,2.0,75.0,1.3535315590777621
2085,Finca Calvestra,Spain,white,2020.0,18.1,0.0,0,13.5,2.0,75.0,1.2576785748691846
2086,Terras Gauda Etiqueta Negra,Spain,white,2020.0,31.15,0.0,0,12.5,2.0,75.0,1.4934580509951885
2087,Boekenhoutskloof Semillon,South Africa,white,2019.0,34.41,0.0,0,13.5,3.0,75.0,1.53668467262093
2088,Caserío de Dueñas Verdejo Superior,Spain,white,2019.0,12.14,0.0,0,13.5,3.0,75.0,1.0842186867392387
2089,Boekenhoutskloof Semillon,South Africa,white,2019.0,34.41,0.0,0,13.5,3.0,75.0,1.53668467262093
2090,RIM Sarau Blanc,Spain,white,2020.0,,0.0,0,12.5,2.0,75.0,
2091,Künstler Hochheimer Stielweg Trocken,Germany,white,2018.0,25.91,0.0,0,12.5,4.0,75.0,1.413467412985825
2092,François Carillon Bourgogne Chardonnay,France,white,2018.0,,0.0,0,13.5,4.0,75.0,
2093,Terre de Giumara Inzolia,Italy,white,2020.0,10.03,0.0,0,12.5,2.0,75.0,1.0013009330204181
2094,Les Héritiers du Comte Lafon Viré-Clessé,France,white,2020.0,27.63,0.0,1,13.0,2.0,75.0,1.4413808849165113
2095,Frédéric Cossard Puligny-Montrachet Voitte,France,white,2017.0,,0.0,1,13.5,5.0,75.0,
2096,Muchada-Léclapart Elixir,Spain,white,2020.0,38.91,0.0,0,13.5,2.0,75.0,1.5900612308037425
2097,Couto Mixto Branco,Spain,white,2019.0,19.61,0.0,0,13.0,3.0,75.0,1.292477593667784
2098,Schlosskellerei Gobelsburg Grüner Veltliner Löss,Austria,white,2021.0,11.5,0.0,0,12.0,1.0,75.0,1.0606978403536116
2099,"MicroBio Kilometro 0 ""El Origen”",Spain,white,2020.0,22.27,0.0,0,13.5,2.0,75.0,1.347720217034038
2100,Joseph Drouhin Mâcon-Villages,France,white,2020.0,,0.0,3,13.0,2.0,75.0,
2101,Terre de Giumara Grecanico,Italy,white,2019.0,,0.0,0,12.5,3.0,75.0,
2102,Predicador Blanco,Spain,white,2017.0,,0.0,1,14.0,5.0,75.0,
2103,Elvio Cogno Langhe Bianco Anas Cetta,Italy,white,2020.0,20.52,0.0,0,13.0,2.0,75.0,1.3121773564397787
2104,Les Vignes de Bila-Haut Blanc,France,white,2021.0,11.36,0.0,0,13.0,1.0,75.0,1.055378331375
2105,Arnot-Roberts Sanford and Benedict Vineyard Chardonnay,United States,white,2018.0,,0.0,0,12.5,4.0,75.0,
2106,Main Divide Riesling,New Zealand,white,2019.0,24.72,0.0,0,12.0,3.0,75.0,1.3930484664167782
2107,Ata Rangi Te Wa Sauvignon Blanc,New Zealand,white,2019.0,30.25,0.0,0,12.5,3.0,75.0,1.4807253789884878
2108,Ata Rangi Lismore Pinot Gris,New Zealand,white,2019.0,26.68,0.0,0,13.5,3.0,75.0,1.4261858252445114
2109,Kumeu River Huntill Hill Chardonnay,New Zealand,white,2021.0,,0.0,1,14.0,1.0,75.0,
2110,Ata Rangi Craighall Chardonnay,New Zealand,white,2018.0,,0.0,0,13.0,4.0,75.0,
2111,Te Mata Cape Crest Sauvignon Blanc,New Zealand,white,2020.0,21.88,0.0,0,13.0,2.0,75.0,1.3400473176613932
2112,Pegasus Bay Riesling,New Zealand,white,2019.0,29.38,0.0,1,12.5,3.0,75.0,1.4680517914542377
2113,Hunter's Gewurztraminer,New Zealand,white,2020.0,,0.0,0,14.5,2.0,75.0,
2114,Hunter's Riesling,New Zealand,white,2020.0,17.52,0.0,0,12.5,2.0,75.0,1.2435341018320618
2115,Hunter's Sauvignon Blanc,New Zealand,white,2021.0,16.04,0.0,0,13.0,1.0,75.0,1.2052043639481447
2116,Carrick Bannockburn Chardonnay,New Zealand,white,2015.0,,0.0,0,14.0,7.0,75.0,
2117,Te Mata Sauvignon Blanc Estate Vineyards,New Zealand,white,2021.0,16.73,0.0,0,13.0,1.0,75.0,1.2234959409623944
2118,Neudorf Moutere Riesling Dry,New Zealand,white,2015.0,,0.0,0,10.5,7.0,75.0,
2119,Main Divide Riesling,New Zealand,white,2019.0,24.72,0.0,0,12.0,3.0,75.0,1.3930484664167782
2120,Main Divide Sauvignon Blanc,New Zealand,white,2020.0,20.81,0.0,0,13.0,2.0,75.0,1.318272080211627
2121,Kumeu River Sauvignon Blanc,New Zealand,white,2018.0,,0.0,0,12.0,4.0,75.0,
2122,Fromm Sauvignon Blanc,New Zealand,white,2020.0,24.56,0.0,0,13.5,2.0,75.0,1.39022836246913
2123,Fromm Chardonnay Clayin Vineyard,New Zealand,white,2015.0,,0.0,0,13.0,7.0,75.0,
2124,Felton Road Riesling Block 1,New Zealand,white,2021.0,36.66,0.0,0,9.0,1.0,75.0,1.5641924606261979
2125,Godelia Blanco,Spain,white,2020.0,12.36,0.0,0,13.5,2.0,75.0,1.0920184707527971
2126,Godelia Blanco,Spain,white,2020.0,12.36,0.0,0,13.5,2.0,75.0,1.0920184707527971
2127,Cristiari Blanc,Spain,white,2021.0,11.71,0.0,0,13.5,1.0,75.0,1.0685568950723632
2128,Bicicletas y Peces Chardonnay,Spain,white,2021.0,10.68,0.0,2,13.0,1.0,75.0,1.0285712526925377
2129,Mauro Godello,Spain,white,2021.0,43.84,0.0,1,13.5,1.0,75.0,1.6418705454763127
2130,Ximénez-Spínola Exceptional Harvest,Spain,white,2020.0,18.96,0.0,2,12.5,2.0,75.0,1.2778383330020475
2131,Tianna Bocchoris Blanc,unknown,white,2021.0,15.87,0.0,0,13.0,1.0,75.0,1.2005769267548483
2132,Espelt Quinze Roures,Spain,white,2021.0,12.61,0.0,0,13.0,1.0,75.0,1.1007150865730817
2133,San Román Malvasía,Spain,white,2021.0,43.84,0.0,0,13.5,1.0,75.0,1.6418705454763127
2134,William Fèvre Chablis,France,white,2020.0,23.68,0.0,1,12.5,2.0,75.0,1.374381698050882
2135,Kumeu River Estate Chardonnay,New Zealand,white,2021.0,,0.0,0,13.5,1.0,75.0,
2136,Palliser Estate Sauvignon Blanc,New Zealand,white,2021.0,21.11,0.0,0,13.0,1.0,75.0,1.3244882333076564
2137,Trénel Pouilly-Fuissé,France,white,2018.0,,0.0,0,13.0,4.0,75.0,
2138,Encina del Inglés Blanco,Spain,white,2021.0,,0.0,0,12.0,1.0,75.0,
2139,Arnot-Roberts Watson Ranch,United States,white,2019.0,52.27,0.0,0,12.5,3.0,75.0,1.7182525000977507
2140,Luis Pato Vinhas Velhas branco,Portugal,white,2020.0,12.61,0.0,0,12.5,2.0,75.0,1.1007150865730817
2141,Morra o Conto,Spain,white,2021.0,10.38,0.0,0,12.4,1.0,75.0,1.0161973535124391
2142,Finca Allende Blanco,Spain,white,2017.0,20.59,0.0,4,13.5,5.0,75.0,1.3136563466180313
2143,Gauby Calcinaires Blanc,France,white,2020.0,20.52,0.0,0,12.0,2.0,75.0,1.3121773564397787
2144,Albamar Ceibo,Spain,white,2021.0,23.25,0.0,0,13.5,1.0,75.0,1.3664229572259727
2145,La Bastid,Spain,white,2020.0,21.19,0.0,0,13.5,2.0,75.0,1.3261309567107946
2146,Abel Mendoza Torrontés,Spain,white,2021.0,26.38,0.0,3,13.0,1.0,75.0,1.4212747912103465
2147,Abel Mendoza Garnacha Blanca,Spain,white,2021.0,24.71,0.0,0,13.0,1.0,75.0,1.3928727454020795
2148,Finca Allende Mártires ,Spain,white,2019.0,104.42,0.0,0,14.0,3.0,75.0,2.018783688874697
2149,Majas Blanc,France,white,2021.0,13.17,0.0,0,13.8,1.0,75.0,1.119585774961784
2150,Finca Olivardots Groc d'Àmfora,Spain,white,2021.0,12.53,0.0,0,13.5,1.0,75.0,1.09795107099415
2151,Grappe Côtes du Jura Savagnin Ouille,France,white,2020.0,,0.0,0,12.5,2.0,75.0,
2152,Pierre Morey Meursault,France,white,2019.0,,0.0,0,12.5,3.0,75.0,
2153,Dry River Chardonnay,New Zealand,white,2019.0,57.88,0.0,0,13.0,3.0,75.0,1.762528522447
2154,Jean-Paul Droin Chablis,France,white,2020.0,,0.0,0,12.5,2.0,75.0,
2155,La Misión de Menade,Spain,white,2020.0,23.6,0.0,0,13.5,2.0,75.0,1.3729120029701065
2156,La Misión de Menade,Spain,white,2020.0,23.6,0.0,0,13.5,2.0,75.0,1.3729120029701065
2157,Rietsch Entre Chien et Loup,France,white,2020.0,,0.0,0,12.5,2.0,75.0,
2158,Recanati Yasmin White,Israel,white,2020.0,16.19,0.0,0,11.5,2.0,75.0,1.2092468487533738
2159,Sobrenatural de Menade,Spain,white,2016.0,46.63,0.0,0,13.5,6.0,75.0,1.668665415454492
2160,Domaine de Villaine Rully Les Saint-Jacques,France,white,2018.0,,0.0,0,13.5,4.0,75.0,
2161,SantYuste Paraje Vayuste,Spain,white,2020.0,,0.0,0,13.5,2.0,75.0,
2162,Do Ferreiro Cepas Vellas,Spain,white,2020.0,,0.0,0,13.5,2.0,75.0,
2163,Cañada París,Spain,white,2018.0,12.87,0.0,0,13.0,4.0,75.0,1.1095785469043866
2164,Ratzenberger Caspar R Riesling,Germany,white,2019.0,13.11,0.0,0,9.0,3.0,75.0,1.1176026916900843
2165,Matassa Blanc,France,white,2021.0,31.62,0.0,0,10.5,1.0,75.0,1.4999618655961902
2166,Felton Road Bannockburn Riesling,New Zealand,white,2022.0,32.0,0.0,0,9.5,0.0,75.0,1.505149978319906
2167,Felton Road Dry Riesling,New Zealand,white,2021.0,32.0,0.0,0,12.0,1.0,75.0,1.505149978319906
2168,Joseph Drouhin Mâcon-Bussières Les Clos,France,white,2020.0,,0.0,1,12.5,2.0,75.0,
2169,Mas Candí La Pura,Spain,white,2019.0,32.22,0.0,0,13.2,3.0,75.0,1.5081255360831993
2170,Les Vignes de Bila-Haut Blanc,France,white,2021.0,11.36,0.0,0,13.0,1.0,75.0,1.055378331375
2171,Domaine Bernard Defaix Chablis 1º Cru Côte de Léchet,France,white,2020.0,,0.0,0,13.0,2.0,75.0,
2172,Viña Pomal Blanco,Spain,white,2021.0,9.1,0.0,0,12.5,1.0,75.0,0.9590413923210935
2173,Fritz Haag Riesling,Germany,white,2021.0,18.75,0.0,0,11.0,1.0,75.0,1.2730012720637376
2174,Fritz Haag Riesling,Germany,white,2021.0,18.75,0.0,0,11.0,1.0,75.0,1.2730012720637376
2175,Jean-Yves Péron I Vicini Moscato,Italy,white,2020.0,31.06,0.0,1,13.0,2.0,75.0,1.4922014513925397
2176,Auzells,Spain,white,2021.0,12.91,0.0,0,13.0,1.0,75.0,1.1109262422664203
2177,Domaine Bernard Michaut Chablis,France,white,2020.0,17.07,0.0,0,12.5,2.0,75.0,1.2322335211147337
2178,Josep Drouhin Chassagne-Montrachet,France,white,2018.0,,0.0,0,12.5,4.0,75.0,
2179,Domaine de la Pinte Sav'Or Orange,France,white,2020.0,26.05,0.0,0,14.0,2.0,75.0,1.4158077276355432
2180,Domaine de la Pinte Arbois Chardonnay,France,white,2020.0,20.03,0.0,0,13.5,2.0,75.0,1.3016809492935764
2181,Franz Hirtzberger Rotes Tor Grüner Veltliner Federspiel,Austria,white,2021.0,29.77,0.0,0,12.0,1.0,75.0,1.4737788346467247
2182,Domaine Giachino Roussette,France,white,2019.0,,0.0,0,11.5,3.0,75.0,
2183,Domaine de Chaude Ecuelle Petit Chablis,France,white,2020.0,15.32,0.0,1,12.0,2.0,75.0,1.1852587652965851
2184,Domaine Vincent Prunier Meursault Les Clous,France,white,2016.0,,0.0,0,13.5,6.0,75.0,
2185,Domaine Bernard Michaut Petit Chablis,France,white,2020.0,,0.0,0,12.5,2.0,75.0,
2186,Gramona Mas Escorpí,Spain,white,2021.0,13.47,0.0,0,11.5,1.0,75.0,1.1293675957229856
2187,Cune Blanco Viura,Spain,white,2021.0,7.55,0.0,0,12.5,1.0,75.0,0.8779469516291882
2188,Joseph Drouhin Saint-Véran,France,white,2020.0,,0.0,1,13.0,2.0,75.0,
2189,Planeta Chardonnay,Italy,white,2021.0,27.63,0.0,0,14.0,1.0,75.0,1.4413808849165113
2190,Vionta,Spain,white,2021.0,10.81,0.0,0,12.5,1.0,75.0,1.0338256939533104
2191,Remírez de Ganuza Blanco Reserva,Spain,white,2019.0,26.04,0.0,1,13.5,3.0,75.0,1.4156409798961542
2192,Valdesil Godello Sobre Lías,Spain,white,2021.0,15.92,0.0,4,13.5,1.0,75.0,1.2019430634016501
2193,Domaine de la Vougeraie Puligny Montrachet,France,white,2017.0,,0.0,0,13.5,5.0,75.0,
2194,Parvus Chardonnay,Spain,white,2022.0,12.01,0.0,0,12.5,0.0,75.0,1.079543007402906
2195,Parvus Chardonnay,Spain,white,2022.0,12.01,0.0,0,12.5,0.0,75.0,1.079543007402906
2196,MicroBio Microbio,Spain,white,2021.0,23.21,0.0,0,13.5,1.0,75.0,1.3656751404559178
2197,Arcán Albariño,Spain,white,2021.0,,0.0,2,12.0,1.0,75.0,
2198,Dominó Monte Pratas,Portugal,white,2020.0,21.28,0.0,0,12.0,2.0,75.0,1.3279716236230106
2199,Domaine Georges Vernay Condrieu Les Terrasses de l'Empire,France,white,2018.0,66.29,0.0,0,13.5,4.0,75.0,1.8214480190175304
2200,Tentenublo Blanco,Spain,white,2020.0,15.36,0.0,0,13.0,2.0,75.0,1.1863912156954932
2201,Franz Hirtzberger Grüner Veltliner Donaugarten Steinfeder,Austria,white,2019.0,,0.0,0,11.0,3.0,75.0,
2202,Flor de Albihar,Spain,white,2020.0,22.27,0.0,0,12.0,2.0,75.0,1.347720217034038
2203,Albariño de Fefiñanes III Año,Spain,white,2019.0,32.22,0.0,0,13.5,3.0,75.0,1.5081255360831993
2204,Flor de Albihar,Spain,white,2020.0,22.27,0.0,0,12.0,2.0,75.0,1.347720217034038
2205,Les Vins du Cabanon A la Fleur de l'Age,France,white,2019.0,,0.0,0,13.0,3.0,75.0,
2206,Joseph Drouhin Chablis,France,white,2020.0,,0.0,0,12.5,2.0,75.0,
2207,Hajszan Neumann Ried Wiener Gemischter Satz DAC,Austria,white,2019.0,,0.0,0,14.0,3.0,75.0,
2208,Hajszan Neumann Ried Haarlocke Nussberg Grüner Veltliner,Austria,white,2019.0,,0.0,1,13.5,3.0,75.0,
2209,Hajszan Neumann Nussberg Riesling,Austria,white,2018.0,,0.0,0,13.0,4.0,75.0,
2210,Siós Pla del Lledoner,Spain,white,2021.0,12.96,0.0,1,14.0,1.0,75.0,1.1126050015345745
2211,Joseph Drouhin Laforêt Bourgogne Chardonnay,France,white,2020.0,,0.0,2,12.5,2.0,75.0,
2212,MicroBio Wines La Banda del Argilico,Spain,white,2021.0,16.77,0.0,0,13.5,1.0,75.0,1.2245330626060857
2213,Saltimbanqui Sauvignon Blanc,Spain,white,2019.0,10.81,0.0,0,12.5,3.0,75.0,1.0338256939533104
2214,Ocho Patas,Spain,white,2021.0,12.1,0.0,0,12.5,1.0,75.0,1.08278537031645
2215,Ferraton Viognier Collines Rhodaniennes,France,white,2020.0,11.61,0.0,1,13.0,2.0,75.0,1.0648322197385738
2216,Ferraton Viognier Collines Rhodaniennes,France,white,2020.0,11.61,0.0,1,13.0,2.0,75.0,1.0648322197385738
2217,Goliardo A Telleira,Spain,white,2020.0,,0.0,1,13.0,2.0,75.0,
2218,Ad Libitum Maturana Blanca,Spain,white,2020.0,13.04,0.0,1,13.5,2.0,75.0,1.1152775913959014
2219,Moreau-Naudet Chablis,France,white,2020.0,26.34,0.0,0,12.5,2.0,75.0,1.420615770625765
2220,Werlitsch Vom Opok Morillon,Austria,white,2019.0,,0.0,0,13.0,3.0,75.0,
2221,Werlitsch Drei Generationen,Austria,white,2017.0,,0.0,0,13.5,5.0,75.0,
2222,Werlitsch Ex Vero II,Austria,white,2019.0,28.3,0.0,0,12.5,3.0,75.0,1.4517864355242902
2223,Werlitsch Vom Opok Sauvignon Blanc,Austria,white,2020.0,23.34,0.0,0,13.5,2.0,75.0,1.3681008517093514
2224,Château Pégau Côtes du Rhône Cuvée Lône,France,white,2020.0,13.69,0.0,0,12.5,2.0,75.0,1.13640344813399
2225,Les Héritiers du Comte Lafon Saint-Veran,France,white,2018.0,,0.0,0,13.0,4.0,75.0,
2226,Henri & Gilles Buisson Meursault Les Vignes de Marguerite ,France,white,2018.0,,0.0,0,13.0,4.0,75.0,
2227,Henri & Gilles Buisson Chassagne-Montrachet Premier Cru En Remilly,France,white,2017.0,,0.0,0,13.0,5.0,75.0,
2228,Leirana Finca Genoveva,Spain,white,2020.0,,0.0,1,12.5,2.0,75.0,
2229,Hermanos Lurton Cuesta de Oro,Spain,white,2021.0,16.39,0.0,0,13.0,1.0,75.0,1.2145789535704992
2230,Domaine Andrée Anjou Blanc,France,white,2016.0,,0.0,0,13.0,6.0,75.0,
2231,Aigua de Llum,Spain,white,2021.0,41.01,0.0,0,15.0,1.0,75.0,1.6128897692874846
2232,Corta y Raspa La Charanga,Spain,white,2019.0,14.24,0.0,0,13.0,3.0,75.0,1.1535099893008376
2233,Pardas Pur Xarel·lo,Spain,white,2019.0,18.96,0.0,0,12.0,3.0,75.0,1.2778383330020475
2234,Homenaje Rosado,Spain,rose,2021.0,7.08,5.0,7,13.0,1.0,75.0,0.850033257689769
2235,Marqués de Cáceres Rosado,Spain,rose,2021.0,7.72,4.9,17,13.5,1.0,75.0,0.8876173003357362
2236,Muga Rosado,Spain,rose,2021.0,10.64,4.6,16,13.0,1.0,75.0,1.0269416279590293
2237,Faustino V Rosado,Spain,rose,2021.0,7.51,4.7,14,13.0,1.0,75.0,0.8756399370041684
2238,El Coto Rosado,Spain,rose,2021.0,8.07,0.0,3,13.0,1.0,75.0,0.9068735347220704
2239,Torres De Casta,Spain,rose,2021.0,7.21,4.8,27,13.5,1.0,75.0,0.857935264719429
2240,Chivite Las Fincas Rosado,Spain,rose,2021.0,12.23,4.7,15,13.5,1.0,75.0,1.0874264570362855
2241,Gran Feudo Rosado,Spain,rose,2021.0,7.42,4.8,8,13.0,1.0,75.0,0.8704039052790271
2242,Pago del Vicario Petit Verdot Rosado,Spain,rose,2021.0,9.1,5.0,6,15.0,1.0,75.0,0.9590413923210935
2243,Ramón Bilbao Rosado,Spain,rose,2021.0,9.74,4.8,10,12.5,1.0,75.0,0.9885589568786155
2244,Artazuri Rosado,Spain,rose,2021.0,9.27,0.0,4,13.0,1.0,75.0,0.9670797341444971
2245,Petit Caus Rosat,Spain,rose,2021.0,9.87,0.0,0,12.5,1.0,75.0,0.9943171526696367
2246,Peique Rosado sobre lías,Spain,rose,2020.0,7.55,0.0,0,13.0,2.0,75.0,0.8779469516291882
2247,Viña Pomal Rosado,Spain,rose,2021.0,9.27,0.0,3,13.5,1.0,75.0,0.9670797341444971
2248,Peraj Petita Rosat,Spain,rose,2021.0,11.67,0.0,1,13.0,1.0,75.0,1.06707085604537
2249,Enate Rosado,Spain,rose,2021.0,10.0,5.0,13,14.0,1.0,75.0,1.0
2250,Hito Rosado,Spain,rose,2021.0,9.57,0.0,1,13.5,1.0,75.0,0.9809119377768436
2251,Protos Clarete,Spain,rose,2021.0,8.97,0.0,2,13.05,1.0,75.0,0.9527924430440922
2252,Tremendus Clarete Rosado,Spain,rose,2020.0,8.54,0.0,5,13.0,2.0,75.0,0.931457870689005
2253,Arzuaga Rosae,Spain,rose,2021.0,12.4,0.0,4,13.0,1.0,75.0,1.0934216851622351
2254,Borsao Rosado Selección,Spain,rose,2021.0,6.91,0.0,0,13.5,1.0,75.0,0.8394780473741984
2255,Mas d'en Compte Rosat,Spain,rose,2021.0,11.97,0.0,1,14.5,1.0,75.0,1.0780941504064108
2256,Tombú Prieto Picudo Rosado,Spain,rose,2021.0,10.51,0.0,0,14.0,1.0,75.0,1.0216027160282422
2257,Viña Zorzal Garnacha Rosado,Spain,rose,2021.0,8.45,0.0,1,13.5,1.0,75.0,0.9268567089496923
2258,Campo Viejo Rosado,Spain,rose,2021.0,6.74,0.0,5,13.5,1.0,75.0,0.8286598965353198
2259,Marmellans Rosat,Spain,rose,,6.65,0.0,4,13.5,,75.0,0.8228216453031046
2260,Dominio del Bendito Perlarena,Spain,rose,2021.0,11.75,0.0,0,13.5,1.0,75.0,1.070037866607755
2261,Frank Cornelissen Susucaru Rosé,Italy,rose,2021.0,23.3,0.0,1,12.5,1.0,75.0,1.3673559210260189
2262,Castillo de Monjardín Rosado de Lágrima,Spain,rose,2021.0,8.28,4.9,8,13.0,1.0,75.0,0.9180303367848801
2263,Rapitalà Rosammuri Rosato,Italy,rose,2020.0,10.3,0.0,0,12.5,2.0,75.0,1.0128372247051722
2264,Juan Gil Rosado,Spain,rose,2021.0,11.5,0.0,3,13.0,1.0,75.0,1.0606978403536116
2265,Marqués de Riscal Rosado,Spain,rose,2021.0,8.97,0.0,5,13.5,1.0,75.0,0.9527924430440922
2266,Pizarras de Otero Rosado,Spain,rose,2021.0,8.97,0.0,0,12.5,1.0,75.0,0.9527924430440922
2267,Homenaje Rosado,Spain,rose,2021.0,7.08,5.0,7,13.0,1.0,75.0,0.850033257689769
2268,Señorío de P. Peciña Rosado,Spain,rose,2020.0,8.67,0.0,1,14.0,2.0,75.0,0.9380190974762103
2269,Can Sumoi La Rosa,Spain,rose,2021.0,13.17,0.0,4,12.0,1.0,75.0,1.119585774961784
2270,Domaine d'Eole Rosé,France,rose,2021.0,13.69,0.0,0,12.5,1.0,75.0,1.13640344813399
2271,L’Anglore Chemin de la Brune,France,rose,2021.0,,0.0,0,13.0,1.0,75.0,
2272,Lo Cometa Rosat,Spain,rose,2020.0,7.77,0.0,0,13.0,2.0,75.0,0.8904210188009143
2273,Studio By Miraval Rosé,France,rose,2021.0,13.3,0.0,1,12.5,1.0,75.0,1.1238516409670858
2274,Torres Viña Esmeralda Rosé,Spain,rose,2021.0,9.58,3.8,6,12.5,1.0,75.0,0.9813655090785445
2275,Alceño Rosado,Spain,rose,2021.0,6.95,0.0,0,12.95,1.0,75.0,0.8419848045901139
2276,Flor de Muga Rosado,Spain,rose,2021.0,19.19,0.0,3,13.0,1.0,75.0,1.2830749747354715
2277,Barbazul Rosado,Spain,rose,2021.0,10.42,0.0,1,13.0,1.0,75.0,1.0178677189635057
2278,Partida Pedrer Rosat,Spain,rose,2019.0,36.64,0.0,0,14.5,3.0,75.0,1.5639554649958127
2279,Belguardo Rosato,Italy,rose,2021.0,12.44,0.0,0,12.6,1.0,75.0,1.0948203803547998
2280,Conde de Valdemar Rosé,Spain,rose,2020.0,7.12,0.0,0,13.5,2.0,75.0,0.8524799936368563
2281,Geremi Roxanne,Italy,rose,2020.0,17.25,0.0,0,13.0,2.0,75.0,1.236789099409293
2282,Baluarte Rosado,Spain,rose,2021.0,7.77,0.0,1,12.5,1.0,75.0,0.8904210188009143
2283,Aire de Protos,Spain,rose,2021.0,10.25,0.0,2,13.5,1.0,75.0,1.0107238653917732
2284,Viñas de Anna Pinot Noir,Spain,rose,2021.0,9.44,0.0,0,12.5,1.0,75.0,0.9749719942980689
2285,Figuière Cuvée Magali,France,rose,2021.0,16.6,0.0,1,13.0,1.0,75.0,1.2201080880400552
2286,Segura Viudas Rosat,Spain,rose,2021.0,7.81,0.0,1,13.5,1.0,75.0,0.8926510338773003
2287,Castaño Rosado,Spain,rose,2021.0,8.11,0.0,0,13.0,1.0,75.0,0.909020854211156
