name,abv,year,size(cL),country,wine_type,price,num_review,rating,url,countrycode,scaled_price,logprice,price_fixed,age,score
Yuli's Shiraz 2020,13.0,2020,75.0,Bulgaria,Red Wine,9.99,308.0,3.3,https://www.laithwaites.co.uk/product/Yuli's-Shiraz-2020/3795420,BGR,9.99,0.9995654882259823,9.99,2.0,3.3
Drumsara Central Otago Pinot Noir 2014,14.0,2014,75.0,New Zealand,Red Wine,28.0,2.0,5.0,https://www.laithwaites.co.uk/product/Drumsara-Central-Otago-Pinot-Noir-2014/1476714,NZL,28.0,1.4471580313422192,28.0,8.0,0.0
Castillo de Epifanía Rioja Alta 2021,14.5,2021,75.0,Spain,Red Wine,11.99,114.0,3.5,https://www.laithwaites.co.uk/product/Castillo-de-Epifan%C3%ADa-Rioja-Alta-2021/4085021,ESP,11.99,1.0788191830988487,11.99,1.0,3.5
RedHeads Dan'Jango 2020,14.5,2020,75.0,Australia,Red Wine,18.49,54.0,3.9,https://www.laithwaites.co.uk/product/RedHeads-Dan'Jango-2020/2232420,AUS,18.49,1.266936911159173,18.49,2.0,3.9
Domaine Les Cassanets 2020,15.0,2020,75.0,France,Red Wine,13.99,58.0,3.8,https://www.laithwaites.co.uk/product/Domaine-Les-Cassanets-2020/0455620,FRA,13.99,1.1458177144918276,13.99,2.0,3.8
Polkura Syrah 2017,14.5,2017,75.0,Chile,Red Wine,18.99,12.0,4.5,https://www.laithwaites.co.uk/product/Polkura-Syrah-2017/1613017,CHL,18.99,1.2785249647370176,18.99,5.0,4.5
Trapiche Terroir Series Finca Ambrosia Single Vineyard 2018,14.5,2018,75.0,Argentina,Red Wine,29.0,1.0,5.0,https://www.laithwaites.co.uk/product/Trapiche-Terroir-Series-Finca-Ambrosia-Single-Vineyard-2018/2165018,ARG,29.0,1.462397997898956,29.0,4.0,0.0
Domaine David Duband Hautes Côtes de Nuits Louis Auguste 2018,13.0,2018,75.0,France,Red Wine,27.0,3.0,4.3,https://www.laithwaites.co.uk/product/Domaine-David-Duband-Hautes-C%C3%B4tes-de-Nuits-Louis-Auguste-2018/4154218,FRA,27.0,1.4313637641589874,27.0,4.0,0.0
Caravan Merlot 2020,13.5,2020,75.0,Australia,Red Wine,13.49,,,https://www.laithwaites.co.uk/product/Caravan-Merlot-2020/4052620,AUS,13.49,1.1300119496719043,13.49,2.0,0.0
Corryton Burge Cornelian Bay Tasmanian Pinot Noir 2019,14.0,2019,75.0,Australia,Red Wine,23.0,2.0,5.0,https://www.laithwaites.co.uk/product/Corryton-Burge-Cornelian-Bay-Tasmanian-Pinot-Noir-2019/4203319,AUS,23.0,1.3617278360175928,23.0,3.0,0.0
Tri-Tip 2020,14.5,2020,75.0,USA,Red Wine,14.49,1.0,4.0,https://www.laithwaites.co.uk/product/Tri-Tip-2020/4269520,unknown,14.49,1.1610683854711745,14.49,2.0,0.0
Peter Lehmann 'Pastor's Son' Barossa Cabernet Sauvignon 2020,14.0,2020,75.0,Australia,Red Wine,16.99,,,https://www.laithwaites.co.uk/product/Peter-Lehmann-'Pastor's-Son'-Barossa-Cabernet-Sauvignon-2020/3015520,AUS,16.99,1.2301933788690456,16.99,2.0,0.0
Château Ramage La Batisse 2011,13.0,2011,75.0,France,Red Wine,27.0,47.0,3.3,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Ramage-La-Batisse-2011/1648511,FRA,27.0,1.4313637641589874,27.0,11.0,3.3
Famille Perrin Les Cornuds 2020,14.5,2020,75.0,France,Red Wine,12.99,,,https://www.laithwaites.co.uk/product/Famille-Perrin-Les-Cornuds-2020/1030220,FRA,12.99,1.113609151073028,12.99,2.0,0.0
Shroud Mountain Cabernet Sauvignon 2020,13.5,2020,75.0,USA,Red Wine,13.99,,,https://www.laithwaites.co.uk/product/Shroud-Mountain-Cabernet-Sauvignon-2020/2390720,unknown,13.99,1.1458177144918276,13.99,2.0,0.0
Cabalié (Magnum) 2021,13.5,2021,150.0,France,Red Wine,24.0,23.0,4.8,https://www.laithwaites.co.uk/product/Cabali%C3%A9-(Magnum)-2021/3492221,FRA,12.0,1.0791812460476249,24.0,1.0,4.8
Wakefield Heritage Shiraz 2020,14.5,2020,75.0,Australia,Red Wine,18.49,54.0,4.2,https://www.laithwaites.co.uk/product/Wakefield-Heritage-Shiraz-2020/3733220,AUS,18.49,1.266936911159173,18.49,2.0,4.2
Torbreck Woodcutter's Shiraz 2020,15.0,2020,75.0,Australia,Red Wine,23.0,,,https://www.laithwaites.co.uk/product/Torbreck-Woodcutter's-Shiraz-2020/0896720,AUS,23.0,1.3617278360175928,23.0,2.0,0.0
Vieux Château Saint André 2016,14.5,2016,75.0,France,Red Wine,25.0,,,https://www.laithwaites.co.uk/product/Vieux-Ch%C3%A2teau-Saint-Andr%C3%A9-2016/2344716,FRA,25.0,1.3979400086720377,25.0,6.0,0.0
Bodegas Caro 2018,14.5,2018,75.0,Argentina,Red Wine,45.0,,,https://www.laithwaites.co.uk/product/Bodegas-Caro-2018/2369818,ARG,45.0,1.6532125137753437,45.0,4.0,0.0
The Black Stump Premium Durif 2020,14.5,2020,75.0,Australia,Red Wine,16.99,36.0,3.8,https://www.laithwaites.co.uk/product/The-Black-Stump-Premium-Durif-2020/3941820,AUS,16.99,1.2301933788690456,16.99,2.0,3.8
Création d'Émilie Châteauneuf-du-Pape 2020,15.0,2020,75.0,France,Red Wine,27.0,3.0,4.3,https://www.laithwaites.co.uk/product/Cr%C3%A9ation-d'%C3%89milie-Ch%C3%A2teauneuf-du-Pape-2020/3441020,FRA,27.0,1.4313637641589874,27.0,2.0,0.0
Tahbilk Shiraz 2017,13.5,2017,75.0,Australia,Red Wine,15.99,11.0,2.7,https://www.laithwaites.co.uk/product/Tahbilk-Shiraz-2017/3857717,AUS,15.99,1.2038484637462348,15.99,5.0,2.7
Señorío de Sarría Vendimia Seleccionada 2017,14.5,2017,75.0,Spain,Red Wine,26.0,19.0,3.6,https://www.laithwaites.co.uk/product/Se%C3%B1or%C3%ADo-de-Sarr%C3%ADa-Vendimia-Seleccionada-2017/3833517,ESP,26.0,1.414973347970818,26.0,5.0,3.6
Selva del Moro Organic Chianti Classico Riserva 2019,14.0,2019,75.0,Italy,Red Wine,18.99,,,https://www.laithwaites.co.uk/product/Selva-del-Moro-Organic-Chianti-Classico-Riserva-2019/4220219,ITA,18.99,1.2785249647370176,18.99,3.0,0.0
Berton The Barbarian Shiraz Merlot 2021,14.0,2021,75.0,Australia,Red Wine,9.49,285.0,3.7,https://www.laithwaites.co.uk/product/Berton-The-Barbarian-Shiraz-Merlot-2021/2456621,AUS,9.49,0.9772662124272927,9.49,1.0,3.7
La Tirela Amarone della Valpolicella Classico 2019,15.0,2019,75.0,Italy,Red Wine,27.0,,,https://www.laithwaites.co.uk/product/La-Tirela-Amarone-della-Valpolicella-Classico-2019/0482519,ITA,27.0,1.4313637641589874,27.0,3.0,0.0
Fable Mountain Vineyards Mourvedre 2017,13.0,2017,75.0,South Africa,Red Wine,22.0,,,https://www.laithwaites.co.uk/product/Fable-Mountain-Vineyards-Mourvedre-2017/4240817,ZAF,22.0,1.3424226808222062,22.0,5.0,0.0
Fleurie Réserve Domaine de Leyre-Loup 2015,14.0,2015,75.0,France,Red Wine,21.99,,,https://www.laithwaites.co.uk/product/Fleurie-R%C3%A9serve-Domaine-de-Leyre-Loup-2015/4299215,FRA,21.99,1.3422252293607904,21.99,7.0,0.0
San Lucas Malbec 2020,14.0,2020,75.0,Argentina,Red Wine,13.99,35.0,3.5,https://www.laithwaites.co.uk/product/San-Lucas-Malbec-2020/1560120,ARG,13.99,1.1458177144918276,13.99,2.0,3.5
La Porte des Princes Merlot 2020,15.0,2020,75.0,France,Red Wine,10.99,61.0,3.3,https://www.laithwaites.co.uk/product/La-Porte-des-Princes-Merlot-2020/3551520,FRA,10.99,1.0409976924234905,10.99,2.0,3.3
Boschendal Stellenbosch Cabernet Sauvignon 2018,14.0,2018,75.0,South Africa,Red Wine,21.0,1.0,3.0,https://www.laithwaites.co.uk/product/Boschendal-Stellenbosch-Cabernet-Sauvignon-2018/4195418,ZAF,21.0,1.3222192947339193,21.0,4.0,0.0
The Silver Route Old Vine Tempranillo Syrah 2020,14.5,2020,75.0,Spain,Red Wine,11.49,433.0,3.7,https://www.laithwaites.co.uk/product/The-Silver-Route-Old-Vine-Tempranillo-Syrah-2020/2305520,ESP,11.49,1.0603200286882852,11.49,2.0,3.7
Altos de la Guardia Tempranillo 2020,14.5,2020,75.0,Spain,Red Wine,13.99,36.0,3.5,https://www.laithwaites.co.uk/product/Altos-de-la-Guardia-Tempranillo-2020/0515220,ESP,13.99,1.1458177144918276,13.99,2.0,3.5
Cuvée du Vatican Châteauneuf-du-Pape 2021,15.0,2021,75.0,France,Red Wine,26.0,,,https://www.laithwaites.co.uk/product/Cuv%C3%A9e-du-Vatican-Ch%C3%A2teauneuf-du-Pape-2021/2139621,FRA,26.0,1.414973347970818,26.0,1.0,0.0
Trapiche Terroir Series Finca Orellana Single Vineyard 2017,14.5,2017,75.0,Argentina,Red Wine,29.0,2.0,4.0,https://www.laithwaites.co.uk/product/Trapiche-Terroir-Series-Finca-Orellana-Single-Vineyard-2017/2165117,ARG,29.0,1.462397997898956,29.0,5.0,0.0
RedHeads 1888 2020,14.5,2020,75.0,Australia,Red Wine,25.0,55.0,4.5,https://www.laithwaites.co.uk/product/RedHeads-1888-2020/3629020,AUS,25.0,1.3979400086720377,25.0,2.0,4.5
Jim Barry Single Vineyard Eastern Ranges Cabernet Malbec 2017,13.8,2017,75.0,Australia,Red Wine,18.99,6.0,3.2,https://www.laithwaites.co.uk/product/Jim-Barry-Single-Vineyard-Eastern-Ranges-Cabernet-Malbec-2017/3859517,AUS,18.99,1.2785249647370176,18.99,5.0,3.2
Kilikanoon Baroota Reserve Shiraz 2019,14.5,2019,75.0,Australia,Red Wine,17.49,77.0,4.1,https://www.laithwaites.co.uk/product/Kilikanoon-Baroota-Reserve-Shiraz-2019/0350419,AUS,17.49,1.2427898094786765,17.49,3.0,4.1
Seven Saviours 2019,14.5,2019,75.0,France,Red Wine,13.99,10.0,3.5,https://www.laithwaites.co.uk/product/Seven-Saviours-2019/4086219,FRA,13.99,1.1458177144918276,13.99,3.0,3.5
Viña Nava Tempranillo 2021,14.0,2021,75.0,Spain,Red Wine,8.99,51.0,3.3,https://www.laithwaites.co.uk/product/Vi%C3%B1a-Nava-Tempranillo-2021/1549521,ESP,8.99,0.9537596917332288,8.99,1.0,3.3
Château de Nivelle 2020,14.5,2020,75.0,France,Red Wine,12.99,7.0,3.9,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-de-Nivelle-2020/3190420,FRA,12.99,1.113609151073028,12.99,2.0,3.9
Chapel Hill The Prophet McLaren Vale Shiraz 2020,14.5,2020,75.0,Australia,Red Wine,23.0,5.0,3.8,https://www.laithwaites.co.uk/product/Chapel-Hill-The-Prophet-McLaren-Vale-Shiraz-2020/1710520,AUS,23.0,1.3617278360175928,23.0,2.0,0.0
Château des Brousteras 2014,13.5,2014,75.0,France,Red Wine,17.99,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-des-Brousteras-2014/4287814,FRA,17.99,1.2550311633455513,17.99,8.0,0.0
Hommage à J Duèze 2020,15.0,2020,75.0,France,Red Wine,22.0,,,https://www.laithwaites.co.uk/product/Hommage-%C3%A0-J-Du%C3%A8ze-2020/4154720,FRA,22.0,1.3424226808222062,22.0,2.0,0.0
Bill & Sons Shiraz Durif 2021,14.0,2021,75.0,Australia,Red Wine,12.99,62.0,4.3,https://www.laithwaites.co.uk/product/Bill-&-Sons-Shiraz-Durif-2021/3735621,AUS,12.99,1.113609151073028,12.99,1.0,4.3
Château Le Bonalguet 2020,13.5,2020,75.0,France,Red Wine,15.99,79.0,3.8,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Le-Bonalguet-2020/2901120,FRA,15.99,1.2038484637462348,15.99,2.0,3.8
RedHeads Catbird Seat 2020,14.5,2020,75.0,Australia,Red Wine,16.49,23.0,3.6,https://www.laithwaites.co.uk/product/RedHeads-Catbird-Seat-2020/4078320,AUS,16.49,1.2172206556445186,16.49,2.0,3.6
Kellermeister Reserve Zweigelt 2019,13.5,2019,75.0,Austria,Red Wine,18.99,,,https://www.laithwaites.co.uk/product/Kellermeister-Reserve-Zweigelt-2019/3956319,AUT,18.99,1.2785249647370176,18.99,3.0,0.0
Tahbilk Estate Cabernet Sauvignon 2018,14.0,2018,75.0,Australia,Red Wine,15.99,1.0,3.0,https://www.laithwaites.co.uk/product/Tahbilk-Estate-Cabernet-Sauvignon-2018/3614018,AUS,15.99,1.2038484637462348,15.99,4.0,0.0
La Llave Roja Tempranillo Syrah 2020,13.5,2020,75.0,Spain,Red Wine,11.99,121.0,3.0,https://www.laithwaites.co.uk/product/La-Llave-Roja-Tempranillo-Syrah-2020/2957020,ESP,11.99,1.0788191830988487,11.99,2.0,3.0
Cachibaché Shiraz Malbec 2021,13.0,2021,75.0,Argentina,Red Wine,9.99,,,https://www.laithwaites.co.uk/product/Cachibach%C3%A9-Shiraz-Malbec-2021/4215121,ARG,9.99,0.9995654882259823,9.99,1.0,0.0
Tesoro de Rosario Monastrell Shiraz 2021,15.0,2021,75.0,Spain,Red Wine,12.99,116.0,3.6,https://www.laithwaites.co.uk/product/Tesoro-de-Rosario-Monastrell-Shiraz-2021/3618621,ESP,12.99,1.113609151073028,12.99,1.0,3.6
Von Reben Pinot Noir 2020,12.5,2020,75.0,Germany,Red Wine,11.99,37.0,4.0,https://www.laithwaites.co.uk/product/Von-Reben-Pinot-Noir-2020/3763320,DEU,11.99,1.0788191830988487,11.99,2.0,4.0
Il Poeta Barbaresco 2018,14.0,2018,75.0,Italy,Red Wine,24.0,5.0,3.2,https://www.laithwaites.co.uk/product/Il-Poeta-Barbaresco-2018/3950518,ITA,24.0,1.380211241711606,24.0,4.0,0.0
Trapiche Terroir Series Finca Coletto Single Vineyard 2018,14.5,2018,75.0,Argentina,Red Wine,29.0,1.0,5.0,https://www.laithwaites.co.uk/product/Trapiche-Terroir-Series-Finca-Coletto-Single-Vineyard-2018/1493718,ARG,29.0,1.462397997898956,29.0,4.0,0.0
Altos Xai 690m 2018,14.5,2018,75.0,Spain,Red Wine,19.99,2.0,4.0,https://www.laithwaites.co.uk/product/Altos-Xai-690m-2018/3989518,ESP,19.99,1.300812794118117,19.99,4.0,0.0
Château Duprat 2020,13.5,2020,75.0,France,Red Wine,10.99,12.0,4.0,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Duprat-2020/4054720,FRA,10.99,1.0409976924234905,10.99,2.0,4.0
Marchese Antinori Tenuta Tignanello Chianti Classico Riserva 2019,14.0,2019,75.0,Italy,Red Wine,37.0,,,https://www.laithwaites.co.uk/product/Marchese-Antinori-Tenuta-Tignanello-Chianti-Classico-Riserva-2019/4111419,ITA,37.0,1.568201724066995,37.0,3.0,0.0
Limited Release Shiraz Cabernet 2018,14.0,2018,75.0,Australia,Red Wine,25.0,,,https://www.laithwaites.co.uk/product/Limited-Release-Shiraz-Cabernet-2018/4200518,AUS,25.0,1.3979400086720377,25.0,4.0,0.0
Altos R Pigeage Tempranillo 2017,15.0,2017,75.0,Spain,Red Wine,23.0,30.0,4.7,https://www.laithwaites.co.uk/product/Altos-R-Pigeage-Tempranillo-2017/3486017,ESP,23.0,1.3617278360175928,23.0,5.0,4.7
Pillastro (magnum) 2021,13.5,2021,150.0,Italy,Red Wine,24.0,,,https://www.laithwaites.co.uk/product/Pillastro-(magnum)-2021/4265721,ITA,12.0,1.0791812460476249,24.0,1.0,0.0
Clarendelle Saint-Emilion Inspired by Haut-Brion 2019,14.5,2019,75.0,France,Red Wine,25.0,1.0,5.0,https://www.laithwaites.co.uk/product/Clarendelle-Saint-Emilion-Inspired-by-Haut-Brion-2019/3378119,FRA,25.0,1.3979400086720377,25.0,3.0,0.0
Ivana's Odiseya 2020,12.5,2020,75.0,Bulgaria,Red Wine,10.99,107.0,3.5,https://www.laithwaites.co.uk/product/Ivana's-Odiseya-2020/4008120,BGR,10.99,1.0409976924234905,10.99,2.0,3.5
Château Moulin du Prieur 2021,13.5,2021,75.0,France,Red Wine,12.99,55.0,3.5,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Moulin-du-Prieur-2021/3752621,FRA,12.99,1.113609151073028,12.99,1.0,3.5
Mandriano Merlot 2019,14.0,2019,75.0,Italy,Red Wine,10.99,62.0,3.6,https://www.laithwaites.co.uk/product/Mandriano-Merlot-2019/0888519,ITA,10.99,1.0409976924234905,10.99,3.0,3.6
Château Guillem de Montjustin 2020,15.0,2020,75.0,France,Red Wine,19.99,12.0,4.7,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Guillem-de-Montjustin-2020/3880620,FRA,19.99,1.300812794118117,19.99,2.0,4.7
Château Petit Pindefleur 2020,14.0,2020,75.0,France,Red Wine,16.99,3.0,3.3,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Petit-Pindefleur-2020/4135720,FRA,16.99,1.2301933788690456,16.99,2.0,0.0
Château La Clarière 2019,14.5,2019,75.0,France,Red Wine,25.0,63.0,4.7,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-La-Clari%C3%A8re-2019/3718319,FRA,25.0,1.3979400086720377,25.0,3.0,4.7
Compadre Gran Malbec 2021,14.0,2021,75.0,Argentina,Red Wine,16.49,24.0,3.7,https://www.laithwaites.co.uk/product/Compadre-Gran-Malbec-2021/4017721,ARG,16.49,1.2172206556445186,16.49,1.0,3.7
The Holdings Syrah Malbec 2021,12.5,2021,75.0,Argentina,Red Wine,10.99,280.0,3.6,https://www.laithwaites.co.uk/product/The-Holdings-Syrah-Malbec-2021/3087021,ARG,10.99,1.0409976924234905,10.99,1.0,3.6
Le Vieux Château Guibeau 2019,14.0,2019,75.0,France,Red Wine,18.99,1.0,5.0,https://www.laithwaites.co.uk/product/Le-Vieux-Ch%C3%A2teau-Guibeau-2019/0051719,FRA,18.99,1.2785249647370176,18.99,3.0,0.0
El Bombero (187ml) 2021,14.5,2021,18.7,Spain,Red Wine,2.79,12.0,3.3,https://www.laithwaites.co.uk/product/El-Bombero-(187ml)-2021/3804421,ESP,11.189839572192513,1.0488238601287987,2.79,1.0,3.3
Carravacas de Primicia Crianza Rioja 2018,14.5,2018,75.0,Spain,Red Wine,15.49,26.0,3.7,https://www.laithwaites.co.uk/product/Carravacas-de-Primicia-Crianza-Rioja-2018/1475018,ESP,15.49,1.190051417759206,15.49,4.0,3.7
St Hallett Blackwell Shiraz 2019,14.5,2019,75.0,Australia,Red Wine,27.0,,,https://www.laithwaites.co.uk/product/St-Hallett-Blackwell-Shiraz-2019/0228819,AUS,27.0,1.4313637641589874,27.0,3.0,0.0
Castillo de Maluenda 2020,14.5,2020,75.0,Spain,Red Wine,11.99,16.0,3.8,https://www.laithwaites.co.uk/product/Castillo-de-Maluenda-2020/4216020,ESP,11.99,1.0788191830988487,11.99,2.0,3.8
Deep River Shiraz 2021,14.0,2021,75.0,Australia,Red Wine,17.99,21.0,2.6,https://www.laithwaites.co.uk/product/Deep-River-Shiraz-2021/4122021,AUS,17.99,1.2550311633455513,17.99,1.0,2.6
Antakari Syrah 2021,14.0,2021,75.0,Chile,Red Wine,11.99,74.0,3.1,https://www.laithwaites.co.uk/product/Antakari-Syrah-2021/2079021,CHL,11.99,1.0788191830988487,11.99,1.0,3.1
Andrew McPherson's The Full Fifteen Reserve Doreen's Shiraz 2021,14.5,2021,75.0,Australia,Red Wine,17.49,171.0,4.3,https://www.laithwaites.co.uk/product/Andrew-McPherson's-The-Full-Fifteen-Reserve-Doreen's-Shiraz-2021/1946521,AUS,17.49,1.2427898094786765,17.49,1.0,4.3
Roc Saint Constant 2021,13.5,2021,75.0,France,Red Wine,12.99,101.0,3.5,https://www.laithwaites.co.uk/product/Roc-Saint-Constant-2021/3222521,FRA,12.99,1.113609151073028,12.99,1.0,3.5
St Hallett Butcher's Cart Shiraz 2018,14.5,2018,75.0,Australia,Red Wine,21.0,6.0,4.7,https://www.laithwaites.co.uk/product/St-Hallett-Butcher's-Cart-Shiraz-2018/3904418,AUS,21.0,1.3222192947339193,21.0,4.0,4.7
Andrew McPherson's The Full Fifteen Reserve Doreen's Shiraz 2020,14.5,2020,75.0,Australia,Red Wine,17.49,178.0,4.3,https://www.laithwaites.co.uk/product/Andrew-McPherson's-The-Full-Fifteen-Reserve-Doreen's-Shiraz-2020/1946520,AUS,17.49,1.2427898094786765,17.49,2.0,4.3
Altos R Pigeage Tempranillo 2018,14.5,2018,75.0,Spain,Red Wine,24.0,14.0,4.7,https://www.laithwaites.co.uk/product/Altos-R-Pigeage-Tempranillo-2018/3379118,ESP,24.0,1.380211241711606,24.0,4.0,4.7
Vinha do Fava Touriga Nacional (Magnum) 2021,14.0,2021,150.0,Portugal,Red Wine,24.0,,,https://www.laithwaites.co.uk/product/Vinha-do-Fava-Touriga-Nacional-(Magnum)-2021/4282421,PRT,12.0,1.0791812460476249,24.0,1.0,0.0
Château Bel Air Lagrave (magnum) 1995,12.5,1995,150.0,France,Red Wine,60.0,1.0,5.0,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Bel-Air-Lagrave-(magnum)-1995/3755295,FRA,30.0,1.4771212547196624,60.0,27.0,0.0
HJ Fabre Reservado Malbec Cabernet Franc 2021,14.5,2021,75.0,Argentina,Red Wine,17.99,22.0,4.3,https://www.laithwaites.co.uk/product/HJ-Fabre-Reservado-Malbec-Cabernet-Franc-2021/3874921,ARG,17.99,1.2550311633455513,17.99,1.0,4.3
Ramón Roqueta Tempranillo  Barrel Selection 2019,13.5,2019,75.0,Spain,Red Wine,10.99,52.0,3.7,https://www.laithwaites.co.uk/product/Ram%C3%B3n-Roqueta-Tempranillo--Barrel-Selection-2019/2251219,ESP,10.99,1.0409976924234905,10.99,3.0,3.7
Château de Beaufort 2019,14.5,2019,75.0,France,Red Wine,14.49,28.0,4.2,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-de-Beaufort-2019/4096519,FRA,14.49,1.1610683854711745,14.49,3.0,4.2
Clarendelle by Haut-Brion Médoc 2018,14.0,2018,75.0,France,Red Wine,22.0,,,https://www.laithwaites.co.uk/product/Clarendelle-by-Haut-Brion-M%C3%A9doc-2018/3378018,FRA,22.0,1.3424226808222062,22.0,4.0,0.0
Château Quattre 2011,12.5,2011,75.0,France,Red Wine,16.99,33.0,3.6,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Quattre-2011/3098211,FRA,16.99,1.2301933788690456,16.99,11.0,3.6
Big Bat Cabernet Sauvignon 2015,14.0,2015,75.0,Argentina,Red Wine,30.0,3.0,4.3,https://www.laithwaites.co.uk/product/Big-Bat-Cabernet-Sauvignon-2015/4133515,ARG,30.0,1.4771212547196624,30.0,7.0,0.0
Santa Inés Single Parcel Cabernet Sauvignon 2020,13.5,2020,75.0,Chile,Red Wine,16.99,,,https://www.laithwaites.co.uk/product/Santa-In%C3%A9s-Single-Parcel-Cabernet-Sauvignon-2020/4260520,CHL,16.99,1.2301933788690456,16.99,2.0,0.0
Château du Tertre Belair 2020,14.0,2020,75.0,France,Red Wine,16.99,44.0,3.5,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-du-Tertre-Belair-2020/1744720,FRA,16.99,1.2301933788690456,16.99,2.0,3.5
Brasero Merlot 2021,13.0,2021,75.0,Argentina,Red Wine,8.99,,,https://www.laithwaites.co.uk/product/Brasero-Merlot-2021/4200621,ARG,8.99,0.9537596917332288,8.99,1.0,0.0
Corsiero Nero (187ml) 2021,13.5,2021,18.7,Italy,Red Wine,3.99,4.0,4.0,https://www.laithwaites.co.uk/product/Corsiero-Nero-(187ml)-2021/3970521,ITA,16.002673796791445,1.2041925525419492,3.99,1.0,0.0
Tenuta Fenice Nero d’Avola (187ml) 2021,14.0,2021,18.7,Italy,Red Wine,3.29,,,https://www.laithwaites.co.uk/product/Tenuta-Fenice-Nero-d%E2%80%99Avola-(187ml)-2021/4232421,ITA,13.195187165775401,1.1204155548051753,3.29,1.0,0.0
Firespinner Merlot 2021,14.0,2021,75.0,Australia,Red Wine,11.99,152.0,3.3,https://www.laithwaites.co.uk/product/Firespinner-Merlot-2021/1854021,AUS,11.99,1.0788191830988487,11.99,1.0,3.3
Château Blaignan Cru Bourgeois 2015,13.0,2015,75.0,France,Red Wine,19.99,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Blaignan-Cru-Bourgeois-2015/2026615,FRA,19.99,1.300812794118117,19.99,7.0,0.0
Black Saint Peter Old Vine Zinfandel 2019,15.5,2019,75.0,USA,Red Wine,16.49,5.0,4.2,https://www.laithwaites.co.uk/product/Black-Saint-Peter-Old-Vine-Zinfandel-2019/0470319,unknown,16.49,1.2172206556445186,16.49,3.0,0.0
Kelly Country Shiraz 2020,14.5,2020,75.0,Australia,Red Wine,11.99,180.0,3.3,https://www.laithwaites.co.uk/product/Kelly-Country-Shiraz-2020/1831020,AUS,11.99,1.0788191830988487,11.99,2.0,3.3
Way & Cat South Australia Red Blend 2020,14.0,2020,75.0,Australia,Red Wine,13.49,,,https://www.laithwaites.co.uk/product/Way-&-Cat-South-Australia-Red-Blend-2020/4149520,AUS,13.49,1.1300119496719043,13.49,2.0,0.0
Famille Perrin Gigondas La Gille 2020,14.5,2020,75.0,France,Red Wine,21.0,,,https://www.laithwaites.co.uk/product/Famille-Perrin-Gigondas-La-Gille-2020/0949220,FRA,21.0,1.3222192947339193,21.0,2.0,0.0
Carravacas de Primicia Rioja 2021,14.0,2021,75.0,Spain,Red Wine,13.49,220.0,3.7,https://www.laithwaites.co.uk/product/Carravacas-de-Primicia-Rioja-2021/1494121,ESP,13.49,1.1300119496719043,13.49,1.0,3.7
Marquês de Marialva Colheita Selecionada 2019,13.0,2019,75.0,Portugal,Red Wine,12.49,193.0,4.0,https://www.laithwaites.co.uk/product/Marqu%C3%AAs-de-Marialva-Colheita-Selecionada-2019/3807719,PRT,12.49,1.0965624383741355,12.49,3.0,4.0
Château d'Ardennes 2011,13.5,2011,75.0,France,Red Wine,17.99,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-d'Ardennes-2011/4288111,FRA,17.99,1.2550311633455513,17.99,11.0,0.0
Pirineos Selección Tinto 2019,14.5,2019,75.0,Spain,Red Wine,10.99,101.0,3.6,https://www.laithwaites.co.uk/product/Pirineos-Selecci%C3%B3n-Tinto-2019/3970819,ESP,10.99,1.0409976924234905,10.99,3.0,3.6
Vertiges 2021,13.0,2021,75.0,France,Red Wine,12.49,124.0,4.1,https://www.laithwaites.co.uk/product/Vertiges-2021/4089321,FRA,12.49,1.0965624383741355,12.49,1.0,4.1
Château Sixtine Châteauneuf-du-Pape 2020,15.5,2020,75.0,France,Red Wine,31.0,2.0,5.0,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Sixtine-Ch%C3%A2teauneuf-du-Pape-2020/2122720,FRA,31.0,1.4913616938342726,31.0,2.0,0.0
Navarro Correas Reserve Cabernet Sauvignon 2020,14.0,2020,75.0,Argentina,Red Wine,17.99,4.0,3.5,https://www.laithwaites.co.uk/product/Navarro-Correas-Reserve-Cabernet-Sauvignon-2020/4133320,ARG,17.99,1.2550311633455513,17.99,2.0,0.0
Torresilo 1999,14.0,1999,75.0,Spain,Red Wine,60.0,2.0,3.0,https://www.laithwaites.co.uk/product/Torresilo-1999/1842299,ESP,60.0,1.7781512503836436,60.0,23.0,0.0
Torresilo 1998,14.0,1998,75.0,Spain,Red Wine,60.0,7.0,4.1,https://www.laithwaites.co.uk/product/Torresilo-1998/1842298,ESP,60.0,1.7781512503836436,60.0,24.0,4.1
