,name,wine_type,country,year,price,scaledprice,score,num_review,abv,size(cL),age,logprice
603,Domaine Fichet Macon-Villages 2020,White,France,2020,16.99,16.99,4.3,119,13.0,75.0,2.0,1.2301933788690456
604,Chateau de Puligny Montrachet Domaine de Montille 2019,White,France,2019,64.99,64.99,4.5,14,13.0,75.0,3.0,1.8128465369670712
605,Belmonte Marlborough Sauvignon Blanc 2020,White,New Zealand,2020,14.99,14.99,4.0,1643,13.0,75.0,2.0,1.1758016328482794
606,Castelfeder Lagrein Klassische Linie DOC 2019,Red,Italy,2019,15.99,15.99,4.1,45,13.0,75.0,3.0,1.2038484637462348
607,Bressia Profundo 2016,Red,Argentina,2016,25.99,25.99,4.5,100,14.5,75.0,6.0,1.4148062795010126
608,Croft Quinta da Roeda Vintage Port 2004,Fortified,Portugal,2004,21.99,21.99,4.1,33,20.5,75.0,18.0,1.3422252293607904
609,Atalaya do Mar Godello 2020,White,Spain,2020,14.99,14.99,4.0,299,13.0,75.0,2.0,1.1758016328482794
610,Vina Cobos Bramare Valle de Uco Malbec 2018,Red,Argentina,2018,31.99,31.99,4.6,50,14.5,75.0,4.0,1.5050142400841071
611,The Sail Chardonnay 2020,White,Australia,2020,11.99,11.99,4.0,1429,13.0,75.0,2.0,1.0788191830988487
612,Keith Tulloch Hunter Valley Semillon 2018,White,Australia,2018,15.99,15.99,4.2,20,11.0,75.0,4.0,1.2038484637462348
613,Domaine Henri Pelle Menetou-Salon Morogues 2018,White,France,2018,19.99,19.99,4.4,47,13.5,75.0,4.0,1.300812794118117
614,Il Cascinone Rive Barbera 2017,Red,Italy,2017,15.99,15.99,4.5,197,15.0,75.0,5.0,1.2038484637462348
615,Cloudy Bay Chardonnay 2019,White,New Zealand,2019,29.99,29.99,4.5,100,13.5,75.0,3.0,1.476976465759527
616,Perles du Seuil Blanc NV,Sparkling,France,Non Vintage,16.99,16.99,4.1,36,12.0,75.0,,1.2301933788690456
617,Capcanes La Nit de les Garnatxes Sand 2017,Red,Spain,2017,16.99,16.99,4.3,28,14.5,75.0,5.0,1.2301933788690456
618,Fonseca Bin 27 Fine Reserve NV,Fortified,Portugal,Non Vintage,13.99,13.99,4.5,184,20.0,75.0,,1.1458177144918276
619,Loom SV McLaren Vale Shiraz 2015,Red,Australia,2015,18.99,18.99,4.4,43,14.0,75.0,7.0,1.2785249647370176
620,Bodegas Hidalgo La Gitana Palo Cortado Wellington VOS NV,Sherry,Spain,Non Vintage,28.99,43.485,4.7,7,17.5,50.0,,1.6383394744106787
621,Hummingbird Semillon 2021,White,Australia,2021,9.99,9.99,4.1,992,12.0,75.0,1.0,0.9995654882259823
622,Domaine Andre Brunel Vin de Pays de Vaucluse 2020,Red,France,2020,11.99,11.99,4.1,2365,14.0,75.0,2.0,1.0788191830988487
623,Domaine Michel Girard Sancerre Rose 2020,Rose,France,2020,19.99,19.99,4.4,300,13.5,75.0,2.0,1.300812794118117
624,Champagne Laurent Perrier Grande Siecle NV,Sparkling,France,Non Vintage,165.0,165.0,4.9,8,12.0,75.0,,2.2174839442139063
625,Fernando de Castilla Classic Fino NV,Sherry,Spain,Non Vintage,13.99,13.99,3.8,18,15.0,75.0,,1.1458177144918276
626,Tenuta Olim Bauda Moscato d'Asti Centive 2021,Sparkling,Italy,2021,10.99,10.99,4.0,101,5.0,75.0,1.0,1.0409976924234905
627,Paul Hobbs Russian River Chardonnay 2018,White,USA,2018,49.99,49.99,4.5,6,14.5,75.0,4.0,1.6988831367525903
628,Fernando de Castilla Classic Cream NV,Sherry,Spain,Non Vintage,15.99,15.99,4.6,52,17.5,75.0,,1.2038484637462348
629,Silenus Limited Release Coonawarra Cabernet Sauvignon 2019,Red,Australia,2019,19.99,19.99,4.3,3007,14.0,75.0,3.0,1.300812794118117
630,Cave de Turckheim Gewurztraminer Grand Cru Brand 2015,White,France,2015,22.99,22.99,4.3,106,12.5,75.0,7.0,1.361538971269279
631,Clos du Gaimont Vouvray La Monaco Demi Sec 2020,White,France,2020,14.99,14.99,4.2,160,14.0,75.0,2.0,1.1758016328482794
632,Cave de Turckheim Pinot Blanc Reserve 2019,White,France,2019,12.99,12.99,4.2,186,13.0,75.0,3.0,1.113609151073028
633,Luigi Bosca Finca Los Nobles Malbec Verdot 2020,Red,Argentina,2020,42.0,42.0,4.7,39,14.5,75.0,2.0,1.6232492903979006
634,Finca Manzanos Rioja Gran Reserva Alta Expression 2013,Red,Spain,2013,19.99,19.99,4.4,163,13.5,75.0,9.0,1.300812794118117
635,Pazo Senorans Albarino 2020,White,Spain,2020,19.99,19.99,4.0,179,13.5,75.0,2.0,1.300812794118117
636,Fonseca 10 Year Old Tawny NV,Fortified,Portugal,Non Vintage,17.99,26.984999999999996,4.3,53,20.0,50.0,,1.4311224224012324
637,Fernando de Castilla Antique Amontillado NV,Sherry,Spain,Non Vintage,33.99,50.985,4.5,16,19.0,50.0,,1.7074424236387409
638,Croft Pink NV,Fortified,Portugal,Non Vintage,11.99,17.985,4.2,163,19.5,50.0,,1.2549104421545298
639,Fonseca Quinta do Panascal 2004,Fortified,Portugal,2004,25.99,25.99,4.3,47,20.5,75.0,18.0,1.4148062795010126
640,Champagne Laurent Perrier Demi Sec NV,Sparkling,France,Non Vintage,42.99,42.99,5.0,11,12.0,75.0,,1.633367445117007
641,McGuigan Black Label Red 2020,Red,Australia,2020,7.99,7.99,4.2,1829,13.0,75.0,2.0,0.9025467793139914
642,Champagne Veuve Clicquot Yellow Label Brut NV,Sparkling,France,Non Vintage,49.99,49.99,4.8,150,12.0,75.0,,1.6988831367525903
643,Finca Manzanos Rioja Reserva Especial 2016,Red,Spain,2016,16.99,16.99,4.2,194,14.0,75.0,6.0,1.2301933788690456
644,Plantagenet Mt Barker Shiraz 2016,Red,Australia,2016,29.99,29.99,4.4,45,14.5,75.0,6.0,1.476976465759527
645,Fernando de Castilla Classic Amontillado NV,Sherry,Spain,Non Vintage,15.99,15.99,3.6,26,17.5,75.0,,1.2038484637462348
646,Cloudy Bay Sauvignon Blanc 2021,White,New Zealand,2021,25.99,25.99,4.7,575,13.5,75.0,1.0,1.4148062795010126
647,Chateau du Seuil Bordeaux Rose 2021,Rose,France,2021,11.99,11.99,4.1,199,12.5,75.0,1.0,1.0788191830988487
648,Chateau Musar Jeune Red 2019,Red,Lebanon,2019,13.99,13.99,4.0,234,13.5,75.0,3.0,1.1458177144918276
649,Schola Sarmenti Nauna IGT Salento 2018,Red,Italy,2018,22.99,22.99,4.8,96,16.0,75.0,4.0,1.361538971269279
650,Vat 27 Reserve Cabernet Sauvignon Merlot 2020,Red,Australia,2020,12.99,12.99,4.4,3343,13.5,75.0,2.0,1.113609151073028
651,Champagne Bollinger Rose NV,Sparkling,France,Non Vintage,56.5,56.5,4.8,12,12.0,75.0,,1.7520484478194385
652,Finca Manzanos Seleccion de la Familia Rioja Crianza 2018,Red,Spain,2018,13.99,13.99,4.1,211,13.5,75.0,4.0,1.1458177144918276
653,Cuvee des Galets d’Estezargues 2019,Red,France,2019,10.99,10.99,4.0,126,15.0,75.0,3.0,1.0409976924234905
654,Domaine Baumard Carte Turquoise Cremant de Loire NV,Sparkling,France,Non Vintage,16.99,16.99,4.2,103,12.5,75.0,,1.2301933788690456
655,Louis Moreau Chablis 1er Cru Vaulignot 2019,White,France,2019,24.99,24.99,4.4,174,12.5,75.0,3.0,1.39776625612645
656,Perdeberg Winery Vineyard Collection Cinsault 2015,Red,South Africa,2015,9.99,9.99,3.6,92,14.0,75.0,7.0,0.9995654882259823
657,Baciato Negroamaro Primitivo 2021,Red,Italy,2021,10.99,10.99,4.1,1104,13.0,75.0,1.0,1.0409976924234905
658,Loom Single Vineyard Field Blend 2018,Red,Australia,2018,18.49,18.49,4.6,28,14.0,75.0,4.0,1.266936911159173
659,El Zumbido Garnacha Rosado 2021,Rose,Spain,2021,9.99,9.99,3.9,764,13.5,75.0,1.0,0.9995654882259823
660,El Zumbido Garnacha Syrah 2020,Red,Spain,2020,9.99,9.99,4.0,1708,14.5,75.0,2.0,0.9995654882259823
661,Il Colmo Prosecco Brut NV,Sparkling,Italy,Non Vintage,14.99,14.99,4.4,2042,11.5,75.0,,1.1758016328482794
662,Chateau Dereszla Tokaji Dry 2020,White,Hungary,2020,13.99,13.99,4.2,49,11.5,75.0,2.0,1.1458177144918276
663,Patto Catarratto 2019,White,Italy,2019,9.99,9.99,3.8,464,12.0,75.0,3.0,0.9995654882259823
664,Strout Road Vintners White Blend 2021,White,Australia,2021,10.99,10.99,4.0,1136,12.5,75.0,1.0,1.0409976924234905
665,Targa Rioja Garnacha 2020,Red,Spain,2020,14.99,14.99,4.1,326,14.0,75.0,2.0,1.1758016328482794
666,Targa Rioja Graciano 2021,Red,Spain,2021,14.99,14.99,4.2,340,13.5,75.0,1.0,1.1758016328482794
667,Targa Rioja Tempranillo 2020,Red,Spain,2020,14.99,14.99,4.2,366,13.5,75.0,2.0,1.1758016328482794
668,Champagne Gremillet Brut Blanc de Blancs NV,Sparkling,France,Non Vintage,33.99,33.99,4.4,23,12.0,75.0,,1.5313511645830598
669,The Bolney Estate Bolney Bubbly Brut NV,Sparkling,United Kingdom,Non Vintage,25.99,25.99,4.5,87,12.5,75.0,,1.4148062795010126
670,Domaine Baumard Cremant de Loire Carte Corail Rose NV,Sparkling,France,Non Vintage,17.99,17.99,4.0,58,12.5,75.0,,1.2550311633455513
671,Anello Piemonte DOC Barbera 2019,Red,Italy,2019,9.99,9.99,3.9,1294,13.5,75.0,3.0,0.9995654882259823
672,Domaine Denis Jamain Les Fossiles Reuilly Sauvignon Blanc 2019,White,France,2019,16.99,16.99,4.2,31,13.0,75.0,3.0,1.2301933788690456
673,Chateau de Gayon Madiran dou Barrinquet 2009,Red,France,2009,31.99,31.99,4.5,11,14.5,75.0,13.0,1.5050142400841071
674,Lenne Pinot Noir 2020,Red,Germany,2020,12.99,12.99,4.0,173,13.0,75.0,2.0,1.113609151073028
675,Jean Stodden J Spatburgunder 2018,Red,Germany,2018,22.99,22.99,4.2,38,12.5,75.0,4.0,1.361538971269279
676,Riecine La Gioia 2017,Red,Italy,2017,49.0,49.0,0.0,3,14.0,75.0,5.0,1.6901960800285136
677,Champagne Vilmart Grande Reserve Brut Premier Cru NV,Sparkling,France,Non Vintage,36.99,36.99,4.5,64,12.5,75.0,,1.568084331315394
678,The Black Pig The Prize McLaren Vale Shiraz Magnum 2019,Red,Australia,2019,44.99,22.495,4.7,1250,14.5,150.0,3.0,1.3520859975015858
679,T918 Single Site Sauvignon Blanc 2021,White,South Africa,2021,10.99,10.99,4.1,1334,13.5,75.0,1.0,1.0409976924234905
680,Urla Nero d'Avola Urla Karasi 2018,Red,Turkey,2018,29.99,29.99,4.2,24,14.5,75.0,4.0,1.476976465759527
681,Lergenmuller Saigner Rose Trocken 2020,Rose,Germany,2020,13.99,13.99,4.3,124,12.5,75.0,2.0,1.1458177144918276
682,Ardido Vinho Verde DOC 2020,White,Portugal,2020,11.99,11.99,4.0,414,12.0,75.0,2.0,1.0788191830988487
683,Tall Gum Shiraz Cabernet 2021,Red,Australia,2021,11.99,11.99,4.2,1393,14.0,75.0,1.0,1.0788191830988487
684,Billy Bosch Pinotage Shiraz 2021,Red,South Africa,2021,10.99,10.99,4.2,762,12.5,75.0,1.0,1.0409976924234905
685,L'Ornato Bianco 2020,White,Italy,2020,16.99,16.99,4.4,137,13.0,75.0,2.0,1.2301933788690456
