name,abv,year,size(cL),country,wine_type,price,num_review,rating,url,countrycode,scaled_price,logprice,price_fixed,age,score
Weingut Wittmann Kirschpiel Riesling Grosses Gewachs 2018,12.5,2018,75.0,Germany,White,54.99,0,0.0,https://www.virginwines.co.uk/wine/Z40792103324/Weingut-Wittmann-Kirschpiel-Riesling-Grosses-Gewachs,DEU,54.99,1.7402837196818792,54.99,4.0,0.0
Champagne J.M.Gobillard et Fils Brut Rose NV,12.5,NV,75.0,France,Sparkling,34.99,11,4.5,https://www.virginwines.co.uk/wine/Z40796102951/Champagne-J.M.Gobillard-et-Fils-Brut-Rose,FRA,34.99,1.5439439424829065,34.99,,4.5
Loom SV McLaren Vale Grenache 2018,14.0,2018,75.0,Australia,Red,24.99,5,4.6,https://www.virginwines.co.uk/wine/Z40322102291/Loom-SV-McLaren-Vale-Grenache,AUS,24.99,1.39776625612645,24.99,4.0,0.0
McGuigan Zero Chardonnay Alcohol Free NV,0.0,NV,75.0,Australia,Low / Alcohol Free Wines,5.0,58,2.9,https://www.virginwines.co.uk/wine/Z40748100956/McGuigan-Zero-Chardonnay-Alcohol-Free,AUS,5.0,0.6989700043360189,5.0,,2.9
McGuigan Zero Rose Alcohol Free NV,0.0,NV,75.0,Australia,Low / Alcohol Free Wines,5.0,49,4.0,https://www.virginwines.co.uk/wine/Z40747100956/McGuigan-Zero-Rose-Alcohol-Free,AUS,5.0,0.6989700043360189,5.0,,4.0
McGuigan Zero Shiraz Alcohol Free NV,0.0,NV,75.0,Australia,Low / Alcohol Free Wines,5.0,57,2.8,https://www.virginwines.co.uk/wine/Z40746100956/McGuigan-Zero-Shiraz-Alcohol-Free,AUS,5.0,0.6989700043360189,5.0,,2.8
Krug Grande Cuvee 170th Edition NV,12.5,NV,75.0,France,Sparkling,182.0,0,0.0,https://www.virginwines.co.uk/wine/Z42121101524/Krug-Grande-Cuvee-170th-Edition,FRA,182.0,2.2600713879850747,182.0,,0.0
Three Gables Winemaker's Reserve Chenin Blanc 2021,13.0,2021,75.0,South Africa,White,10.99,997,4.1,https://www.virginwines.co.uk/wine/Z40460101414/Three-Gables-Winemakers-Reserve-Chenin-Blanc,ZAF,10.99,1.0409976924234905,10.99,1.0,4.1
Domaine la Bouissieres Beaumes de Venise 2020,15.0,2020,75.0,France,Red,18.99,14,4.8,https://www.virginwines.co.uk/wine/Z40506100834/Domaine-la-Bouissieres-Beaumes-de-Venise,FRA,18.99,1.2785249647370176,18.99,2.0,4.8
Domaine la Bouissieres Gigondas 2020,15.0,2020,75.0,France,Red,24.99,5,3.8,https://www.virginwines.co.uk/wine/Z40508100834/Domaine-la-Bouissieres-Gigondas-Z40508100834,FRA,24.99,1.39776625612645,24.99,2.0,0.0
5OS Project Tempranillo Blend 2018,14.0,2018,75.0,Australia,Red,21.99,9,4.3,https://www.virginwines.co.uk/wine/Z40046102291/5OS-Project-Tempranillo-Blend,AUS,21.99,1.3422252293607904,21.99,4.0,4.3
Famille Perrin Nature Cotes du Rhone 2020,14.5,2020,75.0,France,Red,15.99,23,3.9,https://www.virginwines.co.uk/wine/Z40701100089/Famille-Perrin-Nature-Cotes-du-Rhone,FRA,15.99,1.2038484637462348,15.99,2.0,3.9
Cascina Adelaide Barolo DOCG Fossati 2017,14.5,2017,75.0,Italy,Red,54.99,6,4.2,https://www.virginwines.co.uk/wine/Z40559101434/Cascina-Adelaide-Barolo-DOCG-Fossati,ITA,54.99,1.7402837196818792,54.99,5.0,4.2
The Watchmakers Tourbillion Reserve Malbec 2021,14.0,2021,75.0,Argentina,Red,11.99,838,4.3,https://www.virginwines.co.uk/wine/Z40413101414/The-Watchmakers-Tourbillion-Reserve-Malbec,ARG,11.99,1.0788191830988487,11.99,1.0,4.3
La Fama Winemakers Reserve Malbec 2021,13.0,2021,75.0,Chile,Red,11.99,643,4.2,https://www.virginwines.co.uk/wine/Z40722101414/La-Fama-Winemakers-Reserve-Malbec,CHL,11.99,1.0788191830988487,11.99,1.0,4.2
Vitalita delle Venezie DOC Pinot Grigio 2021,12.0,2021,75.0,Italy,White,10.99,112,3.9,https://www.virginwines.co.uk/wine/Z41940102449/Vitalita-delle-Venezie-DOC-Pinot-Grigio,ITA,10.99,1.0409976924234905,10.99,1.0,3.9
Baixa Sirena DO Rias Baixas Albarino 2021,12.5,2021,75.0,Spain,White,15.99,6,4.7,https://www.virginwines.co.uk/wine/Z41892101434/Baixa-Sirena-DO-Rias-Baixas-Albarino,ESP,15.99,1.2038484637462348,15.99,1.0,4.7
Tuffers' Tipple The D Blanquette de Limoux NV,12.0,NV,75.0,France,Sparkling,11.99,1,4.0,https://www.virginwines.co.uk/wine/Z41842103330/Tuffers-Tipple-The-D-Blanquette-de-Limoux,FRA,11.99,1.0788191830988487,11.99,,0.0
Santenay 1er Cru Clos Rousseau Jean-Baptiste Jessiaume 2019,13.0,2019,75.0,France,Red,39.99,0,0.0,https://www.virginwines.co.uk/wine/Z41922102128/Santenay-1er-Cru-Clos-Rousseau-Jean-Baptiste-Jessiaume,FRA,39.99,1.6019514041335217,39.99,3.0,0.0
Volnay Jean-Baptiste Jessiaume 2019,13.0,2019,75.0,France,Red,39.99,0,0.0,https://www.virginwines.co.uk/wine/Z41923102128/Volnay-Jean-Baptiste-Jessiaume,FRA,39.99,1.6019514041335217,39.99,3.0,0.0
Monos Locos Merlot 2021,13.0,2021,75.0,Chile,Red,9.99,22,4.2,https://www.virginwines.co.uk/wine/Z41846101414/Monos-Locos-Merlot-Z41846101414,CHL,9.99,0.9995654882259823,9.99,1.0,4.2
De Martino Nuevo Mundo Organic Cabernet Sauvignon 2021,13.5,2021,75.0,Chile,Red,15.99,24,3.7,https://www.virginwines.co.uk/wine/Z41816100741/De-Martino-Nuevo-Mundo-Organic-Cabernet-Sauvignon,CHL,15.99,1.2038484637462348,15.99,1.0,3.7
De Martino Nuevo Mundo Organic Sauvignon Blanc 2021,13.0,2021,75.0,Chile,White,15.99,34,3.8,https://www.virginwines.co.uk/wine/Z41817100741/De-Martino-Nuevo-Mundo-Organic-Sauvignon-Blanc,CHL,15.99,1.2038484637462348,15.99,1.0,3.8
Monte Bernardi Sa'Etta Chianti Classico Riserva 2018,13.5,2018,75.0,Italy,Red,34.99,1,5.0,https://www.virginwines.co.uk/wine/Z41941103391/Monte-Bernardi-SaEtta-Chianti-Classico-Riserva,ITA,34.99,1.5439439424829065,34.99,4.0,0.0
Three Gables Dry Farm Swartland Cabernet Sauvignon 2021,13.0,2021,75.0,South Africa,Red,9.99,95,4.1,https://www.virginwines.co.uk/wine/Z41566101414/Three-Gables-Dry-Farm-Swartland-Cabernet-Sauvignon,ZAF,9.99,0.9995654882259823,9.99,1.0,4.1
Tall Gum Reserve Tempranillo 2021,14.0,2021,75.0,Australia,Red,10.99,38,4.3,https://www.virginwines.co.uk/wine/Z41790101414/Tall-Gum-Reserve-Tempranillo-Z41790101414,AUS,10.99,1.0409976924234905,10.99,1.0,4.3
Julien Barthazac Cremant de Bordeaux NV,12.0,NV,75.0,France,Sparkling,14.99,4,4.8,https://www.virginwines.co.uk/wine/Z41926103431/Julien-Barthazac-Cremant-de-Bordeaux,FRA,14.99,1.1758016328482794,14.99,,0.0
Black Flag Winemakers McLaren Vale Preservative Free Shiraz 2020,14.5,2020,75.0,Australia,Red,14.99,2,4.0,https://www.virginwines.co.uk/wine/Z41868102291/Black-Flag-Winemakers-McLaren-Vale-Preservative-Free-Shiraz,AUS,14.99,1.1758016328482794,14.99,2.0,0.0
The Vinitor Chardonnay 2020,13.5,2020,75.0,USA,White,11.99,14,3.7,https://www.virginwines.co.uk/wine/Z41464101414/The-Vinitor-Chardonnay,unknown,11.99,1.0788191830988487,11.99,2.0,3.7
Trois Calices Essentiel 2020,11.5,2020,75.0,France,White,10.99,388,4.1,https://www.virginwines.co.uk/wine/Z40457101414/Trois-Calices-Essentiel,FRA,10.99,1.0409976924234905,10.99,2.0,4.1
Domaine Giraud Lirac 2019,15.0,2019,75.0,France,Red,17.99,19,4.1,https://www.virginwines.co.uk/wine/Z40513100834/Domaine-Giraud-Lirac-Z40513100834,FRA,17.99,1.2550311633455513,17.99,3.0,4.1
Adega Ponte da Boga DO Ribeira Sacra Godello 2019,13.0,2019,75.0,Spain,White,14.99,7,4.3,https://www.virginwines.co.uk/wine/Z40560101434/Adega-Ponte-da-Boga-DO-Ribeira-Sacra-Godello,ESP,14.99,1.1758016328482794,14.99,3.0,4.3
Domaine Giraud Chateauneuf-du-Pape Les Grenaches de Pierre 2019,15.5,2019,75.0,France,Red,66.49,2,5.0,https://www.virginwines.co.uk/wine/Z40510100834/Domaine-Giraud-Chateauneuf-du-Pape-Les-Grenaches-de-Pierre,FRA,66.49,1.8227563329513907,66.49,3.0,0.0
Black Garden Langhorne Creek Shiraz 2020,14.5,2020,75.0,Australia,Red,14.99,69,4.3,https://www.virginwines.co.uk/wine/Z41353102291/Black-Garden-Langhorne-Creek-Shiraz,AUS,14.99,1.1758016328482794,14.99,2.0,4.3
Don Q Tempranillo Cabernet 2020,13.0,2020,75.0,Spain,Red,10.99,11,3.5,https://www.virginwines.co.uk/wine/Z41638101414/Don-Q-Tempranillo-Cabernet-Z41638101414,ESP,10.99,1.0409976924234905,10.99,2.0,3.5
Pensamiento DO Toro Roble 2019,13.5,2019,75.0,Spain,Red,13.99,48,4.2,https://www.virginwines.co.uk/wine/Z41719103528/Pensamiento-DO-Toro-Roble,ESP,13.99,1.1458177144918276,13.99,3.0,4.2
Julg Sonnenberg ‘WB’ Spatburgunder 2019,13.5,2019,75.0,Germany,Red,34.99,1,4.0,https://www.virginwines.co.uk/wine/Z41696103324/Julg-Sonnenberg-WB-Spatburgunder,DEU,34.99,1.5439439424829065,34.99,3.0,0.0
Two Kings Adelaide Hills Chardonnay 2021,13.0,2021,75.0,Australia,White,15.99,86,4.2,https://www.virginwines.co.uk/wine/Z41355102291/Two-Kings-Adelaide-Hills-Chardonnay,AUS,15.99,1.2038484637462348,15.99,1.0,4.2
Schloss Lieser Niederberg Helden Grosses Gewachs 2020,12.5,2020,75.0,Germany,White,39.99,0,0.0,https://www.virginwines.co.uk/wine/Z41694103324/Schloss-Lieser-Niederberg-Helden-Grosses-Gewachs,DEU,39.99,1.6019514041335217,39.99,2.0,0.0
Ziereisen Rhini Spatburgunder 2018,12.5,2018,75.0,Germany,Red,34.99,0,0.0,https://www.virginwines.co.uk/wine/Z41697103324/Ziereisen-Rhini-Spatburgunder,DEU,34.99,1.5439439424829065,34.99,4.0,0.0
Schafer-Frohlich Stromberg Grosses Gewachs 2020,12.5,2020,75.0,Germany,White,59.99,0,0.0,https://www.virginwines.co.uk/wine/Z41695103324/Schafer-Frohlich-Stromberg-Grosses-Gewachs,DEU,59.99,1.778078861937455,59.99,2.0,0.0
Wild Elevation Malbec 2021,14.0,2021,75.0,Argentina,Red,15.99,223,4.3,https://www.virginwines.co.uk/wine/Z41700101414/Wild-Elevation-Malbec,ARG,15.99,1.2038484637462348,15.99,1.0,4.3
Ripper Tempranillo 2021,14.0,2021,75.0,Australia,Red,10.99,145,4.3,https://www.virginwines.co.uk/wine/Z41813101414/Ripper-Tempranillo,AUS,10.99,1.0409976924234905,10.99,1.0,4.3
Domaine les Herbes Blanches Ventoux 2020,14.5,2020,75.0,France,Red,14.99,110,4.3,https://www.virginwines.co.uk/wine/Z36458100780/Domaine-les-Herbes-Blanches-Ventoux,FRA,14.99,1.1758016328482794,14.99,2.0,4.3
Chateau Pertignas Bordeaux 2020,14.0,2020,75.0,France,Red,10.99,8,3.4,https://www.virginwines.co.uk/wine/Z41812100020/Chateau-Pertignas-Bordeaux,FRA,10.99,1.0409976924234905,10.99,2.0,3.4
Bodegas Emilio Moro DO Ribera del Duero 2018,14.5,2018,75.0,Spain,Red,22.99,3,4.7,https://www.virginwines.co.uk/wine/Z41891101434/Bodegas-Emilio-Moro-DO-Ribera-del-Duero,ESP,22.99,1.361538971269279,22.99,4.0,0.0
The Ol' Grafter Clare Valley Shiraz Cabernet 2018,14.0,2018,75.0,Australia,Red,16.99,20,4.4,https://www.virginwines.co.uk/wine/Z41354102291/The-Ol-Grafter-Clare-Valley-Shiraz-Cabernet,AUS,16.99,1.2301933788690456,16.99,4.0,4.4
La Sirene Cuvee St Georges Grenache 2020,13.5,2020,75.0,France,Red,13.99,40,4.3,https://www.virginwines.co.uk/wine/Z41712101061/La-Sirene-Cuvee-St-Georges-Grenache,FRA,13.99,1.1458177144918276,13.99,2.0,4.3
Three Gables Swartland Marsanne 2021,13.0,2021,75.0,South Africa,White,10.99,27,4.2,https://www.virginwines.co.uk/wine/Z41637100009/Three-Gables-Swartland-Marsanne,ZAF,10.99,1.0409976924234905,10.99,1.0,4.2
Three Gables Tannat Tempranillo Tinta Amarela 2020,14.5,2020,75.0,South Africa,Red,11.99,12,4.2,https://www.virginwines.co.uk/wine/Z41653100009/Three-Gables-Tannat-Tempranillo-Tinta-Amarela,ZAF,11.99,1.0788191830988487,11.99,2.0,4.2
Ovingtons Muscat 2021,11.0,2021,75.0,South Africa,White,9.99,74,3.1,https://www.virginwines.co.uk/wine/Z41791101414/Ovingtons-Muscat,ZAF,9.99,0.9995654882259823,9.99,1.0,3.1
Finca La Zulema Malbec 2021,14.5,2021,75.0,Argentina,Red,14.99,15,4.3,https://www.virginwines.co.uk/wine/Z41509102682/Finca-La-Zulema-Malbec-Z41509102682,ARG,14.99,1.1758016328482794,14.99,1.0,4.3
Misty Cove Estate Marlborough Sauvignon Blanc 2021,13.0,2021,75.0,New Zealand,White,12.99,22,4.4,https://www.virginwines.co.uk/wine/Z41442103462/Misty-Cove-Estate-Marlborough-Sauvignon-Blanc,NZL,12.99,1.113609151073028,12.99,1.0,4.4
Mount Fishtail Marlborough Sauvignon Blanc 2021,13.0,2021,75.0,New Zealand,White,12.99,24,4.3,https://www.virginwines.co.uk/wine/Z41443103462/Mount-Fishtail-Marlborough-Sauvignon-Blanc,NZL,12.99,1.113609151073028,12.99,1.0,4.3
The Cup & Rings Godello 2016,13.0,2016,75.0,Spain,White,11.99,12,4.0,https://www.virginwines.co.uk/wine/Z41714103510/The-Cup-and-Rings-Godello,ESP,11.99,1.0788191830988487,11.99,6.0,4.0
Billy Bosch Paarl Cabernet Sauvignon 2020,14.5,2020,75.0,South Africa,Red,10.99,58,4.3,https://www.virginwines.co.uk/wine/Z41652100009/Billy-Bosch-Paarl-Cabernet-Sauvignon,ZAF,10.99,1.0409976924234905,10.99,2.0,4.3
Three Gables Paarl Chenin Blanc 2021,13.5,2021,75.0,South Africa,White,10.99,60,4.0,https://www.virginwines.co.uk/wine/Z41640100009/Three-Gables-Paarl-Chenin-Blanc,ZAF,10.99,1.0409976924234905,10.99,1.0,4.0
Depasso Riserva Nero d'Avola Leggermente Appassito 2018,14.0,2018,75.0,Italy,Red,17.99,140,4.6,https://www.virginwines.co.uk/wine/Z41534101434/Depasso-Riserva-Nero-dAvola-Leggermente-Appassito,ITA,17.99,1.2550311633455513,17.99,4.0,4.6
Ripper Reserve Pinot Gris 2021,12.5,2021,75.0,Australia,White,12.99,110,4.1,https://www.virginwines.co.uk/wine/Z41698101414/Ripper-Reserve-Pinot-Gris,AUS,12.99,1.113609151073028,12.99,1.0,4.1
The Comeback Kid Reserve McLaren Vale Shiraz 2019,14.0,2019,75.0,Australia,Red,17.99,52,4.0,https://www.virginwines.co.uk/wine/Z41289102291/The-Comeback-Kid-Reserve-McLaren-Vale-Shiraz,AUS,17.99,1.2550311633455513,17.99,3.0,4.0
Albacore Reserve Adelaide Hills Chardonnay 2021,13.0,2021,75.0,Australia,White,16.99,53,4.1,https://www.virginwines.co.uk/wine/Z41341102291/Albacore-Reserve-Adelaide-Hills-Chardonnay,AUS,16.99,1.2301933788690456,16.99,1.0,4.1
T203 Single Site Shiraz Cabernet 2021,14.5,2021,75.0,South Africa,Red,9.99,142,4.0,https://www.virginwines.co.uk/wine/Z41543101414/T203-Single-Site-Shiraz-Cabernet,ZAF,9.99,0.9995654882259823,9.99,1.0,4.0
Ripper Pinot Grigio 2021,13.0,2021,75.0,Australia,White,9.99,111,4.5,https://www.virginwines.co.uk/wine/Z41782101414/Ripper-Pinot-Grigio,AUS,9.99,0.9995654882259823,9.99,1.0,4.5
Three Gables Reserve Swartland Chenin Marsanne Grenache Blanc 2021,12.5,2021,75.0,South Africa,White,10.99,52,4.3,https://www.virginwines.co.uk/wine/Z41568100009/Three-Gables-Reserve-Swartland-Chenin-Marsanne-Grenache-Blanc,ZAF,10.99,1.0409976924234905,10.99,1.0,4.3
1749 Chinon 2020,13.5,2020,75.0,France,Red,11.99,6,4.2,https://www.virginwines.co.uk/wine/Z41633100020/1749-Chinon,FRA,11.99,1.0788191830988487,11.99,2.0,4.2
Le Vendangeoir Saint Nicolas de Bourgueil 2020,12.5,2020,75.0,France,Red,13.99,2,3.5,https://www.virginwines.co.uk/wine/Z41631100020/Le-Vendangeoir-Saint-Nicolas-de-Bourgueil,FRA,13.99,1.1458177144918276,13.99,2.0,0.0
Kahaka Marlborough Sauvignon Blanc 2021,13.0,2021,75.0,New Zealand,White,14.99,26,4.3,https://www.virginwines.co.uk/wine/Z41431103461/Kahaka-Marlborough-Sauvignon-Blanc-Z41431103461,NZL,14.99,1.1758016328482794,14.99,1.0,4.3
Les Perruches Vouvray Demi Sec 2020,12.5,2020,75.0,France,White,13.99,15,4.3,https://www.virginwines.co.uk/wine/Z41629100020/Les-Perruches-Vouvray-Demi-Sec,FRA,13.99,1.1458177144918276,13.99,2.0,4.3
1749 Muscadet 2020,11.5,2020,75.0,France,White,11.99,25,4.7,https://www.virginwines.co.uk/wine/Z41630100020/1749-Muscadet,FRA,11.99,1.0788191830988487,11.99,2.0,4.7
Pouilly Fuisse Domain Damien Martin 2020,13.0,2020,75.0,France,White,22.99,8,4.6,https://www.virginwines.co.uk/wine/Z41761103527/Pouilly-Fuisse-Domain-Damien-Martin,FRA,22.99,1.361538971269279,22.99,2.0,4.6
Saint Veran Les Grands Cras Domaine Damien Martin 2019,13.0,2019,75.0,France,White,23.99,2,4.0,https://www.virginwines.co.uk/wine/Z41762103527/Saint-Veran-Les-Grands-Cras-Domaine-Damien-Martin,FRA,23.99,1.3800302479678306,23.99,3.0,0.0
Domaine Billaud-Simon Chablis 1er Cru Vaillons 2020,13.5,2020,75.0,France,White,49.99,1,5.0,https://www.virginwines.co.uk/wine/Z41753102131/Domaine-Billaud-Simon-Chablis-1er-Cru-Vaillons,FRA,49.99,1.6988831367525903,49.99,2.0,0.0
Finca Allende Rioja Tinto 2014,13.5,2014,75.0,Spain,Red,25.99,4,4.2,https://www.virginwines.co.uk/wine/Z41702102131/Finca-Allende-Rioja-Tinto-Z41702102131,ESP,25.99,1.4148062795010126,25.99,8.0,0.0
Macon Verze Domaine Damien Martin 2020,13.0,2020,75.0,France,White,19.99,2,4.0,https://www.virginwines.co.uk/wine/Z41758103527/Macon-Verze-Domaine-Damien-Martin-Z41758103527,FRA,19.99,1.300812794118117,19.99,2.0,0.0
Saint Veran Les Maillettes Domaine Damien Martin 2020,13.0,2020,75.0,France,White,19.99,3,4.7,https://www.virginwines.co.uk/wine/Z41757103527/Saint-Veran-Les-Maillettes-Domaine-Damien-Martin-Z41757103527,FRA,19.99,1.300812794118117,19.99,2.0,0.0
Domaine Francine & Olivier Savary Chablis 2019,12.5,2019,75.0,France,White,19.99,40,4.2,https://www.virginwines.co.uk/wine/Z36940102131/Domaine-Francine-and-Olivier-Savary-Chablis,FRA,19.99,1.300812794118117,19.99,3.0,4.2
La Pinede Ventoux 2020,14.5,2020,75.0,France,Red,13.99,73,4.1,https://www.virginwines.co.uk/wine/Z41541100780/La-Pinede-Ventoux,FRA,13.99,1.1458177144918276,13.99,2.0,4.1
Sestosenso Grillo 2020,13.0,2020,75.0,Italy,White,12.99,53,3.2,https://www.virginwines.co.uk/wine/Z41590101434/Sestosenso-Grillo,ITA,12.99,1.113609151073028,12.99,2.0,3.2
Three Gables Winemaker's Chardonnay Viognier 2021,13.0,2021,75.0,South Africa,White,9.99,106,3.8,https://www.virginwines.co.uk/wine/Z41564101414/Three-Gables-Winemakers-Chardonnay-Viognier,ZAF,9.99,0.9995654882259823,9.99,1.0,3.8
Tall Gum Mount Benson Pinot Gris 2021,12.5,2021,75.0,Australia,White,12.99,60,4.1,https://www.virginwines.co.uk/wine/Z41544101414/Tall-Gum-Mount-Benson-Pinot-Gris,AUS,12.99,1.113609151073028,12.99,1.0,4.1
Chateau Puy Razac Saint Emilion Grand Cru 2018,14.0,2018,75.0,France,Red,19.99,4,3.5,https://www.virginwines.co.uk/wine/Z41632100783/Chateau-Puy-Razac-Saint-Emilion-Grand-Cru,FRA,19.99,1.300812794118117,19.99,4.0,0.0
5oS Project Old Vine Co. Shiraz Grenache 2019,14.5,2019,75.0,Australia,Red,24.99,2,4.0,https://www.virginwines.co.uk/wine/Z41370102291/5oS-Project-Old-Vine-Co.-Shiraz-Grenache,AUS,24.99,1.39776625612645,24.99,3.0,0.0
Ripper Reserve Adelaide Hills Chardonnay 2021,13.0,2021,75.0,Australia,White,11.99,43,3.8,https://www.virginwines.co.uk/wine/Z41567101414/Ripper-Reserve-Adelaide-Hills-Chardonnay,AUS,11.99,1.0788191830988487,11.99,1.0,3.8
Elbo Organic Tempranillo 2019,14.5,2019,75.0,Spain,Red,13.99,71,3.7,https://www.virginwines.co.uk/wine/Z40463101434/Elbo-Organic-Tempranillo,ESP,13.99,1.1458177144918276,13.99,3.0,3.7
Mahaut Coteaux Varois en Provence Rose 2020,13.0,2020,75.0,France,Rosé,12.99,16,4.1,https://www.virginwines.co.uk/wine/Z41588101434/Mahaut-Coteaux-Varois-en-Provence-Rose,FRA,12.99,1.113609151073028,12.99,2.0,4.1
La Penombre Reserve Lesquerde 2019,14.5,2019,75.0,France,Red,14.99,24,4.4,https://www.virginwines.co.uk/wine/Z41491103465/La-Penombre-Reserve-Lesquerde,FRA,14.99,1.1758016328482794,14.99,3.0,4.4
Reservoir Hogs Adelaide Hills Sauvignon Blanc 2021,12.0,2021,75.0,Australia,White,13.99,61,4.0,https://www.virginwines.co.uk/wine/Z41351102291/Reservoir-Hogs-Adelaide-Hills-Sauvignon-Blanc-Z41351102291,AUS,13.99,1.1458177144918276,13.99,1.0,4.0
Albacore Reserve Adelaide Hills Sauvignon Blanc 2021,12.0,2021,75.0,Australia,White,13.99,70,4.3,https://www.virginwines.co.uk/wine/Z41340102291/Albacore-Reserve-Adelaide-Hills-Sauvignon-Blanc,AUS,13.99,1.1458177144918276,13.99,1.0,4.3
Pizo Old Vine Carinena 2020,14.0,2020,75.0,Spain,Red,11.99,87,4.2,https://www.virginwines.co.uk/wine/Z41548102647/Pizo-Old-Vine-Carinena,ESP,11.99,1.0788191830988487,11.99,2.0,4.2
Loom SV Sangiovese 2016,14.0,2016,75.0,Australia,Red,16.99,1,5.0,https://www.virginwines.co.uk/wine/Z38975102291/Loom-SV-Sangiovese,AUS,16.99,1.2301933788690456,16.99,6.0,0.0
Familiar Vinho Regional Lisboa Tinto 2021,13.0,2021,75.0,Portugal,Red,10.99,197,4.1,https://www.virginwines.co.uk/wine/Z41533101434/Familiar-Vinho-Regional-Lisboa-Tinto,PRT,10.99,1.0409976924234905,10.99,1.0,4.1
Domaine de Bonserine Cote Rotie La Sarrasine 2018,14.0,2018,75.0,France,Red,49.99,0,0.0,https://www.virginwines.co.uk/wine/Z41589101434/Domaine-de-Bonserine-Cote-Rotie-La-Sarrasine,FRA,49.99,1.6988831367525903,49.99,4.0,0.0
Pierre Sourdais Chinon Tradition 2019,12.5,2019,75.0,France,Red,12.99,6,3.5,https://www.virginwines.co.uk/wine/Z41598102951/Pierre-Sourdais-Chinon-Tradition,FRA,12.99,1.113609151073028,12.99,3.0,3.5
Ripper Reserve Adelaide Hills Sauvignon Blanc 2021,11.5,2021,75.0,Australia,White,11.99,108,4.0,https://www.virginwines.co.uk/wine/Z41580101414/Ripper-Reserve-Adelaide-Hills-Sauvignon-Blanc,AUS,11.99,1.0788191830988487,11.99,1.0,4.0
Tall Gum Reserve Adelaide Hills Sauvignon Blanc 2021,11.5,2021,75.0,Australia,White,11.99,45,4.0,https://www.virginwines.co.uk/wine/Z41581101414/Tall-Gum-Reserve-Adelaide-Hills-Sauvignon-Blanc,AUS,11.99,1.0788191830988487,11.99,1.0,4.0
De Martino Estate 25th Anniversary Carmenere 2019,13.0,2019,75.0,Chile,Red,21.99,44,4.4,https://www.virginwines.co.uk/wine/Z41295100741/De-Martino-Estate-25th-Anniversary-Carmenere,CHL,21.99,1.3422252293607904,21.99,3.0,4.4
Nadia's Pure Perdeberg Shiraz Malbec 2020,14.5,2020,75.0,South Africa,Red,9.99,563,4.0,https://www.virginwines.co.uk/wine/Z37726101414/Nadias-Pure-Perdeberg-Shiraz-Malbec-Z37726101414,ZAF,9.99,0.9995654882259823,9.99,2.0,4.0
The Vinitor Pinot Noir 2020,13.5,2020,75.0,USA,Red,11.99,44,3.7,https://www.virginwines.co.uk/wine/Z41465101414/The-Vinitor-Pinot-Noir,unknown,11.99,1.0788191830988487,11.99,2.0,3.7
Between Bridges Merlot 2020,13.5,2020,75.0,Romania,Red,9.99,624,4.0,https://www.virginwines.co.uk/wine/Z40538101434/Between-Bridges-Merlot,ROU,9.99,0.9995654882259823,9.99,2.0,4.0
Les Trois Calices Gros Manseng Sauvignon Blanc 2020,12.5,2020,75.0,France,White,9.99,68,4.4,https://www.virginwines.co.uk/wine/Z41578101414/Les-Trois-Calices-Gros-Manseng-Sauvignon-Blanc,FRA,9.99,0.9995654882259823,9.99,2.0,4.4
Domaine Chavet Menetou Salon Rouge 2020,14.5,2020,75.0,France,Red,16.99,2,3.0,https://www.virginwines.co.uk/wine/Z41506101434/Domaine-Chavet-Menetou-Salon-Rouge,FRA,16.99,1.2301933788690456,16.99,2.0,0.0
La Penombre Reserve Pinot Noir Tete de Cuvee 2020,13.0,2020,75.0,France,Red,14.99,51,4.2,https://www.virginwines.co.uk/wine/Z41487103464/La-Penombre-Reserve-Pinot-Noir-Tete-de-Cuvee,FRA,14.99,1.1758016328482794,14.99,2.0,4.2
Domaine de la Semellerie Chinon Rouge 2020,13.0,2020,75.0,France,Red,10.99,7,3.9,https://www.virginwines.co.uk/wine/Z41457101935/Domaine-de-la-Semellerie-Chinon-Rouge,FRA,10.99,1.0409976924234905,10.99,2.0,3.9
Ungrafted Itata Old Vine Cinsault 2020,13.5,2020,75.0,Chile,Red,14.99,4,4.0,https://www.virginwines.co.uk/wine/Z41313100741/Ungrafted-Itata-Old-Vine-Cinsault,CHL,14.99,1.1758016328482794,14.99,2.0,0.0
Lergenmuller Pinot Noir Trocken 2019,13.5,2019,75.0,Germany,Red,13.99,12,4.2,https://www.virginwines.co.uk/wine/Z41599102465/Lergenmuller-Pinot-Noir-Trocken,DEU,13.99,1.1458177144918276,13.99,3.0,4.2
Campo Bonito Blanco 2020,12.0,2020,75.0,Spain,White,9.99,173,3.9,https://www.virginwines.co.uk/wine/Z41426101434/Campo-Bonito-Blanco-Z41426101434,ESP,9.99,0.9995654882259823,9.99,2.0,3.9
Weingut Schales Silvaner Eiswein 2016,7.0,2016,37.5,Germany,Dessert,49.99,0,0.0,https://www.virginwines.co.uk/wine/Z41601102465/Weingut-Schales-Silvaner-Eiswein,DEU,99.98,1.9999131324165715,49.99,6.0,0.0
Lergenmuller Dornfelder Trocken 2018,13.0,2018,75.0,Germany,Red,12.99,5,3.6,https://www.virginwines.co.uk/wine/Z41600102465/Lergenmuller-Dornfelder-Trocken,DEU,12.99,1.113609151073028,12.99,4.0,0.0
