name,abv,year,size(cL),country,wine_type,price,num_review,rating,url,countrycode,scaled_price,logprice,price_fixed,age,score
Champagne Louis Roederer Collection 242 NV,12.0,NV,75.0,France,Sparkling,52.0,0,0.0,https://www.virginwines.co.uk/wine/Z41591100121/Champagne-Louis-Roederer-Collection-242,FRA,52.0,1.7160033436347992,52.0,,0.0
L'Artisan Grenache Syrah 2020,13.5,2020,75.0,France,Red,9.99,197,4.2,https://www.virginwines.co.uk/wine/Z41467101414/LArtisan-Grenache-Syrah,FRA,9.99,0.9995654882259823,9.99,2.0,4.2
Rippasimento 2020,14.5,2020,75.0,Australia,Red,10.99,197,4.4,https://www.virginwines.co.uk/wine/Z41479101414/Rippasimento,AUS,10.99,1.0409976924234905,10.99,2.0,4.4
De Martino Old Vine Series Las Olvidadas 2019,13.0,2019,75.0,Chile,Red,29.99,0,0.0,https://www.virginwines.co.uk/wine/Z41317100741/De-Martino-Old-Vine-Series-Las-Olvidadas,CHL,29.99,1.476976465759527,29.99,3.0,0.0
Domaine Baillie Giral Grenache Noir 2020,14.5,2020,75.0,France,Red,12.99,40,4.6,https://www.virginwines.co.uk/wine/Z41486103465/Domaine-Baillie-Giral-Grenache-Noir,FRA,12.99,1.113609151073028,12.99,2.0,4.6
Le Pont de Diable Syrah Grenache 2021,13.0,2021,75.0,France,Red,10.99,222,4.2,https://www.virginwines.co.uk/wine/Z41454101414/Le-Pont-de-Diable-Syrah-Grenache,FRA,10.99,1.0409976924234905,10.99,1.0,4.2
The Intrepid Bear Reserve Zinfandel 2020,13.5,2020,75.0,USA,Red,11.99,89,3.8,https://www.virginwines.co.uk/wine/Z41319101414/The-Intrepid-Bear-Reserve-Zinfandel,unknown,11.99,1.0788191830988487,11.99,2.0,3.8
Ungrafted Itata Old Vine Dry Muscat 2020,13.0,2020,75.0,Chile,White,14.99,3,2.7,https://www.virginwines.co.uk/wine/Z41314100741/Ungrafted-Itata-Old-Vine-Dry-Muscat,CHL,14.99,1.1758016328482794,14.99,2.0,0.0
Cascading Cloud Shiraz Malbec 2021,14.0,2021,75.0,South Africa,Red,10.99,157,4.0,https://www.virginwines.co.uk/wine/Z41453101414/Cascading-Cloud-Shiraz-Malbec,ZAF,10.99,1.0409976924234905,10.99,1.0,4.0
Curious Parallel Feteasca Neagra 2020,13.5,2020,75.0,Romania,Red,9.99,223,4.0,https://www.virginwines.co.uk/wine/Z41081101434/Curious-Parallel-Feteasca-Neagra,ROU,9.99,0.9995654882259823,9.99,2.0,4.0
Heinrichshof Sonnenuhr Beerenauslese Riesling Mosel 2019,7.5,2019,37.5,Germany,Dessert,26.99,0,0.0,https://www.virginwines.co.uk/wine/Z41358102619/Heinrichshof-Sonnenuhr-Beerenauslese-Riesling-Mosel,DEU,53.98,1.7322328802204978,26.99,3.0,0.0
Chateau Tournebrise Lalande-De-Pomerol 2019,14.0,2019,75.0,France,Red,19.99,7,4.7,https://www.virginwines.co.uk/wine/Z41254100783/Chateau-Tournebrise-Lalande-De-Pomerol,FRA,19.99,1.300812794118117,19.99,3.0,4.7
Ulrich Langguth Riesling Auslese Harmonie 2019,8.0,2019,75.0,Germany,White,24.99,2,3.5,https://www.virginwines.co.uk/wine/Z41269101465/Ulrich-Langguth-Riesling-Auslese-Harmonie,DEU,24.99,1.39776625612645,24.99,3.0,0.0
Equipo Navazos La Bota 99 Florpower Single Vineyard 2019,11.5,2019,75.0,Spain,Sherry,26.99,0,0.0,https://www.virginwines.co.uk/wine/Z41360101434/Equipo-Navazos-La-Bota-99-Florpower-Single-Vineyard,ESP,26.99,1.4312028845565166,26.99,3.0,0.0
Hans Lang Hattenheim Hassel Riesling Beerenauslese 2001,8.0,2001,37.5,Germany,Dessert,24.99,1,5.0,https://www.virginwines.co.uk/wine/Z41270101465/Hans-Lang-Hattenheim-Hassel-Riesling-Beerenauslese,DEU,49.98,1.6987962517904311,24.99,21.0,0.0
5OS Project Pinot Noir 2019,13.0,2019,75.0,Australia,Red,17.99,3,4.7,https://www.virginwines.co.uk/wine/Z41296102291/5OS-Project-Pinot-Noir,AUS,17.99,1.2550311633455513,17.99,3.0,0.0
Tall Gum Reserve Grenache Shiraz Mataro 2020,14.5,2020,75.0,Australia,Red,16.99,45,4.1,https://www.virginwines.co.uk/wine/Z41110101434/Tall-Gum-Reserve-Grenache-Shiraz-Mataro,AUS,16.99,1.2301933788690456,16.99,2.0,4.1
Chateau Grand Moulinet Pomerol 2018,14.5,2018,75.0,France,Red,29.99,1,5.0,https://www.virginwines.co.uk/wine/Z41252100783/Chateau-Grand-Moulinet-Pomerol,FRA,29.99,1.476976465759527,29.99,4.0,0.0
Paul Hobbs Sonoma Coast Crossbarn Pinot Noir 2018,15.0,2018,75.0,USA,Red,37.99,3,4.7,https://www.virginwines.co.uk/wine/Z41441101434/Paul-Hobbs-Sonoma-Coast-Crossbarn-Pinot-Noir,unknown,37.99,1.5796692935547203,37.99,4.0,0.0
Bogle Vineyards Old Vine Zinfandel 2018,14.5,2018,75.0,USA,Red,17.99,14,4.6,https://www.virginwines.co.uk/wine/Z41444102951/Bogle-Vineyards-Old-Vine-Zinfandel,unknown,17.99,1.2550311633455513,17.99,4.0,4.6
Coastal Vines Brut Cuvee NV,12.0,NV,75.0,USA,Sparkling,12.99,22,3.6,https://www.virginwines.co.uk/wine/Z41461101414/Coastal-Vines-Brut-Cuvee,unknown,12.99,1.113609151073028,12.99,,3.6
Paul Hobbs Sonoma Coast Crossbarn Chardonnay 2019,14.0,2019,75.0,USA,White,29.99,3,3.0,https://www.virginwines.co.uk/wine/Z41440101434/Paul-Hobbs-Sonoma-Coast-Crossbarn-Chardonnay,unknown,29.99,1.476976465759527,29.99,3.0,0.0
Black Flag Winemakers McLaren Vale Malbec Durif 2017,14.0,2017,75.0,Australia,Red,21.99,44,4.1,https://www.virginwines.co.uk/wine/Z40930102291/Black-Flag-Winemakers-McLaren-Vale-Malbec-Durif,AUS,21.99,1.3422252293607904,21.99,5.0,4.1
Chateau Bernot Blanc 2020,11.5,2020,75.0,France,White,11.99,18,3.8,https://www.virginwines.co.uk/wine/Z41304103431/Chateau-Bernot-Blanc-Z41304103431,FRA,11.99,1.0788191830988487,11.99,2.0,3.8
Curious Parallel Feteasca Regala 2020,11.5,2020,75.0,Romania,White,9.99,158,3.9,https://www.virginwines.co.uk/wine/Z41080101434/Curious-Parallel-Feteasca-Regala,ROU,9.99,0.9995654882259823,9.99,2.0,3.9
Tuffers' Tipple Margaret River Shiraz 2019,14.5,2019,75.0,Australia,Red,18.99,42,3.9,https://www.virginwines.co.uk/wine/Z41074103330/Tuffers-Tipple-Margaret-River-Shiraz,AUS,18.99,1.2785249647370176,18.99,3.0,3.9
MLBC Earth & Sun Malbec 2021,14.0,2021,75.0,Argentina,Red,11.99,405,4.3,https://www.virginwines.co.uk/wine/Z41228101414/MLBC-Earth-and-Sun-Malbec,ARG,11.99,1.0788191830988487,11.99,1.0,4.3
Tuffers' Tipple Margaret River Sauvignon Blanc 2021,12.5,2021,75.0,Australia,White,11.99,46,3.7,https://www.virginwines.co.uk/wine/Z41075103330/Tuffers-Tipple-Margaret-River-Sauvignon-Blanc,AUS,11.99,1.0788191830988487,11.99,1.0,3.7
Chateau Bernot Rose 2020,13.5,2020,75.0,France,Rosé,11.99,26,4.4,https://www.virginwines.co.uk/wine/Z41305103431/Chateau-Bernot-Rose-Z41305103431,FRA,11.99,1.0788191830988487,11.99,2.0,4.4
Tuffers' Tipple Gascogne Sauvignon Blanc 2020,12.5,2020,75.0,France,White,11.99,48,3.9,https://www.virginwines.co.uk/wine/Z41255103330/Tuffers-Tipple-Gascogne-Sauvignon-Blanc,FRA,11.99,1.0788191830988487,11.99,2.0,3.9
Tuffers' Tipple GSM 2020,14.0,2020,75.0,France,Red,12.99,49,3.5,https://www.virginwines.co.uk/wine/Z41315103330/Tuffers-Tipple-GSM,FRA,12.99,1.113609151073028,12.99,2.0,3.5
Tuffers' Tipple Oaked Tempranillo 2019,13.0,2019,75.0,Spain,Red,12.99,40,3.8,https://www.virginwines.co.uk/wine/Z41316103330/Tuffers-Tipple-Oaked-Tempranillo,ESP,12.99,1.113609151073028,12.99,3.0,3.8
Le Zeitgeist Grenache Mourvedre 2020,14.0,2020,75.0,France,Red,10.99,152,4.0,https://www.virginwines.co.uk/wine/Z41180101414/Le-Zeitgeist-Grenache-Mourvedre,FRA,10.99,1.0409976924234905,10.99,2.0,4.0
Tuffers' Tipple Bacchus 2020,11.0,2020,75.0,England,White,11.99,25,3.9,https://www.virginwines.co.uk/wine/Z41306103330/Tuffers-Tipple-Bacchus,unknown,11.99,1.0788191830988487,11.99,2.0,3.9
Black Flag Winemakers Mount Gambier Sauvignon Blanc 2020,12.5,2020,75.0,Australia,White,13.99,25,3.8,https://www.virginwines.co.uk/wine/Z41141102291/Black-Flag-Winemakers-Mount-Gambier-Sauvignon-Blanc,AUS,13.99,1.1458177144918276,13.99,2.0,3.8
Chateau Teyssier Pezat Bordeaux Blanc 2019,13.0,2019,75.0,France,White,12.99,7,4.1,https://www.virginwines.co.uk/wine/Z41378103443/Chateau-Teyssier-Pezat-Bordeaux-Blanc,FRA,12.99,1.113609151073028,12.99,3.0,4.1
Chateau Teyssier Pezat Bordeaux Superieur 2018,15.0,2018,75.0,France,Red,14.99,11,3.9,https://www.virginwines.co.uk/wine/Z41377103443/Chateau-Teyssier-Pezat-Bordeaux-Superieur,FRA,14.99,1.1758016328482794,14.99,4.0,3.9
Equipo Navazos La Bota 92 Palo Cortado 'Pata de Gallina' NV,20.5,NV,50.0,Spain,Sherry,54.99,0,0.0,https://www.virginwines.co.uk/wine/Z41362101434/Equipo-Navazos-La-Bota-92-Palo-Cortado-Pata-de-Gallina,ESP,82.485,1.9163749787375604,54.99,,0.0
Equipo Navazos La Bota 95 Amontillado NV,18.5,NV,75.0,Spain,Sherry,49.99,0,0.0,https://www.virginwines.co.uk/wine/Z41361101434/Equipo-Navazos-La-Bota-95-Amontillado,ESP,49.99,1.6988831367525903,49.99,,0.0
Marsc Wine Company Margaret River Sauvignon Blanc Semillon 2020,13.0,2020,75.0,Australia,White,13.99,51,3.9,https://www.virginwines.co.uk/wine/Z41140102291/Marsc-Wine-Company-Margaret-River-Sauvignon-Blanc-Semillon,AUS,13.99,1.1458177144918276,13.99,2.0,3.9
Zafferino Pinot Grigio 2021,12.5,2021,75.0,Italy,White,9.99,12,4.6,https://www.virginwines.co.uk/wine/Z41949101414/Zafferino-Pinot-Grigio-Z41949101414,ITA,9.99,0.9995654882259823,9.99,1.0,4.6
Domaine La Haute Fevrie Clos de la Fevrie Muscadet Sevre et Maine Sur Lie 2020,12.0,2020,75.0,France,White,13.99,19,4.6,https://www.virginwines.co.uk/wine/Z41067102131/Domaine-La-Haute-Fevrie-Clos-de-la-Fevrie-Muscadet-Sevre-et-Maine-Sur-Lie-Z41067102131,FRA,13.99,1.1458177144918276,13.99,2.0,4.6
Tenuta Scopetani Chianti 2018,13.0,2018,75.0,Italy,Red,15.99,40,3.8,https://www.virginwines.co.uk/wine/Z41037102455/Tenuta-Scopetani-Chianti,ITA,15.99,1.2038484637462348,15.99,4.0,3.8
Black Flag Winemakers Langhorne Creek Adelaide Hills Shiraz Pinot Noir 2018,14.5,2018,75.0,Australia,Red,12.99,80,4.3,https://www.virginwines.co.uk/wine/Z40923102291/Black-Flag-Winemakers-Langhorne-Creek-Adelaide-Hills-Shiraz-Pinot-Noir,AUS,12.99,1.113609151073028,12.99,4.0,4.3
Bodegas Hidalgo La Gitana En Rama Spring 2021 Release NV,15.0,NV,75.0,Spain,Sherry,16.99,0,0.0,https://www.virginwines.co.uk/wine/Z41367100003/Bodegas-Hidalgo-La-Gitana-En-Rama-Spring-2021-Release,ESP,16.99,1.2301933788690456,16.99,,0.0
L'Olivette Colombard Sauvignon 2020,11.5,2020,75.0,France,White,11.99,21,3.9,https://www.virginwines.co.uk/wine/Z41253101434/LOlivette-Colombard-Sauvignon,FRA,11.99,1.0788191830988487,11.99,2.0,3.9
Henners Foxearle English Sparkling Brut 2016,12.5,2016,75.0,England,Sparkling,39.99,22,4.5,https://www.virginwines.co.uk/wine/Z41076100009/Henners-Foxearle-English-Sparkling-Brut,unknown,39.99,1.6019514041335217,39.99,6.0,4.5
Alchemy 50 Year Old Vine Carignan 2019,14.0,2019,75.0,France,Red,13.99,20,4.0,https://www.virginwines.co.uk/wine/Z41223103330/Alchemy-50-Year-Old-Vine-Carignan,FRA,13.99,1.1458177144918276,13.99,3.0,4.0
La Sirene Grenache Mourvedre 2020,14.0,2020,75.0,France,Red,10.99,106,4.2,https://www.virginwines.co.uk/wine/Z41291101414/La-Sirene-Grenache-Mourvedre,FRA,10.99,1.0409976924234905,10.99,2.0,4.2
Castelbarco Parziale Appassimento 2019,13.5,2019,75.0,Italy,Red,16.99,183,4.5,https://www.virginwines.co.uk/wine/Z40198101434/Castelbarco-Parziale-Appassimento,ITA,16.99,1.2301933788690456,16.99,3.0,4.5
Les Trois Calices Grenache Mourvedre 2020,14.0,2020,75.0,France,Red,10.99,82,4.0,https://www.virginwines.co.uk/wine/Z41292101414/Les-Trois-Calices-Grenache-Mourvedre,FRA,10.99,1.0409976924234905,10.99,2.0,4.0
Powers Champoux Vineyard Reserve Cabernet Sauvignon 2016,14.0,2016,75.0,USA,Red,24.5,9,4.2,https://www.virginwines.co.uk/wine/Z41200103000/Powers-Champoux-Vineyard-Reserve-Cabernet-Sauvignon,unknown,24.5,1.3891660843645324,24.5,6.0,4.2
Charles Smith Velvet Devil Merlot 2018,13.5,2018,75.0,USA,Red,16.99,13,4.2,https://www.virginwines.co.uk/wine/Z41173102147/Charles-Smith-Velvet-Devil-Merlot,unknown,16.99,1.2301933788690456,16.99,4.0,4.2
Cascadia Yakima Valley Syrah 2020,14.5,2020,75.0,USA,Red,14.99,26,4.2,https://www.virginwines.co.uk/wine/Z41170102638/Cascadia-Yakima-Valley-Syrah,unknown,14.99,1.1758016328482794,14.99,2.0,4.2
Three Gables Western Cape Colombard 2020,13.0,2020,75.0,South Africa,White,10.99,122,4.0,https://www.virginwines.co.uk/wine/Z40554100009/Three-Gables-Western-Cape-Colombard,ZAF,10.99,1.0409976924234905,10.99,2.0,4.0
Charles Smith Kung Fu Girl Riesling 2020,12.0,2020,75.0,USA,White,16.99,18,4.7,https://www.virginwines.co.uk/wine/Z41172102147/Charles-Smith-Kung-Fu-Girl-Riesling,unknown,16.99,1.2301933788690456,16.99,2.0,4.7
Three Gables Swartland Grenache Blanc 2020,13.5,2020,75.0,South Africa,White,11.99,163,4.0,https://www.virginwines.co.uk/wine/Z40552100009/Three-Gables-Swartland-Grenache-Blanc,ZAF,11.99,1.0788191830988487,11.99,2.0,4.0
Black Flag Winemakers Limestone Coast Shiraz Cabernet 2018,14.5,2018,75.0,Australia,Red,14.99,35,3.9,https://www.virginwines.co.uk/wine/Z40910102291/Black-Flag-Winemakers-Limestone-Coast-Shiraz-Cabernet,AUS,14.99,1.1758016328482794,14.99,4.0,3.9
Charles Smith Eve Chardonnay 2019,13.5,2019,75.0,USA,White,16.99,10,4.2,https://www.virginwines.co.uk/wine/Z41171102147/Charles-Smith-Eve-Chardonnay,unknown,16.99,1.2301933788690456,16.99,3.0,4.2
Black Flag Winemakers McLaren Vale Barossa Nero Barbera Touriga 2019,14.0,2019,75.0,Australia,Red,19.99,9,3.6,https://www.virginwines.co.uk/wine/Z40925102291/Black-Flag-Winemakers-McLaren-Vale-Barossa-Nero-Barbera-Touriga,AUS,19.99,1.300812794118117,19.99,3.0,3.6
Black Flag Winemakers McLaren Vale Cabernet Sagrantino 2018,14.0,2018,75.0,Australia,Red,15.99,11,3.5,https://www.virginwines.co.uk/wine/Z40924102291/Black-Flag-Winemakers-McLaren-Vale-Cabernet-Sagrantino,AUS,15.99,1.2038484637462348,15.99,4.0,3.5
Alemany I Corrio Principia Mathematica DO Penedes 2019,12.5,2019,75.0,Spain,White,19.99,7,4.0,https://www.virginwines.co.uk/wine/Z40911101434/Alemany-I-Corrio-Principia-Mathematica-DO-Penedes,ESP,19.99,1.300812794118117,19.99,3.0,4.0
Alemany I Corrio Cargol Treu Vi DO Penedes 2019,12.5,2019,75.0,Spain,White,24.99,3,3.0,https://www.virginwines.co.uk/wine/Z40912101434/Alemany-I-Corrio-Cargol-Treu-Vi-DO-Penedes,ESP,24.99,1.39776625612645,24.99,3.0,0.0
Domaine Bernard Metrat Fleurie La Roilette Vieilles Vignes 2019,13.0,2019,75.0,France,Red,17.99,12,4.2,https://www.virginwines.co.uk/wine/Z40801102131/Domaine-Bernard-Metrat-Fleurie-La-Roilette-Vieilles-Vignes,FRA,17.99,1.2550311633455513,17.99,3.0,4.2
Les Arbousiers Reserve Rose 2020,12.5,2020,75.0,France,Rosé,11.99,109,4.3,https://www.virginwines.co.uk/wine/Z41065102131/Les-Arbousiers-Reserve-Rose-Z41065102131,FRA,11.99,1.0788191830988487,11.99,2.0,4.3
Monte Bernardi Retromarcia Chianti Classico 2020,13.5,2020,75.0,Italy,Red,19.99,10,4.0,https://www.virginwines.co.uk/wine/Z41077103391/Monte-Bernardi-Retromarcia-Chianti-Classico-Z41077103391,ITA,19.99,1.300812794118117,19.99,2.0,4.0
Domaine La Haute Fevrie Chateau Thebaud Muscadet Sevre et Maine 2016,12.0,2016,75.0,France,White,15.99,9,4.3,https://www.virginwines.co.uk/wine/Z41066102131/Domaine-La-Haute-Fevrie-Chateau-Thebaud-Muscadet-Sevre-et-Maine-Z41066102131,FRA,15.99,1.2038484637462348,15.99,6.0,4.3
Perez Cruz Winemaker's Selection 2020,13.5,2020,75.0,Chile,Red,21.99,5014,4.5,https://www.virginwines.co.uk/wine/Z34931100826/Perez-Cruz-Winemakers-Selection,CHL,21.99,1.3422252293607904,21.99,2.0,4.5
Un-named White Blend 2019,13.5,2019,75.0,South Africa,White,15.99,5,3.0,https://www.virginwines.co.uk/wine/Z40874100009/Un-named-White-Blend,ZAF,15.99,1.2038484637462348,15.99,3.0,0.0
Scavi & Ray Alcohol Free Sparkling NV,0.1,NV,75.0,Italy,Low / Alcohol Free Wines,8.99,11,4.5,https://www.virginwines.co.uk/wine/Z41073103371/Scavi-and-Ray-Alcohol-Free-Sparkling,ITA,8.99,0.9537596917332288,8.99,,4.5
Arid Valley White 2019,13.5,2019,75.0,South Africa,White,15.99,18,3.8,https://www.virginwines.co.uk/wine/Z40892100009/Arid-Valley-White,ZAF,15.99,1.2038484637462348,15.99,3.0,3.8
Wild Crush Palomino 2020,12.5,2020,75.0,South Africa,White,11.99,16,4.0,https://www.virginwines.co.uk/wine/Z40893100009/Wild-Crush-Palomino,ZAF,11.99,1.0788191830988487,11.99,2.0,4.0
El Nubarron Sauvignon Blanc 2021,13.0,2021,75.0,Chile,White,11.99,250,4.1,https://www.virginwines.co.uk/wine/Z40937101414/El-Nubarron-Sauvignon-Blanc,CHL,11.99,1.0788191830988487,11.99,1.0,4.1
El Sabio Sauvignon Blanc 2021,12.0,2021,75.0,Chile,White,9.99,364,4.1,https://www.virginwines.co.uk/wine/Z40936101414/El-Sabio-Sauvignon-Blanc,CHL,9.99,0.9995654882259823,9.99,1.0,4.1
L'Ornato Appassimento 2019,13.5,2019,75.0,Italy,Red,16.99,647,4.5,https://www.virginwines.co.uk/wine/Z40197101434/LOrnato-Appassimento,ITA,16.99,1.2301933788690456,16.99,3.0,4.5
The Black Pig The Prize Shiraz 2020,14.5,2020,75.0,Australia,Red,19.99,3659,4.7,https://www.virginwines.co.uk/wine/Z36779102291/The-Black-Pig-The-Prize-Shiraz,AUS,19.99,1.300812794118117,19.99,2.0,4.7
16 Little Black Pigs Cabernet Sauvignon 2020,14.0,2020,75.0,Australia,Red,10.99,2925,4.4,https://www.virginwines.co.uk/wine/Z36976102291/16-Little-Black-Pigs-Cabernet-Sauvignon,AUS,10.99,1.0409976924234905,10.99,2.0,4.4
Blackfoot Daisy Pinot Grigio 2021,12.0,2021,75.0,Australia,White,10.99,1655,4.2,https://www.virginwines.co.uk/wine/Z36897102291/Blackfoot-Daisy-Pinot-Grigio,AUS,10.99,1.0409976924234905,10.99,1.0,4.2
Beneficio Winemakers Selection McLaren Vale Grenache Shiraz 2019,14.0,2019,75.0,Australia,Red,19.99,2025,4.5,https://www.virginwines.co.uk/wine/Z37253102291/Beneficio-Winemakers-Selection-Langhorne-Creek-Shiraz-Grenache,AUS,19.99,1.300812794118117,19.99,3.0,4.5
Champagne Moet & Chandon Brut Imperial NV,12.0,NV,75.0,France,Sparkling,42.99,74,4.3,https://www.virginwines.co.uk/wine/Z35185101524/Champagne-Moet-and-Chandon-Brut-Imperial-Z35185101524,FRA,42.99,1.633367445117007,42.99,,4.3
El Sabio Carmenere 2021,13.0,2021,75.0,Chile,Red,10.99,1135,4.1,https://www.virginwines.co.uk/wine/Z40414101414/El-Sabio-Carmenere,CHL,10.99,1.0409976924234905,10.99,1.0,4.1
El Sabio Pinot Noir 2021,12.5,2021,75.0,Chile,Red,11.99,346,4.1,https://www.virginwines.co.uk/wine/Z40442101414/El-Sabio-Pinot-Noir,CHL,11.99,1.0788191830988487,11.99,1.0,4.1
16 Little Black Pigs Shiraz 2020,14.0,2020,75.0,Australia,Red,10.99,7538,4.4,https://www.virginwines.co.uk/wine/Z36659102291/16-Little-Black-Pigs-Shiraz,AUS,10.99,1.0409976924234905,10.99,2.0,4.4
Champagne Laurent Perrier Cuvee Rose Brut NV,12.0,NV,75.0,France,Sparkling,63.99,68,4.9,https://www.virginwines.co.uk/wine/Z37374101639/Champagne-Laurent-Perrier-Cuvee-Rose-Brut-Z37374101639,FRA,63.99,1.8061121101690911,63.99,,4.9
Champagne Bollinger Special Cuvee Brut NV,12.0,NV,75.0,France,Sparkling,50.0,63,4.8,https://www.virginwines.co.uk/wine/Z36171100003/Champagne-Bollinger-Special-Cuvee-Brut,FRA,50.0,1.6989700043360187,50.0,,4.8
Ripper Chardonnay 2021,13.0,2021,75.0,Australia,White,9.99,544,4.1,https://www.virginwines.co.uk/wine/Z40459101414/Ripper-Chardonnay-Z40459101414,AUS,9.99,0.9995654882259823,9.99,1.0,4.1
Billy Bosch Paarl Pinotage 2021,14.0,2021,75.0,South Africa,Red,10.99,1707,4.2,https://www.virginwines.co.uk/wine/Z36212100009/Billy-Bosch-Paarl-Pinotage,ZAF,10.99,1.0409976924234905,10.99,1.0,4.2
Chateau du Seuil Graves Blanc 2018,12.0,2018,75.0,France,White,13.99,360,3.9,https://www.virginwines.co.uk/wine/Z34559100783/Chateau-du-Seuil-Graves-Blanc,FRA,13.99,1.1458177144918276,13.99,4.0,3.9
Kirriemuir Reserve Adelaide Hills Chardonnay 2021,12.5,2021,75.0,Australia,White,12.99,596,4.1,https://www.virginwines.co.uk/wine/Z36802102291/Kirriemuir-Reserve-Adelaide-Hills-Chardonnay,AUS,12.99,1.113609151073028,12.99,1.0,4.1
El Nubarron Cabernet Sauvignon 2021,13.0,2021,75.0,Chile,Red,11.99,701,4.1,https://www.virginwines.co.uk/wine/Z40415101414/El-Nubarron-Cabernet-Sauvignon,CHL,11.99,1.0788191830988487,11.99,1.0,4.1
Baciato Appassimento Negroamaro 2020,14.0,2020,75.0,Italy,Red,14.99,1918,4.3,https://www.virginwines.co.uk/wine/Z37658102461/Baciato-Appassimento-Negroamaro,ITA,14.99,1.1758016328482794,14.99,2.0,4.3
Beneficio Winemakers Selection Sauvignon Blanc 2021,12.0,2021,75.0,Australia,White,13.99,2685,4.3,https://www.virginwines.co.uk/wine/Z37292102291/Beneficio-Winemakers-Selection-Sauvignon-Blanc,AUS,13.99,1.1458177144918276,13.99,1.0,4.3
Champagne Pierre Gimonnet Cuis 1er Cru Brut Blanc de Blancs NV,12.5,NV,75.0,France,Sparkling,35.99,15,4.5,https://www.virginwines.co.uk/wine/Z38310102128/Champagne-Pierre-Gimonnet-Cuis-1er-Cru-Brut-Blanc-de-Blancs,FRA,35.99,1.5561818466529111,35.99,,4.5
Castillo de Anna Gran Reserva 2014,14.0,2014,75.0,Spain,Red,10.99,4140,3.9,https://www.virginwines.co.uk/wine/Z33718101060/Castillo-de-Anna-Gran-Reserva,ESP,10.99,1.0409976924234905,10.99,8.0,3.9
Billy Bosch Reserve Merlot 2021,14.0,2021,75.0,South Africa,Red,10.99,1972,4.3,https://www.virginwines.co.uk/wine/Z36872100009/Billy-Bosch-Reserve-Merlot,ZAF,10.99,1.0409976924234905,10.99,1.0,4.3
Prodezza Prosecco Brut NV,11.0,NV,75.0,Italy,Sparkling,12.99,1063,4.3,https://www.virginwines.co.uk/wine/Z37621102461/Prodezza-Prosecco-Brut,ITA,12.99,1.113609151073028,12.99,,4.3
Dragon Hills Pinot Grigio 2020,12.0,2020,75.0,Romania,White,9.99,2187,4.1,https://www.virginwines.co.uk/wine/Z36624101434/Dragon-Hills-Pinot-Grigio,ROU,9.99,0.9995654882259823,9.99,2.0,4.1
Aguila Chillando Tempranillo 2020,14.0,2020,75.0,Spain,Red,8.99,1322,4.1,https://www.virginwines.co.uk/wine/Z38046102647/Aguila-Chillando-Tempranillo,ESP,8.99,0.9537596917332288,8.99,2.0,4.1
Condes de Valencia Gran Seleccion 2015,14.0,2015,75.0,Spain,Red,10.99,3868,4.1,https://www.virginwines.co.uk/wine/Z34101101060/Condes-de-Valencia-Gran-Seleccion,ESP,10.99,1.0409976924234905,10.99,7.0,4.1
Cave de Turckheim Pinot Gris Sables et Galets 2019,13.5,2019,75.0,France,White,14.99,197,4.0,https://www.virginwines.co.uk/wine/Z33346100020/Cave-de-Turckheim-Pinot-Gris-Sables-et-Galets,FRA,14.99,1.1758016328482794,14.99,3.0,4.0
Belmonte Marlborough Pinot Gris 2021,13.5,2021,75.0,New Zealand,White,15.99,121,4.2,https://www.virginwines.co.uk/wine/Z36095100586/Belmonte-Marlborough-Pinot-Gris,NZL,15.99,1.2038484637462348,15.99,1.0,4.2
De Martino Ladera Reserva 2020,14.0,2020,75.0,Chile,Red,19.99,1392,4.2,https://www.virginwines.co.uk/wine/Z36143100741/De-Martino-Ladera-Reserva,CHL,19.99,1.300812794118117,19.99,2.0,4.2
Schola Sarmenti Cubardi Primitivo IGT Salento 2019,15.0,2019,75.0,Italy,Red,19.99,678,4.6,https://www.virginwines.co.uk/wine/Z37106102454/Schola-Sarmenti-Cubardi-Primitivo-IGT-Salento,ITA,19.99,1.300812794118117,19.99,3.0,4.6
Black Flag Winemakers Shiraz Touriga 2018,14.5,2018,75.0,Australia,Red,15.99,81,4.2,https://www.virginwines.co.uk/wine/Z40308102291/Black-Flag-Winemakers-Shiraz-Touriga,AUS,15.99,1.2038484637462348,15.99,4.0,4.2
Black Flag Winemakers Chardonnay 2018,13.5,2018,75.0,Australia,White,11.99,115,4.2,https://www.virginwines.co.uk/wine/Z40305102291/Black-Flag-Winemakers-Chardonnay-Z40305102291,AUS,11.99,1.0788191830988487,11.99,4.0,4.2
Black Flag Winemakers South Australian Shiraz 2018,14.5,2018,75.0,Australia,Red,11.99,138,4.2,https://www.virginwines.co.uk/wine/Z40306102291/Black-Flag-Winemakers-South-Australian-Shiraz,AUS,11.99,1.0788191830988487,11.99,4.0,4.2
Black Flag Winemakers Cooler Chardonnay 2019,13.0,2019,75.0,Australia,White,16.99,29,3.8,https://www.virginwines.co.uk/wine/Z40310102291/Black-Flag-Winemakers-Cooler-Chardonnay,AUS,16.99,1.2301933788690456,16.99,3.0,3.8
John Forrest Collection Gimblett Gravels Cabernet Sauvignon 2016,14.0,2016,75.0,New Zealand,Red,27.99,7,4.3,https://www.virginwines.co.uk/wine/Z36867100586/John-Forrest-Collection-Gimblett-Gravels-Cabernet-Sauvignon,NZL,27.99,1.4470028984661623,27.99,6.0,4.3
