rating,num_review,wine_type,size(cL),name,price,country,abv,year,url,age,score,scaled_price,logprice,countrycode,price_fixed
4.9,15,white,75.0,Palacio de Bornos Verdejo,8.15,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/palacio-de-bornos-verdejo.html#/1-volume-75_cl/201-year-2021,1.0,4.9,8.15,0.9111576087399766,ESP,8.15
5.0,1,white,75.0,Bicicletas y Peces Verdejo,10.68,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/bicicletas-y-peces-verdejo.html#/1-volume-75_cl/201-year-2021,1.0,0.0,10.68,1.0285712526925377,ESP,10.68
4.8,18,white,75.0,El Coto Blanco,8.15,Spain,12.0,2021.0,https://www.decantalo.com/uk/en/el-coto-blanco.html#/1-volume-75_cl/201-year-2021,1.0,4.8,8.15,0.9111576087399766,ESP,8.15
5.0,6,white,75.0,Enate Gewürztraminer,12.36,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/enate-gewurztraminer.html#/1-volume-75_cl/201-year-2021,1.0,5.0,12.36,1.0920184707527971,ESP,12.36
5.0,3,white,75.0,Honoro Vera Blanco Rueda,7.81,Spain,13.5,2020.0,https://www.decantalo.com/uk/en/honoro-vera-blanco-rueda.html#/1-volume-75_cl/158-year-2020,2.0,0.0,7.81,0.8926510338773003,ESP,7.81
5.0,14,white,75.0,Faustino VII Blanco,6.78,Spain,11.5,2021.0,https://www.decantalo.com/uk/en/faustino-vii-blanco.html#/1-volume-75_cl/201-year-2021,1.0,5.0,6.78,0.8312296938670634,ESP,6.78
0.0,0,white,75.0,Monte Pío Albariño,15.36,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/monte-pio-albarino.html#/1-volume-75_cl/201-year-2021,1.0,0.0,15.36,1.1863912156954932,ESP,15.36
4.7,6,white,75.0,Barbadillo Castillo de San Diego,7.25,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/barbadillo-castillo-de-san-diego.html#/1-volume-75_cl/201-year-2021,1.0,4.7,7.25,0.8603380065709937,ESP,7.25
4.7,14,white,75.0,El Grifo Malvasía Colección Seco,17.68,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/el-grifo-malvasia-coleccion-seco.html#/1-volume-75_cl/201-year-2021,1.0,4.7,17.68,1.2474822606770544,ESP,17.68
4.4,15,white,75.0,Juan Gil Moscatel Seco,8.32,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/juan-gil-moscatel-seco.html#/1-volume-75_cl/201-year-2021,1.0,4.4,8.32,0.9201233262907239,ESP,8.32
4.7,3,white,75.0,Soalheiro Allo,9.91,Portugal,11.0,2021.0,https://www.decantalo.com/uk/en/soalheiro-allo.html#/1-volume-75_cl/201-year-2021,1.0,0.0,9.91,0.9960736544852753,PRT,9.91
5.0,1,white,75.0,Nora,12.87,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/nora.html#/1-volume-75_cl/201-year-2021,1.0,0.0,12.87,1.1095785469043866,ESP,12.87
4.7,18,white,75.0,K-Naia,7.59,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/k-naia.html#/1-volume-75_cl/201-year-2021,1.0,4.7,7.59,0.8802417758954804,ESP,7.59
4.9,34,white,75.0,San Valentín,7.89,Spain,10.5,2021.0,https://www.decantalo.com/uk/en/san-valentin.html#/1-volume-75_cl/201-year-2021,1.0,4.9,7.89,0.8970770032094203,ESP,7.89
4.9,9,white,75.0,Albariño de Fefiñanes,15.87,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/albarino-de-fefinanes.html#/1-volume-75_cl/201-year-2021,1.0,4.9,15.87,1.2005769267548483,ESP,15.87
4.6,9,white,75.0,Marieta,11.45,Spain,11.5,2021.0,https://www.decantalo.com/uk/en/marieta.html#/1-volume-75_cl/201-year-2021,1.0,4.6,11.45,1.0588054866759067,ESP,11.45
0.0,0,white,75.0,Occhipinti SP68 Bianco,,Italy,12.0,2021.0,https://www.decantalo.com/uk/en/occhipinti-sp68-bianco.html#/1-volume-75_cl/201-year-2021,1.0,0.0,,,ITA,
5.0,4,white,75.0,Barón de Ley Blanco Semidulce,9.35,Spain,10.5,2021.0,https://www.decantalo.com/uk/en/baron-de-ley-blanco-semidulce.html#/1-volume-75_cl/201-year-2021,1.0,0.0,9.35,0.9708116108725178,ESP,9.35
4.8,16,white,75.0,Bermejo Malvasía Seco,17.68,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/bermejo-malvasia-seco.html#/1-volume-75_cl/201-year-2021,1.0,4.8,17.68,1.2474822606770544,ESP,17.68
5.0,3,white,75.0,Raventós d'Alella Pansa Blanca,10.17,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/raventos-de-alella-pansa-blanca.html#/1-volume-75_cl/201-year-2021,1.0,0.0,10.17,1.0073209529227445,ESP,10.17
5.0,2,white,75.0,Bico da Ran,,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/bico-da-ran.html#/1-volume-75_cl/201-year-2021,1.0,0.0,,,ESP,
4.0,3,white,75.0,Fan D'Oro,14.97,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/fan-d-oro.html#/1-volume-75_cl/201-year-2021,1.0,0.0,14.97,1.1752218003430523,ESP,14.97
4.0,3,white,75.0,Viña Zorzal Garnacha Blanca,9.48,Spain,13.5,2020.0,https://www.decantalo.com/uk/en/vina-zorzal-garnacha-blanca.html#/1-volume-75_cl/158-year-2020,2.0,0.0,9.48,0.9768083373380663,ESP,9.48
0.0,0,white,75.0,Muros Antigos Escolha,7.98,Portugal,12.0,2021.0,https://www.decantalo.com/uk/en/muros-antigos-escolha.html#/1-volume-75_cl/201-year-2021,1.0,0.0,7.98,0.9020028913507294,PRT,7.98
5.0,2,white,75.0,Paco & Lola Prime,15.92,Spain,12.5,2019.0,https://www.decantalo.com/uk/en/paco--lola-prime.html#/1-volume-75_cl/114-year-2019,3.0,0.0,15.92,1.2019430634016501,ESP,15.92
5.0,2,white,75.0,Marqués de Cáceres Verdejo,7.98,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/marques-de-caceres-verdejo.html#/1-volume-75_cl/201-year-2021,1.0,0.0,7.98,0.9020028913507294,ESP,7.98
0.0,0,white,75.0,Livio Felluga Pinot Grigio,21.89,Italy,13.0,2021.0,https://www.decantalo.com/uk/en/livio-felluga-pinot-grigio.html#/1-volume-75_cl/201-year-2021,1.0,0.0,21.89,1.3402457615679317,ITA,21.89
3.0,1,white,75.0,Domaine Nathalie et Gilles Fevre Chablis,16.0,France,12.5,2021.0,https://www.decantalo.com/uk/en/domaine-nathalie-et-gilles-fevre-chablis.html#/1-volume-75_cl/201-year-2021,1.0,0.0,16.0,1.2041199826559248,FRA,16.0
4.7,12,white,75.0,Txomin Etxaniz,11.54,Spain,11.0,2021.0,https://www.decantalo.com/uk/en/txomin-etxaniz.html#/1-volume-75_cl/201-year-2021,1.0,4.7,11.54,1.0622058088197126,ESP,11.54
5.0,1,white,75.0,Gaba do Xil O Barreiro,13.0,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/gaba-do-xil-godello.html#/1-volume-75_cl/201-year-2021,1.0,0.0,13.0,1.1139433523068367,ESP,13.0
5.0,2,white,75.0,Marqués de Riscal Sauvignon Blanc,12.31,Spain,13.5,2021.0,https://www.decantalo.com/uk/en/marques-de-riscal-sauvignon-blanc.html#/1-volume-75_cl/201-year-2021,1.0,0.0,12.31,1.0902580529313164,ESP,12.31
5.0,1,white,75.0,Marmellans Blanc,6.65,Spain,13.0,,https://www.decantalo.com/uk/en/marmellans-blanc.html#/1-volume-75_cl/177-year-without_vintage,,0.0,6.65,0.8228216453031046,ESP,6.65
0.0,0,white,75.0,Feudi di San Gregorio Falanghina,11.24,Italy,12.5,2021.0,https://www.decantalo.com/uk/en/feudi-di-san-gregorio-falanghina.html#/1-volume-75_cl/201-year-2021,1.0,0.0,11.24,1.0507663112330423,ITA,11.24
4.5,2,white,75.0,Attis,14.67,Spain,13.0,2021.0,https://www.decantalo.com/uk/en/attis.html#/1-volume-75_cl/201-year-2021,1.0,0.0,14.67,1.1664301138432827,ESP,14.67
0.0,0,white,75.0,Los Frailes Blanc de Trilogía,11.03,Spain,14.5,2021.0,https://www.decantalo.com/uk/en/los-frailes-blanc-de-trilogia.html#/1-volume-75_cl/201-year-2021,1.0,0.0,11.03,1.0425755124401905,ESP,11.03
0.0,0,white,75.0,Amós Bañeres Hey!,13.73,Spain,10.5,2021.0,https://www.decantalo.com/uk/en/amos-baneres-hey.html#/1-volume-75_cl/201-year-2021,1.0,0.0,13.73,1.137670537236755,ESP,13.73
4.5,2,white,75.0,Marc Brédif Vouvray Classic,16.43,France,12.5,2021.0,https://www.decantalo.com/uk/en/marc-bredif-vouvray-classic.html#/1-volume-75_cl/201-year-2021,1.0,0.0,16.43,1.2156375634350618,FRA,16.43
5.0,1,white,75.0,Viña Albina Semidulce Cosecha,7.29,Spain,12.5,2021.0,https://www.decantalo.com/uk/en/vina-albina-semidulce-cosecha.html#/1-volume-75_cl/201-year-2021,1.0,0.0,7.29,0.8627275283179746,ESP,7.29
